relative_path,before_size_bytes,after_size_bytes,before_modified_time,after_modified_time,before_sha256,after_sha256,status
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_preflight_input_validation.csv,2250,2250,2026-05-19T19:11:52,2026-05-19T19:11:52,d087a0918cafb48a632031a058d74572961db2b7978542ffbdaf51dc9542d6d5,d087a0918cafb48a632031a058d74572961db2b7978542ffbdaf51dc9542d6d5,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_review_zip_inventory.csv,1236,1236,2026-05-19T19:11:52,2026-05-19T19:11:52,df9bf0a155dadb9794d788fc1409c87d84194341791a107f80a88157ac435f7e,df9bf0a155dadb9794d788fc1409c87d84194341791a107f80a88157ac435f7e,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_scope_policy_handoff.csv,8851,8851,2026-05-19T19:11:52,2026-05-19T19:11:52,f2535b9cc78645b748d1c5835ce2c37681ec9589640d29e1482362644f76f82f,f2535b9cc78645b748d1c5835ce2c37681ec9589640d29e1482362644f76f82f,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\README.md,10331,10331,2026-05-19T19:11:52,2026-05-19T19:11:52,1a20b7a5efc64e3ced2e22014fa13710f951aceadca9c4323a338fa235f09712,1a20b7a5efc64e3ced2e22014fa13710f951aceadca9c4323a338fa235f09712,unchanged
park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\note_tail_copy.md,5199,5199,2026-05-19T19:11:52,2026-05-19T19:11:52,4e2ec2d2c4e99e072c8dbe184fd04686aad6c1fb3186b19a18d657088ae40a2b,4e2ec2d2c4e99e072c8dbe184fd04686aad6c1fb3186b19a18d657088ae40a2b,unchanged
park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_expanded_no_payment_device_feature_list.csv,30618,30618,2026-05-19T19:11:52,2026-05-19T19:11:52,08592f9099522dfdfe55abe285b0da8cdf84c0faa98c787b3a9925cf1927b248,08592f9099522dfdfe55abe285b0da8cdf84c0faa98c787b3a9925cf1927b248,unchanged
park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_availability.csv,135,135,2026-05-19T19:11:52,2026-05-19T19:11:52,6022d6e442d978ae17bb74401cb6333a335b51907c0a7ba2a7c6ad2ff43f5fbe,6022d6e442d978ae17bb74401cb6333a335b51907c0a7ba2a7c6ad2ff43f5fbe,unchanged
park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_run_plan.csv,2773,2773,2026-05-19T19:11:52,2026-05-19T19:11:52,568132cfe01466ba9ccd184d933bcc4cc4ac6ace0e68249a1a34b31d3a756a35,568132cfe01466ba9ccd184d933bcc4cc4ac6ace0e68249a1a34b31d3a756a35,unchanged
park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,2411,2411,2026-05-19T19:11:52,2026-05-19T19:11:52,f681eda5bb6abd5ca0b1499c5a26f9be725327d79df92991f1587693a8664a4f,f681eda5bb6abd5ca0b1499c5a26f9be725327d79df92991f1587693a8664a4f,unchanged
park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,4547,4547,2026-05-19T19:11:52,2026-05-19T19:11:52,aff5e1c4766d2930f3836eb583b5458e6c3e7047910f49a65b1236da47215b8b,aff5e1c4766d2930f3836eb583b5458e6c3e7047910f49a65b1236da47215b8b,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_260515\05y_conservative_safe_feature_contract.csv,1589,1589,2026-05-19T19:11:52,2026-05-19T19:11:52,43ac71df07286d7093e4dcf31116046a2bf559b36aaa2ad3d5a365c3bd08488f,43ac71df07286d7093e4dcf31116046a2bf559b36aaa2ad3d5a365c3bd08488f,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_260515\05y_expanded_feature_contract.csv,5952,5952,2026-05-19T19:11:52,2026-05-19T19:11:52,227752b13fc4429be64274162feb093d34472a061a1f6dcba8a2d148ed539f65,227752b13fc4429be64274162feb093d34472a061a1f6dcba8a2d148ed539f65,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_patch2_260515\05y_patch2_conservative_safe_feature_contract.csv,3432,3432,2026-05-19T19:11:52,2026-05-19T19:11:52,11fbb470eb799bf28658ba54d8b59164a6611a349e8887d6ceabab35db70d6db,11fbb470eb799bf28658ba54d8b59164a6611a349e8887d6ceabab35db70d6db,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\05y_feature_approval_and_dictionary_patch2_260515\05y_patch2_expanded_feature_contract.csv,17512,17512,2026-05-19T19:11:52,2026-05-19T19:11:52,b217aaa55596bdbea70c68340754cae394c1e45a0106f8290578000a1a65ef81,b217aaa55596bdbea70c68340754cae394c1e45a0106f8290578000a1a65ef81,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_conservative_dataset.csv,4611991,4611991,2026-05-19T19:11:52,2026-05-19T19:11:52,f9915b2c9a539a93f1d3f9e769586251f51a0d541e3d2173a9bf8ff30ddd4c1f,f9915b2c9a539a93f1d3f9e769586251f51a0d541e3d2173a9bf8ff30ddd4c1f,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_expanded_dataset.csv,9983123,9983123,2026-05-19T19:11:52,2026-05-19T19:11:52,7044e2b6d6a6cbd4877c3d342bd9fd286c7a4241d074d26b02e29af4ab686364,7044e2b6d6a6cbd4877c3d342bd9fd286c7a4241d074d26b02e29af4ab686364,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\06x_dataset_generation_260515\06x_model_feature_lists.csv,12902,12902,2026-05-19T19:11:52,2026-05-19T19:11:52,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,ca01ba97fa6aa12f728808cfbc230a462f720810bd7b56e7484c3258c786f370,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_expanded_no_payment_device_feature_list.csv,30618,30618,2026-05-19T19:11:53,2026-05-19T19:11:53,08592f9099522dfdfe55abe285b0da8cdf84c0faa98c787b3a9925cf1927b248,08592f9099522dfdfe55abe285b0da8cdf84c0faa98c787b3a9925cf1927b248,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,1388,1388,2026-05-19T19:11:53,2026-05-19T19:11:53,096c4d4f9729fe01d81f29a5ad7798c005e018c858933fe9a8b297615fc0f760,096c4d4f9729fe01d81f29a5ad7798c005e018c858933fe9a8b297615fc0f760,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_business_action_candidates.csv,1019,1019,2026-05-19T19:11:53,2026-05-19T19:11:53,6d90043e8f97bb2b5a492e959fe454edc4429cec182d0b20efdf614148669277,6d90043e8f97bb2b5a492e959fe454edc4429cec182d0b20efdf614148669277,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_dashboard_handoff_datamart.csv,11788930,11788930,2026-05-19T19:11:53,2026-05-19T19:11:53,05857033718afb17c49b1e2d1138e2dad5f4e1e91980c8ba70d5ef9f5febfaa3,05857033718afb17c49b1e2d1138e2dad5f4e1e91980c8ba70d5ef9f5febfaa3,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_proxy_artifact_audit.csv,4687,4687,2026-05-19T19:11:53,2026-05-19T19:11:53,0936870f0c79256c85fd2de44897711eb1390b6ac62a7741b652e74f16c0f262,0936870f0c79256c85fd2de44897711eb1390b6ac62a7741b652e74f16c0f262,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_assignment.csv,6879330,6879330,2026-05-19T19:11:53,2026-05-19T19:11:53,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,4235b44b966cb324978352d0b8b480b2f9597e3d9ab058a431d3297af9ab3f62,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_representative_segment_rules.csv,1474,1474,2026-05-19T19:11:53,2026-05-19T19:11:53,7643503994d9ac3b3c75231c3b83a986a6790eb5a785eca650c1053c8a2903a5,7643503994d9ac3b3c75231c3b83a986a6790eb5a785eca650c1053c8a2903a5,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_score_source_selection.csv,1909,1909,2026-05-19T19:11:53,2026-05-19T19:11:53,43351609814c1529d6930fcc2f51e9dbb50900ce08c35e5e0a7fb7902804a95b,43351609814c1529d6930fcc2f51e9dbb50900ce08c35e5e0a7fb7902804a95b,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segment_summary.csv,2467,2467,2026-05-19T19:11:53,2026-05-19T19:11:53,6fcf17ac37925a04a7f143cbae3062ee12bf0e701f788d0d638754bf0e174125,6fcf17ac37925a04a7f143cbae3062ee12bf0e701f788d0d638754bf0e174125,unchanged
park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\segments\17x_segmentation_design_260516\17x_segmentation_base_datamart.csv,8805920,8805920,2026-05-19T19:11:53,2026-05-19T19:11:53,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,0554f0eda743c525ecf8edd777afe04e0d15318b60dd6a3959b3a06f826a88cd,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_00_korean_font_test.png,10687,10687,2026-05-19T19:11:53,2026-05-19T19:11:53,16a94730495fcd923d37f3f8686373b487383f6963c7577f54583ec4e14f1b19,16a94730495fcd923d37f3f8686373b487383f6963c7577f54583ec4e14f1b19,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_SHAP_bar__conservative_safe_22__overall_with_promotion__CatBoost.png,106851,106851,2026-05-19T19:11:53,2026-05-19T19:11:53,52ad6eb394d658df81c07d4885c563434003454460ca9432766f356742b1659f,52ad6eb394d658df81c07d4885c563434003454460ca9432766f356742b1659f,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_SHAP_bar__expanded_feature_set__nonpromotion_only__LightGBM.png,101758,101758,2026-05-19T19:11:53,2026-05-19T19:11:53,d10e1599ce64564709801a2495797c92147c206f0ddb3554e2efc87c0ca1492b,d10e1599ce64564709801a2495797c92147c206f0ddb3554e2efc87c0ca1492b,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_SHAP_bar__expanded_feature_set__overall_with_promotion__LightGBM.png,101548,101548,2026-05-19T19:11:53,2026-05-19T19:11:53,6a0c6b7f594dfa1912aa4e90134d3514b9e595e2af2b1b21fdfa6d4b91bddb58,6a0c6b7f594dfa1912aa4e90134d3514b9e595e2af2b1b21fdfa6d4b91bddb58,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_bar_nonpromotion_only.png,141725,141725,2026-05-19T19:11:53,2026-05-19T19:11:53,be3f06f2287c406583c2e96b09dfcf070c5e37b26a6312e335459e872076b9b4,be3f06f2287c406583c2e96b09dfcf070c5e37b26a6312e335459e872076b9b4,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_bar_overall_with_promotion.png,142065,142065,2026-05-19T19:11:53,2026-05-19T19:11:53,b0dbd2490250b7a2bde38741da543b34bd4ad19af2de754a92f66393e92e4eaa,b0dbd2490250b7a2bde38741da543b34bd4ad19af2de754a92f66393e92e4eaa,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_bar_overall_without_promotion.png,141520,141520,2026-05-19T19:11:53,2026-05-19T19:11:53,74f18f048f0979bf8f224e59776ff14735841992b3c27bf8215ba72d5712fb9e,74f18f048f0979bf8f224e59776ff14735841992b3c27bf8215ba72d5712fb9e,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_bar_promotion_only.png,140578,140578,2026-05-19T19:11:53,2026-05-19T19:11:53,c86772bd5ec9ec5a2c9f4cd13fc9a897729b46a89b7276b51de824e9238a51a8,c86772bd5ec9ec5a2c9f4cd13fc9a897729b46a89b7276b51de824e9238a51a8,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_beeswarm_nonpromotion_only.png,209609,209609,2026-05-19T19:11:53,2026-05-19T19:11:53,cadf0887b2b77d7537f282a2106cfcd2b2435c78c4bc432e191e89319b41db14,cadf0887b2b77d7537f282a2106cfcd2b2435c78c4bc432e191e89319b41db14,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_beeswarm_overall_with_promotion.png,244523,244523,2026-05-19T19:11:53,2026-05-19T19:11:53,abce8fa9a3853885890ec693b44d7c85af7b0e3277931b6c7e8aeb7b8ca2bd6b,abce8fa9a3853885890ec693b44d7c85af7b0e3277931b6c7e8aeb7b8ca2bd6b,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_beeswarm_overall_without_promotion.png,244445,244445,2026-05-19T19:11:53,2026-05-19T19:11:53,33ad6378847591bccb26758c6f5e7b0f15c0474c979bbf5b56d97327f82f8ea5,33ad6378847591bccb26758c6f5e7b0f15c0474c979bbf5b56d97327f82f8ea5,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_beeswarm_promotion_only.png,263744,263744,2026-05-19T19:11:53,2026-05-19T19:11:53,c10d15a93e9c8dc8e0b32071141be4558b6ae7721e2fc94f6e0bcb82aa57fd16,c10d15a93e9c8dc8e0b32071141be4558b6ae7721e2fc94f6e0bcb82aa57fd16,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_family_bar_nonpromotion_only.png,47420,47420,2026-05-19T19:11:53,2026-05-19T19:11:53,cfb7de243181f50b703f723b8b6c10926b8fea83ac251e4031e1409c1d0af48b,cfb7de243181f50b703f723b8b6c10926b8fea83ac251e4031e1409c1d0af48b,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_family_bar_overall_with_promotion.png,51640,51640,2026-05-19T19:11:53,2026-05-19T19:11:53,d4f809f27ec3719aec24bbc36f669b854f145a3e30abaf02fe9eb5957b64a125,d4f809f27ec3719aec24bbc36f669b854f145a3e30abaf02fe9eb5957b64a125,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_family_bar_overall_without_promotion.png,48312,48312,2026-05-19T19:11:53,2026-05-19T19:11:53,427f114dcd35b7ab185ba69acc5c29720e9fce2b48a90a1e9b88cd5863f9549b,427f114dcd35b7ab185ba69acc5c29720e9fce2b48a90a1e9b88cd5863f9549b,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_family_bar_promotion_only.png,47471,47471,2026-05-19T19:11:53,2026-05-19T19:11:53,7fdd1c0240a78b95303180f2bcc806ec5ccc6c21b385c302eabe8ead57148e1e,7fdd1c0240a78b95303180f2bcc806ec5ccc6c21b385c302eabe8ead57148e1e,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_redundancy_family_SHAP_importance.png,106840,106840,2026-05-19T19:11:53,2026-05-19T19:11:53,2368e07bd50a7817cfdaf4901d99f482c6e293803e709261379292e20bf1c784,2368e07bd50a7817cfdaf4901d99f482c6e293803e709261379292e20bf1c784,unchanged
park.ingyeom\reports\figures\16x_SHAP_candidate_interpretation_260516\16x_fig_scope_top10_SHAP_comparison.png,91783,91783,2026-05-19T19:11:53,2026-05-19T19:11:53,4152960d92af884d4ee81c220683b6b0938e1359e84406e99baf5f970a427ad5,4152960d92af884d4ee81c220683b6b0938e1359e84406e99baf5f970a427ad5,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,1388,1388,2026-05-19T19:11:53,2026-05-19T19:11:53,096c4d4f9729fe01d81f29a5ad7798c005e018c858933fe9a8b297615fc0f760,096c4d4f9729fe01d81f29a5ad7798c005e018c858933fe9a8b297615fc0f760,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_before_after_hash.csv,1131,1131,2026-05-19T19:11:53,2026-05-19T19:11:53,81ba71457cd3fdb4b4b998d07c70e9a6760677d0eafbe4231bb8c77c4768ca69,81ba71457cd3fdb4b4b998d07c70e9a6760677d0eafbe4231bb8c77c4768ca69,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_change_manifest.csv,1184,1184,2026-05-19T19:11:53,2026-05-19T19:11:53,0faf9b11ab0500a2f4182f4151db459e4a4f0dbd9fefccb823e263c10f7696e0,0faf9b11ab0500a2f4182f4151db459e4a4f0dbd9fefccb823e263c10f7696e0,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_figure_review.csv,1160,1160,2026-05-19T19:11:53,2026-05-19T19:11:53,d3d9aed5fac14a885626bd673d2e3d658dffa17a6f468e417895b49640c0a863,d3d9aed5fac14a885626bd673d2e3d658dffa17a6f468e417895b49640c0a863,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_final_checks.csv,691,691,2026-05-19T19:11:53,2026-05-19T19:11:53,f745760320813f8e87a78deac5c731c950c6f9f1edb7a8136a9ced8850f42041,f745760320813f8e87a78deac5c731c950c6f9f1edb7a8136a9ced8850f42041,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_review_zip_inventory.csv,2527,2527,2026-05-19T19:11:53,2026-05-19T19:11:53,ab8625ef84d21d9f11375d8f5bc054224a89a13d1c5aafb22d25cb1dc1a54df5,ab8625ef84d21d9f11375d8f5bc054224a89a13d1c5aafb22d25cb1dc1a54df5,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\16x_hotfix_visualization_inventory.csv,350,350,2026-05-19T19:11:53,2026-05-19T19:11:53,f5410580eae80fd59e1a553969ec5b0647a5a54497f9ada1f262ebf8f15e5b02,f5410580eae80fd59e1a553969ec5b0647a5a54497f9ada1f262ebf8f15e5b02,unchanged
park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_hotfix_260516\note_tail_copy.md,8598,8598,2026-05-19T19:11:53,2026-05-19T19:11:53,37418678880904afac6789442094eb6df0584ba221a023ce551901b680f43fc5,37418678880904afac6789442094eb6df0584ba221a023ce551901b680f43fc5,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,197624,197624,2026-05-19T19:11:53,2026-05-19T19:11:53,cfcad38247202a7e7e48f36884a22111c0ecedafdefe859acc723cff86076dfd,cfcad38247202a7e7e48f36884a22111c0ecedafdefe859acc723cff86076dfd,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_candidate_selection_by_scope.csv,3242,3242,2026-05-19T19:11:53,2026-05-19T19:11:53,a604006afa4b869ce3a7c502030ffbf777843cd46d0ef64b04a9c814867b61fd,a604006afa4b869ce3a7c502030ffbf777843cd46d0ef64b04a9c814867b61fd,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_conservative_vs_expanded_comparison.csv,12503,12503,2026-05-19T19:11:53,2026-05-19T19:11:53,c27838337abd8d1801fc782e22e16483772fc4eaa838616410f09998cc682e56,c27838337abd8d1801fc782e22e16483772fc4eaa838616410f09998cc682e56,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_cv_fold_metrics.csv,85541,85541,2026-05-19T19:11:53,2026-05-19T19:11:53,e6961151e0870fcfb618b33c2740c34e3c20261a6d5055f0e9decfd96999d305,e6961151e0870fcfb618b33c2740c34e3c20261a6d5055f0e9decfd96999d305,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_dataset_scope_summary.csv,1136,1136,2026-05-19T19:11:53,2026-05-19T19:11:53,0d0e465413f364e9e324f3727c07baa19e2acd52c8daaed324f360da4ba92338,0d0e465413f364e9e324f3727c07baa19e2acd52c8daaed324f360da4ba92338,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_feature_set_input_audit.csv,62425,62425,2026-05-19T19:11:53,2026-05-19T19:11:53,95b101267fc058d6da77dc286ec13eea1c0c0aaa8b80205d92d0647289425395,95b101267fc058d6da77dc286ec13eea1c0c0aaa8b80205d92d0647289425395,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_final_checks.csv,3302,3302,2026-05-19T19:11:53,2026-05-19T19:11:53,abc8c3c5727b08fa1d7405fd5235ae6e7b0c018c0f85a11027a8b008a27d2ef9,abc8c3c5727b08fa1d7405fd5235ae6e7b0c018c0f85a11027a8b008a27d2ef9,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_model_availability.csv,247,247,2026-05-19T19:11:53,2026-05-19T19:11:53,19935046a61c8b055c63ef7c6ce8511a15512aeb40bd3e606d87d0c62e507c73,19935046a61c8b055c63ef7c6ce8511a15512aeb40bd3e606d87d0c62e507c73,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_model_run_plan.csv,6518,6518,2026-05-19T19:11:53,2026-05-19T19:11:53,ea063765e9092ccf015259c9d8f72a5f63ce106c9aac5aa3b58b7d11969c5172,ea063765e9092ccf015259c9d8f72a5f63ce106c9aac5aa3b58b7d11969c5172,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_model_summary_by_scope.csv,23046,23046,2026-05-19T19:11:53,2026-05-19T19:11:53,5b818ae15132568aea9c6d1742ac0a8b82a4663032e23ca5e0d70282c794da4b,5b818ae15132568aea9c6d1742ac0a8b82a4663032e23ca5e0d70282c794da4b,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_open_risks_for_next_steps.csv,1336,1336,2026-05-19T19:11:53,2026-05-19T19:11:53,6feb279ef7ed1fa478e42767f24b1812260c5756b56263903d079d5301a53ba1,6feb279ef7ed1fa478e42767f24b1812260c5756b56263903d079d5301a53ba1,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_operating_metrics_at_k.csv,36259,36259,2026-05-19T19:11:53,2026-05-19T19:11:53,83cbf66f10bf0e85f81639b3bdcfccb9b9f2f079a1b4c69b681fee0449449639,83cbf66f10bf0e85f81639b3bdcfccb9b9f2f079a1b4c69b681fee0449449639,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_preflight_input_validation.csv,1729,1729,2026-05-19T19:11:53,2026-05-19T19:11:53,9db1fa30fe81cab071b07d6b45ae2a3b974dbf42c7743ba0526e5077e6f27f52,9db1fa30fe81cab071b07d6b45ae2a3b974dbf42c7743ba0526e5077e6f27f52,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_redundancy_caveat_handoff.csv,5852,5852,2026-05-19T19:11:53,2026-05-19T19:11:53,5b9fe8ba80125847d203d2c0a420572e79a2916802cfc3ad60e3e95a37562d44,5b9fe8ba80125847d203d2c0a420572e79a2916802cfc3ad60e3e95a37562d44,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_review_zip_inventory.csv,2347,2347,2026-05-19T19:11:53,2026-05-19T19:11:53,f4589006ddcdf4a11816b0185064b0efc6fce4247989208dca427108f01d4bbe,f4589006ddcdf4a11816b0185064b0efc6fce4247989208dca427108f01d4bbe,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_safe_unsafe_wording.csv,929,929,2026-05-19T19:11:53,2026-05-19T19:11:53,3d4b2ff8556bf45e1c4124fe754c7461536b4bf4283ff03ec2d041a7ae907180,3d4b2ff8556bf45e1c4124fe754c7461536b4bf4283ff03ec2d041a7ae907180,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_source_fingerprint_before_after.csv,2448,2448,2026-05-19T19:11:53,2026-05-19T19:11:53,d66e5efd688697c6c807f9eb5556032f8394493ff07683b6d10a379e3b4ab7ac,d66e5efd688697c6c807f9eb5556032f8394493ff07683b6d10a379e3b4ab7ac,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_vs_11x_baseline_comparison.csv,1968,1968,2026-05-19T19:11:53,2026-05-19T19:11:53,ea0839fe2372cc7e9797b40ca87ba450481bbc8649ff311fe29dd272085c0050,ea0839fe2372cc7e9797b40ca87ba450481bbc8649ff311fe29dd272085c0050,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\README.md,8620,8620,2026-05-19T19:11:53,2026-05-19T19:11:53,6001a5255a850a3dc806bf48d1b075f2a7f04181350a57641e82fdb198a3ff78,6001a5255a850a3dc806bf48d1b075f2a7f04181350a57641e82fdb198a3ff78,unchanged
park.ingyeom\reports\models\12x_model_family_comparison_260516\note_tail_copy.md,8237,8237,2026-05-19T19:11:53,2026-05-19T19:11:53,44e80d67ce22c9e3535d6d91af3e8ee929ee27eab4bc083fa5b93df051c55db8,44e80d67ce22c9e3535d6d91af3e8ee929ee27eab4bc083fa5b93df051c55db8,unchanged
park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_best_params_by_scope.csv,5111,5111,2026-05-19T19:11:53,2026-05-19T19:11:53,d41346ee6cc03220a53aac331fd8b8f6345d091faf23393632d7e863b430e11b,d41346ee6cc03220a53aac331fd8b8f6345d091faf23393632d7e863b430e11b,unchanged
park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_calibration_decile_summary.csv,26213,26213,2026-05-19T19:11:53,2026-05-19T19:11:53,7f10cab3721b8ec0115276b6cec82a3ee04d48ab6727f4be968ae55f2823e500,7f10cab3721b8ec0115276b6cec82a3ee04d48ab6727f4be968ae55f2823e500,unchanged
park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_candidate_recommendation_summary.csv,4625,4625,2026-05-19T19:11:53,2026-05-19T19:11:53,9e2b14c291120e8de3c6c1748911750e9c7736dd825367331700f9db501814d1,9e2b14c291120e8de3c6c1748911750e9c7736dd825367331700f9db501814d1,unchanged
park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_cv_fold_metrics.csv,19565,19565,2026-05-19T19:11:53,2026-05-19T19:11:53,1a7b8c53ec9ce07eeeab11318f420c66b5620d3462bd8054c3d532336252d563,1a7b8c53ec9ce07eeeab11318f420c66b5620d3462bd8054c3d532336252d563,unchanged
park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_final_checks.csv,2453,2453,2026-05-19T19:11:53,2026-05-19T19:11:53,be9f320c22c2b663763afff7d990bd3dd5d4453a3d6cd4eaab95118f94759b05,be9f320c22c2b663763afff7d990bd3dd5d4453a3d6cd4eaab95118f94759b05,unchanged
