side,relative_path,file_name,extension,size_bytes,modified_time,sha256,file_role
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_family_importance_by_scope.png,16_fig_family_importance_by_scope.png,.png,145161,2026-05-21T17:37:37,7debe9f8b97640a7a7d3e523c04edc8ef78a811d720044e19c2bd4f22c48c408,figure
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_gb_promo0_top20_shap_bar.png,16_fig_gb_promo0_top20_shap_bar.png,.png,77047,2026-05-21T17:37:37,fb2fcb5f5edd5fd72ebc660af003c0f4871ef75eedf6f2ae762951f5b47ea685,figure
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_gb_promo1_top20_shap_bar.png,16_fig_gb_promo1_top20_shap_bar.png,.png,79413,2026-05-21T17:37:37,2192f362bd2ee3b6a6dac399ab8ff58cc7a0b5f91d8de1bf69f25ed5962d305c,figure
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_lr_promo0_top20_coef_bar.png,16_fig_lr_promo0_top20_coef_bar.png,.png,82501,2026-05-21T17:37:37,d99da76969da3058e1fe7f53cf9087a4209b90f8e514d52fb77f9060f6c1667f,figure
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_lr_promo1_top20_coef_bar.png,16_fig_lr_promo1_top20_coef_bar.png,.png,79089,2026-05-21T17:37:37,7ea25feb7b0658d921c256e82350930945c6875395fdf56e202c5966372c41b7,figure
PUBLIC,PUBLIC\reports\figures\16_SHAP_candidate_interpretation_260520\16_fig_promo1_vs_promo0_family_comparison.png,16_fig_promo1_vs_promo0_family_comparison.png,.png,124440,2026-05-21T17:37:37,aac00334023e02513396ec48c7e01eda37c73b0f8c0b46f5e7804406eb8034cc,figure
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\final_result.csv,final_result.csv,.csv,1098,2026-05-21T17:37:37,5a92d7f0bca048d633bd5b945ee044c946186082031825de68da32cfeb65a14e,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\SOURCE_POINTER.txt,SOURCE_POINTER.txt,.txt,558,2026-05-21T17:37:37,8fa3b7cea9c621ed84fa4cd3cd7e29293fe85a5e0006b61cfe02636eb8af032b,other
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\trials_all.csv,trials_all.csv,.csv,14385,2026-05-21T17:37:37,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\final_result.csv,final_result.csv,.csv,1130,2026-05-21T17:37:37,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\SOURCE_POINTER.txt,SOURCE_POINTER.txt,.txt,558,2026-05-21T17:37:37,4833361cf8745493c95b4daf867374dc724d8d427d8e8b1d0285514f90958dcf,other
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\trials_all.csv,trials_all.csv,.csv,14408,2026-05-21T17:37:37,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\final_result.csv,final_result.csv,.csv,926,2026-05-21T17:37:37,0e16f6e79fd3b3adc3587e425323e315ad522041c85bfbd0d1c9a1cd24f34999,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\SOURCE_POINTER.txt,SOURCE_POINTER.txt,.txt,558,2026-05-21T17:37:37,f4aa2c26d28294c9399f326abbed108f5a3270d545c03be5e74296e0bb28342d,other
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\trials_all.csv,trials_all.csv,.csv,11590,2026-05-21T17:37:37,b41726a03e93c5c5e12359ba038ce536c7347c58b894f8c5b608f72835d5dcf5,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\final_result.csv,final_result.csv,.csv,930,2026-05-21T17:37:37,ee1b84fb352cfcd91c5beb75c39fed692e9f29ebca3e983a31b51a07675d9bcf,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\SOURCE_POINTER.txt,SOURCE_POINTER.txt,.txt,558,2026-05-21T17:37:37,9c85eadcd7f7a946a2605b169e49221f42ec034900f265e8cfe18f369dc46aed,other
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\trials_all.csv,trials_all.csv,.csv,11675,2026-05-21T17:37:37,ae18babb375dc15251e2a7fcd9ce41f4e6d18763f9c9a862c07ad349b9155942,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo0\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo0\final_result.csv,final_result.csv,.csv,926,2026-05-21T17:37:37,0e16f6e79fd3b3adc3587e425323e315ad522041c85bfbd0d1c9a1cd24f34999,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo0\trials_all.csv,trials_all.csv,.csv,11590,2026-05-21T17:37:37,b41726a03e93c5c5e12359ba038ce536c7347c58b894f8c5b608f72835d5dcf5,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo1\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo1\final_result.csv,final_result.csv,.csv,930,2026-05-21T17:37:37,ee1b84fb352cfcd91c5beb75c39fed692e9f29ebca3e983a31b51a07675d9bcf,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\lr_baseline_promo1\trials_all.csv,trials_all.csv,.csv,11675,2026-05-21T17:37:37,ae18babb375dc15251e2a7fcd9ce41f4e6d18763f9c9a862c07ad349b9155942,csv
PUBLIC,PUBLIC\results\11_baseline_growth_comparison_260520\README.md,README.md,.md,2645,2026-05-21T17:37:37,48435665103572bfa7eb36260e767f28b76110c9385fb6414d95653a181f271e,md
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_final_result_metric_summary.csv,12_final_result_metric_summary.csv,.csv,2994,2026-05-21T17:37:37,0b05887661e2dcf13d98cff532fd73da2c331d1487eaf7ffeda542d2f83314a7,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_high_auc_suspicion_audit.csv,12_high_auc_suspicion_audit.csv,.csv,2763,2026-05-21T17:37:37,9dc881ab8fc0be6225d2b690b8546530111c043fd7adf51dcd526fb8b883b7bc,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_leakage_proxy_feature_audit.csv,12_leakage_proxy_feature_audit.csv,.csv,2347,2026-05-21T17:37:37,202872bc42eac253e7511b737058d1b9d22f4fefa2dc0e40c77078461ad3e688,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_log_retention_condition_check.csv,12_log_retention_condition_check.csv,.csv,1562,2026-05-21T17:37:37,ce50d001620ebca434f37ea14cd2a9a9bb96b6925696eeb8417decc4feb43eeb,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_oof_readiness_decision.csv,12_oof_readiness_decision.csv,.csv,2573,2026-05-21T17:37:37,2b1a076bbcf25f2dfa3fcf0001d655eff28469c657b3f7192c01dfc9a488d0a7,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_scopewise_gb_vs_lr_comparison.csv,12_scopewise_gb_vs_lr_comparison.csv,.csv,1752,2026-05-21T17:37:37,789e4fd910f301e3aee1da5f0c54828a4f8d62e88db7433451e4b0df6dc74667,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_split_policy_audit.csv,12_split_policy_audit.csv,.csv,1672,2026-05-21T17:37:37,a2a75afdb96f1740beb512b99de93c88acc69e9eb8f5dee65354b948652db5bd,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\12_trials_overfit_stability_summary.csv,12_trials_overfit_stability_summary.csv,.csv,1313,2026-05-21T17:37:37,a9ae7d6cc5dbf7fcb90f5f932a4e5be47818026411050672be90ef60a225d5d5,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review\README.md,README.md,.md,5283,2026-05-21T17:37:37,e1ed4e698036bbe14b5510db8b94103187cce64709a4bc4c108c73d671d598fd,md
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\12_hotfix_summary.md,12_hotfix_summary.md,.md,3360,2026-05-21T17:37:37,f1fec7b5e549800b4001c045ceec94259c9484e59ac2fa2dcb750a0aac58afd9,md
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\12_is_churn_prevented_policy_correction.csv,12_is_churn_prevented_policy_correction.csv,.csv,1108,2026-05-21T17:37:37,66d0725d919afcd28c6925ccc551ef90da79600d2311c120a7235c1ba371a132,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\12_metric_interpretation_correction.csv,12_metric_interpretation_correction.csv,.csv,2027,2026-05-21T17:37:37,b75c090c058ccd2e1c8bb4cc8d04662b472e75fd4e06a6cc420a29db11d52603,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\12_oof_readiness_user_confirmed_update.csv,12_oof_readiness_user_confirmed_update.csv,.csv,2531,2026-05-21T17:37:37,f6a49e78fa6d22e41e1fb734589bb28b31ed0e35181f5ed8e0fa26d11aff987b,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\12_split_policy_usernum_correction.csv,12_split_policy_usernum_correction.csv,.csv,3224,2026-05-21T17:37:37,a82319ba766abccbb929090440198d450087598f486894f697b8d6f52902353f,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_review_hotfix_user_confirmed\README.md,README.md,.md,3802,2026-05-21T17:37:37,4fea68385e768a1a83c7189c031afd28917413c76c15537d92054f272c5e5c09,md
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_summary\12_four_model_comparison_input_manifest.csv,12_four_model_comparison_input_manifest.csv,.csv,1104,2026-05-21T17:37:37,98a18394f0ee0966512d58aaedc3602905c20b7773805a0abbbe1483cfbd022f,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\four_model_comparison_summary\12_four_model_metric_preview.csv,12_four_model_metric_preview.csv,.csv,1748,2026-05-21T17:37:37,1596cbb647bb3ec46c303d3ae52edbc7f3bf8ccddb278be57576e67d40efd6f2,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo0\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo0\final_result.csv,final_result.csv,.csv,1098,2026-05-21T17:37:37,5a92d7f0bca048d633bd5b945ee044c946186082031825de68da32cfeb65a14e,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo0\trials_all.csv,trials_all.csv,.csv,14385,2026-05-21T17:37:37,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo1\feature_manifest_used.csv,feature_manifest_used.csv,.csv,1818,2026-05-21T17:37:37,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo1\final_result.csv,final_result.csv,.csv,1130,2026-05-21T17:37:37,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\gradientboosting_promo1\trials_all.csv,trials_all.csv,.csv,14408,2026-05-21T17:37:37,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,csv
PUBLIC,PUBLIC\results\12_model_family_comparison_260520\README.md,README.md,.md,1933,2026-05-21T17:37:37,a75e0a01259127e8f10b19ef507b16969bbf9d456b0974b293e913958b4cbed9,md
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_gb_lr_high_risk_overlap.csv,15_gb_lr_high_risk_overlap.csv,.csv,280,2026-05-21T17:37:37,34b3c42b15b6c8803f9c51686191a0399ea5940d295e95f8052c2449f66e6bbb,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,15_model_config_extraction.csv,.csv,1708,2026-05-21T17:37:37,f0ffe5264ec0f96663c5564b4783672446fc15a0eb5600d064c1074d9a4b713b,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_feature_policy_check.csv,15_oof_feature_policy_check.csv,.csv,930,2026-05-21T17:37:37,2dec73829671e0790cae0b0d953ec2f4aec4d641d243669a828f10636a44a471,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_fold_distribution_check.csv,15_oof_fold_distribution_check.csv,.csv,1271,2026-05-21T17:37:37,d3b6fe71d392e9b42b3629fd65c14c3e8466b82b0ad42f2ea1c8cdcc377468b4,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_metric_summary.csv,15_oof_metric_summary.csv,.csv,968,2026-05-21T17:37:37,0614dd7684bbd6bebb0c91489b769017c374f28fdc0bd0dc90bdddddddf2459b,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,15_oof_readiness_for_shap_segmentation.csv,.csv,445,2026-05-21T17:37:37,5650000f69f61b89d4a1f5704511e023a1410d0a9eb3153a781138e5323e7403,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_long.csv,15_oof_score_long.csv,.csv,8258221,2026-05-21T17:37:37,cd770fa2ea41ae069df1dc6bfd9722d5d13157ecc72c4d74d4dd3077116cab85,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo0.csv,15_oof_score_wide_promo0.csv,.csv,1964936,2026-05-21T17:37:37,09c6798f6c9108331c273ee84836e35364d8530110202dd4f083132bd642164d,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo1.csv,15_oof_score_wide_promo1.csv,.csv,2089906,2026-05-21T17:37:37,9c07d881c474c394dc5e6fb869478bd57861309c02c093127230853e021a6e88,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_split_policy_check.csv,15_oof_split_policy_check.csv,.csv,1260,2026-05-21T17:37:37,75f640cd15b83422233fef795f4c7c651fe079afd1aa1cb1533c9bed890b0bb4,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\README.md,README.md,.md,3869,2026-05-21T17:37:37,f7fd6d9a5d0a0d41d61810e0970918b12bd4543480efdd1aa7e7eeabfe41d7fa,md
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_gb_lr_high_risk_overlap.csv,15_gb_lr_high_risk_overlap.csv,.csv,1456,2026-05-21T17:37:37,f3906ad29e1cbb45f0f0d0e79574b59dddb5574cb25d676225aabd5cd82525c3,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_model_config_extraction.csv,15_model_config_extraction.csv,.csv,1679,2026-05-21T17:37:37,55da1d0984a02fa084cbd95f608f4bd68aa8c81103b71bc960f839deace6e1ed,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_feature_policy_check.csv,15_oof_feature_policy_check.csv,.csv,985,2026-05-21T17:37:37,e00c6dc1ad7c9cae1f665fbf6c30f059ec06997bbf12bfb93d4ec1c80deaaa1a,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_fold_distribution_check.csv,15_oof_fold_distribution_check.csv,.csv,2968,2026-05-21T17:37:37,03a0d8d3ffa541ad78336144f8ef3f82bdf76665387a4e4dd69e70afd31a8a83,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_metric_summary.csv,15_oof_metric_summary.csv,.csv,1235,2026-05-21T17:37:37,b7ab83f13f520042506d38cb96983bd7c05d4a7f54ca9523ba8d8528b142a5bf,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_readiness_for_shap_segmentation.csv,15_oof_readiness_for_shap_segmentation.csv,.csv,2227,2026-05-21T17:37:37,777b8d3bf2452c8f13dce7885944802c10f800a90842b4b117a3e53ee7015b9d,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_long.csv,15_oof_score_long.csv,.csv,13852127,2026-05-21T17:37:37,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide.csv,15_oof_score_wide.csv,.csv,6227550,2026-05-21T17:37:37,1f3af6a7d7baf8a1536f40510796b07125e8410f43bfb3dcac63f17e970ad452,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo0.csv,15_oof_score_wide_promo0.csv,.csv,3019403,2026-05-21T17:37:37,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo1.csv,15_oof_score_wide_promo1.csv,.csv,3208441,2026-05-21T17:37:37,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_split_policy_check.csv,15_oof_split_policy_check.csv,.csv,884,2026-05-21T17:37:37,4605ad5c9ee3564c5801bf43c2cdaf284b4b2c8599a15299dc4dffcbac18a963,csv
PUBLIC,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\README.md,README.md,.md,3948,2026-05-21T17:37:37,aa1ca0a630020ddfa150c575f16109a7a45a45f6752230b57c9343f6da588921,md
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_importance_before_after_comparison.csv,16b_family_importance_before_after_comparison.csv,.csv,9244,2026-05-21T17:37:37,8bf87c9ecbfa02a52169ca137916a11dc61740bd7c2465f3ed1ecfcd64c9dacd,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_interpretation_handoff_for_17.csv,16b_family_interpretation_handoff_for_17.csv,.csv,3689,2026-05-21T17:37:37,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_mapping_change_log.csv,16b_family_mapping_change_log.csv,.csv,5528,2026-05-21T17:37:37,20ebced80a47492111e5620dcfc06dcc368b3b348f3d6693bc4c6314ea588a57,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_feature_family_mapping_hotfix.csv,16b_feature_family_mapping_hotfix.csv,.csv,19822,2026-05-21T17:37:37,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_promo1_vs_promo0_shap_comparison_hotfix.csv,16b_promo1_vs_promo0_shap_comparison_hotfix.csv,.csv,49574,2026-05-21T17:37:37,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_family_importance_hotfix.csv,16b_shap_family_importance_hotfix.csv,.csv,9239,2026-05-21T17:37:37,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_global_importance_with_hotfix_family.csv,16b_shap_global_importance_with_hotfix_family.csv,.csv,66192,2026-05-21T17:37:37,e8bda78280627a3e0a798690fea8ad767b8d929d89b341cd831ef2691b1c9281,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_technical_unknown_inventory.csv,16b_technical_unknown_inventory.csv,.csv,3465,2026-05-21T17:37:37,e11160dbe4c9b3a13740ff608ad52e67b7732c0cb40034d1cc4386bbe4d95e38,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\README.md,README.md,.md,3109,2026-05-21T17:37:37,ed893d3492ece4597d9a1e57e3d8d68abfcdbf8705fa9104411bf77b9162f609,md
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_demographic_context_audit_for_shap.csv,16_demographic_context_audit_for_shap.csv,.csv,3795,2026-05-21T17:37:37,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_feature_family_mapping_for_shap.csv,16_feature_family_mapping_for_shap.csv,.csv,12628,2026-05-21T17:37:37,1f117182fd9debcd8872e737e63ea373be76402e39ce235055c6d1040f9bb77a,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_is_churn_prevented_interpretation_audit.csv,16_is_churn_prevented_interpretation_audit.csv,.csv,1520,2026-05-21T17:37:37,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_lr_coefficient_summary.csv,16_lr_coefficient_summary.csv,.csv,39910,2026-05-21T17:37:37,8340dd6f66cd55e2a6bfa7386d65ebabcd68cf12a1703a0e4504b68a6e0e1fd0,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_model_config_and_feature_manifest.csv,16_model_config_and_feature_manifest.csv,.csv,2505,2026-05-21T17:37:37,3d3916ef3b23b69f5db57498a78fd3263c7a8e39a4e1ab397e41f371809c73d3,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_promo1_vs_promo0_shap_comparison.csv,16_promo1_vs_promo0_shap_comparison.csv,.csv,48296,2026-05-21T17:37:37,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_readiness_for_segmentation.csv,16_readiness_for_segmentation.csv,.csv,1850,2026-05-21T17:37:37,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_direction_summary.csv,16_shap_direction_summary.csv,.csv,80526,2026-05-21T17:37:37,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_execution_plan.csv,16_shap_execution_plan.csv,.csv,553,2026-05-21T17:37:37,3c904b743753b45351fe7591031e61a0eb6b7d8f7aefa1feb39792578546a0c7,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_family_importance.csv,16_shap_family_importance.csv,.csv,6515,2026-05-21T17:37:37,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_feature_policy_check.csv,16_shap_feature_policy_check.csv,.csv,917,2026-05-21T17:37:37,cee01176a50868a18bc3ad4ee16e636c2b8bad00b3bebbf8e89d6da8b08de61e,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_global_importance.csv,16_shap_global_importance.csv,.csv,48469,2026-05-21T17:37:37,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,csv
PUBLIC,PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\README.md,README.md,.md,3700,2026-05-21T17:37:37,2731cbf9b34c38d076509f4040f8383cdb77969573e2a27e3750b2ac22354a42,md
