MOVIE_NUM,movie_title,ott_release_month,title_key_norm,metadata_source,metadata_quality,use_for_content_features,source_wavve_flag,source_kobis_flag,source_movie5171_flag,used_movie5171_auxiliary_flag,primary_metadata_covered_flag,metadata_covered_flag,wavve_match_count,kobis_match_count,movie5171_match_count,wavve_movieids,kobis_movie_codes,movie5171_titles,wavve_titles,kobis_titles,kobis_titles_en,kobis_type_names,kobis_selected_movie_code,kobis_selected_title,kobis_selected_title_en,kobis_selected_type,kobis_selected_directors,kobis_selected_actors,title_year_hint,kobis_title_similarity,kobis_year_diff_min,kobis_year_match_flag,kobis_low_confidence_reasons,wavve_genre_raw,kobis_genre_raw,kobis_selected_genre_raw,movie5171_genre_raw,unified_genres,wavve_tags_raw,wavve_country_raw,kobis_country_raw,kobis_selected_country_raw,movie5171_country_raw,unified_countries,wavve_age_rating_norm,kobis_age_rating_norm,kobis_selected_age_rating_norm,unified_age_rating,wavve_runtime_min,kobis_runtime_min,kobis_selected_runtime_min,movie5171_runtime_min,unified_runtime_min,wavve_release_year,kobis_release_year,kobis_open_year,kobis_selected_release_year,kobis_selected_open_year,unified_release_year,is_kids_animation,is_family_content,is_adult_content,is_korean_content,is_us_content,is_japanese_content,is_recent_content,is_old_content,is_long_movie,is_short_content
6451,트리플엑스2:넥스트레벨,202003,트리플엑스2넥스트레벨,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CF01_SY0000011206,,트리플엑스2:넥스트레벨,트리플 엑스 2: 넥스트레벨,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,범죄|액션|모험,,,액션|스릴러|범죄|SF,액션|스릴러/범죄|모험/어드벤처,범죄|액션|모험,미국,,,미국,미국,12세,,,12세,101.0,,,101.0,101.0,2005,,,,,2005,0,1,0,0,1,0,0,1,0,0
6452,살인자의기억법:새로운기억[감독판],201711,살인자의기억법새로운기억감독판,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6453,항거:유관순이야기[가치봄],202009,항거유관순이야기가치봄,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,항거:유관순이야기[가치봄],,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,역사|드라마,드라마|기타,,,,,대한민국,한국,,,,,,,,105.0,105.0,,,,,,,0,0,0,1,0,0,0,0,0,0
6454,백주의결투,201806,백주의결투,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6455,게이머,202003,게이머,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6456,아메리칸퀼트(1995),201903,아메리칸퀼트(1995),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1995,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6457,사랑하기때문에,201701,사랑하기때문에,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20150966,사랑하기때문에,,사랑하기 때문에,BECAUSE I LOVE YOU,장편,20150966,사랑하기 때문에,BECAUSE I LOVE YOU,장편,주지홍,차태현|김유정|서현진|박근형|선우용녀,,1.0000,,,,,코미디|멜로|로맨스,코미디|멜로/로맨스,로맨스|드라마|판타지,코미디|로맨스|기타,,,한국,한국,대한민국,한국,,12세,12세,12세,,110.0,110.0,110.0,110.0,,2016,2017,2016,2017,2016,0,1,0,1,0,0,0,0,0,0
6458,트랩(2007),202012,트랩(2007),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CD01_WR0000011754,,트랩(2007),트랩,,,,,,,,,,2007,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,스릴러|미스터리|범죄,,,범죄|공포|스릴러,스릴러/범죄,스릴러|미스터리|범죄,캐나다|미국,,,미국,캐나다|미국,15세,,,15세,105.1,,,105.0,105.1,2024,,,,,2024,0,0,0,0,1,0,1,0,0,0
6459,포이즌,201309,포이즌,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6460,모텔아쿠아리움,201312,모텔아쿠아리움,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6461,하오의연정(1957),201606,하오의연정(1957),kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,19578027,하오의연정(1957),,하오의 연정,Love In The Afternoon,장편,19578027,하오의 연정,Love In The Afternoon,장편,빌리 와일더,게리 쿠퍼|오드리 헵번|모리스 슈발리에,1957,1.0000,0,1,missing_age_rating,,코미디|멜로|로맨스|드라마,코미디|멜로/로맨스|드라마,로맨스|코미디|범죄|드라마,드라마|코미디|로맨스|기타,,,미국,미국,미국,미국,,,,,,130.0,130.0,130.0,130.0,,1957,,1957,,1957,0,0,0,0,1,0,0,1,1,0
6462,컨트랙티드2,201902,컨트랙티드2,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_NM01_NM000000213,,컨트랙티드2,컨트랙티드 2,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러|드라마|공포,,,공포|스릴러|드라마,드라마|스릴러/범죄|공포,스릴러|드라마|공포,미국,,,미국,미국,청불,,,청불,78.5,,,78.0,78.5,2015,,,,,2015,0,0,1,0,1,0,0,0,0,0
6463,지랄발광17세,201707,지랄발광17세,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6464,시간위의집디오리지널,201801,시간위의집디오리지널,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6465,무림수사전,201808,무림수사전,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6466,레인보우:나의사랑,201901,레인보우나의사랑,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6467,폴라익스프레스,201504,폴라익스프레스,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20040748,폴라익스프레스,,폴라 익스프레스,The Polar Express,장편,20040748,폴라 익스프레스,The Polar Express,장편,로버트 저메키스,톰 행크스|노나 M. 게이,,1.0000,,,,,애니메이션,애니메이션,판타지|애니메이션|가족,애니메이션/키즈,,,미국,미국,미국,미국,,전체,전체,전체,,100.0,100.0,100.0,100.0,,2004,2004,2004,2004,2004,1,1,0,0,1,0,0,1,0,0
6468,표적,201406,표적,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_EN01_EN000000131|MV_CG01_NU0000011493,,표적,표적 (2014)|표적 (1998),,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|액션|범죄,,,로맨스|코미디|범죄|드라마|스릴러,드라마|액션|스릴러/범죄,드라마|액션|범죄,대한민국|미국,,,미국,한국|미국,15세,,,15세,110.6,,,123.0,110.6,2006,,,,,2006,0,0,0,1,1,0,0,1,0,0
6469,베를린신드롬,201707,베를린신드롬,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6470,하이스쿨뮤지컬(2006),201812,하이스쿨뮤지컬(2006),movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,하이스쿨뮤지컬(2006),,,,,,,,,,,2006,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,코미디|드라마,드라마|코미디,,,,,미국,미국,,,,,,,,35.0,35.0,,,,,,,0,0,0,0,1,0,0,0,0,1
6471,비밀첩보원퀼러,201911,비밀첩보원퀼러,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6473,톨맨:악마는살아있다,201710,톨맨악마는살아있다,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6474,잇컴스앳나잇,201710,잇컴스앳나잇,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6475,메리미,201610,메리미,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_ST01_ST000000471|MV_CG01_NU0000011766,,메리미,메리 미 (2016)|메리 미 (2022),,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,코미디|로맨스,,,로맨스|코미디|음악,코미디|로맨스,코미디|로맨스,독일|미국,,,일본|미국,독일|미국,12세,,,12세,103.0,,,112.0,103.0,2019,,,,,2019,0,1,0,0,1,0,1,0,0,0
6476,죽이러갑니다,201407,죽이러갑니다,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20100369,죽이러갑니다,,죽이러 갑니다,Be My Guest,장편,20100369,죽이러 갑니다,Be My Guest,장편,박수영,강인형|김꽃비|박영서|이경영|김진수,,1.0000,,,,,코미디|스릴러,코미디|스릴러,다큐멘터리,스릴러/범죄|코미디,,,한국,한국,,한국,,청불,청불,청불,,80.0,80.0,85.0,80.0,,2009,2011,2009,2011,2009,0,0,1,1,0,0,0,1,0,0
6477,이모티:더무비,201708,이모티더무비,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CF01_SY0000011500|MV_CF01_SY0000011497,,이모티:더무비,(더빙) 이모티: 더 무비|(자막) 이모티: 더 무비,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,애니메이션|코미디,,,애니메이션|가족|코미디|SF|판타지,코미디|애니메이션/키즈,애니메이션|코미디,미국,,,미국,미국,전체,,,전체,86.4,,,86.0,86.4,2017,,,,,2017,1,1,0,0,1,0,0,0,0,0
6478,레이디가가:온더엣지,201711,레이디가가온더엣지,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6479,호두까기인형과4개의왕국,201901,호두까기인형과4개의왕국,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CA01_DY0000011453|MV_CA01_DY0000011452,,호두까기인형과4개의왕국,(더빙) 호두까기 인형과 4개의 왕국|(자막) 호두까기 인형과 4개의 왕국,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지,,,가족|판타지|액션,SF/판타지,판타지,미국,,,미국,미국,전체,,,전체,99.3,,,99.0,99.3,2018,,,,,2018,0,1,0,0,1,0,1,0,0,0
6480,유아낫유,201501,유아낫유,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6481,헌트(2020),202004,헌트(2020),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,3.0,,1.0,MV_CL01_JY0000012908|MV_CG01_NU0000011678|MV_MX01_MX000000024,,헌트(2020),헌트 (2015)|헌트 (2020)|헌트 (2022),,,,,,,,,,2020,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,공포|스릴러|액션|드라마,,,드라마|액션|스릴러,드라마|액션|스릴러/범죄|공포,공포|스릴러|액션|드라마,미국|대한민국,,,대한민국,미국|한국,15세|청불,,,15세|청불,90.1,,,131.0,90.1,2020,,,,,2020,0,0,0,1,1,0,1,0,0,0
6482,엔카운터,201802,엔카운터,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6483,세이브어라이프,201407,세이브어라이프,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6484,1급기밀[가치봄],202009,1급기밀가치봄,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6485,"앵두야,연애하자",201306,앵두야연애하자,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6486,잭라이언:코드네임쉐도우,201612,잭라이언코드네임쉐도우,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6487,아라한장풍대작전,201305,아라한장풍대작전,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EN01_EN000000154,,아라한장풍대작전,아라한 장풍대작전,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지|액션|코미디,,,스릴러|판타지|액션|코미디,액션|코미디|SF/판타지,판타지|액션|코미디,대한민국,,,대한민국,한국,12세,,,12세,113.3,,,114.0,113.3,2004,,,,,2004,0,1,0,1,0,0,0,1,0,0
6488,아미티빌2,201805,아미티빌2,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6489,미저리:엘리베이터여자,201901,미저리엘리베이터여자,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6490,엑스마키나,201502,엑스마키나,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CG01_NU0000011135,,엑스마키나,엑스 마키나,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지|스릴러|드라마,,,드라마|스릴러|SF|유럽에서 제작,드라마|스릴러/범죄|SF/판타지,SF|스릴러|드라마,미국,,,미국|영국,미국,청불,,,청불,108.0,,,108.0,108.0,2015,,,,,2015,0,0,1,0,1,0,0,0,0,0
6491,<소울>의음악[별도편성],202103,소울의음악별도편성,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,<소울>의음악[별도편성],,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,다큐멘터리,다큐/교양,,,,,,,,,,,,,,85.0,85.0,,,,,,,0,0,0,0,0,0,0,0,0,0
6492,엑시던트(2009),201804,엑시던트(2009),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2009,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6493,써드스타,201508,써드스타,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6494,디어미,201207,디어미,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20223842,디어미,,디어 미,Dear Me,단편,20223842,디어 미,Dear Me,단편,,,,1.0000,,,missing_age_rating,,다큐멘터리,다큐멘터리,다큐멘터리,다큐/교양,,,한국,한국,미국,한국,,,,,,7.0,7.0,89.0,7.0,,2021,,2021,,2021,0,0,0,1,0,0,1,0,0,1
6495,사랑에관한짧은필름[리마스터링],202003,사랑에관한짧은필름리마스터링,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6496,미워하고사랑하고(2013),202007,미워하고사랑하고(2013),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2013,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6497,이니시에이션러브,201701,이니시에이션러브,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20161383,이니시에이션러브,,이니시에이션 러브,Initiation Love,장편,20161383,이니시에이션 러브,Initiation Love,장편,츠츠미 유키히코,마에다 아츠코|마츠다 쇼타,,1.0000,,,,,멜로|로맨스,멜로/로맨스,스릴러|로맨스,로맨스|기타,,,일본,일본,일본,일본,,12세,12세,12세,,109.0,109.0,110.0,109.0,,2015,2016,2015,2016,2015,0,1,0,0,0,1,0,0,0,0
6498,달나라에사는여인,201912,달나라에사는여인,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_AY01_AY000000243,,달나라에사는여인,달나라에 사는 여인,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|로맨스,,,드라마|로맨스|유럽에서 제작,드라마|로맨스,드라마|로맨스,벨기에|캐나다|스페인|프랑스,,,벨기에|프랑스,벨기에|캐나다|스페인|프랑스,청불,,,청불,120.7,,,120.0,120.7,2019,,,,,2019,0,0,1,0,0,0,1,0,1,0
6499,뱅갱:모던러브스토리,202003,뱅갱모던러브스토리,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6500,에이아이,201504,에이아이,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CD01_WR0000011120,,에이아이,에이 아이,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|SF|판타지,,,액션|드라마|SF,드라마|SF/판타지,드라마|판타지|SF,미국,,,영국|미국,미국,12세,,,12세,145.8,,,146.0,145.8,2001,,,,,2001,0,1,0,0,1,0,0,1,1,0
6501,파업전야,201905,파업전야,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6502,더뮤트,202102,더뮤트,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6503,인포먼트,201504,인포먼트,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6504,관계의가나다에있는우리는,202102,관계의가나다에있는우리는,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000136148,,관계의가나다에있는우리는,관계의 가나다에 있는 우리는,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마,,,드라마,드라마,드라마,대한민국,,,대한민국,한국,전체,,,전체,100.3,,,100.0,100.3,2021,,,,,2021,0,1,0,1,0,0,1,0,0,0
6505,카산드라크로싱(1976),201910,카산드라크로싱(1976),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1976,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6506,울프콜,202003,울프콜,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000202007,,울프콜,울프 콜,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러|액션,,,스릴러|액션|유럽에서 제작,액션|스릴러/범죄,스릴러|액션,프랑스,,,프랑스,프랑스,15세,,,15세,115.8,,,116.0,115.8,2020,,,,,2020,0,0,0,0,0,0,1,0,0,0
6507,추적자(2019),201908,추적자(2019),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2019,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6508,스노우아마겟돈,201508,스노우아마겟돈,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6509,순수의시대,201307,순수의시대,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6511,베라크루즈,201703,베라크루즈,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6512,스텝업3,201305,스텝업3,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,스텝업3,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,드라마|로맨스|음악,드라마|로맨스|기타,,,,,미국,미국,,,,,,,,107.0,107.0,,,,,,,0,0,0,0,1,0,0,0,0,0
6513,나의사적인여자친구,202003,나의사적인여자친구,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20143921,나의사적인여자친구,,나의 사적인 여자친구,The New Girlfriend,장편,20143921,나의 사적인 여자친구,The New Girlfriend,장편,프랑수아 오종,로맹 뒤리스|아나이스 드무스티에|라파엘 페르소나즈,,1.0000,,,,,코미디|드라마,코미디|드라마,다큐멘터리,드라마|코미디,,,프랑스,프랑스,,프랑스,,청불,청불,청불,,108.0,108.0,85.0,108.0,,2014,2015,2014,2015,2014,0,0,1,0,0,0,0,0,0,0
6514,하우스(2012),201611,하우스(2012),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2012,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6515,래빗홀(2010),201612,래빗홀(2010),kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20244249,래빗홀(2010),,래빗홀,Rabbit Hole,단편,20244249,래빗홀,Rabbit Hole,단편,,,2010,1.0000,11,0,year_hint_mismatch|missing_age_rating,,애니메이션,애니메이션,드라마|스릴러|액션,애니메이션/키즈,,,대만,대만,미국,대만,,,,,,7.0,7.0,47.0,7.0,,2021,,2021,,2021,1,1,0,0,0,0,1,0,0,1
6516,불꺼진창,201310,불꺼진창,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6517,용병:에라스모를지켜라,202101,용병에라스모를지켜라,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
6518,크림슨타이드(1995),201711,크림슨타이드(1995),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CA01_DY0000011165,,크림슨타이드(1995),크림슨 타이드,,,,,,,,,,1995,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,스릴러|액션,,,스릴러|액션|드라마|전쟁,액션|스릴러/범죄,스릴러|액션,미국,,,프랑스|미국,미국,15세,,,15세,115.8,,,116.0,115.8,1995,,,,,1995,0,0,0,0,1,0,0,1,0,0
6519,청설(2009),201811,청설(2009),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CK01_TCO000012127|MV_RT01_RT000000400,,청설(2009),청설 (2010)|청설 (2024),,,,,,,,,,2009,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마|로맨스,,,드라마|로맨스,드라마|로맨스,드라마|로맨스,대만|대한민국,,,대한민국,대만|한국,전체,,,전체,109.5,,,109.0,109.5,2017,,,,,2017,0,1,0,1,0,0,0,0,0,0
6520,툴리,201812,툴리,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20182669,툴리,,툴리,TULLY,장편,20182669,툴리,TULLY,장편,제이슨 라이트맨,샤를리즈 테론|맥켄지 데이비스|마크 듀플라스|론 리빙스턴,,1.0000,,,,,드라마,드라마,드라마|코미디,드라마,,,캐나다,캐나다,미국|캐나다,캐나다,,15세,15세,15세,,95.0,95.0,96.0,95.0,,2018,2018,2018,2018,2018,0,0,0,0,0,0,1,0,0,0
