row_id,promo_scope,is_repurchase,gb_churn_risk_score_oof,lr_churn_risk_score_oof,lr_high_risk_top10,gb_high_risk_top10,lr_high_risk_top20,gb_high_risk_top20,lr_high_risk_top30,gb_high_risk_top30,gb_lr_both_high_risk_top20,gb_only_high_risk_top20,lr_only_high_risk_top20,neither_high_risk_top20,low_watch_count,low_watch_time,low_watch_days,low_activity,low_activity_reason,cold_start_weak,early_activation_success,week2_drop,week3_drop,week3_inactive,only_w1,only_w2,only_w3,retention_decay,inactivity_recency_risk,usage_concentrated,stable_usage,genre_preference_clear,content_preference_signal
9339,promo0,1,0.0657839990927627,0.4752563197772336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9340,promo0,1,0.2836135449394658,0.5643220182293425,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9341,promo0,1,0.0391579566659353,0.4875254037176367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9342,promo0,1,0.3384158802608109,0.6076665163956073,0,0,0,0,1,1,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9343,promo0,0,0.3794397788588987,0.5178114523528692,0,0,0,0,0,1,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9344,promo0,1,0.0612295329356886,0.2412461896213074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9345,promo0,1,0.030367706556361,0.0194753375855345,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
9346,promo0,0,0.3747847783991519,0.7641791588667726,0,0,1,0,1,1,0,0,1,0,0,0,0,0,none,0,1,1,1,0,0,0,0,1,0,0,0,0,1
9347,promo0,1,0.0422192603726208,0.2386507014898641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,1,0,1,0,1,0,0,0,0,1
9348,promo0,1,0.2536844533712303,0.444455381578091,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,1,1
9349,promo0,0,0.5924868230858185,0.8266812879752884,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9350,promo0,1,0.0624480924399205,0.5395298691986026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
9351,promo0,1,0.052805906151116,0.0959737297678641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
9352,promo0,1,0.142056414716695,0.411824006780155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,1,0,1
9353,promo0,1,0.8921282460277625,0.9884774736595496,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,0,1,1,0,0,0,1,1,0,1,1
9354,promo0,0,0.655388777273605,0.7917322877353434,0,1,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9355,promo0,1,0.1134616418207991,0.2587930475867037,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9356,promo0,1,0.1857757179870137,0.2863818630965286,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
9357,promo0,1,0.0948952310733703,0.1141969648792796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,1
9358,promo0,1,0.033933216468124,0.236169466511165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
9359,promo0,1,0.682213368622794,0.9314928969321772,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,1,1,0,0,0,1,1,1,0,0,1
9360,promo0,1,0.0800419540339774,0.2352631862062204,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9361,promo0,1,0.102921797905898,0.3657183493206795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9362,promo0,1,0.1938495301748972,0.7075540780517606,0,0,0,0,1,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,1,1,0,1,0,1,1,1,0,0,1
9363,promo0,1,0.3309025712337514,0.5654657286407501,0,0,0,0,1,1,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9364,promo0,0,0.2296946714183919,0.601539700867495,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9365,promo0,1,0.0631012314565853,0.0890788153289843,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,0,0,1,1,0,0,1
9366,promo0,0,0.7655363696964275,0.9514489149230796,1,1,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9367,promo0,0,0.58214055311435,0.8336682613485218,0,0,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,1,0,1,0,0,0,1,1,0,0,0,1
9368,promo0,1,0.0233617771646528,0.0458406898119884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9369,promo0,1,0.0258791037690445,0.0076135716341854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9370,promo0,1,0.0192761218080939,0.0189432781650961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9371,promo0,1,0.1930186934527856,0.423948663528351,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9372,promo0,0,0.5616778087480664,0.7742682616460178,0,0,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,0,1
9373,promo0,1,0.0196508108502574,0.0361117024230099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,1,1
9374,promo0,0,0.3723532374382101,0.6651318928520009,0,0,0,0,1,1,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9375,promo0,0,0.851764129739364,0.9901426358320088,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9376,promo0,1,0.1826024141607756,0.3943785856688221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,1,0,1
9377,promo0,0,0.4762291787416717,0.6638653894339049,0,0,0,1,1,1,0,1,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,1,1,0,0,0,1,1,1,0,0,1
9378,promo0,1,0.5883003441258162,0.6359253515458221,0,0,0,1,1,1,0,1,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,1,1
9379,promo0,1,0.0890630378488506,0.2236284298006803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,1,0,1,0,1
9380,promo0,1,0.2475350856578497,0.5080787416071989,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
9381,promo0,0,0.279905165769801,0.5175822625768873,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9382,promo0,1,0.0192584498808362,0.022519505810736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9383,promo0,1,0.2517181472684797,0.2342212121417397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,0,0,1,0,1
9384,promo0,1,0.3748738094537795,0.5028204290381222,0,0,0,0,0,1,0,0,0,1,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,0,1
9385,promo0,1,0.0511097018009373,0.092642934833049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,0
9386,promo0,0,0.8904203327841923,0.9716337939393804,1,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,0,1,0,1,1
9387,promo0,0,0.4282076032042398,0.710860711639183,0,0,0,0,1,1,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,0,1
9388,promo0,1,0.0428795614657446,0.067559275114034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,1,1
9389,promo0,1,0.0495008691232088,0.0963316657423398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,1,1
9390,promo0,1,0.0457868935724707,0.0403135814161953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,1,0,0,0,0,0,0,0,1,0,1
9391,promo0,1,0.1939628843336077,0.3727606984363921,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,0,0,0,0,0,0,1,1,0,1,1
9392,promo0,0,0.7279290180350786,0.9025848779907216,1,1,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9393,promo0,1,0.032129870168809,0.0886496084118353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9394,promo0,1,0.0102340892846706,0.0101130190785482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,0,1
9395,promo0,1,0.0656867373443251,0.1628713891379565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,1,0,0,0,1,1
9396,promo0,1,0.2945327466164339,0.795398871450528,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"low_watch_time,low_watch_days",0,1,0,1,1,0,0,0,1,1,1,0,0,1
9397,promo0,1,0.0864648430868852,0.0315541653897591,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9398,promo0,1,0.0560447328696543,0.217490816494224,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,1,1,0,1,0,1,0,1,0,0,1
9399,promo0,1,0.2032565022468122,0.4037346941881952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,1,1
9400,promo0,1,0.2017653164854675,0.3186803086061087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9401,promo0,0,0.7333077908530454,0.9607646853199374,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,0,1
9402,promo0,1,0.6359287630762198,0.8354967951811978,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9403,promo0,1,0.0488687630957175,0.1183291548630193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
9404,promo0,1,0.0344450332866433,0.0307126063811651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9405,promo0,1,0.0320106376165514,0.3167419348147691,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9406,promo0,1,0.0940282884438037,0.1417548257213176,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"low_watch_time,low_watch_days",1,0,0,0,0,0,0,0,0,1,1,0,0,1
9407,promo0,1,0.18403957985435,0.2630529244656115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9408,promo0,1,0.0616240511668625,0.1063666327733153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,1,0,0,0,0,0,0,0,1,0,1
9409,promo0,1,0.0609119674898981,0.0450593783883289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,0,0,0,1
9410,promo0,1,0.0578942314447897,0.5958102841712032,0,0,0,0,1,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,0,1
9411,promo0,1,0.1819711784796513,0.3097461060840092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,1,0,0,0,1
9412,promo0,1,0.1187858046265799,0.6700376702756006,0,0,0,0,1,0,0,0,0,1,0,1,1,1,"low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
9413,promo0,1,0.0107009178070874,0.0091679732465598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9414,promo0,1,0.1248130870369195,0.3630650983295436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,0,0
9415,promo0,1,0.0993818566925799,0.1836732286615164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9416,promo0,0,0.2595268735119519,0.7118286758480801,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9417,promo0,1,0.0207718412013911,0.1139463852492982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9418,promo0,0,0.6426393105415834,0.9138901520579332,1,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,1,1
9419,promo0,1,0.1339795940755501,0.4586283559715309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9420,promo0,1,0.1056473745019068,0.1876458787197121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,1,0,1,0,1
9421,promo0,1,0.0186048820887311,0.0124933770226107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,0,1
9422,promo0,1,0.2195094487772985,0.551422221757752,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,1,0,0,1,0,1,1
9423,promo0,1,0.1247058837119964,0.2472060662767962,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9424,promo0,1,0.0360650281316332,0.0524426699882923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,0
9425,promo0,1,0.0716274503091382,0.1934297826299887,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,1,1
9426,promo0,1,0.0085869958094081,0.0092314358600521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9427,promo0,0,0.4518825956249866,0.7276220931644392,0,0,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,1,1,1,0,0,0,1,0,0,0,0,0
9428,promo0,1,0.0308771856053942,0.136875331172012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,1,0,0,0,0,1,0,0,0,0,1
9429,promo0,1,0.0398023013273147,0.2131319504226141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,0,0,1,0,1
9430,promo0,1,0.1098279604275799,0.0884200343361149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
9431,promo0,1,0.0815882120825051,0.2726487279296302,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,1,0,0,0,0,0,0,1,0,0,1,0,1,1
9432,promo0,0,0.6377206398630766,0.9094113285699958,1,1,1,1,1,1,1,0,0,0,0,1,0,1,low_watch_time,0,1,0,1,1,0,0,0,1,0,0,0,1,1
9433,promo0,1,0.0203062757800797,0.0718046906803208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9434,promo0,1,0.0876489329090629,0.1648550608593754,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9435,promo0,1,0.1923136413069466,0.2631863567969158,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
9436,promo0,1,0.1677934111846504,0.32835783710536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9437,promo0,1,0.287480294093823,0.5410983621910748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,1,0,1,0,1
9438,promo0,0,0.411614278538342,0.5521320484782903,0,0,0,0,0,1,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,1,0,0,0,1,1
9439,promo0,1,0.1025941011404341,0.2692163034791371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9440,promo0,1,0.1256876764885062,0.3391837674741984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9441,promo0,1,0.017963974851705,0.0264034644989931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9442,promo0,0,0.515982500410378,0.9477385050627378,1,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,0,1,1,0,0,1,1,0,0,0,1
9443,promo0,1,0.0526243132043103,0.2634679171379159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9444,promo0,1,0.0286245106776046,0.0839827527823001,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9445,promo0,1,0.2866369804318311,0.5537239199843829,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9446,promo0,0,0.6451093283075189,0.9041982066162164,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9447,promo0,1,0.0235004396896009,0.0529920044908178,0,0,0,0,0,0,0,0,0,1,0,0,1,1,low_watch_days,0,1,1,0,0,0,0,0,1,1,1,0,1,1
9448,promo0,1,0.0577894364775313,0.3783917381872946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9449,promo0,1,0.2547808875358287,0.3164729181855606,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
9450,promo0,1,0.3294479606207705,0.448370002906898,0,0,0,0,0,1,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",0,1,0,1,1,0,0,0,1,1,1,0,1,1
9451,promo0,1,0.0370655855847679,0.0886975793781742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
9452,promo0,0,0.1981367494365891,0.382513747264501,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
9453,promo0,0,0.6665675200126499,0.8540261762135416,0,1,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,1,1,0,0,0,1,1,0,0,0,1
9454,promo0,0,0.5087616899330552,0.7238133923225667,0,0,1,1,1,1,1,0,0,0,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9455,promo0,0,0.176593935592244,0.12978247215604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,0,0,0,0,0,0,0,1,0,1
9456,promo0,1,0.0646748278822929,0.1680236928462164,0,0,0,0,0,0,0,0,0,1,0,1,0,1,low_watch_time,0,1,0,0,0,0,0,0,0,1,0,1,0,1
9457,promo0,0,0.4145863229191826,0.7059562003618816,0,0,0,0,1,1,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9458,promo0,1,0.0767178898264353,0.2137261578481801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9459,promo0,0,0.561197818278737,0.7392350161265531,0,0,1,1,1,1,1,0,0,0,0,1,1,1,"low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,0,1
9460,promo0,1,0.4460042275435827,0.7622660771289633,0,0,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,1,1,0,1,1
9461,promo0,0,0.8321952575124696,0.9903104066242364,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9462,promo0,1,0.3095338950157468,0.5097946961821949,0,0,0,0,0,1,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,1,1,0,1,0,1,0,1,0,0,1
9463,promo0,0,0.5662767219299785,0.7685546101743235,0,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9464,promo0,1,0.0934018388128702,0.0715662349787822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,1
9465,promo0,1,0.3581417144821717,0.6883717217811012,0,0,0,0,1,1,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,1,1
9466,promo0,1,0.0179749782291271,0.0097552420647825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,1,1
9467,promo0,1,0.2725629848452421,0.5054311770380792,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9468,promo0,1,0.1064808055044711,0.3763529426969743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9469,promo0,1,0.0863318170033753,0.2516884762212125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9470,promo0,1,0.0348521024624782,0.0969036187972884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9471,promo0,1,0.6687556261231102,0.9518966638322244,1,1,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,0,1,1,0,0,0,1,1,1,0,0,1
9472,promo0,1,0.0433279111457211,0.4142423376070533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,1,1,0,0,0,1,0,0,0,0,1
9473,promo0,1,0.0132450806540835,0.0090705271004656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9474,promo0,1,0.0933098752127772,0.2648315169372911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,0,0,0,0,0,1
9475,promo0,0,0.4987976364235422,0.7943883270567197,0,0,1,1,1,1,1,0,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,0,1
9476,promo0,0,0.723960674682766,0.9286893434756164,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,0,0,1,1,0,0,0,1,1,0,1,1
9477,promo0,0,0.5449165091426649,0.7939101476484299,0,0,1,1,1,1,1,0,0,0,0,0,0,0,none,0,1,1,0,1,1,0,0,1,1,0,0,1,1
9478,promo0,1,0.0387220889264707,0.1393795697378418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9479,promo0,1,0.2609994934148048,0.4588821651455169,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",1,0,0,0,1,0,0,0,0,1,1,0,1,1
9480,promo0,1,0.8626327772987952,0.9726765802215253,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"low_watch_count,low_watch_time,low_watch_days",0,1,1,0,1,1,0,0,1,1,1,0,1,1
9481,promo0,1,0.0424984643914657,0.0998233311109493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,1,0,0,0,0,0,1,0,0,0,0,1
9482,promo0,1,0.0409870685566634,0.13840942642483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,1,0,1
9483,promo0,1,0.0328772350831798,0.0853453026999034,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"low_watch_count,low_watch_days",0,1,1,0,0,0,0,0,1,1,1,0,1,1
9484,promo0,1,0.0877511618358295,0.2703005770920468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9485,promo0,0,0.5356853913468439,0.6332085916602193,0,0,0,1,1,1,0,1,0,0,0,0,1,1,low_watch_days,0,1,1,0,1,1,0,0,1,1,1,0,1,1
9486,promo0,0,0.3443672256898819,0.5509025612000473,0,0,0,0,0,1,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9487,promo0,1,0.0222420671276601,0.0522013071376634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9488,promo0,0,0.3748736105506013,0.5352925332696779,0,0,0,0,0,1,0,0,0,1,0,1,1,1,"low_watch_time,low_watch_days",1,0,0,0,0,0,0,1,0,0,1,0,0,1
9489,promo0,1,0.0576324130770223,0.0867819751111886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1
