membership_row_id,w1_1_has_watch_obs,w1_1_total_watch_time,w1_1_total_sessions,w1_1_unique_contents,w1_1_unique_watch_days,w1_1_avg_watch_time_per_session,w1_1_max_daily_watch_time,w1_1_max_day_share,w1_1_one_minute_watch_count,w1_1_short_watch_count_le5,w1_1_short_watch_time_le5,w1_1_week1_watch_time,w1_1_week1_sessions,w1_1_week1_ratio
14249,1,238.0,3,3,2,79.333333,136.0,0.571429,0,0,0.0,238.0,3,1.0
14251,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14252,1,15.0,1,1,1,15.0,15.0,1.0,0,0,0.0,15.0,1,1.0
14253,1,63.0,3,3,2,21.0,41.0,0.650794,1,1,1.0,63.0,3,1.0
14254,1,100.0,1,1,1,100.0,100.0,1.0,0,0,0.0,100.0,1,1.0
14255,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14256,1,527.0,11,9,4,47.909091,240.0,0.455408,5,7,13.0,527.0,11,1.0
14257,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14258,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14259,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14260,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14261,1,103.0,3,3,2,34.333333,102.0,0.990291,2,2,2.0,103.0,3,1.0
14262,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14263,1,6.0,1,1,1,6.0,6.0,1.0,0,0,0.0,6.0,1,1.0
14264,1,159.0,3,1,2,53.0,138.0,0.867925,0,1,2.0,159.0,3,1.0
14266,1,152.0,7,1,3,21.714286,101.0,0.664474,4,4,4.0,152.0,7,1.0
14268,1,258.0,4,2,3,64.5,153.0,0.593023,0,0,0.0,258.0,4,1.0
14269,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14270,1,81.0,1,1,1,81.0,81.0,1.0,0,0,0.0,81.0,1,1.0
14271,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14272,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14273,1,91.0,3,2,2,30.333333,90.0,0.989011,2,2,2.0,91.0,3,1.0
14274,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14275,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14276,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14277,1,118.0,4,3,2,29.5,115.0,0.974576,2,3,4.0,118.0,4,1.0
14278,1,177.0,4,3,2,44.25,92.0,0.519774,1,2,3.0,177.0,4,1.0
14279,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14280,1,387.0,6,5,4,64.5,128.0,0.330749,2,2,2.0,387.0,6,1.0
14281,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14282,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14283,1,14.0,3,2,1,4.666667,14.0,1.0,2,2,2.0,14.0,3,1.0
14284,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
14285,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14286,1,20.0,1,1,1,20.0,20.0,1.0,0,0,0.0,20.0,1,1.0
14287,1,61.0,1,1,1,61.0,61.0,1.0,0,0,0.0,61.0,1,1.0
14288,1,156.0,2,1,2,78.0,155.0,0.99359,1,1,1.0,156.0,2,1.0
14289,1,34.0,2,2,2,17.0,29.0,0.852941,0,1,5.0,34.0,2,1.0
14290,1,124.0,3,3,2,41.333333,123.0,0.991935,1,1,1.0,124.0,3,1.0
14291,1,227.0,2,2,1,113.5,227.0,1.0,0,0,0.0,227.0,2,1.0
14293,1,123.0,3,2,2,41.0,119.0,0.96748,0,2,4.0,123.0,3,1.0
14294,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14295,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14296,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,3.0,1,1.0
14297,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14298,1,208.0,4,3,2,52.0,137.0,0.658654,0,1,2.0,208.0,4,1.0
14299,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14300,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14301,1,182.0,2,2,2,91.0,98.0,0.538462,0,0,0.0,182.0,2,1.0
14302,1,5.0,1,1,1,5.0,5.0,1.0,0,1,5.0,5.0,1,1.0
14303,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14304,1,269.0,7,5,3,38.428571,230.0,0.855019,3,3,3.0,269.0,7,1.0
14305,1,83.0,5,2,3,16.6,67.0,0.807229,3,3,3.0,83.0,5,1.0
14306,1,204.0,4,4,2,51.0,127.0,0.622549,0,1,2.0,204.0,4,1.0
14307,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14308,1,99.0,2,2,1,49.5,99.0,1.0,0,0,0.0,99.0,2,1.0
14309,1,225.0,2,2,1,112.5,225.0,1.0,0,0,0.0,225.0,2,1.0
14310,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14311,1,261.0,5,3,4,52.2,119.0,0.455939,0,1,2.0,261.0,5,1.0
14312,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14313,1,546.0,12,9,3,45.5,439.0,0.804029,4,7,11.0,546.0,12,1.0
14314,1,311.0,6,4,4,51.833333,194.0,0.623794,3,3,3.0,311.0,6,1.0
14315,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14316,1,203.0,4,2,2,50.75,111.0,0.546798,1,1,1.0,203.0,4,1.0
14317,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14318,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14319,1,6.0,3,3,1,2.0,6.0,1.0,1,3,6.0,6.0,3,1.0
14320,1,183.0,2,2,2,91.5,119.0,0.650273,0,0,0.0,183.0,2,1.0
14321,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14322,1,124.0,6,4,2,20.666667,122.0,0.983871,0,3,9.0,124.0,6,1.0
14323,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14324,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14325,1,164.0,3,1,2,54.666667,108.0,0.658537,1,1,1.0,164.0,3,1.0
14326,1,133.0,1,1,1,133.0,133.0,1.0,0,0,0.0,133.0,1,1.0
14327,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14328,1,227.0,3,3,2,75.666667,124.0,0.546256,0,0,0.0,227.0,3,1.0
14329,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14330,1,102.0,1,1,1,102.0,102.0,1.0,0,0,0.0,102.0,1,1.0
14331,1,149.0,4,4,2,37.25,89.0,0.597315,0,0,0.0,149.0,4,1.0
14332,1,13.0,3,3,3,4.333333,8.0,0.615385,0,2,5.0,13.0,3,1.0
14333,1,113.0,1,1,1,113.0,113.0,1.0,0,0,0.0,113.0,1,1.0
14334,1,89.0,4,4,2,22.25,88.0,0.988764,2,3,4.0,89.0,4,1.0
14335,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14336,1,19.0,2,2,1,9.5,19.0,1.0,1,1,1.0,19.0,2,1.0
14337,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14338,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14339,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14340,1,78.0,1,1,1,78.0,78.0,1.0,0,0,0.0,78.0,1,1.0
14341,1,134.0,2,1,1,67.0,134.0,1.0,1,1,1.0,134.0,2,1.0
14342,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14343,1,87.0,1,1,1,87.0,87.0,1.0,0,0,0.0,87.0,1,1.0
14344,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14345,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14346,1,96.0,4,2,2,24.0,95.0,0.989583,2,2,2.0,96.0,4,1.0
14347,1,327.0,4,3,2,81.75,168.0,0.513761,0,0,0.0,327.0,4,1.0
14348,1,22.0,4,4,1,5.5,22.0,1.0,2,2,2.0,22.0,4,1.0
14349,1,151.0,4,3,1,37.75,151.0,1.0,1,2,3.0,151.0,4,1.0
14350,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14351,1,102.0,1,1,1,102.0,102.0,1.0,0,0,0.0,102.0,1,1.0
14352,1,153.0,5,2,3,30.6,116.0,0.75817,2,2,2.0,153.0,5,1.0
14353,1,91.0,2,1,1,45.5,91.0,1.0,0,0,0.0,91.0,2,1.0
14354,1,48.0,2,2,2,24.0,24.0,0.5,0,0,0.0,48.0,2,1.0
14355,1,175.0,8,7,2,21.875,160.0,0.914286,3,4,6.0,175.0,8,1.0
14356,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14357,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14358,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14359,1,450.0,5,5,3,90.0,322.0,0.715556,0,0,0.0,450.0,5,1.0
14360,1,111.0,3,2,2,37.0,99.0,0.891892,1,1,1.0,111.0,3,1.0
14362,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14363,1,308.0,13,10,7,23.692308,105.0,0.340909,5,7,12.0,308.0,13,1.0
14364,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14365,1,157.0,2,2,2,78.5,139.0,0.88535,0,0,0.0,157.0,2,1.0
14366,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14367,1,202.0,4,2,2,50.5,190.0,0.940594,0,0,0.0,202.0,4,1.0
14368,1,188.0,4,4,1,47.0,188.0,1.0,2,2,2.0,188.0,4,1.0
14369,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14370,1,22.0,2,1,1,11.0,22.0,1.0,0,0,0.0,22.0,2,1.0
14371,1,125.0,2,1,1,62.5,125.0,1.0,0,0,0.0,125.0,2,1.0
14372,1,123.0,3,1,1,41.0,123.0,1.0,1,1,1.0,123.0,3,1.0
14373,1,179.0,3,2,1,59.666667,179.0,1.0,1,1,1.0,179.0,3,1.0
14374,1,459.0,4,4,3,114.75,216.0,0.470588,0,0,0.0,459.0,4,1.0
14375,1,202.0,3,2,2,67.333333,103.0,0.509901,0,0,0.0,202.0,3,1.0
14376,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14377,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14378,1,131.0,1,1,1,131.0,131.0,1.0,0,0,0.0,131.0,1,1.0
14379,1,175.0,2,2,2,87.5,138.0,0.788571,0,0,0.0,175.0,2,1.0
14380,1,45.0,2,2,2,22.5,32.0,0.711111,0,0,0.0,45.0,2,1.0
14382,1,32.0,3,2,2,10.666667,21.0,0.65625,0,0,0.0,32.0,3,1.0
14383,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14384,1,63.0,1,1,1,63.0,63.0,1.0,0,0,0.0,63.0,1,1.0
14385,1,32.0,2,2,2,16.0,31.0,0.96875,1,1,1.0,32.0,2,1.0
14386,1,212.0,3,1,1,70.666667,212.0,1.0,0,0,0.0,212.0,3,1.0
14387,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14388,1,267.0,8,5,2,33.375,166.0,0.621723,2,2,2.0,267.0,8,1.0
14389,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14390,1,903.0,15,14,4,60.2,336.0,0.372093,2,4,6.0,903.0,15,1.0
14391,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14392,1,38.0,1,1,1,38.0,38.0,1.0,0,0,0.0,38.0,1,1.0
14393,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14394,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14395,1,165.0,1,1,1,165.0,165.0,1.0,0,0,0.0,165.0,1,1.0
14396,1,16.0,1,1,1,16.0,16.0,1.0,0,0,0.0,16.0,1,1.0
14397,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14398,1,91.0,1,1,1,91.0,91.0,1.0,0,0,0.0,91.0,1,1.0
14399,1,249.0,4,4,2,62.25,128.0,0.514056,0,0,0.0,249.0,4,1.0
14400,1,40.0,3,3,1,13.333333,40.0,1.0,0,0,0.0,40.0,3,1.0
14401,1,134.0,6,4,2,22.333333,100.0,0.746269,4,4,4.0,134.0,6,1.0
14402,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14403,1,120.0,13,6,1,9.230769,120.0,1.0,6,11,16.0,120.0,13,1.0
14404,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14406,1,1049.0,16,10,5,65.5625,437.0,0.416587,2,3,5.0,1049.0,16,1.0
14407,1,17.0,2,1,2,8.5,12.0,0.705882,0,1,5.0,17.0,2,1.0
14408,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14409,1,398.0,5,5,4,79.6,121.0,0.30402,0,0,0.0,398.0,5,1.0
14410,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14411,1,103.0,3,3,3,34.333333,65.0,0.631068,0,0,0.0,103.0,3,1.0
14412,1,376.0,3,3,3,125.333333,169.0,0.449468,0,0,0.0,376.0,3,1.0
14413,1,645.0,8,7,3,80.625,448.0,0.694574,1,1,1.0,645.0,8,1.0
14415,1,240.0,4,2,3,60.0,97.0,0.404167,1,1,1.0,240.0,4,1.0
14416,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14417,1,140.0,4,3,1,35.0,140.0,1.0,1,2,4.0,140.0,4,1.0
14418,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14419,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14420,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14421,1,136.0,3,2,1,45.333333,136.0,1.0,0,1,3.0,136.0,3,1.0
14422,1,174.0,7,5,4,24.857143,97.0,0.557471,1,3,5.0,174.0,7,1.0
14423,1,351.0,4,4,3,87.75,154.0,0.438746,0,1,2.0,351.0,4,1.0
14424,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14425,1,200.0,1,1,1,200.0,200.0,1.0,0,0,0.0,200.0,1,1.0
14426,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14427,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14428,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14429,1,124.0,2,1,1,62.0,124.0,1.0,1,1,1.0,124.0,2,1.0
14430,1,159.0,3,2,3,53.0,79.0,0.496855,0,0,0.0,159.0,3,1.0
14432,1,28.0,2,1,1,14.0,28.0,1.0,0,0,0.0,28.0,2,1.0
14433,1,339.0,4,4,4,84.75,116.0,0.342183,0,0,0.0,339.0,4,1.0
14434,1,106.0,3,2,1,35.333333,106.0,1.0,0,0,0.0,106.0,3,1.0
14435,1,224.0,3,2,2,74.666667,118.0,0.526786,0,0,0.0,224.0,3,1.0
14436,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14437,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14438,1,256.0,3,1,1,85.333333,256.0,1.0,0,1,2.0,256.0,3,1.0
14439,1,57.0,2,2,2,28.5,38.0,0.666667,0,0,0.0,57.0,2,1.0
14440,1,117.0,3,1,1,39.0,117.0,1.0,1,1,1.0,117.0,3,1.0
14441,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14442,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14443,1,364.0,8,6,3,45.5,139.0,0.381868,3,5,7.0,364.0,8,1.0
14444,1,117.0,3,3,1,39.0,117.0,1.0,1,2,6.0,117.0,3,1.0
14447,1,108.0,6,4,2,18.0,98.0,0.907407,1,3,10.0,108.0,6,1.0
14448,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14449,1,155.0,3,2,2,51.666667,107.0,0.690323,1,1,1.0,155.0,3,1.0
14450,1,334.0,4,3,2,83.5,205.0,0.613772,1,1,1.0,334.0,4,1.0
14451,1,193.0,2,2,2,96.5,138.0,0.715026,0,0,0.0,193.0,2,1.0
14452,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14453,1,13.0,1,1,1,13.0,13.0,1.0,0,0,0.0,13.0,1,1.0
14454,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14455,1,256.0,4,3,4,64.0,100.0,0.390625,0,0,0.0,256.0,4,1.0
14456,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14457,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14458,1,250.0,3,3,3,83.333333,99.0,0.396,0,0,0.0,250.0,3,1.0
14459,1,314.0,5,5,3,62.8,211.0,0.671975,0,0,0.0,314.0,5,1.0
14460,1,2.0,2,2,2,1.0,1.0,0.5,2,2,2.0,2.0,2,1.0
14461,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
14462,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
14463,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14464,1,44.0,1,1,1,44.0,44.0,1.0,0,0,0.0,44.0,1,1.0
14465,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14466,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14467,1,9.0,1,1,1,9.0,9.0,1.0,0,0,0.0,9.0,1,1.0
14471,1,116.0,5,2,2,23.2,80.0,0.689655,2,2,2.0,116.0,5,1.0
14472,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14473,1,18.0,2,1,1,9.0,18.0,1.0,1,1,1.0,18.0,2,1.0
14474,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14475,1,116.0,4,4,3,29.0,104.0,0.896552,1,2,4.0,116.0,4,1.0
14476,1,125.0,1,1,1,125.0,125.0,1.0,0,0,0.0,125.0,1,1.0
14477,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14478,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14479,1,338.0,4,1,3,84.5,129.0,0.381657,1,1,1.0,338.0,4,1.0
14480,1,107.0,3,3,1,35.666667,107.0,1.0,0,1,4.0,107.0,3,1.0
14481,1,38.0,1,1,1,38.0,38.0,1.0,0,0,0.0,38.0,1,1.0
14482,1,67.0,1,1,1,67.0,67.0,1.0,0,0,0.0,67.0,1,1.0
14483,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14484,1,67.0,3,2,1,22.333333,67.0,1.0,2,2,2.0,67.0,3,1.0
14485,1,186.0,3,2,2,62.0,122.0,0.655914,0,0,0.0,186.0,3,1.0
14486,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14487,1,66.0,3,2,1,22.0,66.0,1.0,0,0,0.0,66.0,3,1.0
14488,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14489,1,3.0,2,2,1,1.5,3.0,1.0,1,2,3.0,3.0,2,1.0
14490,1,77.0,3,1,1,25.666667,77.0,1.0,0,0,0.0,77.0,3,1.0
14491,1,138.0,6,3,4,23.0,62.0,0.449275,1,1,1.0,138.0,6,1.0
14492,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14493,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14494,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14495,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14496,1,301.0,3,2,2,100.333333,165.0,0.548173,0,0,0.0,301.0,3,1.0
14497,1,62.0,1,1,1,62.0,62.0,1.0,0,0,0.0,62.0,1,1.0
14498,1,5.0,2,2,2,2.5,4.0,0.8,1,2,5.0,5.0,2,1.0
14499,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14500,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14501,1,166.0,2,2,2,83.0,88.0,0.53012,0,0,0.0,166.0,2,1.0
14503,1,29.0,1,1,1,29.0,29.0,1.0,0,0,0.0,29.0,1,1.0
14504,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14505,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14506,1,62.0,2,2,1,31.0,62.0,1.0,1,1,1.0,62.0,2,1.0
14507,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14508,1,262.0,5,4,3,52.4,135.0,0.515267,0,1,3.0,262.0,5,1.0
14509,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,1.0
14510,1,316.0,3,1,2,105.333333,200.0,0.632911,1,1,1.0,316.0,3,1.0
14511,1,168.0,5,5,2,33.6,166.0,0.988095,2,3,4.0,168.0,5,1.0
14512,1,194.0,5,3,4,38.8,93.0,0.479381,1,1,1.0,194.0,5,1.0
14513,1,100.0,2,2,1,50.0,100.0,1.0,0,1,2.0,100.0,2,1.0
14514,1,96.0,1,1,1,96.0,96.0,1.0,0,0,0.0,96.0,1,1.0
14515,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14516,1,14.0,2,2,2,7.0,9.0,0.642857,0,1,5.0,14.0,2,1.0
14517,1,100.0,1,1,1,100.0,100.0,1.0,0,0,0.0,100.0,1,1.0
14518,1,43.0,4,2,2,10.75,42.0,0.976744,2,2,2.0,43.0,4,1.0
14519,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14520,1,116.0,1,1,1,116.0,116.0,1.0,0,0,0.0,116.0,1,1.0
14521,1,78.0,6,3,2,13.0,64.0,0.820513,3,3,3.0,78.0,6,1.0
14522,1,73.0,1,1,1,73.0,73.0,1.0,0,0,0.0,73.0,1,1.0
14523,1,20.0,1,1,1,20.0,20.0,1.0,0,0,0.0,20.0,1,1.0
14524,1,35.0,2,2,1,17.5,35.0,1.0,0,0,0.0,35.0,2,1.0
14525,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14526,1,29.0,3,2,2,9.666667,27.0,0.931034,0,2,5.0,29.0,3,1.0
14527,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,1.0
14528,1,311.0,3,2,3,103.666667,105.0,0.337621,0,0,0.0,311.0,3,1.0
14529,1,37.0,3,2,2,12.333333,32.0,0.864865,1,2,6.0,37.0,3,1.0
14530,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14531,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14532,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14533,1,147.0,5,3,2,29.4,143.0,0.972789,2,3,4.0,147.0,5,1.0
14534,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14535,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14536,1,119.0,3,2,3,39.666667,85.0,0.714286,0,0,0.0,119.0,3,1.0
14537,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14538,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14539,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14540,1,17.0,6,5,3,2.833333,12.0,0.705882,2,6,17.0,17.0,6,1.0
14541,1,128.0,5,4,2,25.6,69.0,0.539062,2,2,2.0,128.0,5,1.0
14542,1,376.0,16,13,5,23.5,302.0,0.803191,1,6,20.0,376.0,16,1.0
14543,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14544,1,216.0,3,2,1,72.0,216.0,1.0,1,1,1.0,216.0,3,1.0
14545,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14546,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14547,1,190.0,3,3,2,63.333333,189.0,0.994737,1,1,1.0,190.0,3,1.0
14548,1,44.0,10,3,4,4.4,27.0,0.613636,3,9,19.0,44.0,10,1.0
14549,1,15.0,1,1,1,15.0,15.0,1.0,0,0,0.0,15.0,1,1.0
14550,1,16.0,1,1,1,16.0,16.0,1.0,0,0,0.0,16.0,1,1.0
14551,1,126.0,2,1,1,63.0,126.0,1.0,1,1,1.0,126.0,2,1.0
14553,1,189.0,2,2,2,94.5,103.0,0.544974,0,0,0.0,189.0,2,1.0
14555,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,1.0
14556,1,197.0,3,3,3,65.666667,104.0,0.527919,0,0,0.0,197.0,3,1.0
14557,1,10.0,1,1,1,10.0,10.0,1.0,0,0,0.0,10.0,1,1.0
14558,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14559,1,283.0,3,3,2,94.333333,189.0,0.667845,0,0,0.0,283.0,3,1.0
14560,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14561,1,127.0,3,2,2,42.333333,117.0,0.92126,1,1,1.0,127.0,3,1.0
14562,1,101.0,3,2,1,33.666667,101.0,1.0,2,2,2.0,101.0,3,1.0
14564,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14565,1,2.0,2,1,1,1.0,2.0,1.0,2,2,2.0,2.0,2,1.0
14567,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14568,1,120.0,5,5,2,24.0,91.0,0.758333,0,1,4.0,120.0,5,1.0
14569,1,101.0,2,1,2,50.5,78.0,0.772277,0,0,0.0,101.0,2,1.0
14570,1,78.0,5,2,2,15.6,56.0,0.717949,2,2,2.0,78.0,5,1.0
14571,1,227.0,5,5,2,45.4,142.0,0.625551,0,0,0.0,227.0,5,1.0
14572,1,264.0,4,4,2,66.0,186.0,0.704545,0,1,5.0,264.0,4,1.0
14573,1,294.0,4,3,2,73.5,183.0,0.622449,1,1,1.0,294.0,4,1.0
14574,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14575,1,94.0,4,1,2,23.5,55.0,0.585106,1,2,5.0,94.0,4,1.0
14576,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14577,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14579,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14580,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14581,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1.0
14582,1,142.0,4,3,3,35.5,106.0,0.746479,1,2,4.0,142.0,4,1.0
14583,1,5.0,1,1,1,5.0,5.0,1.0,0,1,5.0,5.0,1,1.0
14584,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0
14585,1,124.0,1,1,1,124.0,124.0,1.0,0,0,0.0,124.0,1,1.0
