membership_row_id,w1_2_has_watch_obs,w1_2_total_watch_time,w1_2_total_sessions,w1_2_unique_contents,w1_2_unique_watch_days,w1_2_avg_watch_time_per_session,w1_2_max_daily_watch_time,w1_2_max_day_share,w1_2_one_minute_watch_count,w1_2_short_watch_count_le5,w1_2_short_watch_time_le5,w1_2_week1_watch_time,w1_2_week1_sessions,w1_2_week2_watch_time,w1_2_week2_sessions,w1_2_week1_ratio,w1_2_week2_ratio,w1_2_w2_minus_w1_watch_time
13642,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13643,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13644,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13645,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13646,1,34.0,2,1,2,17.0,29.0,0.852941,0,1,5.0,34.0,2,0.0,0,1.0,0.0,-34.0
13647,1,32.0,8,2,2,4.0,24.0,0.75,2,6,14.0,32.0,8,0.0,0,1.0,0.0,-32.0
13648,1,32.0,1,1,1,32.0,32.0,1.0,0,0,0.0,0.0,0,32.0,1,0.0,1.0,32.0
13649,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13650,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13651,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13652,1,79.0,5,3,4,15.8,57.0,0.721519,1,2,3.0,79.0,5,0.0,0,1.0,0.0,-79.0
13653,1,131.0,7,7,4,18.714286,88.0,0.671756,3,5,7.0,40.0,3,91.0,4,0.305344,0.694656,51.0
13654,1,30.0,1,1,1,30.0,30.0,1.0,0,0,0.0,30.0,1,0.0,0,1.0,0.0,-30.0
13655,1,432.0,6,4,4,72.0,119.0,0.275463,1,1,1.0,197.0,3,235.0,3,0.456019,0.543981,38.0
13656,1,277.0,5,3,3,55.4,102.0,0.368231,2,2,2.0,277.0,5,0.0,0,1.0,0.0,-277.0
13657,1,30.0,1,1,1,30.0,30.0,1.0,0,0,0.0,30.0,1,0.0,0,1.0,0.0,-30.0
13659,1,181.0,6,3,6,30.166667,95.0,0.524862,1,1,1.0,142.0,4,39.0,2,0.78453,0.21547,-103.0
13660,1,229.0,2,2,2,114.5,138.0,0.60262,0,0,0.0,229.0,2,0.0,0,1.0,0.0,-229.0
13661,1,97.0,2,2,1,48.5,97.0,1.0,1,1,1.0,97.0,2,0.0,0,1.0,0.0,-97.0
13662,1,152.0,8,5,5,19.0,109.0,0.717105,3,4,5.0,149.0,6,3.0,2,0.980263,0.019737,-146.0
13663,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13664,1,117.0,2,2,1,58.5,117.0,1.0,1,1,1.0,0.0,0,117.0,2,0.0,1.0,117.0
13665,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13666,1,562.0,9,7,4,62.444444,291.0,0.517794,1,1,1.0,495.0,7,67.0,2,0.880783,0.119217,-428.0
13667,1,512.0,10,8,7,51.2,126.0,0.246094,1,3,8.0,153.0,5,359.0,5,0.298828,0.701172,206.0
13668,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13669,1,1384.0,26,22,9,53.230769,443.0,0.320087,6,8,10.0,543.0,9,841.0,17,0.392341,0.607659,298.0
13670,1,83.0,1,1,1,83.0,83.0,1.0,0,0,0.0,83.0,1,0.0,0,1.0,0.0,-83.0
13671,1,136.0,3,2,2,45.333333,115.0,0.845588,0,0,0.0,0.0,0,136.0,3,0.0,1.0,136.0
13672,1,204.0,8,3,3,25.5,175.0,0.857843,4,4,4.0,194.0,5,10.0,3,0.95098,0.04902,-184.0
13673,1,8.0,4,3,3,2.0,4.0,0.5,1,4,8.0,3.0,1,5.0,3,0.375,0.625,2.0
13674,1,500.0,10,8,6,50.0,178.0,0.356,4,4,4.0,311.0,4,189.0,6,0.622,0.378,-122.0
13675,1,261.0,10,1,8,26.1,53.0,0.203065,0,1,3.0,157.0,6,104.0,4,0.601533,0.398467,-53.0
13676,1,120.0,4,3,3,30.0,61.0,0.508333,1,1,1.0,89.0,3,31.0,1,0.741667,0.258333,-58.0
13677,1,413.0,9,2,4,45.888889,192.0,0.464891,0,2,8.0,302.0,8,111.0,1,0.731235,0.268765,-191.0
13678,1,379.0,8,6,5,47.375,123.0,0.324538,2,2,2.0,255.0,6,124.0,2,0.672823,0.327177,-131.0
13679,1,562.0,7,6,5,80.285714,290.0,0.516014,2,2,2.0,262.0,4,300.0,3,0.466192,0.533808,38.0
13680,1,250.0,5,2,2,50.0,168.0,0.672,0,0,0.0,250.0,5,0.0,0,1.0,0.0,-250.0
13681,1,158.0,3,3,3,52.666667,82.0,0.518987,0,0,0.0,33.0,1,125.0,2,0.208861,0.791139,92.0
13682,1,95.0,1,1,1,95.0,95.0,1.0,0,0,0.0,95.0,1,0.0,0,1.0,0.0,-95.0
13683,1,60.0,4,3,2,15.0,57.0,0.95,0,1,3.0,57.0,3,3.0,1,0.95,0.05,-54.0
13684,1,808.0,9,7,4,89.777778,332.0,0.410891,0,0,0.0,196.0,1,612.0,8,0.242574,0.757426,416.0
13685,1,338.0,4,2,3,84.5,202.0,0.597633,0,1,2.0,123.0,1,215.0,3,0.363905,0.636095,92.0
13687,1,138.0,4,3,3,34.5,81.0,0.586957,0,1,3.0,138.0,4,0.0,0,1.0,0.0,-138.0
13688,1,195.0,3,3,2,65.0,100.0,0.512821,0,1,2.0,95.0,1,100.0,2,0.487179,0.512821,5.0
13689,1,12.0,2,1,1,6.0,12.0,1.0,0,1,3.0,12.0,2,0.0,0,1.0,0.0,-12.0
13690,1,498.0,5,3,3,99.6,213.0,0.427711,0,0,0.0,359.0,4,139.0,1,0.720884,0.279116,-220.0
13691,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13692,1,566.0,7,6,2,80.857143,392.0,0.69258,0,1,3.0,566.0,7,0.0,0,1.0,0.0,-566.0
13693,1,79.0,6,6,5,13.166667,49.0,0.620253,2,4,7.0,23.0,1,56.0,5,0.291139,0.708861,33.0
13694,1,129.0,4,3,2,32.25,70.0,0.542636,0,0,0.0,70.0,2,59.0,2,0.542636,0.457364,-11.0
13695,1,173.0,2,2,1,86.5,173.0,1.0,0,0,0.0,173.0,2,0.0,0,1.0,0.0,-173.0
13696,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13697,1,3.0,2,2,2,1.5,2.0,0.666667,1,2,3.0,0.0,0,3.0,2,0.0,1.0,3.0
13698,1,36.0,2,2,2,18.0,35.0,0.972222,1,1,1.0,36.0,2,0.0,0,1.0,0.0,-36.0
13699,1,261.0,5,4,2,52.2,214.0,0.819923,0,1,2.0,0.0,0,261.0,5,0.0,1.0,261.0
13700,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13701,1,984.0,28,24,8,35.142857,400.0,0.406504,20,20,20.0,920.0,18,64.0,10,0.934959,0.065041,-856.0
13702,1,384.0,4,4,3,96.0,142.0,0.369792,0,0,0.0,276.0,3,108.0,1,0.71875,0.28125,-168.0
13703,1,257.0,6,4,3,42.833333,222.0,0.863813,0,0,0.0,228.0,4,29.0,2,0.88716,0.11284,-199.0
13704,1,498.0,10,8,2,49.8,284.0,0.570281,0,0,0.0,498.0,10,0.0,0,1.0,0.0,-498.0
13705,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,0.0,0,3.0,1,0.0,1.0,3.0
13707,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,0.0,0,4.0,1,0.0,1.0,4.0
13708,1,4085.0,39,5,12,104.74359,852.0,0.208568,0,2,5.0,2910.0,29,1175.0,10,0.712362,0.287638,-1735.0
13709,1,167.0,3,3,3,55.666667,94.0,0.562874,0,0,0.0,0.0,0,167.0,3,0.0,1.0,167.0
13710,1,6.0,1,1,1,6.0,6.0,1.0,0,0,0.0,0.0,0,6.0,1,0.0,1.0,6.0
13711,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13712,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13713,1,142.0,5,5,3,28.4,134.0,0.943662,1,4,11.0,141.0,4,1.0,1,0.992958,0.007042,-140.0
13714,1,1222.0,22,12,7,55.545455,360.0,0.294599,2,3,4.0,1180.0,20,42.0,2,0.96563,0.03437,-1138.0
13715,1,93.0,1,1,1,93.0,93.0,1.0,0,0,0.0,93.0,1,0.0,0,1.0,0.0,-93.0
13716,1,175.0,3,1,1,58.333333,175.0,1.0,0,0,0.0,175.0,3,0.0,0,1.0,0.0,-175.0
13717,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,0.0,0,12.0,1,0.0,1.0,12.0
13718,1,308.0,7,5,3,44.0,132.0,0.428571,2,2,2.0,0.0,0,308.0,7,0.0,1.0,308.0
13720,1,28.0,1,1,1,28.0,28.0,1.0,0,0,0.0,0.0,0,28.0,1,0.0,1.0,28.0
13721,1,77.0,1,1,1,77.0,77.0,1.0,0,0,0.0,77.0,1,0.0,0,1.0,0.0,-77.0
13723,1,201.0,3,2,2,67.0,131.0,0.651741,0,0,0.0,131.0,1,70.0,2,0.651741,0.348259,-61.0
13724,1,247.0,2,2,2,123.5,145.0,0.587045,0,0,0.0,145.0,1,102.0,1,0.587045,0.412955,-43.0
13725,1,545.0,7,3,5,77.857143,202.0,0.370642,0,1,3.0,222.0,3,323.0,4,0.407339,0.592661,101.0
13726,1,249.0,7,4,5,35.571429,100.0,0.401606,3,3,3.0,31.0,2,218.0,5,0.124498,0.875502,187.0
13727,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13728,1,230.0,4,3,1,57.5,230.0,1.0,0,1,2.0,230.0,4,0.0,0,1.0,0.0,-230.0
13729,1,45.0,3,3,1,15.0,45.0,1.0,0,0,0.0,0.0,0,45.0,3,0.0,1.0,45.0
13732,1,668.0,9,7,5,74.222222,285.0,0.426647,0,0,0.0,342.0,4,326.0,5,0.511976,0.488024,-16.0
13736,1,192.0,4,4,4,48.0,96.0,0.5,0,0,0.0,156.0,2,36.0,2,0.8125,0.1875,-120.0
13737,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13738,1,492.0,5,5,4,98.4,171.0,0.347561,0,0,0.0,321.0,4,171.0,1,0.652439,0.347561,-150.0
13739,1,395.0,3,3,3,131.666667,169.0,0.427848,0,0,0.0,282.0,2,113.0,1,0.713924,0.286076,-169.0
13740,1,357.0,7,7,2,51.0,185.0,0.518207,0,0,0.0,0.0,0,357.0,7,0.0,1.0,357.0
13741,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13742,1,229.0,4,4,2,57.25,128.0,0.558952,2,2,2.0,0.0,0,229.0,4,0.0,1.0,229.0
13743,1,81.0,2,2,2,40.5,69.0,0.851852,0,0,0.0,0.0,0,81.0,2,0.0,1.0,81.0
13744,1,49.0,4,3,4,12.25,26.0,0.530612,2,2,2.0,27.0,2,22.0,2,0.55102,0.44898,-5.0
13745,1,132.0,4,3,4,33.0,91.0,0.689394,1,1,1.0,26.0,2,106.0,2,0.19697,0.80303,80.0
13746,1,200.0,7,4,4,28.571429,139.0,0.695,1,2,6.0,178.0,4,22.0,3,0.89,0.11,-156.0
13747,1,134.0,2,2,1,67.0,134.0,1.0,1,1,1.0,134.0,2,0.0,0,1.0,0.0,-134.0
13748,1,535.0,22,10,6,24.318182,152.0,0.284112,4,10,22.0,234.0,10,301.0,12,0.437383,0.562617,67.0
13749,1,95.0,3,3,2,31.666667,89.0,0.936842,0,2,6.0,95.0,3,0.0,0,1.0,0.0,-95.0
13750,1,56.0,2,2,1,28.0,56.0,1.0,0,0,0.0,0.0,0,56.0,2,0.0,1.0,56.0
13751,1,141.0,6,4,3,23.5,117.0,0.829787,1,1,1.0,0.0,0,141.0,6,0.0,1.0,141.0
13752,1,6.0,1,1,1,6.0,6.0,1.0,0,0,0.0,6.0,1,0.0,0,1.0,0.0,-6.0
13753,1,116.0,6,4,5,19.333333,34.0,0.293103,0,0,0.0,41.0,2,75.0,4,0.353448,0.646552,34.0
13754,1,295.0,4,3,4,73.75,111.0,0.376271,0,0,0.0,36.0,1,259.0,3,0.122034,0.877966,223.0
13755,1,113.0,2,2,1,56.5,113.0,1.0,0,1,2.0,0.0,0,113.0,2,0.0,1.0,113.0
13756,1,261.0,7,2,4,37.285714,102.0,0.390805,1,1,1.0,194.0,4,67.0,3,0.743295,0.256705,-127.0
13757,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13758,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13759,1,245.0,3,2,2,81.666667,154.0,0.628571,0,0,0.0,91.0,1,154.0,2,0.371429,0.628571,63.0
13760,1,131.0,2,2,2,65.5,122.0,0.931298,0,0,0.0,122.0,1,9.0,1,0.931298,0.068702,-113.0
13761,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
13762,1,105.0,3,2,2,35.0,104.0,0.990476,2,2,2.0,105.0,3,0.0,0,1.0,0.0,-105.0
13763,1,214.0,5,4,2,42.8,117.0,0.546729,2,3,4.0,117.0,4,97.0,1,0.546729,0.453271,-20.0
13764,1,85.0,1,1,1,85.0,85.0,1.0,0,0,0.0,85.0,1,0.0,0,1.0,0.0,-85.0
13765,1,495.0,9,6,4,55.0,212.0,0.428283,0,1,4.0,312.0,5,183.0,4,0.630303,0.369697,-129.0
13766,1,45.0,4,3,2,11.25,33.0,0.733333,0,1,2.0,45.0,4,0.0,0,1.0,0.0,-45.0
13767,1,62.0,2,1,1,31.0,62.0,1.0,0,0,0.0,62.0,2,0.0,0,1.0,0.0,-62.0
13768,1,85.0,4,4,3,21.25,82.0,0.964706,3,3,3.0,1.0,1,84.0,3,0.011765,0.988235,83.0
13769,1,350.0,10,8,5,35.0,125.0,0.357143,6,6,6.0,116.0,4,234.0,6,0.331429,0.668571,118.0
13770,1,2.0,2,1,2,1.0,1.0,0.5,2,2,2.0,0.0,0,2.0,2,0.0,1.0,2.0
13771,1,656.0,19,12,7,34.526316,286.0,0.435976,8,9,12.0,169.0,6,487.0,13,0.257622,0.742378,318.0
13772,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13773,1,528.0,7,4,4,75.428571,212.0,0.401515,1,2,3.0,528.0,7,0.0,0,1.0,0.0,-528.0
13776,1,29.0,6,6,3,4.833333,23.0,0.793103,3,5,7.0,28.0,5,1.0,1,0.965517,0.034483,-27.0
13777,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13778,1,204.0,3,2,2,68.0,202.0,0.990196,0,2,4.0,0.0,0,204.0,3,0.0,1.0,204.0
13779,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13780,1,495.0,5,5,5,99.0,143.0,0.288889,0,0,0.0,348.0,3,147.0,2,0.70303,0.29697,-201.0
13781,1,457.0,10,5,3,45.7,162.0,0.354486,0,0,0.0,300.0,7,157.0,3,0.656455,0.343545,-143.0
13782,1,21.0,1,1,1,21.0,21.0,1.0,0,0,0.0,0.0,0,21.0,1,0.0,1.0,21.0
13783,1,154.0,1,1,1,154.0,154.0,1.0,0,0,0.0,154.0,1,0.0,0,1.0,0.0,-154.0
13784,1,281.0,8,8,4,35.125,116.0,0.412811,0,2,7.0,281.0,8,0.0,0,1.0,0.0,-281.0
13785,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13786,1,520.0,11,9,3,47.272727,330.0,0.634615,5,6,7.0,0.0,0,520.0,11,0.0,1.0,520.0
13787,1,366.0,10,6,3,36.6,184.0,0.502732,1,1,1.0,0.0,0,366.0,10,0.0,1.0,366.0
13788,1,255.0,5,5,4,51.0,106.0,0.415686,0,0,0.0,0.0,0,255.0,5,0.0,1.0,255.0
13789,1,573.0,7,7,6,81.857143,235.0,0.410122,1,2,3.0,449.0,4,124.0,3,0.783595,0.216405,-325.0
13790,1,94.0,1,1,1,94.0,94.0,1.0,0,0,0.0,94.0,1,0.0,0,1.0,0.0,-94.0
13791,1,218.0,8,7,3,27.25,127.0,0.582569,3,3,3.0,127.0,3,91.0,5,0.582569,0.417431,-36.0
13792,1,92.0,2,2,2,46.0,74.0,0.804348,0,0,0.0,74.0,1,18.0,1,0.804348,0.195652,-56.0
13793,1,334.0,6,2,3,55.666667,198.0,0.592814,0,0,0.0,0.0,0,334.0,6,0.0,1.0,334.0
13794,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,1.0,0.0,-1.0
13795,1,29.0,2,1,1,14.5,29.0,1.0,1,1,1.0,0.0,0,29.0,2,0.0,1.0,29.0
13796,1,193.0,2,2,2,96.5,118.0,0.611399,0,0,0.0,0.0,0,193.0,2,0.0,1.0,193.0
13797,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13798,1,259.0,4,4,3,64.75,133.0,0.513514,0,1,5.0,117.0,2,142.0,2,0.451737,0.548263,25.0
13799,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13801,1,130.0,3,3,3,43.333333,113.0,0.869231,0,1,3.0,127.0,2,3.0,1,0.976923,0.023077,-124.0
13802,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13803,1,199.0,2,2,2,99.5,125.0,0.628141,0,0,0.0,125.0,1,74.0,1,0.628141,0.371859,-51.0
13804,1,541.0,14,9,5,38.642857,141.0,0.260628,4,5,6.0,331.0,9,210.0,5,0.61183,0.38817,-121.0
13805,1,2641.0,41,38,12,64.414634,647.0,0.244983,2,7,18.0,1222.0,15,1419.0,26,0.462704,0.537296,197.0
13806,1,293.0,5,4,4,58.6,116.0,0.395904,0,1,3.0,116.0,1,177.0,4,0.395904,0.604096,61.0
13807,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,0.0,0,1.0,0.0,-7.0
13808,1,131.0,3,3,2,43.666667,130.0,0.992366,1,2,4.0,130.0,2,1.0,1,0.992366,0.007634,-129.0
13809,1,445.0,8,4,4,55.625,232.0,0.521348,2,3,7.0,232.0,4,213.0,4,0.521348,0.478652,-19.0
13810,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13811,1,184.0,2,2,2,92.0,99.0,0.538043,0,0,0.0,85.0,1,99.0,1,0.461957,0.538043,14.0
13812,1,15.0,1,1,1,15.0,15.0,1.0,0,0,0.0,15.0,1,0.0,0,1.0,0.0,-15.0
13813,1,6.0,5,5,5,1.2,2.0,0.333333,4,5,6.0,1.0,1,5.0,4,0.166667,0.833333,4.0
13814,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13815,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13816,1,266.0,6,4,4,44.333333,214.0,0.804511,3,3,3.0,1.0,1,265.0,5,0.003759,0.996241,264.0
13817,1,141.0,7,5,5,20.142857,65.0,0.460993,3,3,3.0,135.0,6,6.0,1,0.957447,0.042553,-129.0
13818,1,381.0,12,7,3,31.75,183.0,0.480315,4,7,10.0,183.0,5,198.0,7,0.480315,0.519685,15.0
13819,1,129.0,5,5,3,25.8,69.0,0.534884,0,0,0.0,60.0,4,69.0,1,0.465116,0.534884,9.0
13820,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13822,1,5.0,1,1,1,5.0,5.0,1.0,0,1,5.0,0.0,0,5.0,1,0.0,1.0,5.0
13823,1,26.0,1,1,1,26.0,26.0,1.0,0,0,0.0,0.0,0,26.0,1,0.0,1.0,26.0
13824,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13825,1,82.0,6,4,5,13.666667,33.0,0.402439,1,3,7.0,18.0,2,64.0,4,0.219512,0.780488,46.0
13826,1,365.0,4,4,3,91.25,243.0,0.665753,1,1,1.0,365.0,4,0.0,0,1.0,0.0,-365.0
13827,1,317.0,10,6,6,31.7,153.0,0.48265,5,6,10.0,12.0,3,305.0,7,0.037855,0.962145,293.0
13828,1,33.0,2,2,1,16.5,33.0,1.0,0,0,0.0,33.0,2,0.0,0,1.0,0.0,-33.0
13829,1,910.0,14,13,5,65.0,399.0,0.438462,4,5,7.0,814.0,12,96.0,2,0.894505,0.105495,-718.0
13830,1,489.0,8,6,5,61.125,134.0,0.274029,2,2,2.0,214.0,5,275.0,3,0.437628,0.562372,61.0
13831,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13832,1,222.0,3,3,3,74.0,100.0,0.45045,0,0,0.0,0.0,0,222.0,3,0.0,1.0,222.0
13833,1,338.0,8,8,5,42.25,122.0,0.360947,3,3,3.0,125.0,3,213.0,5,0.369822,0.630178,88.0
13836,1,709.0,7,6,3,101.285714,366.0,0.51622,0,0,0.0,44.0,1,665.0,6,0.062059,0.937941,621.0
13837,1,130.0,12,10,2,10.833333,129.0,0.992308,10,11,12.0,130.0,12,0.0,0,1.0,0.0,-130.0
13838,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
13839,1,369.0,10,6,3,36.9,192.0,0.520325,2,3,7.0,316.0,7,53.0,3,0.856369,0.143631,-263.0
13840,1,18.0,2,2,1,9.0,18.0,1.0,0,1,3.0,18.0,2,0.0,0,1.0,0.0,-18.0
13841,1,87.0,2,2,1,43.5,87.0,1.0,0,0,0.0,0.0,0,87.0,2,0.0,1.0,87.0
13842,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,0.0,0,1.0,0.0,-2.0
13844,1,137.0,1,1,1,137.0,137.0,1.0,0,0,0.0,0.0,0,137.0,1,0.0,1.0,137.0
13845,1,327.0,4,4,4,81.75,114.0,0.348624,0,0,0.0,221.0,2,106.0,2,0.675841,0.324159,-115.0
13846,1,355.0,4,4,3,88.75,244.0,0.687324,1,1,1.0,110.0,1,245.0,3,0.309859,0.690141,135.0
13847,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13848,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13849,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13850,1,211.0,3,3,2,70.333333,162.0,0.767773,0,0,0.0,211.0,3,0.0,0,1.0,0.0,-211.0
13851,1,107.0,4,4,3,26.75,54.0,0.504673,2,2,2.0,54.0,1,53.0,3,0.504673,0.495327,-1.0
13852,1,308.0,3,3,2,102.666667,217.0,0.704545,0,0,0.0,308.0,3,0.0,0,1.0,0.0,-308.0
13853,1,173.0,2,2,1,86.5,173.0,1.0,0,1,3.0,0.0,0,173.0,2,0.0,1.0,173.0
13854,1,1190.0,13,12,6,91.538462,341.0,0.286555,0,0,0.0,849.0,10,341.0,3,0.713445,0.286555,-508.0
13855,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
13856,1,106.0,1,1,1,106.0,106.0,1.0,0,0,0.0,0.0,0,106.0,1,0.0,1.0,106.0
13858,1,694.0,8,6,2,86.75,448.0,0.645533,1,1,1.0,0.0,0,694.0,8,0.0,1.0,694.0
13859,1,433.0,3,3,2,144.333333,320.0,0.73903,0,0,0.0,113.0,1,320.0,2,0.26097,0.73903,207.0
13860,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13861,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,0.0,0,4.0,1,0.0,1.0,4.0
13862,1,350.0,6,6,1,58.333333,350.0,1.0,0,0,0.0,350.0,6,0.0,0,1.0,0.0,-350.0
13863,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13864,1,276.0,9,7,4,30.666667,110.0,0.398551,5,5,5.0,0.0,0,276.0,9,0.0,1.0,276.0
13865,1,337.0,6,5,4,56.166667,121.0,0.35905,1,2,4.0,99.0,1,238.0,5,0.293769,0.706231,139.0
13866,1,169.0,3,3,3,56.333333,102.0,0.60355,0,0,0.0,102.0,1,67.0,2,0.60355,0.39645,-35.0
13867,1,174.0,7,4,6,24.857143,103.0,0.591954,0,1,3.0,158.0,6,16.0,1,0.908046,0.091954,-142.0
13868,1,258.0,9,6,3,28.666667,127.0,0.492248,5,6,7.0,109.0,5,149.0,4,0.422481,0.577519,40.0
13869,1,83.0,6,6,3,13.833333,67.0,0.807229,2,4,8.0,15.0,4,68.0,2,0.180723,0.819277,53.0
13870,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0
13871,1,367.0,4,3,2,91.75,322.0,0.877384,0,0,0.0,0.0,0,367.0,4,0.0,1.0,367.0
13872,1,138.0,2,2,2,69.0,136.0,0.985507,0,1,2.0,136.0,1,2.0,1,0.985507,0.014493,-134.0
13873,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,1.0,1.0
13874,1,85.0,2,1,2,42.5,68.0,0.8,0,0,0.0,85.0,2,0.0,0,1.0,0.0,-85.0
13875,1,89.0,10,4,4,8.9,43.0,0.483146,3,6,12.0,20.0,2,69.0,8,0.224719,0.775281,49.0
13876,1,316.0,3,3,2,105.333333,162.0,0.512658,1,1,1.0,162.0,1,154.0,2,0.512658,0.487342,-8.0
13878,1,293.0,6,5,5,48.833333,137.0,0.467577,0,0,0.0,271.0,4,22.0,2,0.924915,0.075085,-249.0
13879,1,9.0,2,1,2,4.5,8.0,0.888889,1,1,1.0,1.0,1,8.0,1,0.111111,0.888889,7.0
13880,1,366.0,10,8,6,36.6,120.0,0.327869,0,3,10.0,167.0,3,199.0,7,0.456284,0.543716,32.0
13881,1,118.0,4,4,2,29.5,115.0,0.974576,3,3,3.0,115.0,1,3.0,3,0.974576,0.025424,-112.0
13882,1,123.0,1,1,1,123.0,123.0,1.0,0,0,0.0,123.0,1,0.0,0,1.0,0.0,-123.0
13883,1,658.0,14,9,7,47.0,181.0,0.275076,5,6,7.0,240.0,4,418.0,10,0.364742,0.635258,178.0
13884,1,160.0,4,2,4,40.0,108.0,0.675,1,1,1.0,17.0,2,143.0,2,0.10625,0.89375,126.0
13885,1,51.0,1,1,1,51.0,51.0,1.0,0,0,0.0,51.0,1,0.0,0,1.0,0.0,-51.0
13886,1,157.0,4,3,2,39.25,90.0,0.573248,1,2,6.0,157.0,4,0.0,0,1.0,0.0,-157.0
13887,1,362.0,10,4,5,36.2,102.0,0.281768,1,3,9.0,203.0,6,159.0,4,0.560773,0.439227,-44.0
13888,1,176.0,10,4,4,17.6,91.0,0.517045,4,7,12.0,11.0,1,165.0,9,0.0625,0.9375,154.0
13889,1,805.0,13,11,6,61.923077,324.0,0.402484,2,3,4.0,696.0,9,109.0,4,0.864596,0.135404,-587.0
