membership_row_id,w1_4_has_watch_obs,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week1_watch_time,w1_4_week1_sessions,w1_4_week2_watch_time,w1_4_week2_sessions,w1_4_week3_watch_time,w1_4_week3_sessions,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_week4_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w2_watch_time,w1_4_w4_minus_w3_watch_time
14337,1,157.0,3,3,2,52.333333,129.0,0.821656,0,0,0.0,0.0,0,157.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,157.0,-157.0,0.0
14338,1,385.0,4,4,4,96.25,107.0,0.277922,0,0,0.0,0.0,0,196.0,2,189.0,2,0.0,0,0.0,0.509091,0.490909,0.0,196.0,-7.0,-189.0
14339,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0
14340,1,220.0,3,3,2,73.333333,142.0,0.645455,0,0,0.0,78.0,1,0.0,0,142.0,2,0.0,0,0.354545,0.0,0.645455,0.0,-78.0,142.0,-142.0
14341,1,134.0,2,1,1,67.0,134.0,1.0,1,1,1.0,134.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-134.0,0.0,0.0
14342,1,103.0,3,2,1,34.333333,103.0,1.0,2,2,2.0,0.0,0,0.0,0,103.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,103.0,-103.0
14343,1,236.0,3,3,3,78.666667,132.0,0.559322,0,0,0.0,87.0,1,0.0,0,149.0,2,0.0,0,0.368644,0.0,0.631356,0.0,-87.0,149.0,-149.0
14344,1,1086.0,14,10,5,77.571429,436.0,0.401473,3,4,6.0,0.0,0,248.0,3,838.0,11,0.0,0,0.0,0.228361,0.771639,0.0,248.0,590.0,-838.0
14345,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0
14346,1,97.0,5,3,3,19.4,95.0,0.979381,3,3,3.0,96.0,4,1.0,1,0.0,0,0.0,0,0.989691,0.010309,0.0,0.0,-95.0,-1.0,0.0
14347,1,500.0,6,4,4,83.333333,168.0,0.336,0,0,0.0,327.0,4,82.0,1,91.0,1,0.0,0,0.654,0.164,0.182,0.0,-245.0,9.0,-91.0
14348,1,22.0,4,4,1,5.5,22.0,1.0,2,2,2.0,22.0,4,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-22.0,0.0,0.0
14349,1,291.0,6,3,3,48.5,151.0,0.5189,1,2,3.0,151.0,4,47.0,1,0.0,0,93.0,1,0.5189,0.161512,0.0,0.319588,-104.0,-47.0,93.0
14350,1,184.0,3,2,3,61.333333,113.0,0.61413,0,0,0.0,0.0,0,71.0,2,113.0,1,0.0,0,0.0,0.38587,0.61413,0.0,71.0,42.0,-113.0
14351,1,486.0,9,7,6,54.0,102.0,0.209877,1,1,1.0,102.0,1,94.0,2,242.0,4,48.0,2,0.209877,0.193416,0.497942,0.098765,-8.0,148.0,-194.0
14352,1,583.0,16,8,8,36.4375,116.0,0.198971,7,7,7.0,153.0,5,170.0,2,260.0,9,0.0,0,0.262436,0.291595,0.445969,0.0,17.0,90.0,-260.0
14353,1,202.0,3,2,2,67.333333,111.0,0.549505,0,0,0.0,91.0,2,111.0,1,0.0,0,0.0,0,0.450495,0.549505,0.0,0.0,20.0,-111.0,0.0
14354,1,195.0,10,8,7,19.5,83.0,0.425641,3,3,3.0,48.0,2,91.0,4,25.0,3,31.0,1,0.246154,0.466667,0.128205,0.158974,43.0,-66.0,6.0
14355,1,547.0,14,13,4,39.071429,249.0,0.45521,3,5,11.0,175.0,8,0.0,0,372.0,6,0.0,0,0.319927,0.0,0.680073,0.0,-175.0,372.0,-372.0
14356,1,347.0,5,5,3,69.4,122.0,0.351585,0,1,5.0,0.0,0,237.0,3,110.0,2,0.0,0,0.0,0.682997,0.317003,0.0,237.0,-127.0,-110.0
14357,1,3.0,2,1,2,1.5,2.0,0.666667,1,2,3.0,0.0,0,2.0,1,1.0,1,0.0,0,0.0,0.666667,0.333333,0.0,2.0,-1.0,-1.0
14358,1,30.0,3,3,1,10.0,30.0,1.0,0,1,4.0,0.0,0,30.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,30.0,-30.0,0.0
14359,1,836.0,12,12,7,69.666667,322.0,0.385167,1,3,8.0,450.0,5,259.0,3,127.0,4,0.0,0,0.538278,0.309809,0.151914,0.0,-191.0,-132.0,-127.0
14360,1,372.0,8,4,5,46.5,147.0,0.395161,4,4,4.0,111.0,3,3.0,3,111.0,1,147.0,1,0.298387,0.008065,0.298387,0.395161,-108.0,108.0,36.0
14362,1,83.0,3,3,1,27.666667,83.0,1.0,1,2,3.0,0.0,0,0.0,0,83.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,83.0,-83.0
14363,1,344.0,17,14,9,20.235294,105.0,0.305233,6,9,15.0,308.0,13,36.0,4,0.0,0,0.0,0,0.895349,0.104651,0.0,0.0,-272.0,-36.0,0.0
14364,1,4.0,2,2,1,2.0,4.0,1.0,1,2,4.0,0.0,0,0.0,0,0.0,0,4.0,2,0.0,0.0,0.0,1.0,0.0,0.0,4.0
14365,1,238.0,3,3,3,79.333333,139.0,0.584034,0,0,0.0,157.0,2,81.0,1,0.0,0,0.0,0,0.659664,0.340336,0.0,0.0,-76.0,-81.0,0.0
14366,1,263.0,3,3,2,87.666667,138.0,0.524715,0,0,0.0,0.0,0,125.0,1,138.0,2,0.0,0,0.0,0.475285,0.524715,0.0,125.0,13.0,-138.0
14367,1,346.0,8,5,6,43.25,190.0,0.549133,0,0,0.0,202.0,4,131.0,3,13.0,1,0.0,0,0.583815,0.378613,0.037572,0.0,-71.0,-118.0,-13.0
14368,1,271.0,7,6,2,38.714286,188.0,0.693727,4,4,4.0,188.0,4,83.0,3,0.0,0,0.0,0,0.693727,0.306273,0.0,0.0,-105.0,-83.0,0.0
14369,1,306.0,3,3,2,102.0,282.0,0.921569,0,0,0.0,0.0,0,0.0,0,306.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,306.0,-306.0
14370,1,22.0,2,1,1,11.0,22.0,1.0,0,0,0.0,22.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-22.0,0.0,0.0
14371,1,125.0,2,1,1,62.5,125.0,1.0,0,0,0.0,125.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-125.0,0.0,0.0
14372,1,266.0,10,6,4,26.6,134.0,0.503759,5,7,10.0,123.0,3,4.0,2,139.0,5,0.0,0,0.462406,0.015038,0.522556,0.0,-119.0,135.0,-139.0
14373,1,1379.0,16,14,9,86.1875,276.0,0.200145,1,2,3.0,179.0,3,578.0,6,346.0,4,276.0,3,0.129804,0.419144,0.250906,0.200145,399.0,-232.0,-70.0
14374,1,916.0,12,8,7,76.333333,216.0,0.235808,3,3,3.0,459.0,4,332.0,4,0.0,0,125.0,4,0.501092,0.362445,0.0,0.136463,-127.0,-332.0,125.0
14375,1,436.0,6,5,5,72.666667,112.0,0.256881,0,0,0.0,202.0,3,75.0,1,159.0,2,0.0,0,0.463303,0.172018,0.364679,0.0,-127.0,84.0,-159.0
14376,1,329.0,13,7,6,25.307692,102.0,0.31003,2,2,2.0,0.0,0,0.0,0,232.0,10,97.0,3,0.0,0.0,0.705167,0.294833,0.0,232.0,-135.0
14377,1,18.0,2,2,2,9.0,17.0,0.944444,1,1,1.0,0.0,0,0.0,0,18.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,18.0,-18.0
14378,1,392.0,6,3,5,65.333333,142.0,0.362245,0,2,7.0,131.0,1,112.0,1,7.0,2,142.0,2,0.334184,0.285714,0.017857,0.362245,-19.0,-105.0,135.0
14379,1,377.0,5,5,4,75.4,138.0,0.366048,0,0,0.0,175.0,2,0.0,0,202.0,3,0.0,0,0.464191,0.0,0.535809,0.0,-175.0,202.0,-202.0
14380,1,636.0,12,12,6,53.0,179.0,0.281447,1,2,5.0,45.0,2,429.0,5,162.0,5,0.0,0,0.070755,0.674528,0.254717,0.0,384.0,-267.0,-162.0
14382,1,306.0,10,8,6,30.6,163.0,0.53268,0,1,3.0,32.0,3,111.0,5,163.0,2,0.0,0,0.104575,0.362745,0.53268,0.0,79.0,52.0,-163.0
14383,1,120.0,2,2,1,60.0,120.0,1.0,0,0,0.0,0.0,0,0.0,0,120.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,120.0,-120.0
14384,1,63.0,1,1,1,63.0,63.0,1.0,0,0,0.0,63.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-63.0,0.0,0.0
14385,1,204.0,6,4,5,34.0,113.0,0.553922,3,3,3.0,32.0,2,172.0,4,0.0,0,0.0,0,0.156863,0.843137,0.0,0.0,140.0,-172.0,0.0
14386,1,695.0,9,4,5,77.222222,212.0,0.305036,1,1,1.0,212.0,3,306.0,4,177.0,2,0.0,0,0.305036,0.440288,0.254676,0.0,94.0,-129.0,-177.0
14387,1,743.0,21,8,3,35.380952,498.0,0.670256,7,16,28.0,0.0,0,112.0,3,498.0,17,133.0,1,0.0,0.15074,0.670256,0.179004,112.0,386.0,-365.0
14388,1,934.0,18,11,6,51.888889,402.0,0.430407,4,4,4.0,267.0,8,0.0,0,600.0,7,67.0,3,0.285867,0.0,0.642398,0.071734,-267.0,600.0,-533.0
14389,1,98.0,12,10,2,8.166667,92.0,0.938776,11,11,11.0,0.0,0,98.0,12,0.0,0,0.0,0,0.0,1.0,0.0,0.0,98.0,-98.0,0.0
14390,1,1043.0,17,16,6,61.352941,336.0,0.322148,2,4,6.0,903.0,15,140.0,2,0.0,0,0.0,0,0.865772,0.134228,0.0,0.0,-763.0,-140.0,0.0
14391,1,84.0,2,2,1,42.0,84.0,1.0,1,1,1.0,0.0,0,0.0,0,84.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,84.0,-84.0
14392,1,38.0,1,1,1,38.0,38.0,1.0,0,0,0.0,38.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-38.0,0.0,0.0
14393,1,39.0,3,2,2,13.0,38.0,0.974359,2,2,2.0,0.0,0,39.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,39.0,-39.0,0.0
14394,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
14395,1,462.0,8,6,5,57.75,216.0,0.467532,0,3,12.0,165.0,1,77.0,3,0.0,0,220.0,4,0.357143,0.166667,0.0,0.47619,-88.0,-77.0,220.0
14396,1,29.0,2,2,2,14.5,16.0,0.551724,0,0,0.0,16.0,1,0.0,0,0.0,0,13.0,1,0.551724,0.0,0.0,0.448276,-16.0,0.0,13.0
14397,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
14398,1,91.0,1,1,1,91.0,91.0,1.0,0,0,0.0,91.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-91.0,0.0,0.0
14399,1,530.0,7,7,4,75.714286,183.0,0.345283,0,0,0.0,249.0,4,183.0,2,98.0,1,0.0,0,0.469811,0.345283,0.184906,0.0,-66.0,-85.0,-98.0
14400,1,99.0,8,7,4,12.375,41.0,0.414141,0,2,7.0,40.0,3,43.0,4,16.0,1,0.0,0,0.40404,0.434343,0.161616,0.0,3.0,-27.0,-16.0
14401,1,383.0,8,6,4,47.875,131.0,0.342037,4,4,4.0,134.0,6,118.0,1,131.0,1,0.0,0,0.349869,0.308094,0.342037,0.0,-16.0,13.0,-131.0
14402,1,262.0,8,3,3,32.75,131.0,0.5,2,3,6.0,0.0,0,262.0,8,0.0,0,0.0,0,0.0,1.0,0.0,0.0,262.0,-262.0,0.0
14403,1,576.0,27,17,4,21.333333,448.0,0.777778,8,20,34.0,120.0,13,5.0,2,451.0,12,0.0,0,0.208333,0.008681,0.782986,0.0,-115.0,446.0,-451.0
14404,1,116.0,2,2,1,58.0,116.0,1.0,0,0,0.0,0.0,0,0.0,0,116.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,116.0,-116.0
14406,1,2467.0,42,20,14,58.738095,437.0,0.177138,8,9,11.0,1049.0,16,936.0,16,457.0,9,25.0,1,0.425213,0.379408,0.185245,0.010134,-113.0,-479.0,-432.0
14407,1,272.0,13,8,8,20.923077,122.0,0.448529,4,5,9.0,17.0,2,215.0,5,29.0,3,11.0,3,0.0625,0.790441,0.106618,0.040441,198.0,-186.0,-18.0
14408,1,361.0,8,6,2,45.125,321.0,0.889197,2,3,4.0,0.0,0,0.0,0,361.0,8,0.0,0,0.0,0.0,1.0,0.0,0.0,361.0,-361.0
14409,1,752.0,12,11,9,62.666667,136.0,0.180851,0,1,3.0,398.0,5,81.0,3,248.0,3,25.0,1,0.529255,0.107713,0.329787,0.033245,-317.0,167.0,-223.0
14410,1,1046.0,22,13,8,47.545455,314.0,0.300191,7,8,9.0,1.0,1,464.0,13,581.0,8,0.0,0,0.000956,0.443595,0.555449,0.0,463.0,117.0,-581.0
14411,1,219.0,8,6,7,27.375,82.0,0.374429,0,1,2.0,103.0,3,19.0,2,97.0,3,0.0,0,0.47032,0.086758,0.442922,0.0,-84.0,78.0,-97.0
14412,1,843.0,13,13,10,64.846154,169.0,0.200474,1,3,6.0,376.0,3,173.0,3,201.0,6,93.0,1,0.446026,0.205219,0.238434,0.11032,-203.0,28.0,-108.0
14413,1,882.0,13,10,6,67.846154,448.0,0.507937,1,2,4.0,645.0,8,237.0,5,0.0,0,0.0,0,0.731293,0.268707,0.0,0.0,-408.0,-237.0,0.0
14415,1,303.0,5,3,4,60.6,97.0,0.320132,1,1,1.0,240.0,4,63.0,1,0.0,0,0.0,0,0.792079,0.207921,0.0,0.0,-177.0,-63.0,0.0
14416,1,47.0,1,1,1,47.0,47.0,1.0,0,0,0.0,0.0,0,0.0,0,0.0,0,47.0,1,0.0,0.0,0.0,1.0,0.0,0.0,47.0
14417,1,245.0,6,4,3,40.833333,140.0,0.571429,2,3,5.0,140.0,4,104.0,1,1.0,1,0.0,0,0.571429,0.42449,0.004082,0.0,-36.0,-103.0,-1.0
14418,1,2.0,2,1,1,1.0,2.0,1.0,2,2,2.0,0.0,0,0.0,0,0.0,0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,2.0
14419,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0,0.0,0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.0
14420,1,57.0,4,2,3,14.25,55.0,0.964912,3,3,3.0,0.0,0,56.0,3,0.0,0,1.0,1,0.0,0.982456,0.0,0.017544,56.0,-56.0,1.0
14421,1,292.0,8,5,5,36.5,136.0,0.465753,0,2,5.0,136.0,3,30.0,1,78.0,2,48.0,2,0.465753,0.10274,0.267123,0.164384,-106.0,48.0,-30.0
14422,1,286.0,13,7,6,22.0,97.0,0.339161,2,7,12.0,174.0,7,95.0,1,17.0,5,0.0,0,0.608392,0.332168,0.059441,0.0,-79.0,-78.0,-17.0
14423,1,368.0,6,6,5,61.333333,154.0,0.418478,1,2,3.0,351.0,4,16.0,1,1.0,1,0.0,0,0.953804,0.043478,0.002717,0.0,-335.0,-15.0,-1.0
14424,1,115.0,5,5,4,23.0,109.0,0.947826,1,3,6.0,0.0,0,111.0,3,4.0,2,0.0,0,0.0,0.965217,0.034783,0.0,111.0,-107.0,-4.0
14425,1,200.0,1,1,1,200.0,200.0,1.0,0,0,0.0,200.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-200.0,0.0,0.0
14426,1,207.0,7,2,5,29.571429,78.0,0.376812,1,1,1.0,0.0,0,1.0,1,206.0,6,0.0,0,0.0,0.004831,0.995169,0.0,1.0,205.0,-206.0
14427,1,326.0,9,4,3,36.222222,114.0,0.349693,4,4,4.0,0.0,0,0.0,0,100.0,2,226.0,7,0.0,0.0,0.306748,0.693252,0.0,100.0,126.0
14428,1,274.0,2,2,2,137.0,152.0,0.554745,0,0,0.0,0.0,0,0.0,0,0.0,0,274.0,2,0.0,0.0,0.0,1.0,0.0,0.0,274.0
14429,1,308.0,9,1,7,34.222222,124.0,0.402597,4,4,4.0,124.0,2,182.0,5,2.0,2,0.0,0,0.402597,0.590909,0.006494,0.0,58.0,-180.0,-2.0
14430,1,1113.0,18,11,12,61.833333,226.0,0.203055,1,3,9.0,159.0,3,412.0,4,461.0,9,81.0,2,0.142857,0.370171,0.414196,0.072776,253.0,49.0,-380.0
14432,1,29.0,3,2,2,9.666667,28.0,0.965517,1,1,1.0,28.0,2,1.0,1,0.0,0,0.0,0,0.965517,0.034483,0.0,0.0,-27.0,-1.0,0.0
14433,1,675.0,8,8,8,84.375,116.0,0.171852,0,0,0.0,339.0,4,205.0,2,32.0,1,99.0,1,0.502222,0.303704,0.047407,0.146667,-134.0,-173.0,67.0
14434,1,263.0,6,4,2,43.833333,157.0,0.596958,0,0,0.0,106.0,3,0.0,0,157.0,3,0.0,0,0.403042,0.0,0.596958,0.0,-106.0,157.0,-157.0
14435,1,821.0,13,7,9,63.153846,181.0,0.220463,1,2,3.0,224.0,3,327.0,5,156.0,4,114.0,1,0.272838,0.398295,0.190012,0.138855,103.0,-171.0,-42.0
14436,1,2.0,2,2,2,1.0,1.0,0.5,2,2,2.0,1.0,1,0.0,0,1.0,1,0.0,0,0.5,0.0,0.5,0.0,-1.0,1.0,-1.0
14437,1,84.0,3,2,1,28.0,84.0,1.0,2,2,2.0,0.0,0,0.0,0,0.0,0,84.0,3,0.0,0.0,0.0,1.0,0.0,0.0,84.0
14438,1,548.0,8,3,5,68.5,256.0,0.467153,0,2,4.0,256.0,3,269.0,4,23.0,1,0.0,0,0.467153,0.490876,0.041971,0.0,13.0,-246.0,-23.0
14439,1,283.0,8,5,6,35.375,125.0,0.441696,1,1,1.0,57.0,2,225.0,5,1.0,1,0.0,0,0.201413,0.795053,0.003534,0.0,168.0,-224.0,-1.0
14440,1,412.0,23,12,9,17.913043,162.0,0.393204,14,17,20.0,117.0,3,5.0,4,283.0,15,7.0,1,0.283981,0.012136,0.686893,0.01699,-112.0,278.0,-276.0
14441,1,527.0,9,6,5,58.555556,204.0,0.387097,4,4,4.0,1.0,1,1.0,1,525.0,7,0.0,0,0.001898,0.001898,0.996205,0.0,0.0,524.0,-525.0
14442,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0,0.0,0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.0
14443,1,518.0,10,7,4,51.8,154.0,0.297297,4,6,8.0,364.0,8,0.0,0,154.0,2,0.0,0,0.702703,0.0,0.297297,0.0,-364.0,154.0,-154.0
14444,1,162.0,4,4,2,40.5,117.0,0.722222,1,2,6.0,117.0,3,45.0,1,0.0,0,0.0,0,0.722222,0.277778,0.0,0.0,-72.0,-45.0,0.0
14447,1,146.0,7,5,3,20.857143,98.0,0.671233,1,3,10.0,108.0,6,0.0,0,38.0,1,0.0,0,0.739726,0.0,0.260274,0.0,-108.0,38.0,-38.0
14448,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
14449,1,350.0,5,4,4,70.0,119.0,0.34,1,1,1.0,155.0,3,0.0,0,76.0,1,119.0,1,0.442857,0.0,0.217143,0.34,-155.0,76.0,43.0
14450,1,1346.0,26,20,9,51.769231,318.0,0.236256,6,6,6.0,334.0,4,436.0,9,576.0,13,0.0,0,0.248143,0.323923,0.427935,0.0,102.0,140.0,-576.0
14451,1,193.0,2,2,2,96.5,138.0,0.715026,0,0,0.0,193.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-193.0,0.0,0.0
14452,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,0.0,0,0.0,0,2.0,2,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,-2.0
14453,1,51.0,3,3,2,17.0,38.0,0.745098,1,1,1.0,13.0,1,0.0,0,38.0,2,0.0,0,0.254902,0.0,0.745098,0.0,-13.0,38.0,-38.0
14454,1,179.0,6,2,2,29.833333,92.0,0.513966,3,4,6.0,0.0,0,87.0,4,92.0,2,0.0,0,0.0,0.486034,0.513966,0.0,87.0,5.0,-92.0
14455,1,1027.0,15,12,11,68.466667,368.0,0.358325,1,2,3.0,256.0,4,97.0,2,673.0,8,1.0,1,0.24927,0.09445,0.655307,0.000974,-159.0,576.0,-672.0
14456,1,322.0,12,9,5,26.833333,191.0,0.593168,4,5,8.0,0.0,0,238.0,9,84.0,3,0.0,0,0.0,0.73913,0.26087,0.0,238.0,-154.0,-84.0
14457,1,100.0,3,3,2,33.333333,65.0,0.65,0,1,5.0,0.0,0,65.0,1,35.0,2,0.0,0,0.0,0.65,0.35,0.0,65.0,-30.0,-35.0
14458,1,250.0,3,3,3,83.333333,99.0,0.396,0,0,0.0,250.0,3,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-250.0,0.0,0.0
14459,1,585.0,10,9,5,58.5,224.0,0.382906,0,0,0.0,314.0,5,224.0,4,47.0,1,0.0,0,0.536752,0.382906,0.080342,0.0,-90.0,-177.0,-47.0
14460,1,3.0,3,3,3,1.0,1.0,0.333333,3,3,3.0,2.0,2,0.0,0,1.0,1,0.0,0,0.666667,0.0,0.333333,0.0,-2.0,1.0,-1.0
14461,1,251.0,9,6,5,27.888889,147.0,0.585657,5,6,10.0,2.0,2,147.0,1,102.0,6,0.0,0,0.007968,0.585657,0.406375,0.0,145.0,-45.0,-102.0
14462,1,2.0,2,2,1,1.0,2.0,1.0,2,2,2.0,2.0,2,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0
14463,1,4.0,2,1,1,2.0,4.0,1.0,0,2,4.0,0.0,0,0.0,0,0.0,0,4.0,2,0.0,0.0,0.0,1.0,0.0,0.0,4.0
14464,1,175.0,4,3,3,43.75,123.0,0.702857,0,0,0.0,44.0,1,0.0,0,131.0,3,0.0,0,0.251429,0.0,0.748571,0.0,-44.0,131.0,-131.0
14465,1,251.0,7,4,4,35.857143,191.0,0.760956,1,1,1.0,0.0,0,0.0,0,251.0,7,0.0,0,0.0,0.0,1.0,0.0,0.0,251.0,-251.0
14466,1,152.0,6,5,1,25.333333,152.0,1.0,1,1,1.0,0.0,0,0.0,0,0.0,0,152.0,6,0.0,0.0,0.0,1.0,0.0,0.0,152.0
14467,1,152.0,9,6,3,16.888889,102.0,0.671053,3,5,10.0,9.0,1,0.0,0,143.0,8,0.0,0,0.059211,0.0,0.940789,0.0,-9.0,143.0,-143.0
14471,1,134.0,9,3,5,14.888889,80.0,0.597015,5,5,5.0,116.0,5,17.0,3,1.0,1,0.0,0,0.865672,0.126866,0.007463,0.0,-99.0,-16.0,-1.0
14472,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
14473,1,115.0,4,1,2,28.75,97.0,0.843478,2,2,2.0,18.0,2,0.0,0,97.0,2,0.0,0,0.156522,0.0,0.843478,0.0,-18.0,97.0,-97.0
14474,1,840.0,10,8,2,84.0,725.0,0.863095,0,1,4.0,0.0,0,0.0,0,840.0,10,0.0,0,0.0,0.0,1.0,0.0,0.0,840.0,-840.0
14475,1,142.0,5,5,4,28.4,104.0,0.732394,1,2,4.0,116.0,4,0.0,0,26.0,1,0.0,0,0.816901,0.0,0.183099,0.0,-116.0,26.0,-26.0
14476,1,264.0,2,2,2,132.0,139.0,0.526515,0,0,0.0,125.0,1,139.0,1,0.0,0,0.0,0,0.473485,0.526515,0.0,0.0,14.0,-139.0,0.0
14477,1,207.0,5,3,2,41.4,114.0,0.550725,2,2,2.0,0.0,0,93.0,2,114.0,3,0.0,0,0.0,0.449275,0.550725,0.0,93.0,21.0,-114.0
14478,1,521.0,4,4,2,130.25,325.0,0.6238,0,0,0.0,0.0,0,196.0,2,325.0,2,0.0,0,0.0,0.3762,0.6238,0.0,196.0,129.0,-325.0
14479,1,707.0,8,1,6,88.375,129.0,0.182461,2,2,2.0,338.0,4,0.0,0,247.0,2,122.0,2,0.478076,0.0,0.349364,0.17256,-338.0,247.0,-125.0
14480,1,898.0,11,10,6,81.636364,224.0,0.249443,0,1,4.0,107.0,3,418.0,5,373.0,3,0.0,0,0.119154,0.465479,0.415367,0.0,311.0,-45.0,-373.0
14481,1,327.0,7,4,4,46.714286,192.0,0.587156,2,3,5.0,38.0,1,0.0,0,289.0,6,0.0,0,0.116208,0.0,0.883792,0.0,-38.0,289.0,-289.0
14482,1,979.0,28,26,4,34.964286,449.0,0.458631,5,12,24.0,67.0,1,0.0,0,563.0,18,349.0,9,0.068437,0.0,0.575077,0.356486,-67.0,563.0,-214.0
14483,1,29.0,5,5,2,5.8,28.0,0.965517,1,3,6.0,1.0,1,0.0,0,0.0,0,28.0,4,0.034483,0.0,0.0,0.965517,-1.0,0.0,28.0
14484,1,69.0,5,4,3,13.8,67.0,0.971014,4,4,4.0,67.0,3,0.0,0,2.0,2,0.0,0,0.971014,0.0,0.028986,0.0,-67.0,2.0,-2.0
14485,1,570.0,11,9,6,51.818182,190.0,0.333333,0,0,0.0,186.0,3,301.0,3,83.0,5,0.0,0,0.326316,0.52807,0.145614,0.0,115.0,-218.0,-83.0
14486,1,112.0,3,2,2,37.333333,110.0,0.982143,2,2,2.0,0.0,0,112.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,112.0,-112.0,0.0
14487,1,200.0,7,3,5,28.571429,113.0,0.565,0,1,3.0,66.0,3,0.0,0,21.0,3,113.0,1,0.33,0.0,0.105,0.565,-66.0,21.0,92.0
14488,1,3.0,3,3,1,1.0,3.0,1.0,3,3,3.0,0.0,0,0.0,0,3.0,3,0.0,0,0.0,0.0,1.0,0.0,0.0,3.0,-3.0
14489,1,9.0,8,4,5,1.125,3.0,0.333333,7,8,9.0,3.0,2,5.0,5,1.0,1,0.0,0,0.333333,0.555556,0.111111,0.0,2.0,-4.0,-1.0
14490,1,77.0,3,1,1,25.666667,77.0,1.0,0,0,0.0,77.0,3,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,-77.0,0.0,0.0
14491,1,445.0,15,7,10,29.666667,122.0,0.274157,3,4,7.0,138.0,6,233.0,6,74.0,3,0.0,0,0.310112,0.523596,0.166292,0.0,95.0,-159.0,-74.0
14492,1,416.0,5,5,2,83.2,415.0,0.997596,1,1,1.0,0.0,0,0.0,0,416.0,5,0.0,0,0.0,0.0,1.0,0.0,0.0,416.0,-416.0
14493,1,100.0,1,1,1,100.0,100.0,1.0,0,0,0.0,0.0,0,0.0,0,100.0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,100.0,-100.0
14494,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,2.0,-2.0,0.0
14495,1,470.0,7,7,3,67.142857,214.0,0.455319,1,1,1.0,0.0,0,214.0,2,256.0,5,0.0,0,0.0,0.455319,0.544681,0.0,214.0,42.0,-256.0
