row_id,promo_scope,is_repurchase,previous_segment_id,revised_segment_family,revised_assignment_reason,gb_churn_risk_score_oof,lr_churn_risk_score_oof,key_flags,retained_subsignals,user_approval_required
2344,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8527941156337226,0.9398054143705776,week3_inactive;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2345,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0342656245818111,0.1097571204576721,cold_start_weak;content_preference_signal,content_context_marker,yes
2346,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4043629660417299,0.7100777733583625,week3_inactive;retention_decay,retention_decay_subsignal,yes
2347,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4173846912043153,0.4153779793279702,cold_start_weak;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker,yes
2348,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7903324419966015,0.8614106549365832,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2349,promo1,0,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.5176688721689173,0.6749150888896662,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2350,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0677083490473317,0.2997400743953835,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2351,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8600888085807775,0.9851791191911228,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2352,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.221712059611333,0.3840466149113053,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2353,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1413939532307593,0.1010665620613686,stable_usage,none,yes
2354,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0630395702927342,0.1030087283433537,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
2355,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1041299391327543,0.2164981860571623,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2356,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.246606711979069,0.4211856630398819,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2357,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4957122269363456,0.7804496144949027,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2358,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1233429176112724,0.1411004801069458,stable_usage,none,yes
2359,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1474597261148695,0.3049743188567198,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2360,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1136014740639768,0.2024537408936887,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2361,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0332896720062144,0.0723036604394474,week3_inactive;retention_decay;cold_start_weak;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2362,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0157619494433585,0.0714839168393212,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2363,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.113018495907912,0.2063146157460081,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2364,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.819973343836792,0.9535076144329916,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2365,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.6562505811100543,0.692578000933971,week3_inactive;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2366,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8020674063318115,0.8710907800000969,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2367,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0125799905342073,0.0206297887782311,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2368,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2024331568654814,0.4525609178783839,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2369,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7396192720993442,0.9611692693646312,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2370,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1079357535195089,0.1142596943905536,stable_usage;content_preference_signal,content_context_marker,yes
2371,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2034490153024015,0.5390938147179094,retention_decay;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
2372,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0670798563424128,0.2927615531505454,cold_start_weak;content_preference_signal,content_context_marker,yes
2373,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1892256952532415,0.5622681133454275,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2374,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3274756109059467,0.4687717857745366,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2375,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1902065732787232,0.3087410116049096,low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2376,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2216749614588681,0.1809196231354898,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2377,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.030240370631693,0.0630594497465646,stable_usage;content_preference_signal,content_context_marker,yes
2378,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.2865965134579336,0.3462316090942944,stable_usage;content_preference_signal,content_context_marker,yes
2379,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4152016807476217,0.5973859676090075,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2380,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3201454351195837,0.500609420583064,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2381,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7217258608274263,0.7877281821576783,week3_inactive;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2382,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.5112184631201113,0.5722512698378688,week3_inactive;retention_decay;only_w1;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2383,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0246242503221398,0.1166811229671789,week3_inactive;retention_decay;cold_start_weak;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2384,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4377382586798891,0.6320069100478811,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2385,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0314625092480059,0.0804328606579494,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2386,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0862226061244832,0.1017303228894902,retention_decay;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2387,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1393206091329472,0.2727684876517464,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2388,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3378870800235496,0.491280953813346,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2389,promo1,0,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.4187159334619176,0.4460405798452487,stable_usage;content_preference_signal,content_context_marker,yes
2390,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1677492323265254,0.2357898403730668,stable_usage,none,yes
2391,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1592206035818471,0.1467522840217929,low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2392,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.080062623102514,0.0928333043735912,genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker,yes
2393,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4341521270120398,0.6810169395234373,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2394,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0545983013330939,0.0699815739339286,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2395,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4714282102021425,0.2735298729706195,retention_decay;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal,yes
2396,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0639404741065625,0.0533321547715313,cold_start_weak;content_preference_signal,content_context_marker,yes
2397,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.6040723549345284,0.8990293791968211,content_preference_signal,content_context_marker,yes
2398,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0464894306716855,0.1103797124923505,cold_start_weak;content_preference_signal,content_context_marker,yes
2399,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3927539647749798,0.7672014633242636,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2400,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3214377425347314,0.4073914206310393,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2401,promo1,0,promo1_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.5943481608275085,0.7806856254947443,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2402,promo1,0,promo1_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6038778363560213,0.7606806678553254,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2403,promo1,0,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.7832279546222136,0.9103265642969058,content_preference_signal,content_context_marker,yes
2404,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0200636573860217,0.0363895193187736,stable_usage;content_preference_signal,content_context_marker,yes
2405,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0796006066158494,0.1818378105783908,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2406,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0280899851691964,0.1096526425655548,genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker,yes
2407,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0898677552839744,0.3084607005675753,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2408,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0611350179475107,0.1676385021120208,stable_usage;content_preference_signal,content_context_marker,yes
2409,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2134411521351013,0.3466628166290454,content_preference_signal,content_context_marker,yes
2410,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2278591816501362,0.2206862187616077,content_preference_signal,content_context_marker,yes
2411,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4826099709641596,0.67652202125583,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2412,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7636466360024785,0.9076093918179644,week3_inactive;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2413,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0105302980479198,0.003583585005655,stable_usage;content_preference_signal,content_context_marker,yes
2414,promo1,0,promo1_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6950232394282405,0.8205807547307946,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2415,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1016299076396659,0.0962301910463266,stable_usage;content_preference_signal,content_context_marker,yes
2416,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3297500516694004,0.49300640081955,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2417,promo1,0,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4828891366565442,0.5728230531794245,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2418,promo1,0,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4982127348248645,0.7022179197301353,content_preference_signal,content_context_marker,yes
2419,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0110882818952439,0.0025408659696506,cold_start_weak;stable_usage,none,yes
2420,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0193228227131397,0.0128893589007146,stable_usage;content_preference_signal,content_context_marker,yes
2421,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8906771837517434,0.9845159474776524,week3_inactive;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2422,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3346238029755212,0.4064488546276797,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2423,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4225513970811322,0.5285077369785081,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2424,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2087600834010273,0.3646887500992514,content_preference_signal,content_context_marker,yes
2425,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1488683388968504,0.2586937942740185,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2426,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1859207581755868,0.1453362033344801,stable_usage;content_preference_signal,content_context_marker,yes
2427,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.6022393572548617,0.7214516757216469,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2428,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.059321563894704,0.1526414050539434,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2429,promo1,0,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.2372488804579505,0.3319044284506284,stable_usage;content_preference_signal,content_context_marker,yes
2430,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0961432270783618,0.1871506203767775,stable_usage;content_preference_signal,content_context_marker,yes
2431,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0855511823383712,0.0960068023372116,stable_usage;content_preference_signal,content_context_marker,yes
2432,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0865851959945487,0.1439473808452683,retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2433,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7796695202790249,0.9370349232043856,week3_inactive;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2434,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7202415726538103,0.7904968997647275,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2435,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1800188167545389,0.1662157868249025,stable_usage;content_preference_signal,content_context_marker,yes
2436,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.060287346165624,0.0790245529187456,cold_start_weak;stable_usage;content_preference_signal,content_context_marker,yes
2437,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0618811386810274,0.0807418292387027,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2438,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0276653794162301,0.0097249489600625,stable_usage;content_preference_signal,content_context_marker,yes
2439,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1439918512501218,0.1887643316812108,stable_usage;content_preference_signal,content_context_marker,yes
2440,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0666901929259073,0.1108859822296289,cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2441,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.1021247352573527,0.1578252035157964,stable_usage;content_preference_signal,content_context_marker,yes
2442,promo1,0,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.5386410768892105,0.7514301755499858,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2443,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0186029989430538,0.1466282499382151,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2444,promo1,0,promo1_s04,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6710555567864535,0.7450328226271569,low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2445,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.3633212666365791,0.6532070796526568,stable_usage;content_preference_signal,content_context_marker,yes
2446,promo1,1,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7294554799545796,0.9005842338698868,week3_inactive;retention_decay;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2447,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4760350017438903,0.7002028482240225,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2448,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0257720451894689,0.0574822353633663,stable_usage;content_preference_signal,content_context_marker,yes
2449,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7349221585942934,0.9375083105941162,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2450,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.7954070581953261,0.8979398509012833,week3_inactive;retention_decay;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2451,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1044503028973635,0.3346387570146951,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2452,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0536440315743327,0.1533500303822292,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2453,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0419592178314266,0.0891183000636665,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2454,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.2916187925862304,0.461513289867234,stable_usage;content_preference_signal,content_context_marker,yes
2455,promo1,1,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.6227274491451749,0.7441912450563968,week3_inactive;retention_decay;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2456,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.2816358071008012,0.7661401571334546,week3_inactive;retention_decay;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2457,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0609534328406941,0.0445439560114431,stable_usage,none,yes
2458,promo1,0,promo1_s03,high_risk_activation_or_low_engagement,"GB top20 plus weak activation, low activity, or cold start",0.6958699017911845,0.8603557296409048,cold_start_weak;low_activity;content_preference_signal,content_context_marker;low_activity_subsignal,yes
2459,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1527433917880497,0.1435978579807224,retention_decay;cold_start_weak;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2460,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.5779915682375185,0.5699150964341518,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2461,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.1301131246550683,0.1079750663609203,retention_decay,retention_decay_subsignal,yes
2462,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3897308772054627,0.4952571923784507,week3_inactive;retention_decay;cold_start_weak;low_activity;content_preference_signal,content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2463,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.4189953388548125,0.5495544082546555,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2464,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.107469572685016,0.2422435446049011,content_preference_signal,content_context_marker,yes
2465,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3807023398152107,0.6819752494394518,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2466,promo1,0,promo1_s01,high_risk_week3_inactivity_or_retention_decay,GB top20 plus week3 inactivity or retention decay,0.8969690438252573,0.9749916428467296,week3_inactive;retention_decay;only_w1;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;retention_decay_subsignal;low_activity_subsignal,yes
2467,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.086057957567268,0.2742833268423519,stable_usage;content_preference_signal,content_context_marker,yes
2468,promo1,1,promo1_s06,stable_usage_lower_risk,Stable usage without GB top20 high-risk flag,0.0878445409406659,0.1626689518228209,stable_usage;content_preference_signal,content_context_marker,yes
2469,promo1,1,promo1_s99,mid_risk_retention_watchlist,GB top30 residual watchlist after higher priority rules,0.4697313637783844,0.720058408275317,week3_inactive;retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2470,promo1,0,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.3884822268539865,0.5465383037310698,week3_inactive;cold_start_weak;low_activity;genre_preference_clear;content_preference_signal,genre_action_cue;content_context_marker;low_activity_subsignal,yes
2471,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0348979755424029,0.1659156652603443,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
2472,promo1,1,promo1_s99,other_needs_review_residual,No revised representative behavior family rule matched,0.0610497329167156,0.0991390388719105,retention_decay;content_preference_signal,content_context_marker;retention_decay_subsignal,yes
