membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,hierarchical_segment,hierarchical_rank,seg_top_decile_high_churn_risk,seg_low_or_no_early_engagement,seg_late_heavy_week3_intensive,seg_delayed_start,seg_early_routine_stable,seg_week2_surge_users,seg_genre_affinity_thriller_crime,seg_genre_affinity_animation_family,seg_genre_affinity_drama,seg_genre_affinity_action_adventure,seg_high_price_or_promotion_sensitive
15670,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15671,Y,1,0.979688849907226,0.020311150092773955,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,0
15672,Y,1,0.9572568089967768,0.04274319100322321,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,0
15673,Y,1,0.9630012935556653,0.03699870644433467,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
15674,N,0,0.6133239506846279,0.38667604931537214,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
15675,N,0,0.21929440630786057,0.7807055936921394,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
15676,Y,1,0.9888512652050383,0.011148734794961701,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,1
15677,Y,1,0.9870546527134968,0.012945347286503206,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,1,1
15678,Y,1,0.9565644005460893,0.043435599453910734,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,1,0,1
15679,Y,1,0.2485687372511926,0.7514312627488073,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
15680,Y,1,0.9710528353421559,0.028947164657844082,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,1,0
15681,Y,1,0.9419533973997357,0.058046602600264285,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,0
15682,Y,1,0.705016872294749,0.29498312770525104,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15683,Y,1,0.8717003499058495,0.12829965009415045,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,0
15684,Y,1,0.6031350840979104,0.3968649159020896,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,1,0,1
15685,N,0,0.1921797766291474,0.8078202233708526,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
15686,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15687,Y,1,0.6579970510038934,0.3420029489961066,risk_30_60,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
15688,N,0,0.5734428013764044,0.42655719862359565,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15689,Y,1,0.6790444133610855,0.32095558663891455,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,1
15690,Y,1,0.8980154206393807,0.10198457936061933,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,1,1
15691,Y,1,0.9300924516761828,0.06990754832381718,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,1,0,0
15692,Y,1,0.86223147143738,0.13776852856262,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
15693,Y,1,0.5903024769898283,0.4096975230101717,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,1,1
15694,Y,1,0.4307968946214497,0.5692031053785502,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,1,0,0,1
15695,N,0,0.8206685941309976,0.17933140586900242,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,1,1,0,0,1,1
15696,Y,1,0.8081507943979562,0.19184920560204377,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,1,1
15697,Y,1,0.9574030345582021,0.04259696544179792,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,0,1
15698,Y,1,0.9583391968383234,0.04166080316167664,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
15699,N,0,0.1865697093013195,0.8134302906986806,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,1,0,0,0,1
15700,Y,1,0.6726828734170811,0.3273171265829189,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,0,1
15701,N,0,0.5123000846910059,0.48769991530899415,risk_10_30,delayed_start,4,0,0,0,1,0,1,0,0,0,1,1
15702,N,0,0.22958381763097999,0.77041618236902,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,1,0,0,0,1
15703,N,0,0.18629467759145427,0.8137053224085458,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
15704,Y,1,0.9819037992053591,0.018096200794640915,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
15705,N,0,0.7418716282123251,0.2581283717876749,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15706,Y,1,0.6092088526535601,0.39079114734643994,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
15707,Y,1,0.9661432931082808,0.03385670689171916,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,1,1
15708,Y,1,0.9496798878266522,0.05032011217334775,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
15709,Y,1,0.42859798766954144,0.5714020123304586,risk_10_30,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,0
15710,N,0,0.4377933050071512,0.5622066949928488,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,1,1
15711,Y,1,0.7230459915657376,0.27695400843426243,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15712,Y,1,0.7818235551916356,0.2181764448083644,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
15713,Y,1,0.44093876046013997,0.55906123953986,risk_10_30,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
15714,Y,1,0.9458337720784455,0.054166227921554455,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,0,1
15715,N,0,0.4959560313230802,0.5040439686769198,risk_10_30,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
15716,N,0,0.32009534648430754,0.6799046535156925,risk_10_30,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
15717,N,0,0.3612002452180562,0.6387997547819437,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15718,N,0,0.9229220396682235,0.0770779603317765,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,0
15719,Y,1,0.9693239629294921,0.030676037070507922,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,1,0,0
15720,Y,1,0.8914500798065347,0.10854992019346532,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
15721,Y,1,0.7517572782393441,0.24824272176065587,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,1,1
15722,Y,1,0.9853965735240354,0.014603426475964576,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,1,0,1
15723,Y,1,0.9280050970373327,0.0719949029626673,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
15724,N,0,0.39929607046975,0.60070392953025,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,1,0,0,1,1
15725,Y,1,0.9788061776313977,0.021193822368602344,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
15726,Y,1,0.849269217256843,0.150730782743157,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,0
15727,Y,1,0.8021871620825209,0.19781283791747906,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,1,1
15728,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15729,Y,1,0.9678076388337825,0.03219236116621749,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
15730,N,0,0.9072191715754333,0.0927808284245667,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
15731,Y,1,0.8845379157840207,0.11546208421597925,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15732,Y,1,0.9195963316133813,0.08040366838661872,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
15733,Y,1,0.9490298454090167,0.05097015459098331,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
15734,Y,1,0.9612832717203348,0.03871672827966521,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15735,Y,1,0.9662714091393341,0.03372859086066593,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,1,0,0,1
15736,Y,1,0.9669605649161834,0.03303943508381657,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
15737,N,0,0.7403817885718116,0.2596182114281884,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,1,0
15738,Y,1,0.9367682169444996,0.06323178305550037,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
15739,N,0,0.20768508800863572,0.7923149119913643,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,0
15740,Y,1,0.9741513964936697,0.025848603506330337,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,0,1
15741,Y,1,0.964814064808883,0.03518593519111701,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,1,0,0
15742,Y,1,0.9829909200200666,0.017009079979933395,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
15743,Y,1,0.6922916185524177,0.3077083814475823,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
15744,Y,1,0.972552648348816,0.02744735165118395,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,0
15745,Y,1,0.7706853624400725,0.22931463755992754,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
15746,Y,1,0.9587482099067967,0.041251790093203344,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,1,0,1
15747,Y,1,0.9791782560346777,0.020821743965322326,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,1,0,0,1,0
15748,Y,1,0.9543862817867109,0.04561371821328908,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,1
15749,N,0,0.7124478626655957,0.2875521373344043,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
15750,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15751,Y,1,0.9645605486441509,0.03543945135584914,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,0
15752,Y,1,0.9688544213181547,0.03114557868184531,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
15753,Y,1,0.9850559356780172,0.014944064321982808,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,0
15754,Y,1,0.32309762711444917,0.6769023728855508,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,1,0,0,0
15755,Y,1,0.9664138078303321,0.03358619216966785,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
15757,Y,1,0.9828124348144279,0.017187565185572073,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,0,1
15758,N,0,0.4763170520754683,0.5236829479245317,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,0
15759,Y,1,0.9709301507624737,0.029069849237526313,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
15760,Y,1,0.8883685711754018,0.1116314288245982,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,1,1
15761,Y,1,0.9810768694829114,0.018923130517088604,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,0
15762,N,0,0.3691053582726629,0.6308946417273371,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,1,0,0,0
15763,Y,1,0.9761572981875382,0.02384270181246184,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
15764,Y,1,0.9860520465127035,0.013947953487296494,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
15765,Y,1,0.8503974624378514,0.14960253756214859,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
15766,Y,1,0.7241946358605601,0.2758053641394399,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
15767,Y,1,0.7661660517335485,0.23383394826645154,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15768,Y,1,0.9354851389604522,0.06451486103954784,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,0
15769,Y,1,0.897916497423949,0.10208350257605103,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
15770,Y,1,0.21096242580635854,0.7890375741936415,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,1,0,0,0,1
15771,Y,1,0.9864300200845224,0.013569979915477592,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,0,0,1
15772,N,0,0.4985358162859829,0.501464183714017,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,0,1
15773,Y,1,0.31642760566141426,0.6835723943385857,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15774,Y,1,0.8051470176125072,0.19485298238749282,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,1,1
15775,Y,1,0.3411910836496214,0.6588089163503785,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,1,0,0,0,0
15776,Y,1,0.9517195067611335,0.04828049323886652,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,1
15777,Y,1,0.30299524790072624,0.6970047520992737,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
15778,Y,1,0.9458607441813055,0.0541392558186945,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
15779,N,0,0.34372502353821355,0.6562749764617865,risk_10_30,delayed_start,4,0,0,0,1,0,0,0,0,0,0,1
15780,Y,1,0.9584050526832596,0.041594947316740405,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
15781,Y,1,0.8711779871508407,0.12882201284915928,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,1,0,1
15782,Y,1,0.9714067341434615,0.02859326585653854,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,1,0,0
15783,Y,1,0.9850342122589442,0.014965787741055836,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,0,0
15784,Y,1,0.9839288129162862,0.0160711870837138,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,0,1,0
15785,Y,1,0.8045075907458464,0.19549240925415357,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,1,0,1,0,0
15786,Y,1,0.8233182157591931,0.17668178424080694,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
15787,Y,1,0.25860949435256436,0.7413905056474357,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
15788,N,0,0.21366345076639573,0.7863365492336043,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,1,0,1
15789,Y,1,0.8321025430931789,0.16789745690682112,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
15790,Y,1,0.3764016562270241,0.623598343772976,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,0
15791,Y,1,0.9856018002600971,0.014398199739902862,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,1,0,0,1,0
15792,N,0,0.21263838108846195,0.787361618911538,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
15793,Y,1,0.16578552053404805,0.834214479465952,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,1,0,0,0,1
15794,Y,1,0.9858206252235854,0.014179374776414622,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,0,0
15795,N,0,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15796,Y,1,0.936073404559379,0.06392659544062096,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,1,1,1
15797,Y,1,0.8068887715637397,0.19311122843626027,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
15798,N,0,0.8877173982685348,0.1122826017314652,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,0,1
15799,Y,1,0.9681845918074049,0.031815408192595096,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
15800,Y,1,0.7092100183832961,0.2907899816167039,risk_30_60,week2_surge_users,11,0,0,0,0,0,1,0,0,0,0,0
15801,Y,1,0.9085428037721681,0.09145719622783188,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15802,Y,1,0.8861343402227363,0.1138656597772637,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
15803,Y,1,0.2906375141142048,0.7093624858857952,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,1,1
15804,Y,1,0.9543431397719856,0.045656860228014406,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,1,1
15805,Y,1,0.7730569509101965,0.22694304908980345,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
15806,N,0,0.3249582166934456,0.6750417833065544,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
15807,Y,1,0.864735697125346,0.13526430287465396,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,1,0,0,1,0,1
15808,N,0,0.27491756145031954,0.7250824385496805,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,1,0,1
15809,N,0,0.181627480603768,0.818372519396232,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
15810,Y,1,0.9657659425796138,0.03423405742038621,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,0
15811,Y,1,0.9760579732327712,0.023942026767228786,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,0,0,1
15812,Y,1,0.3186466088260973,0.6813533911739027,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
15813,N,0,0.37713994302439147,0.6228600569756085,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,0,1
15814,N,0,0.34836205761313066,0.6516379423868693,risk_10_30,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
15815,Y,1,0.9366124426878523,0.06338755731214774,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
15816,Y,1,0.6914957614648128,0.30850423853518716,risk_30_60,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
15817,N,0,0.3289856888577523,0.6710143111422477,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,1,0,1
15818,Y,1,0.8456988078071486,0.15430119219285143,risk_30_60,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
15819,Y,1,0.8543571454674908,0.14564285453250925,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,1,0,0
15820,Y,1,0.9517335797076937,0.04826642029230632,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
15821,Y,1,0.760639403547203,0.23936059645279695,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15822,N,0,0.7987525593595531,0.20124744064044686,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
15823,Y,1,0.9815175655525581,0.01848243444744191,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,1
15824,Y,1,0.9311076250604223,0.06889237493957767,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
15825,Y,1,0.8841024771373398,0.1158975228626602,risk_30_60,delayed_start,4,0,0,0,1,0,1,0,0,0,1,1
15826,Y,1,0.9700855652183124,0.02991443478168765,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
15827,Y,1,0.39931952373502827,0.6006804762649718,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,1,1
15828,N,0,0.1199051630076672,0.8800948369923328,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,0,0,1,0,0,0,1
15829,Y,1,0.29045554428809073,0.7095444557119093,risk_10_30,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
15830,N,0,0.9138779357557446,0.08612206424425539,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,0,0,1
15831,Y,1,0.9173325142978782,0.08266748570212179,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,1,1
15832,Y,1,0.9791560846021926,0.02084391539780739,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,1,0,1
15833,Y,1,0.9699925384642969,0.030007461535703106,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,0,0,1
15834,Y,1,0.8837232750051467,0.11627672499485331,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15835,N,0,0.4583917367973404,0.5416082632026595,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,0
15836,Y,1,0.9437831148053075,0.05621688519469248,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,0,1,0
15837,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15838,Y,1,0.9636564029669954,0.036343597033004604,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
15839,N,0,0.9355198356452703,0.0644801643547297,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
15840,Y,1,0.8143642599722457,0.1856357400277543,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
15841,Y,1,0.7180358293948715,0.28196417060512846,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,1,0,1,0,1
15842,Y,1,0.9670719626529162,0.03292803734708383,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,1,1
15843,Y,1,0.9545819435727905,0.04541805642720953,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,0,1
15844,Y,1,0.9525253357698314,0.04747466423016855,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
15845,Y,1,0.9206694987745039,0.07933050122549612,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,1
15846,Y,1,0.569408365230121,0.43059163476987905,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,1,0,1
15847,Y,1,0.9567377147667889,0.04326228523321107,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
15848,Y,1,0.9605115040865739,0.03948849591342607,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,0,1
15849,Y,1,0.9576571784979034,0.04234282150209656,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
15850,Y,1,0.82852187037554,0.17147812962445996,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,1
15851,Y,1,0.8961516141901422,0.10384838580985778,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
15852,N,0,0.6898984452629965,0.3101015547370035,risk_30_60,delayed_start,4,0,0,0,1,0,1,0,0,0,0,1
15853,N,0,0.20612807169382807,0.7938719283061719,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,0,1
15854,Y,1,0.9881888850267949,0.011811114973205084,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,1,0,1,1,1
15855,N,0,0.1905205599555623,0.8094794400444377,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
15856,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15857,Y,1,0.680573324130214,0.319426675869786,risk_30_60,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,0
15858,Y,1,0.705016872294749,0.29498312770525104,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
15859,Y,1,0.9737437030381085,0.026256296961891468,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,0,1
15860,Y,1,0.8605041823569397,0.1394958176430603,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,1,0,0
15861,Y,1,0.9032540947599934,0.09674590524000659,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,0,0,0,0
15862,Y,1,0.4578733798498662,0.5421266201501338,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
