dataset,feature_set,model_name,risk_decile,n,avg_risk_score,avg_proba_repurchase,actual_repurchase_rate,actual_churn_rate,churn_count,churn_capture_rate
overall,tree_candidate,lightgbm,7,373,0.24667904417378755,0.7533209558262124,0.710455764075067,0.289544235924933,108,0.0891089108910891
overall,tree_candidate,lightgbm,8,373,0.21624421588182074,0.7837557841181793,0.7560321715817694,0.24396782841823056,91,0.07508250825082509
overall,tree_candidate,lightgbm,9,373,0.1808531113070487,0.8191468886929514,0.7828418230563002,0.21715817694369974,81,0.06683168316831684
overall,tree_candidate,lightgbm,10,373,0.1150840824293778,0.8849159175706223,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,tree_candidate,logistic,1,374,0.739452025002306,0.26054797499769394,0.4732620320855615,0.5267379679144385,197,0.16254125412541254
overall,tree_candidate,logistic,2,373,0.6377880746994489,0.36221192530055113,0.5281501340482574,0.4718498659517426,176,0.14521452145214522
overall,tree_candidate,logistic,3,373,0.582117047674451,0.41788295232554895,0.5871313672922251,0.4128686327077748,154,0.12706270627062707
overall,tree_candidate,logistic,4,373,0.5396281262814018,0.46037187371859817,0.6729222520107239,0.32707774798927614,122,0.10066006600660066
overall,tree_candidate,logistic,5,373,0.5005601206455911,0.4994398793544089,0.6836461126005362,0.3163538873994638,118,0.09735973597359736
overall,tree_candidate,logistic,6,373,0.46611260190363885,0.5338873980963611,0.710455764075067,0.289544235924933,108,0.0891089108910891
overall,tree_candidate,logistic,7,373,0.43071799717021964,0.5692820028297804,0.7238605898123325,0.2761394101876676,103,0.08498349834983498
overall,tree_candidate,logistic,8,373,0.3926030918342112,0.6073969081657888,0.7694369973190348,0.23056300268096513,86,0.07095709570957096
overall,tree_candidate,logistic,9,373,0.3499749267302893,0.6500250732697107,0.7882037533512064,0.21179624664879357,79,0.06518151815181518
overall,tree_candidate,logistic,10,373,0.26873280298645225,0.7312671970135478,0.8150134048257373,0.18498659517426275,69,0.05693069306930693
overall,tree_candidate,random_forest,1,374,0.6904534926680587,0.3095465073319414,0.44385026737967914,0.5561497326203209,208,0.1716171617161716
overall,tree_candidate,random_forest,2,373,0.5964328602231884,0.4035671397768115,0.5630026809651475,0.43699731903485256,163,0.13448844884488448
overall,tree_candidate,random_forest,3,373,0.5454024076797646,0.4545975923202354,0.6032171581769437,0.3967828418230563,148,0.12211221122112212
overall,tree_candidate,random_forest,4,373,0.5013834161942176,0.49861658380578244,0.6219839142091153,0.3780160857908847,141,0.11633663366336634
overall,tree_candidate,random_forest,5,373,0.4671055658247369,0.532894434175263,0.7024128686327078,0.2975871313672922,111,0.09158415841584158
overall,tree_candidate,random_forest,6,373,0.4357206461168561,0.5642793538831439,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,tree_candidate,random_forest,7,373,0.40417949015781335,0.5958205098421866,0.7238605898123325,0.2761394101876676,103,0.08498349834983498
overall,tree_candidate,random_forest,8,373,0.37383785941567993,0.6261621405843201,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,tree_candidate,random_forest,9,373,0.34231521084109434,0.6576847891589057,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,tree_candidate,random_forest,10,373,0.28663711660325586,0.7133628833967441,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,tree_candidate,xgboost,1,374,0.5856325030326843,0.4143674671649933,0.446524064171123,0.553475935828877,207,0.1707920792079208
overall,tree_candidate,xgboost,2,373,0.469940185546875,0.530059814453125,0.5442359249329759,0.45576407506702415,170,0.14026402640264027
overall,tree_candidate,xgboost,3,373,0.4055659770965576,0.5944340229034424,0.6005361930294906,0.39946380697050937,149,0.12293729372937294
overall,tree_candidate,xgboost,4,373,0.35944700241088867,0.6405529975891113,0.6380697050938338,0.36193029490616624,135,0.11138613861386139
overall,tree_candidate,xgboost,5,373,0.3253684341907501,0.6746315360069275,0.6943699731903485,0.30563002680965146,114,0.09405940594059406
overall,tree_candidate,xgboost,6,373,0.29377782344818115,0.7062221765518188,0.7372654155495979,0.26273458445040215,98,0.08085808580858085
overall,tree_candidate,xgboost,7,373,0.2603060007095337,0.7396939992904663,0.7024128686327078,0.2975871313672922,111,0.09158415841584158
overall,tree_candidate,xgboost,8,373,0.23140639066696167,0.7685936093330383,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,tree_candidate,xgboost,9,373,0.2016930729150772,0.798306941986084,0.7989276139410187,0.20107238605898123,75,0.06188118811881188
overall,tree_candidate,xgboost,10,373,0.15139363706111908,0.8486064076423645,0.8364611260053619,0.16353887399463807,61,0.05033003300330033
overall,without_churn_prevention,catboost,1,374,0.5696168367203023,0.4303831632796977,0.4786096256684492,0.5213903743315508,195,0.1608910891089109
overall,without_churn_prevention,catboost,2,373,0.45494736069979475,0.5450526393002052,0.5388739946380697,0.46112600536193027,172,0.1419141914191419
overall,without_churn_prevention,catboost,3,373,0.3998366246313812,0.6001633753686187,0.5978552278820375,0.40214477211796246,150,0.12376237623762376
overall,without_churn_prevention,catboost,4,373,0.35760218200958044,0.6423978179904195,0.613941018766756,0.38605898123324395,144,0.1188118811881188
overall,without_churn_prevention,catboost,5,373,0.3227836214299434,0.6772163785700567,0.7184986595174263,0.28150134048257375,105,0.08663366336633663
overall,without_churn_prevention,catboost,6,373,0.29274900439798246,0.7072509956020175,0.7024128686327078,0.2975871313672922,111,0.09158415841584158
overall,without_churn_prevention,catboost,7,373,0.26562550169473415,0.7343744983052659,0.7345844504021448,0.26541554959785524,99,0.08168316831683169
overall,without_churn_prevention,catboost,8,373,0.23779354998331936,0.7622064500166806,0.7533512064343163,0.24664879356568364,92,0.07590759075907591
overall,without_churn_prevention,catboost,9,373,0.20739562900510608,0.792604370994894,0.806970509383378,0.19302949061662197,72,0.0594059405940594
overall,without_churn_prevention,catboost,10,373,0.15786883036061414,0.8421311696393858,0.806970509383378,0.19302949061662197,72,0.0594059405940594
overall,without_churn_prevention,dummy,1,374,1.0,0.0,0.6684491978609626,0.3315508021390374,124,0.10231023102310231
overall,without_churn_prevention,dummy,2,373,1.0,0.0,0.6675603217158177,0.3324396782841823,124,0.10231023102310231
overall,without_churn_prevention,dummy,3,373,1.0,0.0,0.646112600536193,0.353887399463807,132,0.10891089108910891
overall,without_churn_prevention,dummy,4,373,0.22788203753351208,0.7721179624664879,0.6916890080428955,0.30831099195710454,115,0.09488448844884488
overall,without_churn_prevention,dummy,5,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,without_churn_prevention,dummy,6,373,0.0,1.0,0.6514745308310992,0.3485254691689008,130,0.10726072607260725
overall,without_churn_prevention,dummy,7,373,0.0,1.0,0.6970509383378016,0.30294906166219837,113,0.09323432343234324
overall,without_churn_prevention,dummy,8,373,0.0,1.0,0.7050938337801609,0.2949061662198391,110,0.09075907590759076
overall,without_churn_prevention,dummy,9,373,0.0,1.0,0.6300268096514745,0.3699731903485255,138,0.11386138613861387
overall,without_churn_prevention,dummy,10,373,0.0,1.0,0.6890080428954424,0.3109919571045576,116,0.09570957095709572
overall,without_churn_prevention,extra_trees,1,374,0.7102806946199899,0.2897193053800101,0.46524064171123,0.5347593582887701,200,0.16501650165016502
overall,without_churn_prevention,extra_trees,2,373,0.6183206635232825,0.38167933647671753,0.5576407506702413,0.44235924932975873,165,0.13613861386138615
overall,without_churn_prevention,extra_trees,3,373,0.5668225409425146,0.43317745905748534,0.613941018766756,0.38605898123324395,144,0.1188118811881188
overall,without_churn_prevention,extra_trees,4,373,0.5267595716373659,0.47324042836263414,0.6005361930294906,0.39946380697050937,149,0.12293729372937294
overall,without_churn_prevention,extra_trees,5,373,0.49138045365857697,0.508619546341423,0.707774798927614,0.29222520107238603,109,0.08993399339933994
overall,without_churn_prevention,extra_trees,6,373,0.45655305788696615,0.5434469421130338,0.6890080428954424,0.3109919571045576,116,0.09570957095709572
overall,without_churn_prevention,extra_trees,7,373,0.4226338898879705,0.5773661101120294,0.7694369973190348,0.23056300268096513,86,0.07095709570957096
overall,without_churn_prevention,extra_trees,8,373,0.3913493878416956,0.6086506121583044,0.7613941018766756,0.2386058981233244,89,0.07343234323432343
overall,without_churn_prevention,extra_trees,9,373,0.35717197016282853,0.6428280298371715,0.7855227882037533,0.21447721179624665,80,0.066006600660066
overall,without_churn_prevention,extra_trees,10,373,0.28995152508370226,0.7100484749162977,0.8016085790884718,0.19839142091152814,74,0.06105610561056106
overall,without_churn_prevention,gradient_boosting,1,374,0.5678205957925772,0.4321794042074228,0.4732620320855615,0.5267379679144385,197,0.16254125412541254
overall,without_churn_prevention,gradient_boosting,2,373,0.4623052306781586,0.5376947693218413,0.546916890080429,0.45308310991957107,169,0.13943894389438943
overall,without_churn_prevention,gradient_boosting,3,373,0.40265942512007713,0.5973405748799229,0.6058981233243967,0.3941018766756032,147,0.12128712871287128
overall,without_churn_prevention,gradient_boosting,4,373,0.35622457506324406,0.643775424936756,0.6380697050938338,0.36193029490616624,135,0.11138613861386139
overall,without_churn_prevention,gradient_boosting,5,373,0.32256436273599054,0.6774356372640095,0.6997319034852547,0.3002680965147453,112,0.0924092409240924
overall,without_churn_prevention,gradient_boosting,6,373,0.29385673293635634,0.7061432670636436,0.6997319034852547,0.3002680965147453,112,0.0924092409240924
overall,without_churn_prevention,gradient_boosting,7,373,0.2649569239410583,0.7350430760589416,0.7292225201072386,0.2707774798927614,101,0.08333333333333333
overall,without_churn_prevention,gradient_boosting,8,373,0.23799925609807848,0.7620007439019215,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,without_churn_prevention,gradient_boosting,9,373,0.20983242632110968,0.7901675736788903,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,without_churn_prevention,gradient_boosting,10,373,0.16086372020901807,0.8391362797909819,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,without_churn_prevention,hist_gradient_boosting,1,374,0.5516937119871035,0.44830628801289646,0.45187165775401067,0.5481283422459893,205,0.16914191419141913
overall,without_churn_prevention,hist_gradient_boosting,2,373,0.4476976795301068,0.5523023204698931,0.5522788203753352,0.4477211796246649,167,0.1377887788778878
overall,without_churn_prevention,hist_gradient_boosting,3,373,0.3991088216589077,0.6008911783410923,0.6380697050938338,0.36193029490616624,135,0.11138613861386139
overall,without_churn_prevention,hist_gradient_boosting,4,373,0.35874013434870433,0.6412598656512957,0.6353887399463807,0.3646112600536193,136,0.11221122112211221
overall,without_churn_prevention,hist_gradient_boosting,5,373,0.3268502009903627,0.6731497990096372,0.6487935656836461,0.3512064343163539,131,0.10808580858085809
overall,without_churn_prevention,hist_gradient_boosting,6,373,0.29276141097685215,0.7072385890231478,0.739946380697051,0.26005361930294907,97,0.08003300330033003
overall,without_churn_prevention,hist_gradient_boosting,7,373,0.2621693840606246,0.7378306159393754,0.7184986595174263,0.28150134048257375,105,0.08663366336633663
overall,without_churn_prevention,hist_gradient_boosting,8,373,0.2376587984288305,0.7623412015711695,0.7560321715817694,0.24396782841823056,91,0.07508250825082509
overall,without_churn_prevention,hist_gradient_boosting,9,373,0.21382588557874269,0.7861741144212573,0.7882037533512064,0.21179624664879357,79,0.06518151815181518
overall,without_churn_prevention,hist_gradient_boosting,10,373,0.17236305154739057,0.8276369484526095,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,without_churn_prevention,lightgbm,1,374,0.6083490119798205,0.3916509880201795,0.47593582887700536,0.5240641711229946,196,0.1617161716171617
overall,without_churn_prevention,lightgbm,2,373,0.4732772961384107,0.5267227038615893,0.5871313672922251,0.4128686327077748,154,0.12706270627062707
overall,without_churn_prevention,lightgbm,3,373,0.40919954725572416,0.5908004527442758,0.6568364611260054,0.34316353887399464,128,0.10561056105610561
overall,without_churn_prevention,lightgbm,4,373,0.36159409884338356,0.6384059011566164,0.6434316353887399,0.35656836461126007,133,0.10973597359735973
overall,without_churn_prevention,lightgbm,5,373,0.32373192987435956,0.6762680701256405,0.6568364611260054,0.34316353887399464,128,0.10561056105610561
overall,without_churn_prevention,lightgbm,6,373,0.2860293541077566,0.7139706458922433,0.67828418230563,0.32171581769436997,120,0.09900990099009901
overall,without_churn_prevention,lightgbm,7,373,0.25128132639807754,0.7487186736019226,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,without_churn_prevention,lightgbm,8,373,0.2192912204818013,0.7807087795181988,0.7560321715817694,0.24396782841823056,91,0.07508250825082509
overall,without_churn_prevention,lightgbm,9,373,0.1810417742815578,0.8189582257184422,0.7613941018766756,0.2386058981233244,89,0.07343234323432343
overall,without_churn_prevention,lightgbm,10,373,0.1182080729140602,0.8817919270859397,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,without_churn_prevention,logistic,1,374,0.7385200724728479,0.2614799275271521,0.4893048128342246,0.5106951871657754,191,0.15759075907590758
overall,without_churn_prevention,logistic,2,373,0.6362238920031592,0.36377610799684074,0.5415549597855228,0.4584450402144772,171,0.14108910891089108
overall,without_churn_prevention,logistic,3,373,0.5804759393816046,0.4195240606183954,0.5603217158176944,0.43967828418230565,164,0.1353135313531353
overall,without_churn_prevention,logistic,4,373,0.5371680394390459,0.46283196056095405,0.6702412868632708,0.3297587131367292,123,0.10148514851485149
overall,without_churn_prevention,logistic,5,373,0.4998222033822944,0.5001777966177057,0.6970509383378016,0.30294906166219837,113,0.09323432343234324
overall,without_churn_prevention,logistic,6,373,0.4654239043256928,0.5345760956743072,0.6997319034852547,0.3002680965147453,112,0.0924092409240924
overall,without_churn_prevention,logistic,7,373,0.43142223319803225,0.5685777668019678,0.7238605898123325,0.2761394101876676,103,0.08498349834983498
overall,without_churn_prevention,logistic,8,373,0.3944435949354559,0.6055564050645441,0.739946380697051,0.26005361930294907,97,0.08003300330033003
overall,without_churn_prevention,logistic,9,373,0.35101415941689545,0.6489858405831045,0.8096514745308311,0.1903485254691689,71,0.05858085808580858
overall,without_churn_prevention,logistic,10,373,0.2704734349038015,0.7295265650961986,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,without_churn_prevention,random_forest,1,374,0.6901448914082933,0.30985510859170673,0.4679144385026738,0.5320855614973262,199,0.16419141914191418
overall,without_churn_prevention,random_forest,2,373,0.5916092569508302,0.4083907430491697,0.5603217158176944,0.43967828418230565,164,0.1353135313531353
overall,without_churn_prevention,random_forest,3,373,0.5419783077252456,0.4580216922747544,0.6193029490616622,0.3806970509383378,142,0.11716171617161716
overall,without_churn_prevention,random_forest,4,373,0.5031078909930778,0.49689210900692216,0.6058981233243967,0.3941018766756032,147,0.12128712871287128
overall,without_churn_prevention,random_forest,5,373,0.4693395939017438,0.5306604060982562,0.67828418230563,0.32171581769436997,120,0.09900990099009901
overall,without_churn_prevention,random_forest,6,373,0.43764165501533236,0.5623583449846676,0.7345844504021448,0.26541554959785524,99,0.08168316831683169
overall,without_churn_prevention,random_forest,7,373,0.4061757943417308,0.5938242056582692,0.7211796246648794,0.27882037533512066,104,0.0858085808580858
overall,without_churn_prevention,random_forest,8,373,0.37591330622430275,0.6240866937756973,0.7506702412868632,0.24932975871313673,93,0.07673267326732673
overall,without_churn_prevention,random_forest,9,373,0.34430157185049276,0.6556984281495072,0.7935656836461126,0.2064343163538874,77,0.06353135313531354
overall,without_churn_prevention,random_forest,10,373,0.28488888244474037,0.7151111175552596,0.8203753351206434,0.17962466487935658,67,0.05528052805280528
overall,without_churn_prevention,xgboost,1,374,0.5770012140274048,0.4229988157749176,0.4572192513368984,0.5427807486631016,203,0.1674917491749175
overall,without_churn_prevention,xgboost,2,373,0.4654276371002197,0.5345723628997803,0.546916890080429,0.45308310991957107,169,0.13943894389438943
overall,without_churn_prevention,xgboost,3,373,0.40520161390304565,0.5947983860969543,0.6058981233243967,0.3941018766756032,147,0.12128712871287128
overall,without_churn_prevention,xgboost,4,373,0.36070516705513,0.6392948031425476,0.6219839142091153,0.3780160857908847,141,0.11633663366336634
overall,without_churn_prevention,xgboost,5,373,0.3239893615245819,0.6760106682777405,0.7211796246648794,0.27882037533512066,104,0.0858085808580858
overall,without_churn_prevention,xgboost,6,373,0.29272040724754333,0.707279622554779,0.7292225201072386,0.2707774798927614,101,0.08333333333333333
overall,without_churn_prevention,xgboost,7,373,0.26239296793937683,0.7376070022583008,0.6863270777479893,0.3136729222520107,117,0.09653465346534654
overall,without_churn_prevention,xgboost,8,373,0.23532021045684814,0.7646797895431519,0.7265415549597856,0.2734584450402145,102,0.08415841584158416
overall,without_churn_prevention,xgboost,9,373,0.20419925451278687,0.7958007454872131,0.8230563002680965,0.1769436997319035,66,0.054455445544554455
overall,without_churn_prevention,xgboost,10,373,0.1528957635164261,0.8471042513847351,0.8337801608579088,0.16621983914209115,62,0.05115511551155116
promotion_only,content_added,catboost,1,225,0.6106559935379821,0.38934400646201783,0.4222222222222222,0.5777777777777777,130,0.15719467956469166
promotion_only,content_added,catboost,2,225,0.5064972315616078,0.49350276843839225,0.5644444444444444,0.43555555555555553,98,0.1185006045949214
promotion_only,content_added,catboost,3,224,0.4530989728742688,0.5469010271257312,0.4955357142857143,0.5044642857142857,113,0.13663845223700122
promotion_only,content_added,catboost,4,225,0.40808522787922646,0.5919147721207735,0.5955555555555555,0.40444444444444444,91,0.11003627569528417
promotion_only,content_added,catboost,5,224,0.36025442827166154,0.6397455717283386,0.59375,0.40625,91,0.11003627569528417
promotion_only,content_added,catboost,6,225,0.3252780174506274,0.6747219825493727,0.6266666666666667,0.37333333333333335,84,0.10157194679564692
promotion_only,content_added,catboost,7,224,0.29723001003879806,0.702769989961202,0.7098214285714286,0.29017857142857145,65,0.07859733978234583
promotion_only,content_added,catboost,8,225,0.26943825872473015,0.7305617412752697,0.7244444444444444,0.27555555555555555,62,0.07496977025392987
promotion_only,content_added,catboost,9,224,0.2329739927599112,0.7670260072400888,0.7857142857142857,0.21428571428571427,48,0.05804111245465538
promotion_only,content_added,catboost,10,225,0.1791173360497497,0.8208826639502503,0.8,0.2,45,0.05441354292623942
promotion_only,content_added,dummy,1,225,1.0,0.0,0.6488888888888888,0.3511111111111111,79,0.09552599758162031
promotion_only,content_added,dummy,2,225,1.0,0.0,0.64,0.36,81,0.09794437726723096
promotion_only,content_added,dummy,3,224,1.0,0.0,0.5580357142857143,0.4419642857142857,99,0.11970979443772672
promotion_only,content_added,dummy,4,225,0.76,0.24,0.6933333333333334,0.30666666666666664,69,0.08343409915356712
promotion_only,content_added,dummy,5,224,0.0,1.0,0.6294642857142857,0.3705357142857143,83,0.1003627569528416
promotion_only,content_added,dummy,6,225,0.0,1.0,0.64,0.36,81,0.09794437726723096
promotion_only,content_added,dummy,7,224,0.0,1.0,0.6517857142857143,0.3482142857142857,78,0.094316807738815
promotion_only,content_added,dummy,8,225,0.0,1.0,0.6177777777777778,0.38222222222222224,86,0.10399032648125756
promotion_only,content_added,dummy,9,224,0.0,1.0,0.6160714285714286,0.38392857142857145,86,0.10399032648125756
promotion_only,content_added,dummy,10,225,0.0,1.0,0.6222222222222222,0.37777777777777777,85,0.10278113663845223
promotion_only,content_added,extra_trees,1,225,0.6890535013525051,0.31094649864749485,0.39555555555555555,0.6044444444444445,136,0.16444981862152358
promotion_only,content_added,extra_trees,2,225,0.6219722813078522,0.37802771869214774,0.5244444444444445,0.47555555555555556,107,0.1293833131801693
promotion_only,content_added,extra_trees,3,224,0.5720514083977154,0.42794859160228466,0.5446428571428571,0.45535714285714285,102,0.12333736396614269
promotion_only,content_added,extra_trees,4,225,0.5311946218080845,0.4688053781919155,0.5777777777777777,0.4222222222222222,95,0.11487303506650544
promotion_only,content_added,extra_trees,5,224,0.4948308016967814,0.5051691983032186,0.5714285714285714,0.42857142857142855,96,0.11608222490931076
promotion_only,content_added,extra_trees,6,225,0.45472257706871133,0.5452774229312887,0.6222222222222222,0.37777777777777777,85,0.10278113663845223
promotion_only,content_added,extra_trees,7,224,0.41645784374404854,0.5835421562559515,0.7098214285714286,0.29017857142857145,65,0.07859733978234583
promotion_only,content_added,extra_trees,8,225,0.3875153465636842,0.6124846534363159,0.7733333333333333,0.22666666666666666,51,0.06166868198307134
promotion_only,content_added,extra_trees,9,224,0.3616926562762564,0.6383073437237436,0.7633928571428571,0.23660714285714285,53,0.06408706166868199
promotion_only,content_added,extra_trees,10,225,0.31628430821809267,0.6837156917819073,0.8355555555555556,0.16444444444444445,37,0.044740024183796856
promotion_only,content_added,gradient_boosting,1,225,0.6036623776027122,0.39633762239728776,0.40444444444444444,0.5955555555555555,134,0.16203143893591293
promotion_only,content_added,gradient_boosting,2,225,0.5162852909877605,0.48371470901223945,0.5111111111111111,0.4888888888888889,110,0.13301088270858524
promotion_only,content_added,gradient_boosting,3,224,0.4604289337355195,0.5395710662644805,0.5446428571428571,0.45535714285714285,102,0.12333736396614269
promotion_only,content_added,gradient_boosting,4,225,0.4100940350629272,0.5899059649370728,0.5911111111111111,0.4088888888888889,92,0.11124546553808948
promotion_only,content_added,gradient_boosting,5,224,0.36149741028100235,0.6385025897189976,0.6116071428571429,0.38839285714285715,87,0.10519951632406288
promotion_only,content_added,gradient_boosting,6,225,0.32624502612288486,0.6737549738771151,0.6533333333333333,0.3466666666666667,78,0.094316807738815
promotion_only,content_added,gradient_boosting,7,224,0.29712048718926015,0.7028795128107398,0.6875,0.3125,70,0.08464328899637243
promotion_only,content_added,gradient_boosting,8,225,0.26869644562206013,0.7313035543779398,0.7155555555555555,0.28444444444444444,64,0.0773881499395405
promotion_only,content_added,gradient_boosting,9,224,0.2356652473862141,0.7643347526137859,0.8035714285714286,0.19642857142857142,44,0.053204353083434096
promotion_only,content_added,gradient_boosting,10,225,0.18438871378417634,0.8156112862158237,0.7955555555555556,0.20444444444444446,46,0.05562273276904474
promotion_only,content_added,hist_gradient_boosting,1,225,0.6847646636266781,0.31523533637332196,0.48,0.52,117,0.1414752116082225
promotion_only,content_added,hist_gradient_boosting,2,225,0.5529015700863493,0.4470984299136507,0.5466666666666666,0.4533333333333333,102,0.12333736396614269
promotion_only,content_added,hist_gradient_boosting,3,224,0.4756561575327886,0.5243438424672113,0.5669642857142857,0.4330357142857143,97,0.11729141475211609
promotion_only,content_added,hist_gradient_boosting,4,225,0.4129438211798392,0.5870561788201607,0.5866666666666667,0.41333333333333333,93,0.1124546553808948
promotion_only,content_added,hist_gradient_boosting,5,224,0.3621846902409046,0.6378153097590954,0.6160714285714286,0.38392857142857145,86,0.10399032648125756
promotion_only,content_added,hist_gradient_boosting,6,225,0.3130193437496216,0.6869806562503783,0.6133333333333333,0.38666666666666666,87,0.10519951632406288
promotion_only,content_added,hist_gradient_boosting,7,224,0.2719964912217851,0.728003508778215,0.65625,0.34375,77,0.09310761789600967
promotion_only,content_added,hist_gradient_boosting,8,225,0.2322596118088508,0.7677403881911492,0.7244444444444444,0.27555555555555555,62,0.07496977025392987
promotion_only,content_added,hist_gradient_boosting,9,224,0.18077615346448878,0.8192238465355112,0.7544642857142857,0.24553571428571427,55,0.06650544135429262
promotion_only,content_added,hist_gradient_boosting,10,225,0.11406784421302683,0.8859321557869732,0.7733333333333333,0.22666666666666666,51,0.06166868198307134
promotion_only,content_added,lightgbm,1,225,0.6827301166052607,0.3172698833947392,0.49777777777777776,0.5022222222222222,113,0.13663845223700122
promotion_only,content_added,lightgbm,2,225,0.5560237493637645,0.44397625063623547,0.5244444444444445,0.47555555555555556,107,0.1293833131801693
promotion_only,content_added,lightgbm,3,224,0.47280000502302927,0.5271999949769708,0.5446428571428571,0.45535714285714285,102,0.12333736396614269
promotion_only,content_added,lightgbm,4,225,0.4138031831488811,0.5861968168511189,0.5955555555555555,0.40444444444444444,91,0.11003627569528417
promotion_only,content_added,lightgbm,5,224,0.3618434661859772,0.6381565338140228,0.5848214285714286,0.41517857142857145,93,0.1124546553808948
promotion_only,content_added,lightgbm,6,225,0.3199944565322723,0.6800055434677276,0.64,0.36,81,0.09794437726723096
promotion_only,content_added,lightgbm,7,224,0.2783747290224643,0.7216252709775357,0.6696428571428571,0.33035714285714285,74,0.08948004836759371
promotion_only,content_added,lightgbm,8,225,0.2316753198781254,0.7683246801218746,0.7155555555555555,0.28444444444444444,64,0.0773881499395405
promotion_only,content_added,lightgbm,9,224,0.1826550094713739,0.8173449905286262,0.7544642857142857,0.24553571428571427,55,0.06650544135429262
promotion_only,content_added,lightgbm,10,225,0.11848718637066936,0.8815128136293306,0.7911111111111111,0.2088888888888889,47,0.056831922611850064
promotion_only,content_added,logistic,1,225,0.7411357411023998,0.25886425889760023,0.4088888888888889,0.5911111111111111,133,0.1608222490931076
promotion_only,content_added,logistic,2,225,0.6451605939503057,0.35483940604969444,0.5066666666666667,0.49333333333333335,111,0.13422007255139057
promotion_only,content_added,logistic,3,224,0.586609016290798,0.41339098370920213,0.5446428571428571,0.45535714285714285,102,0.12333736396614269
promotion_only,content_added,logistic,4,225,0.5406006161434956,0.45939938385650436,0.5911111111111111,0.4088888888888889,92,0.11124546553808948
promotion_only,content_added,logistic,5,224,0.5015312987729098,0.49846870122709014,0.6116071428571429,0.38839285714285715,87,0.10519951632406288
promotion_only,content_added,logistic,6,225,0.46106116254713286,0.5389388374528671,0.6622222222222223,0.3377777777777778,76,0.09189842805320435
promotion_only,content_added,logistic,7,224,0.4266062717234428,0.5733937282765573,0.6294642857142857,0.3705357142857143,83,0.1003627569528416
promotion_only,content_added,logistic,8,225,0.3865071401628887,0.6134928598371113,0.7066666666666667,0.29333333333333333,66,0.07980652962515115
promotion_only,content_added,logistic,9,224,0.33791593804569003,0.66208406195431,0.8258928571428571,0.17410714285714285,39,0.0471584038694075
promotion_only,content_added,logistic,10,225,0.24925365535627023,0.7507463446437298,0.8311111111111111,0.1688888888888889,38,0.045949214026602174
promotion_only,content_added,random_forest,1,225,0.6760217657666014,0.3239782342333985,0.4222222222222222,0.5777777777777777,130,0.15719467956469166
promotion_only,content_added,random_forest,2,225,0.6003432728634521,0.3996567271365479,0.5066666666666667,0.49333333333333335,111,0.13422007255139057
promotion_only,content_added,random_forest,3,224,0.5512301246006477,0.44876987539935237,0.5625,0.4375,98,0.1185006045949214
promotion_only,content_added,random_forest,4,225,0.5118312341081679,0.48816876589183217,0.5333333333333333,0.4666666666666667,105,0.12696493349455865
promotion_only,content_added,random_forest,5,224,0.4718381613071937,0.5281618386928063,0.6026785714285714,0.39732142857142855,89,0.10761789600967352
promotion_only,content_added,random_forest,6,225,0.4375065195665899,0.5624934804334101,0.6355555555555555,0.36444444444444446,82,0.09915356711003627
promotion_only,content_added,random_forest,7,224,0.40796237937549573,0.5920376206245043,0.6919642857142857,0.3080357142857143,69,0.08343409915356712
promotion_only,content_added,random_forest,8,225,0.3821459800622955,0.6178540199377044,0.7333333333333333,0.26666666666666666,60,0.07255139056831923
promotion_only,content_added,random_forest,9,224,0.35550726357120627,0.6444927364287938,0.7857142857142857,0.21428571428571427,48,0.05804111245465538
promotion_only,content_added,random_forest,10,225,0.30782114809553107,0.692178851904469,0.8444444444444444,0.15555555555555556,35,0.04232164449818621
promotion_only,content_added,xgboost,1,225,0.6232702732086182,0.37672969698905945,0.4177777777777778,0.5822222222222222,131,0.15840386940749698
promotion_only,content_added,xgboost,2,225,0.5275483131408691,0.47245171666145325,0.5422222222222223,0.4577777777777778,103,0.12454655380894801
promotion_only,content_added,xgboost,3,224,0.46635034680366516,0.5336496233940125,0.5267857142857143,0.4732142857142857,106,0.12817412333736397
promotion_only,content_added,xgboost,4,225,0.4165601134300232,0.5834398865699768,0.5822222222222222,0.4177777777777778,94,0.11366384522370013
promotion_only,content_added,xgboost,5,224,0.3662033677101135,0.6337966322898865,0.5982142857142857,0.4017857142857143,90,0.10882708585247884
promotion_only,content_added,xgboost,6,225,0.3273085057735443,0.6726914644241333,0.6933333333333334,0.30666666666666664,69,0.08343409915356712
