query_title,title,releasedate,originalreleaseyear,country,targetage,playtime,genre
오타쿠에게사랑은어려워,오타쿠에게 사랑은 어려워,,2020.0,일본,12세이상관람가,114.0,멜로/로맨스|코미디
헬머니(2015),헬머니,20150305.0,2014.0,한국,청소년관람불가,108.0,코미디
좀비랜드:더블탭,좀비랜드: 더블 탭,20191113.0,2019.0,미국,15세이상관람가,98.0,액션|코미디|공포(호러)
순수의시대(2014)[가치봄],순수의 시대,20150305.0,2015.0,한국,청소년관람불가,113.0,사극|드라마
악인전쟁,악인전쟁,,2019.0,중국,15세이상관람가,103.0,범죄|액션|스릴러
파파로티,파파로티,20130314.0,2013.0,한국,15세이상관람가,127.0,드라마
블레이드소울,블레이드 소울,,2018.0,터키,,98.0,액션|전쟁
우정공원되찾기,우정공원 되찾기,,2015.0,미국,,,코미디
서바이벌게임,서바이벌 게임,19950617.0,1994.0,미국,고등학생이상관람가,96.0,액션
더블크라임,더블 크라임,19991120.0,1999.0,미국,18세관람가,105.0,미스터리|범죄|스릴러
투캅스,투캅스,19931218.0,1993.0,한국,고등학생이상관람가,110.0,코미디|액션|드라마
슬리퍼스와이프,슬리퍼스 와이프,,2010.0,독일,12세이상관람가,91.0,드라마
나의붉은고래,나의 붉은고래,20170615.0,2016.0,중국,전체관람가,101.0,애니메이션|판타지
스마트체이스,스마트 체이스,20190418.0,2017.0,중국,15세이상관람가,93.0,액션|어드벤처|범죄
용의전쟁1885,용의 전쟁 1885,,2017.0,중국,,103.0,액션|전쟁
오션스일레븐,오션스 일레븐,20020228.0,2001.0,미국,12세관람가,116.0,범죄
씨클로,씨클로,19960420.0,1995.0,프랑스|베트남|홍콩,연소자관람불가,129.0,드라마|범죄
브레이크(2020),브레이크,,2009.0,미국,청소년관람불가,91.0,스릴러|공포(호러)
사부:영춘권마스터,사부: 영춘권 마스터,20160519.0,2015.0,중국,15세이상관람가,109.0,드라마|액션|스릴러
정글랜드,정글랜드,,2020.0,미국,,,드라마
노굿디드(2014),노 굿 디드,,2014.0,미국,,84.0,스릴러
어떤시선,어떤 시선,20131024.0,2012.0,한국,12세이상관람가,108.0,드라마
나는다른언어로꿈을꾼다,나는 다른 언어로 꿈을 꾼다,20190307.0,2017.0,멕시코|네덜란드,15세이상관람가,100.0,드라마
컨테이너,컨테이너,,2018.0,한국,,18.0,공포(호러)
스코어(2001),스코어,20011109.0,2001.0,미국,15세관람가,124.0,드라마|범죄
위험한유혹(2016),위험한 유혹,20161228.0,2013.0,미국,청소년관람불가,110.0,드라마
당신의세상은지금몇시?,당신의 세상은 지금 몇 시?,20151119.0,2014.0,프랑스|이란,12세이상관람가,100.0,드라마
왕대륙의기묘기사,왕대륙의 기묘기사,20200430.0,2016.0,중국,12세이상관람가,89.0,기타
1941:세바스토폴상륙작전,1941: 세바스토폴 상륙작전,20151022.0,2015.0,러시아,15세이상관람가,122.0,전쟁|액션
바다의뚜껑,바다의 뚜껑,20160929.0,2016.0,일본,전체관람가,83.0,드라마
디치,디치,20170602.0,2016.0,미국,청소년관람불가,79.0,공포(호러)
컷런스딥(1998),컷 런스 딥,20000422.0,2000.0,한국,18세관람가,114.0,액션
사랑도통역이되나요?(2003),사랑도 통역이 되나요?,20040220.0,2003.0,미국,15세관람가,102.0,멜로/로맨스|액션
라라걸,라라걸,20200415.0,2019.0,호주,전체관람가,98.0,드라마
에덴:로스트인뮤직,에덴: 로스트 인 뮤직,20151029.0,2014.0,프랑스,청소년관람불가,131.0,드라마
T-34,T-34,20190627.0,2018.0,러시아,12세이상관람가,139.0,전쟁|액션
헌트,헌트,20220810.0,2022.0,한국,15세이상관람가,125.0,액션|드라마
데모닉:죽은자의부활,데모닉 : 죽은 자의 부활,20180825.0,2017.0,미국,15세이상관람가,84.0,공포(호러)
폴리캅,폴리캅,20170926.0,2015.0,미국,전체관람가,92.0,드라마
이스케이프하우스,이스케이프 하우스,,2019.0,미국,,86.0,스릴러|공포(호러)|액션
앨리스죽이기,앨리스 죽이기,20190808.0,2017.0,한국,12세이상관람가,81.0,다큐멘터리
베이비온보드,베이비 온 보드,,2008.0,미국,,95.0,코미디
베니스의경주,베니스의 경주,,1914.0,미국,,,드라마
소스코드(2011),소스 코드,20110504.0,2011.0,미국,12세이상관람가,93.0,액션|SF|스릴러
마영정:상해야인시대,마영정: 상해야인시대,20170227.0,2015.0,중국,15세이상관람가,94.0,액션|범죄
헤이와이어(2012),헤이와이어,20120705.0,2011.0,미국|아일랜드,15세이상관람가,92.0,액션|스릴러|미스터리|어드벤처|드라마
원스어폰어타임인런던,원스 어폰 어 타임 인 런던,,2019.0,영국,청소년관람불가,111.0,범죄|액션
좀비파이터,좀비파이터,20200416.0,2019.0,한국,15세이상관람가,70.0,공포(호러)|액션|드라마|가족
스파이파파,스파이 파파,20111027.0,2011.0,한국,전체관람가,80.0,코미디|가족
콜드체이싱,콜드 체이싱,20190220.0,2019.0,영국,15세이상관람가,118.0,액션
반드시크게들을것2:WildDays,반드시 크게 들을 것 2 : Wild Days,20121122.0,2012.0,한국,12세이상관람가,91.0,다큐멘터리
노킹온헤븐스도어,노킹 온 헤븐스 도어,19980228.0,1997.0,독일|네덜란드,18세 미만인 자는 관람할 수 없는 등급,89.0,드라마|범죄|액션|코미디
이블데드3:암흑의군단(1993),이블 데드 3 : 암흑의 군단,19921031.0,1992.0,미국,중학생이상관람가,96.0,공포(호러)
터미네이터:제니시스,터미네이터 제니시스,20150702.0,2015.0,미국,15세이상관람가,125.0,액션|어드벤처|SF|스릴러
애처일기,애처일기,20070412.0,2006.0,일본,청소년관람불가,104.0,성인물(에로)
상류사회(2018)[확장판],상류사회,20180829.0,2018.0,한국,청소년관람불가,119.0,드라마
우먼온더브링크,우먼 온 더 브링크,,2020.0,독일,,82.0,스릴러
스위트노벰버,스위트 노벰버,20010927.0,2001.0,미국,15세관람가,119.0,드라마|멜로/로맨스
옴니보러스,옴니보러스,,2013.0,스페인,,81.0,공포(호러)|스릴러
촉산전,촉산전,20020329.0,2001.0,홍콩,전체관람가,103.0,액션
와호강호,와호강호,,2017.0,중국,15세이상관람가,86.0,액션
너의여자친구,너의 여자친구,20191204.0,2018.0,한국,12세이상관람가,99.0,코미디|멜로/로맨스|드라마
데스콜,데스 콜,,2013.0,독일|미국,청소년관람불가,87.0,공포(호러)|스릴러
2차노출,2차 노출,20130912.0,2013.0,중국,청소년관람불가,99.0,드라마|멜로/로맨스|미스터리
씨인사이드,씨 인사이드,20070301.0,2004.0,스페인|프랑스|이탈리아,15세이상관람가,125.0,드라마
아이덴티티:살인자와의인터뷰,아이덴티티: 살인자와의 인터뷰,,2019.0,인도,,114.0,스릴러
사운드오브메탈,사운드 오브 메탈,,2019.0,미국|벨기에,,121.0,기타
없던일,없던 일,20150820.0,2015.0,한국,청소년관람불가,84.0,드라마
여대생기숙사살인사건,여대생 기숙사 살인사건,,2018.0,미국,,,공포(호러)
7번방의선물,7번방의 선물,20130123.0,2012.0,한국,15세이상관람가,127.0,코미디|드라마
얼론,얼론,20201118.0,2020.0,미국,15세이상관람가,92.0,액션|스릴러
패스워드(2001),패스워드,20010420.0,2001.0,미국,12세관람가,108.0,SF|스릴러
태양의소녀들,태양의 소녀들,20201022.0,2018.0,프랑스,15세이상관람가,111.0,드라마|전쟁
롤로,롤로,,2019.0,독일|브라질,,13.0,드라마
썬샤인패밀리,썬샤인 패밀리,,2017.0,기타,,104.0,코미디|드라마
내셔널트레져:비밀의책(2007),내셔널 트레져:비밀의 책,20071219.0,2007.0,미국,12세이상관람가,124.0,액션|어드벤처
홀로코스트2,홀로코스트 2,19950318.0,1980.0,이탈리아,연소자관람불가,89.0,공포(호러)
맨헌트(2018),맨헌트,20180125.0,2017.0,중국,15세이상관람가,109.0,액션|범죄
도시에서우는매미,도시에서 우는 매미,19850413.0,1984.0,한국,연소자관람불가,100.0,드라마
부다페스트스토리,부다페스트 스토리,20200813.0,2019.0,헝가리,15세이상관람가,112.0,스릴러|멜로/로맨스|드라마
1742북극원정대,1742 북극원정대,,2018.0,러시아,,96.0,어드벤처|드라마
잘나가는그녀에게왜애인이없을까,잘나가는 그녀에게 왜 애인이 없을까,20080306.0,2006.0,미국,15세이상관람가,96.0,코미디|멜로/로맨스
캡티브,캡티브,20000129.0,1995.0,영국,18세관람가,94.0,범죄|스릴러
천사의숨소리,천사의 숨소리,20120223.0,2011.0,한국,12세이상관람가,93.0,드라마
오페라의유령:25주년특별공연,오페라의 유령 : 25주년 특별 공연,,2011.0,영국,전체관람가,178.0,뮤지컬
용의자X[가치봄],용의자X,20121018.0,2012.0,한국,15세이상관람가,119.0,미스터리
난그녀와키스했다,난 그녀와 키스했다,20150722.0,2014.0,프랑스,청소년관람불가,91.0,코미디
가려진시간,가려진 시간,20161116.0,2016.0,한국,12세이상관람가,129.0,드라마|판타지
쿠르스크,쿠르스크,20190116.0,2018.0,벨기에,15세이상관람가,117.0,드라마
왓맨원트,왓 맨 원트,,2019.0,미국,,117.0,코미디|판타지|멜로/로맨스
질투는나의힘,질투는 나의 힘,20030418.0,2002.0,한국,15세관람가,125.0,드라마
로라,로라,,1981.0,독일,,113.0,드라마|코미디
피의자:사라진증거,피의자: 사라진 증거,,2014.0,네덜란드|스웨덴,,97.0,드라마
아버지의이메일,아버지의 이메일,20140424.0,2012.0,한국,12세이상관람가,88.0,다큐멘터리
마이걸(1991),마이걸,19920910.0,1991.0,미국,연소자관람가,102.0,멜로/로맨스|코미디|드라마
코어임팩트:행성충돌,코어 임팩트: 행성 충돌,20161111.0,2014.0,미국,12세이상관람가,91.0,액션|SF
미라클맨,미라클맨,20140417.0,2010.0,미국,15세이상관람가,101.0,코미디|드라마
그녀에게[리마스터링],그녀에게,20100513.0,2009.0,한국,15세이상관람가,82.0,드라마
침묵의시선,침묵의 시선,20150903.0,2014.0,덴마크,15세이상관람가,103.0,다큐멘터리
지렁이,지렁이,20170420.0,2015.0,한국,청소년관람불가,102.0,드라마
동승,동승,20030411.0,2003.0,한국,전체관람가,99.0,드라마
심플맨,심플맨,,1992.0,미국|영국|이탈리아,,105.0,드라마
호빗:뜻밖의여정[확장판],호빗: 뜻밖의 여정,20121213.0,2012.0,미국|뉴질랜드,12세이상관람가,169.0,어드벤처|판타지
당신에게도사랑이다시찾아올까요?,당신에게도 사랑이 다시 찾아올까요?,20131017.0,2012.0,미국,15세이상관람가,101.0,멜로/로맨스|드라마
러브드라이브,러브 드라이브,,2011.0,미국,,105.0,드라마
"러블리,스틸","러블리, 스틸",20101223.0,2008.0,미국,12세이상관람가,92.0,드라마|멜로/로맨스
마중:커피숍난동수다사건,마중: 커피숍 난동 수다 사건,20180517.0,2016.0,한국,15세이상관람가,94.0,코미디|드라마
계춘할망,계춘할망,20160519.0,2016.0,한국,15세이상관람가,116.0,가족|드라마
춘사월의첩,춘사월의 첩,,2020.0,한국,청소년관람불가,71.0,멜로/로맨스
십형제,십형제,,1995.0,,,,
송어(1999),송어,19991106.0,1999.0,한국,12세관람가,98.0,드라마|스릴러
코요테,코요테,,2017.0,헝가리,15세이상관람가,131.0,액션|드라마
"나,다니엘블레이크","나, 다니엘 블레이크",20161208.0,2016.0,영국,12세이상관람가,100.0,드라마
언더워터(2020),언더워터,20200527.0,2019.0,미국,15세이상관람가,94.0,스릴러
인펙션,인펙션,,2019.0,베네수엘라|멕시코,,,공포(호러)|스릴러
고스트앤다크니스,고스트 앤 다크니스,19961116.0,1996.0,미국,고등학생이상관람가,110.0,액션|드라마|스릴러|어드벤처
13일의금요일2(1981),13일의 금요일 2,,1981.0,,,87.0,
배드키즈고우투헬,배드 키즈 고우 투 헬,20140911.0,2012.0,미국,청소년관람불가,92.0,스릴러|공포(호러)
몰리스게임,몰리스 게임,20180906.0,2017.0,미국,15세이상관람가,140.0,드라마
잉여들의히치하이킹,잉여들의 히치하이킹,20131128.0,2013.0,한국,12세이상관람가,105.0,다큐멘터리
케이:여배우살인사건의비밀,케이: 여배우 살인 사건의 비밀,,2018.0,베트남,,101.0,범죄|스릴러
살인자,살인자,20140115.0,2013.0,한국,청소년관람불가,75.0,스릴러
그곳에서만빛난다,그곳에서만 빛난다,20170330.0,2014.0,일본,청소년관람불가,119.0,멜로/로맨스|드라마
블링링,블링 링,20130905.0,2013.0,미국|영국|프랑스|독일|일본,청소년관람불가,90.0,범죄|드라마
레크리에이션,레크리에이션,,1914.0,미국,,,드라마
돌아오는길,돌아오는 길,20110407.0,2011.0,한국,15세이상관람가,90.0,드라마
네이든,네이든,20150625.0,2014.0,영국,12세이상관람가,111.0,드라마
사탄의인형3,사탄의 인형 3,,1991.0,,,89.0,
리허설,리허설,,2022.0,한국,,7.0,다큐멘터리
"각오는됐나,거기여자","각오는 됐나, 거기 여자",,2018.0,일본,전체관람가,95.0,멜로/로맨스
미드나잇맨,미드나잇 맨,20180812.0,2017.0,미국,15세이상관람가,87.0,공포(호러)|코미디|스릴러
언포겟터블,언포겟터블,,2017.0,미국,,,드라마
일진나쁜녀석들,일진 나쁜녀석들,,2020.0,한국,15세이상관람가,91.0,액션|범죄
모던보이,모던보이,20081002.0,2008.0,한국,12세이상관람가,121.0,드라마|멜로/로맨스|미스터리
하이크(2011),하이크,20121115.0,2011.0,미국,청소년관람불가,87.0,공포(호러)
파괴자모랜트,파괴자 모랜트,,1980.0,호주,,102.0,드라마|전쟁
블랙크리스마스,블랙 크리스마스,,2019.0,미국,,,미스터리
태평륜완결편,태평륜 완결편,,2017.0,중국,15세이상관람가,190.0,드라마|멜로/로맨스|전쟁|액션
브로큰다크니스,브로큰 다크니스,,2017.0,기타,,118.0,스릴러
"오브라더,오시스터!","오 브라더, 오 시스터!",20150321.0,2014.0,일본,12세이상관람가,114.0,코미디|멜로/로맨스|드라마
판타지아일랜드[무삭제판],판타지 아일랜드,,2017.0,미국,,81.0,드라마
걸스온탑2,걸스 온 탑2,20050331.0,2004.0,독일,15세관람가,88.0,코미디
프릿빌트:더비기닝,프릿 빌트: 더 비기닝,,2010.0,노르웨이,청소년관람불가,97.0,공포(호러)
자금성금의위,자금성 금의위,,2018.0,중국,,92.0,액션
소림퇴마:악마사냥꾼,소림퇴마: 악마사냥꾼,20200203.0,2018.0,중국,12세이상관람가,63.0,액션
언노운솔저디오리지날,언노운 솔저 디 오리지날,20190610.0,2017.0,핀란드|벨기에|아이슬란드,15세이상관람가,271.0,전쟁|액션
정복의신징기즈칸,정복의 신 징기즈칸,20190529.0,2018.0,중국,15세이상관람가,113.0,액션|어드벤처|전쟁
아기돼지3형제와쿵푸랜드,아기돼지 3형제와 쿵푸랜드,20180201.0,2017.0,중국,전체관람가,68.0,애니메이션|어드벤처
우리엄마는돌리파튼,우리 엄마는 돌리파튼,20130804.0,2011.0,캐나다,12세이상관람가,94.0,코미디|드라마
세상의종말을예언하는소년:프로디지,세상의 종말을 예언하는 소년: 프로디지,20191002.0,2019.0,미국,15세이상관람가,110.0,드라마|스릴러
살인마가족,살인마 가족,,2003.0,미국,,89.0,공포(호러)
예스터데이(2019),예스터데이,20190918.0,2019.0,미국|영국,12세이상관람가,116.0,드라마
엑스맨:데이즈오브퓨처패스트[확장판],엑스맨: 데이즈 오브 퓨처 패스트,20140522.0,2014.0,미국,12세이상관람가,134.0,액션|판타지|SF|어드벤처
47미터2,47미터 2,20190828.0,2019.0,미국,15세이상관람가,90.0,공포(호러)|스릴러
목숨(2014),목숨,20141204.0,2014.0,한국,12세이상관람가,94.0,다큐멘터리
돈스피크,돈 스피크,20201214.0,2020.0,미국,15세이상관람가,83.0,공포(호러)
페세이지,페세이지,19790705.0,1979.0,미국,국민학생관람불가,95.0,액션
블루카프리스,블루 카프리스,,2013.0,미국,,,드라마
환타지아(1940),환타지아,19821001.0,1940.0,미국,연소자관람가,118.0,가족|판타지
심야의공포,심야의 공포,19920620.0,1992.0,미국,고등학생이상관람가,102.0,공포(호러)|액션|판타지
툴박스머더2,툴박스 머더 2,,2013.0,미국,,81.0,공포(호러)
걸프렌즈(2009),걸프렌즈,20091217.0,2009.0,한국,15세이상관람가,114.0,멜로/로맨스|코미디
블러드킬,블러드 킬,20200928.0,2020.0,미국,15세이상관람가,89.0,범죄|액션
여동생의비밀(2016),여동생의 비밀,,2015.0,미국,청소년관람불가,88.0,드라마
미쓰홍당무(2008),미쓰 홍당무,20081016.0,2008.0,한국,청소년관람불가,100.0,드라마|코미디
비밥바룰라(2018)[가치봄],비밥바룰라,20180124.0,2018.0,한국,12세이상관람가,97.0,코미디
뮤지엄,뮤지엄,20170518.0,2016.0,일본,청소년관람불가,131.0,범죄|스릴러
일렉트릭슬라이드,일렉트릭 슬라이드,20150820.0,2014.0,미국,15세이상관람가,94.0,범죄|액션|스릴러
마이프리티걸,마이 프리티 걸,20130822.0,2013.0,미국,청소년관람불가,87.0,코미디|드라마
천문:하늘에묻는다,천문: 하늘에 묻는다,20191226.0,2019.0,한국,12세이상관람가,132.0,사극
트랜스미션,트랜스 미션,,2007.0,덴마크,,88.0,액션|코미디
플레이포데스,플레이 포 데스,,2013.0,미국,,87.0,스릴러
미키블루아이즈(1999),미키 블루 아이즈,19991023.0,1999.0,미국,12세관람가,102.0,코미디|멜로/로맨스|범죄
러브앤프렌즈,러브 앤 프렌즈,20110616.0,2011.0,미국,15세이상관람가,112.0,드라마
야동보기좋은날,야동보기 좋은 날,20160808.0,2015.0,한국,15세이상관람가,88.0,코미디|드라마|판타지
노리개:그녀의눈물[가치봄],노리개: 그녀의 눈물,20190613.0,2019.0,한국,15세이상관람가,101.0,드라마
영웅:천하의시작(2002)[무삭제판],영웅: 천하의 시작,20140320.0,2002.0,중국,15세이상관람가,109.0,액션|드라마|전쟁
퀸카로살아남는법,퀸카로 살아남는 법,20040903.0,2004.0,미국,15세관람가,97.0,코미디
아웃오브아프리카(1985),아웃 오브 아프리카,19861224.0,1985.0,미국,국민학생관람불가,160.0,드라마|멜로/로맨스
송원,송 원,20150401.0,2014.0,미국,15세이상관람가,88.0,드라마|멜로/로맨스
연리지(2006),연리지,20060413.0,2006.0,한국,12세관람가,105.0,멜로/로맨스|드라마
후크(1991),후크,19920620.0,1991.0,미국,연소자관람가,140.0,가족|어드벤처|판타지
이스케이프파이터,이스케이프 파이터,20180826.0,2017.0,미국,청소년관람불가,84.0,스릴러|범죄|드라마
괴인드라큐라,괴인 드라큐라,19770616.0,1958.0,영국,,82.0,공포(호러)
앨리스:어둠의거울,앨리스: 어둠의 거울,20171027.0,2016.0,미국,15세이상관람가,101.0,판타지
포세이큰:악령이깃든자,포세이큰: 악령이 깃든 자,,2016.0,미국,,89.0,공포(호러)|미스터리
빅샤크:매직체인지,빅샤크: 매직체인지,20180627.0,2015.0,중국,전체관람가,73.0,애니메이션
프릭독,프릭독,,2008.0,영국,청소년관람불가,85.0,공포(호러)|스릴러
액트오브디파이언스,액트 오브 디파이언스,,2017.0,남아프리카공화국,,124.0,스릴러
오빠생각,오빠생각,20160121.0,2015.0,한국,12세이상관람가,123.0,드라마|전쟁
퍼펙트머더,퍼펙트 머더,19981017.0,1998.0,미국,18세 미만인 자는 관람할 수 없는 등급,109.0,드라마|스릴러
싱스트리트,싱 스트리트,20160519.0,2016.0,아일랜드|영국|미국,15세이상관람가,105.0,드라마|멜로/로맨스
작전명D-DAY,작전명 D-DAY,,2019.0,미국,,85.0,전쟁|액션
블랙팬서[다국어자막],블랙 팬서,20180214.0,2018.0,미국,12세이상관람가,134.0,액션|드라마|SF
전양삼보,전양삼보,,2004.0,홍콩,,102.0,멜로/로맨스|코미디
페이백,페이백,19990327.0,1998.0,미국,연소자관람불가,101.0,드라마|범죄|스릴러|액션
좀비108,좀비108,20120704.0,2012.0,대만,청소년관람불가,85.0,공포(호러)
진링의13소녀,진링의 13소녀,20131114.0,2011.0,중국,청소년관람불가,146.0,전쟁|드라마
나인하프위크2(1997),나인하프위크 2,19971018.0,1996.0,미국,연소자관람불가,103.0,성인물(에로)|드라마|멜로/로맨스
리브어게인,리브 어게인,20180426.0,2015.0,미국,15세이상관람가,97.0,코미디|드라마
내사랑컬리수,내사랑 컬리수,19920324.0,1991.0,미국,연소자관람가,101.0,코미디|가족|드라마
태풍,태풍,,2019.0,대만,,1.0,애니메이션
타임어게인,타임 어게인,,2011.0,미국,,,SF
럭키몬스터,럭키 몬스터,20201203.0,2019.0,한국,청소년관람불가,92.0,드라마
스페셜스쿼드,스페셜 스쿼드,20180719.0,2018.0,독일,15세이상관람가,105.0,액션|코미디
사이코패스(2017),사이코패스,20190918.0,2017.0,미국,청소년관람불가,81.0,공포(호러)
뷰티풀뱀파이어(2018),뷰티풀 뱀파이어,20181008.0,2018.0,한국,12세이상관람가,73.0,판타지|드라마|멜로/로맨스
붉은거북,붉은 거북,20170311.0,2016.0,프랑스|일본|벨기에,전체관람가,81.0,애니메이션|판타지
나나2,나나 2,,2006.0,일본,,130.0,드라마|멜로/로맨스
최저,최저,,2017.0,일본,청소년관람불가,120.0,드라마
기생충,기생충,20190530.0,2019.0,한국,15세이상관람가,131.0,드라마
마담B,마담 B,20181115.0,2015.0,한국|프랑스,12세이상관람가,70.0,다큐멘터리
낙원-파라다이스,낙원-파라다이스,20091126.0,2009.0,한국,12세이상관람가,105.0,멜로/로맨스|드라마
8광구:몬스터의부활,8광구: 몬스터의 부활,20141223.0,2010.0,미국,청소년관람불가,94.0,SF|공포(호러)
앤더슨빌,앤더슨빌,,1996.0,미국,,167.0,드라마|전쟁
진아의벌레먹은장미,진아의 벌레먹은 장미,19821009.0,1982.0,한국,연소자관람불가,93.0,드라마|멜로/로맨스
겟하드,겟하드,,2015.0,미국,,100.0,코미디
돌핀테일2,돌핀 테일 2,,2014.0,미국,,107.0,드라마|가족
문워커스,문워커스,,2015.0,프랑스,청소년관람불가,96.0,코미디|액션|어드벤처
아스널:리로디드,아스널: 리로디드,20170912.0,2017.0,미국,청소년관람불가,97.0,범죄|스릴러
영웅:천하의시작,영웅: 천하의 시작,20140320.0,2002.0,중국,15세이상관람가,109.0,액션|드라마|전쟁
군함도[감독판],군함도,20170726.0,2017.0,한국,15세이상관람가,132.0,액션|드라마
스틸컨트리,스틸 컨트리,,2018.0,영국,,89.0,미스터리|스릴러
내여자친구의결혼식,내 여자친구의 결혼식,20110825.0,2011.0,미국,청소년관람불가,124.0,코미디
약장수,약장수,20150423.0,2015.0,한국,15세이상관람가,104.0,드라마
리인카네이션,리인카네이션,,2016.0,캐나다,,80.0,액션
마리오네트,마리오네트,20210217.0,2020.0,네덜란드,12세이상관람가,112.0,미스터리|스릴러
천하무림불패,천하무림불패,20170316.0,2016.0,중국,12세이상관람가,89.0,드라마
엑스맨:퍼스트클래스,엑스맨: 퍼스트 클래스,20110602.0,2010.0,미국,12세이상관람가,132.0,액션
다키스트아워,다키스트 아워,20180117.0,2017.0,영국,12세이상관람가,125.0,드라마|전쟁
엘비스와대통령,엘비스와 대통령,20161130.0,2016.0,미국,12세이상관람가,86.0,코미디
더쉬프트,더 쉬프트,,2013.0,미국,15세이상관람가,76.0,드라마
기술자들,기술자들,20141224.0,2014.0,한국,15세이상관람가,116.0,범죄|액션
모데라토칸타빌레,모데라토 칸타빌레,,1960.0,,,95.0,
붉은눈,붉은 눈,20201224.0,2018.0,일본,청소년관람불가,106.0,미스터리|스릴러|범죄
알피니스트:어느카메라맨의고백,알피니스트 - 어느 카메라맨의 고백,20201015.0,2019.0,한국,12세이상관람가,90.0,다큐멘터리
용의자:폭탄테러를막아라,용의자: 폭탄 테러를 막아라,20180712.0,2012.0,미국,15세이상관람가,93.0,코미디|범죄|스릴러
내남자친구는왕자님(2004),내 남자 친구는 왕자님,20040618.0,2004.0,미국,12세관람가,111.0,멜로/로맨스
미녀와야수[시그니처콜렉션],미녀와 야수,20170316.0,2017.0,미국,전체관람가,129.0,멜로/로맨스|판타지|뮤지컬
베니스언더그라운드,베니스 언더그라운드,20121220.0,2005.0,미국,청소년관람불가,93.0,액션|스릴러|범죄
천하제일검,천하제일검,20170223.0,2016.0,중국,12세이상관람가,89.0,액션|드라마
저스트머시,저스트 머시,,2019.0,미국,,169.0,드라마
영웅호색소패왕:세명의신부,영웅호색 소패왕: 세 명의 신부,,2017.0,중국,,89.0,액션|코미디
[OCEAN공개]젠틀맨,젠틀맨,20200226.0,2020.0,미국,청소년관람불가,113.0,범죄|액션
"소년,소녀를만나다[리마스터링]","소년, 소녀를 만나다",19960113.0,1984.0,프랑스,고등학생이상관람가,103.0,드라마
군함도,군함도,20170726.0,2017.0,한국,15세이상관람가,132.0,액션|드라마
킬러엘리트(2011),킬러 엘리트,20110922.0,2011.0,미국,청소년관람불가,116.0,스릴러|액션
피스트오브러브,피스트 오브 러브,20100506.0,2007.0,미국,청소년관람불가,101.0,드라마|멜로/로맨스
위대한임무,위대한 임무,20170323.0,2013.0,미국,12세이상관람가,101.0,드라마|전쟁
짐작보다따뜻하게,짐작보다 따뜻하게,20160519.0,2015.0,한국,12세이상관람가,87.0,드라마
포에트리브로셀,포에트리 브로셀,20170303.0,2011.0,스페인,청소년관람불가,69.0,멜로/로맨스
고령화가족[가치봄],고령화 가족,20130509.0,2013.0,한국,15세이상관람가,112.0,드라마|코미디
파이널데스티네이션5,파이널 데스티네이션5,20110908.0,2011.0,미국,청소년관람불가,92.0,공포(호러)|액션
장폴고티에:프릭앤시크,장 폴 고티에: 프릭 앤 시크,,2018.0,프랑스,,96.0,다큐멘터리
개들의전쟁,개들의 전쟁,20121122.0,2012.0,한국,청소년관람불가,96.0,액션|드라마|코미디
지구를지켜라,지구를 지켜라,20030404.0,2003.0,한국,18세관람가,117.0,코미디
비홀드마이하트,비홀드 마이 하트,20200521.0,2018.0,미국,12세이상관람가,80.0,드라마
더배드넌,더 배드 넌,20190117.0,2018.0,영국,15세이상관람가,94.0,공포(호러)
발칸라인,발칸라인,,2019.0,러시아,15세이상관람가,150.0,액션|전쟁
오!수정(2000),오! 수정,20000527.0,2000.0,한국,18세관람가,126.0,멜로/로맨스
스매쉬드(2012),스매쉬드,,2012.0,미국,,85.0,코미디
슈퍼배드2,슈퍼배드 2,20130912.0,2013.0,미국,전체관람가,98.0,애니메이션
쿼바디스,쿼바디스,20141210.0,2014.0,한국,12세이상관람가,104.0,다큐멘터리
원스어폰어타임인아메리카[감독확장판],원스 어폰 어 타임 인 아메리카,19841210.0,1984.0,미국|이탈리아,국민학생관람불가,250.0,액션
크리미널게임:보석사기단,크리미널 게임: 보석 사기단,20190123.0,2018.0,캐나다,청소년관람불가,94.0,범죄|액션
오페라의유령(2006),오페라의 유령,20041208.0,2004.0,미국,12세관람가,141.0,뮤지컬|드라마
레퀴엠(2000),레퀴엠,,2019.0,미국,,84.0,다큐멘터리
미드나잇스페셜,미드나잇 스페셜,,2016.0,미국,,137.0,드라마|미스터리|SF
끝난사람,끝난 사람,20210317.0,2018.0,일본,12세이상관람가,125.0,코미디
최종병기활[확장판],최종병기 활,20110810.0,2011.0,한국,15세이상관람가,122.0,사극|액션
무인곽원갑:금강대전,무인곽원갑:금강대전,,2019.0,홍콩,,94.0,기타
스누피:더피너츠무비,스누피: 더 피너츠 무비,20151224.0,2015.0,미국,전체관람가,93.0,애니메이션|어드벤처|코미디
나자리노,나자리노,19760717.0,1974.0,아르헨티나,,92.0,드라마|판타지
모로코요리사:타제카,모로코 요리사: 타제카,,2018.0,프랑스|모로코,,95.0,코미디
크리쳐의숲,크리쳐의 숲,,2019.0,미국,청소년관람불가,84.0,공포(호러)
오픈윈도우즈,오픈 윈도우즈,,2013.0,미국|스페인,청소년관람불가,100.0,스릴러|액션|범죄
카우보이&에이리언,카우보이 & 에이리언,20110811.0,2011.0,미국,15세이상관람가,118.0,액션|SF|스릴러
