source_row_number,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days,flag_duration_lt_21,flag_duration_eq_0,flag_duration_21_30,flag_duration_ge_21,flag_invalid_reg_date,flag_invalid_end_date,flag_full_duplicate_all_columns,flag_full_duplicate_keep_first,flag_full_duplicate_to_exclude_from_main,flag_duplicated_USER_KEY,flag_cross_promotion_USER_KEY_overlap,primary_main_cohort_candidate_before_duplicate_policy,primary_main_cohort_final,exclusion_reason_for_primary_main_cohort,sensitivity_all_duration_candidate,anomaly_duration_lt21_reference
11797,dce2221ba68a7ed7d47a49ca8aa9788aca6f7e40c6d9b63b4bdc105258fdb41e5cc7a898354ad5d99839483e5333477344f53599232518d6549ad4e1783b56dc,0,0,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11798,2306f4d8a05d8dde7d8e56ead769271b04ee5e796dc75e51028c3a3b6e92e70a95551d9cbaa015d11057a5ddf480338351bbe3b504fc8e1ae179089d172c2d64,0,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11799,efd3333b61d4adaea60cd18ecccd448082c7080f683f3f49a7f2c179f11da9cd293f6106ab0bb601a0cf9b1b5170bfb4217870581583ec56057111a68abc3757,1,0,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11800,a8eeebbaa57124edec0594c24e5b5b5b0fdf4e4a785fe157969d93fbd8d10e91135e5a5e03f2797dbdc17c2a5e5c72692217492de0ada32855b9fb20282c50a5,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11801,927b9c8db63a3d34ea5fe3cf143664a917f10c96713e7ccf83ecc28bfd8672a9fab236a11faba8b45cf67c0693121772a01aab2e0a1643e7f6de51a402e64c0e,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11802,c24e7e91982e2b7eec479d23bc97a1d8c347f0869a34304b768131f43da5d1b8f18ce8fc822e796269fb42f49b316b16761ce19b51dd90a9259e1de362467776,0,1,2021-03-09,2021-04-10,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11803,eba536f32ceaaeea4c7ccb54bb851d9a41c4f42283bb051fd27759f73073d987d4b488f49757e7d2810831d9ba7567a51e1e4add55d8e72562dfdf052fa41e79,0,1,2021-03-08,2021-04-09,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11804,e54ac94da656e560d8697eb23a0c36ef283a1bf3e460f59429ba95e8ebfd0d96cfd7922c8d5706e57403934d18f13316e457edc217d31e0899d3c94bcfb0d56b,0,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11805,ad3bd28e9bda42f00689a84a3af12d09488a9840ddacb6a48016ab28fb598478a34594e5fb162b54fc84a8d1fa755f91f4a23fce753152065abefc585b7eadc7,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11806,e3032bf510e7f6549c2422e12c17691b9529f3532e5769f0114e575a9e49cc09fec2b1fea8eaf3e04a6935350feac016801e9eb7bd6984d06e2dca9eada9b2e8,1,0,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11807,1ee2d3ba08240f9c444a8c765a13059a23dd860dc4ed2bd810cef0bb5ad772c1432f884a3b8cbcff6a8c035e1ec1a413411cd83c57216030378755a027b74fa7,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11808,063c8f7af12ff3c4b32e42babd0bb2051a676f9ca521063d16fbac3024705022b333b7005bea76aec2c11bc3683b2dbaaed223ac198498b55ba381f171d59b59,0,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11809,12b95997ececb563700ad5c750a7bd71ec5af85d83759b24a1ed98132a69302457847cd64e542030f8becdb2c4d50a3f46c155c5fa0968be84c6370115c39412,0,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11810,f1adb33da8e798b9f45a77724e0b6b4bca0436e1567d8dc5f7fbb40b9824d08a49a1b726b3e6cb1db71c21ca5b7bd9a6dc1ba8eb86999c6b5cd545ed1a970d38,0,0,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11811,5d4fcc67f86f297173aeedc64884734c83af863b03376868ed5189ce46fe63b769c508982313714c8f9a2f8a7e86009c8f6a65e8095c427456f2b5e6a255ec1c,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11812,63a209138282b7e5760a4ae7bae2c8b14f0ae77c35992304c7ce480b0df51814c9665a600aa66e57a97dec55e66c1f880c81b5d33f47293b48d22cce56b1cdcd,0,1,2021-03-07,2021-04-08,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11813,d932e95b2126a935cd5a49f865debc0fe24c4c10903e50b2687a174f0fafcb7925e0e54cee6a5906d3c22e9980ffebd09aada304489f4316c41ce40651fea891,0,0,2021-03-02,2021-04-03,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11814,407d3fb0bc2133807fbb52a8c675efaf96e83bc067d6b437e919258fef4386e9fd9632308487ef5d665f3c3f9a9befa1271f1ddb93c4786f64781bd6eb799124,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11815,adfcd20eeadf3e1604f0ffa672855005b8f3392bda21d0c8dd668c4805aa19bd832abc0de10206ff3a4bba6d125569e3665fef97748407ab831aec699ea2a746,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11816,f6e891eed162b7afe32df09e321176dd9b30430fa25118df34d7589a1692ebf19cb00bc5a7564f2c7fe450a7ddc7dc6706b63c0271fee9ab1ac093674bc19232,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11817,22b6142bcac9d7466d960adc60f079647f0a96356552967ded0c9e26efb3dea874626400fac6301b18f62d1abc6bbf8634edd876fd3fe093d5c982d2340dab28,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11818,9835edc3ec1f375aed5cad9fd5aafb983096746d8fb5a2e7840a4101b07674bd1279e86afedf93294e5ea8bfc84bb76a014d4fbe2d87f82f66bf01d3aac8c54b,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11819,26679f79a2940e43c5065a8e5a7fef8e08071fc9b6bbefb3554cc5f78a7b05d5db4283102d8c69e1d7061e6659abe602b979bcb988b9296a789ee50c02d2da5d,1,0,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11820,9a220ae3d82600129d656e2bc0065d6ab2d26b1a3154e0884feee2eb74c89f9b4f1ec9e6bc416d7dc5260df0c5ab7bc75104b7ae14a6effdd000baa9cd8c0eab,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11821,7dac74b5b7f1ebf05cd79079e03fefb246d3be63bb8dbab31de867dfa216a55b6fc4ce86b1fe161f086f9527f1f5583bfc82552569d08928bc7430eb80497fc5,1,0,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11822,7f03339534f3ed13ceede7f8803f4d9c2d90be7187eb0a7fbae896d3b0876f31ccd273e0419211271394357f0c1c5c98dd1bd50c264bb49ad65b3df87d31db48,0,0,2021-03-13,2021-04-14,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11823,e953bce83644e1d437ae89bd6930a61c885260461a5daa4fb8f79fce580a458d5fa4f3270f21183030a9dec71688f11f23afb0eec03b72a65e50f5e1cbd2bb40,1,0,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11824,667ccc18f4490b4e73555ae6b8f15f340f4f630b92fb951bb01dca2102e48293999828757234869a8c38e2a888c9e807eb40f784a09c803ae0961d23316d067b,1,1,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11825,26e3ba1b0486c5c663afee7d07ee29a694647374563e34abe502d3a5a508a5f5110723b5941a324269fbf04650470ac4c66fda7b433b996a676c92f7114aa829,1,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11826,48807b08c8510747f1577476ddd6eb5a8aa0a34dd15ade309a514c852410a0678ae5c25a704eed7712d7772725a4ac3a4e257e1ab5118a34bb8cf0fe616ba9f2,1,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11827,34197140d58c4f9ab2eea73bae4c758463a95e695d150150928dcd66a4686d44e00f8381ca54edc4aa990e8b2e031ab078b8ef662d17e22e63312fcc91794507,1,0,2021-03-12,2021-04-12,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11828,43e038d65ddeb37f704f67f573462ccbd5cde4bd7d6c7c906a91fae7c19b65730e257d4a09ba70c141a33599423aa38ecfa8bf0dd6109beb2248ba048ef217d3,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11829,307f9741296764627c921193815b7a1bfbefab3e079eaf3789f4609d471685a2407b46b266c95be63f6612a200bb0da68a32160f86ff2da8bea4ab2701b6d078,1,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11830,ff4eaee0d0171f624fd290f81c0994aefe9f0300d209d400f6e2d44b44008bb8c5503928c4722af7cd5dc9261962fdd5c7b0116391b00d310efe85f44785bf63,1,1,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11831,d69de8fea4da9c7a73b745baf705f6cf530d147096f98e78c4402f76296d5c029f8521c26ba86e852993bdab459f6d91085ae60bb84f053aa5e3897676f7113c,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11832,5884b7360a36aa4609b3885772df3bd5947743a94e97e26f6c2307cabdc48ce6a495146f5e67ecf5731f071f4e73447eabd8f70a2555be85a8fee861cc594006,1,1,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11833,74260dfd94c49fc875416acbf9a4809db74fd9ec7495fddd5828600984036f525d11d225ba3bc24df159c3c385151b483291f297d2d2fb453b5b7a05642d225f,0,1,2021-03-09,2021-04-10,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11834,d97c493f342cf093ba02b57e50823e938fc5049057ed834a0e494088f98fdef24cab3bae5b0df4682cf830b5fc3bc7658aed4ae2ce767a3f3fbaa7988315ead7,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11835,23e5e09ada3d94a049fe017d0304004ece149ce8fbf562541c59881cc3761c61044c7a89eeb70cfadbe4c73ae612eff269f312088fc9fd02b640a4e20bb2e6e0,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11836,1320b5b8c3d5c687d65aa1646424f6ea78e5ed6bec9e8087e4d2b3e7062df319dabc7fb32511e31bbc865b496f396c69853663ffc10c8723c59c00e92719488d,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11837,cedad48a029092c4696fe39f6754eb1864673eeba90aa0aee938787a715d84dc58cd62b51828e92253f0069d8d53ee66e5ccef57d8565235c9b652361926778c,0,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11838,b4b02fdefe1e7742874f91f9cc76964050e161fa93f27affd692a305fb25363607015278cb6d69009b2093ae2e37d0b22163d13ff5b3f49a9b2d82480a9497c7,0,1,2021-03-15,2021-04-15,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11839,19558ea14d2484a5643f706d770ba2e30460b13477c497c593d8f5cb9a1ca03389ae7cc7c0d2c5f5472233b05b150ed24997cbe668bf6956cebf6b1fbc06eb74,0,1,2021-03-06,2021-04-07,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11840,6fc9584d38744f4416987e5b4009ad2b3681f6a9a8cda4186d59c00f0f7e2982371693faa75291b9b8683a7fffb58a6e15f348818a931502a48afd4cccd5955d,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11841,bb7a2d2c81642948aef141088ab5ef00c71fa73ede44ec08c6baf2c7c725008c889408a046adf7fb6080eb3a69895848c1a7d08e738308a8e637f00d3b1efc6a,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11842,b868b47b14e9517aaf6c2834786f07e291ebe88d386843ecf3eccf680516a5697fb9ce90e8635a58d32b12da340c6c9f96db5c759e99b3dca0ec3e8baa48ed00,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11843,60a03abbc6fc9fa1022a880769344b4bbc46c5a424386bfc16f3f4646972c3a6eb4e5e60c058125f9bcdd0297ae9e5082cd79975aa95e20e8bba18f9fc4a4a51,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11844,1cf822e135f383fbc328220cd42d68a1501c424eb1e8c8077d3723d4242e866e63284148b6ff017bbaefea73ddd9d4f52f03e121c66c3f11a84a0b468d4afdb6,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,1,0,1,1,included,1,0
11845,7d0a2eb1c740279ddef6900479320e4176377bc9c0792637a7d9ae2d31d74d2bdc8efbca068011603bfae609dd19fa653ba3c213f1a620f98c800e52435e735e,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11846,a4525c6a38ca31813553699b94df0c612a70b12be8a9589f14a287727085c52e5119ce1a120caece2b99840c5e8d4e7c4857d83aa9a88ecfc25e51d790a198cc,1,0,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11847,201cd96e19492b938bc89cff3dc06d28be1f626a885f9d0fefa82535a1e7c2ad82d205b1f978ff567b99a2a8ef5ab91b1811bccd9acc314b554390b73feab486,0,1,2021-03-12,2021-04-13,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11848,241b413f18ed6467303781cfce52233b7b15331b5e511a68101c2ee582f708c78c7c06900358b13b956d7fbdaa54b82d225bb752fbfa70bcbd6c4c5ea78f843b,1,0,2021-03-10,2021-04-10,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11849,27642806f805bc770a3bb09734fb02c53d5dab50e65dc08d7f65a3daaf263150d3e41c4d02de79ab0561d82f70ad3c18979f9dcc04d7710acfeaf80edb7a275d,0,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11850,412d1aeb0d2f762713bb92a6aca89b262e22c1c9ac6da5f09a27eec9c78a2d14dbf1319e2cb509e1a231e9faa3f8f2e71b74ad22c7bdf7867963a2b2e306f288,0,1,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11851,a3fd0810291ba109ab58c706febaf723b60ad397f8ce4e68d58ff74024003baef7a02d9f933ad6809e0e49113c204a01ed9f2c97020fca3cb1143e2468efb3e3,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11852,0e1491495a3712024a4f91862de8241c909203170d2058d790a404fffc25e03d865ae6864726918627fe1a4e8ac6041b8b20a1bc25eb3151f0b22433b79c8bb7,1,0,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11853,e1e81c79563bdaa03d3b6c6881e7ba02da1b6df6de43fe56b878b97ecc9a8a04b81ab455d111e4d25e9f0391fd6f41c1c702df26cb1947a7d748510c8eea2eac,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11854,479fa53edf0973d4cb876e13b3246e415f7fb97c7700ac8e3343789a74862fcce621de411b3291f42089a5b357ffcc42f5cf88a68410bf4de3f47fbb5e06a543,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11855,3aa2fd9c109b023385518e13f92cd42babd019c66109ca7c93e3e9e74869c933ccf6958f0aefdcd648faa05db84efb605829110aecc6207f448941c355a0f01a,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11856,778f7312a08996230b8604d2f6b11bad149e28141f30f0c260c949e9c259f7a394368216051be596aa4e55e600c135a915f12a1a5e4580a1a136aa8505ae2a64,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11857,0450fdfca7269f2287e6432f8a1a596901b7378b997be419106d053fe7fa95ec305e076b2c62f60d8f38f2e89af948dc0a973d59e5fa010bd2b2000cef72de4a,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11858,0b329895be7633c28450678a7ee09515d285a0d45e859c66c97fac6a8397a2ffc9e4325ddd1f358498cf9f8e50d12caf558a8f8a9daa50b17f17888a69c88992,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11859,59b4a4e144e4f716613fe2460546e2612c4f0bc2e96c780d1c77cf7b85147c71934fdba6b41f2f0022e46c67267433a98e0f27c564982a94a592eadd6771cc51,1,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11860,f0fbefdc8de6330621f3c1bbe2ff856536d2f0c58743916c85a15d2746b1282132143aa0da4347bd7561b78a563625d46d3d06d7b6cf89d2214faa82f956e824,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11861,9a401d4b3f32bbbd5b68b4556f87b4ed81c54467b042329eb5f7e0f59fa61b6cc4bfab34310b13a14cbe3b97005eb258a98a6a7f952615bf8936e2f8fcaca55f,0,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11862,974139b91a593577d7e4bf970003929b5265fc672804f32474c0d2c60bd257f21f83632b36c128c0e78ceffeb7a4100e63baaaf050d7bb162e21c3045fbb5809,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11863,1a4060b1d684c7adcbf134fb2deae3de4a23dc707dba8396850f3587acf59b20d0ebac21f595ccd3076ca5729cb7af6ade42bf96297be2e1c2a22b0d780913fd,0,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11864,3e88b3762ac17ae923aef7647af69c0d67a9aec3520ab0f9c02486a2c0ecbd9bafd905123931ca4eaa931576c2f0b5b429d4511dd8703e3e7c74005dc1f7cc1e,0,1,2021-03-08,2021-04-09,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11865,a906d0d4d1cb70df0636f9764679b3b1bedb67350be3135569d9a85d873c9b9944f6c99adc6be2e70c84b20282926831d6689bae2bfe116928b2064baf3484a8,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11866,1af2dc2f8b42db19525d22b18aab9cf253cc32ae8d62f815bc7c50b68589fca2ef39ebc6b52830b80fff68398a2ee85ac6bb8288c338063dc9f97a998e47b22f,0,0,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11867,7086cd97936e460a8b40da0859cd6acbc2a7e557d310c5323d7b07ef427dcca0939cfbdd906f3a2631e093025240ffff26e8a005be17c852be0a5965da63ad16,1,0,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11868,544f9595a1e4cd6ad86e6d68abfc06fbee4e1d590e30ddab8d47d1039c05122df19b45f08ab001bcfd750b8777d5a2ca4cd132e5b69e5ee2fb5a78695d88d535,0,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11869,5dd13ef159c394bb390179de0954693ea03988b8b518809f8b498ac43801d6a076973e11eb5f434db2c0f03093654cf4ece79c8660e5c3518ebc3e017640b71c,1,0,2021-03-03,2021-04-03,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11870,34422fbf050461e9f1801e7d534c18ccd4d6fff44d1bc11c23163b3dfc671692da2f87d73efaf31152c84c7832e23390190f862e34a03ef7c6f6cef865a81ce9,0,1,2021-03-07,2021-04-08,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11871,291f33a07a2972c673d66eb70e077da1b4163631af4acc567b6bae770b4c4811d7ce022c5c6665e5a6f4ce5049ef5fe7c113947c6b083d665066897ab49fa1cf,1,1,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11872,ae2be8a2760ffbb7495a3f5fd99ccf3fa29fa0729d11b1676289a2277c3e48a01d4594517b017ada46b2eb87b3078ec366f42b9c3439e50bd4d82bbe055b147c,0,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11873,36bf542bf8f29eabce4facf668514834af4f34b487079f333d4ff4a7fb81e05761f522b7d79dd72355bcaae00b4e1eed25d07b7581b76391f366a727040aed0f,1,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11874,f8325f86cc725ace34d082cd4360a16fd2072f3f13a22555a64cb39fb7eaf8b3b6f428cdd0ffba487425ac99d6978c99975aaf457a5e9ac3b5d208fb1115eff7,0,1,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11875,e427d3cd4fc8706724810b1328a4510a5f4b8ffd7690a3cf67d9b2e885a366845e631e3f619e72966a69aa747893fc77c075805ea8bfd906ebc33f02aa1d2046,1,0,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11876,04dc26e037af640110f242eb040719e964c8dc7a19bd8202bc0a0ddd92c27c9d5dad9064247cec3d1e77bed5ac2cee327ae9b7b4e231f97c744269924481f9d1,1,0,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11877,83d3a67cb032800c9c2a02535a3dfda218c275afd0206e9f46a4a3193a97edc95a1be9a7ba4ce4eff19d784a0b3ad51d587b61554ff9f9eccd284e9b405dba25,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11878,a28941b0103aa04cc91a5e92c275d4bb4885a5404631374d65be3611ae865c870736864dd15e079689003d754314f980e56c3d7fa6b58874d2bbe7d5174e93ce,0,1,2021-03-01,2021-04-02,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11879,f52201704767ac19453224043830f80ec4f88ad1ca3cc142e2549ec9d7c00b0731c42f640cd6b59a6d5868bc18bfbb2212ef02a704056076c3345b063fc21b48,1,1,2021-03-01,2021-04-01,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11880,bb8a08ceb5f09adc7cd63f44c40f8ff6cb0fadcfd47acd1c94ed25d427c309d8918fe2cf59b667e3216f2c89d8a790d4b913156a989ec434df05fdfa2fda63e5,1,1,2021-03-04,2021-04-04,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11881,dbf548306fd144e7ebc2fc83856abe45049ecbc73a057dcb4de98a8570b0eb1a4b87262c85a74ce3433dafef3ac48fb00d380a55ca38e458305772289f77f117,1,0,2021-03-07,2021-04-07,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11882,3d225031cb4604b12d45b315ca0b10f105c84f09e39f122076bdd4c7223ab797c1120aace72822b2873ec1b5d994746c3162b3fd045663d40cdd0a822b30e2b8,1,1,2021-03-02,2021-04-02,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11883,7841978641be8620e30d8367a51c9b525eb5d14efd82052fb7c888f0fdf35cf445f67eedac501ce213416ae9b8a21466bd71396f62fa26b55cfc778fba09ea39,0,1,2021-03-11,2021-04-12,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11884,4916750d6a9a5bf842c88cc399c67f73e74307bba9e1a360d1e9874a82fde8f1f36c2ee2aae3c7835c5cb5ecf14000b44d0ba1952ae8e6041722246a95fc5290,1,0,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11885,24430798872e9d643f7bb8a6176e4372a46ebd0729a7608b32ff9c4faad08e09835103eae3733cb8fe26e1eee6aebfb45c2062846c1819e60157246a9e7a1bcc,1,0,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11886,82ef42c4182d6bdf30c80507ecf1424c7488f11a5075783ef863cf6cb7b69ae9aacb57d6b0dff1c70ea43f59968f14a5999fe1265e3a1ef41f333d039bc22103,1,0,2021-03-14,2021-04-14,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11887,e5228238bf04bb59f163d01b6ae1f8394da07680dedfa8e76fa3e6bc7778d05f6894b8de0400f7bcb678de68026cebfa008e9820a41d11df010dd27709033786,1,0,2021-03-09,2021-04-09,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11888,fe94b9c672a688ae844e698cd2017f3ef1501685aba0e646c30114a9dbfc56a711287c3b3c9fa5ec236399aa3b1ab536b891f6f7d6234a83d1d96e548e65a869,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11889,f8d676eb858ebc361bb414097318fc5caf6ad33316214c236bb205408f673c59b34e2a7a59c93f6da9df768d946e617b2cb51f25bff617e61a73bd4684557061,0,1,2021-03-06,2021-04-06,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11890,f7c69de4b67e8c56be4f45b363f026f559e980243d011537995a951d67c4fdf8f7bf0ea0b5b26894598c3010cc263fe0db541bd40ad943b012e76530ae7d36a9,0,1,2021-03-05,2021-04-05,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11891,097eec2d9d0d23ff1b80dc0a6b8573b56c300cdb398600f684f88767ba647520127efa015329b426fea20f9f1d023c83d382fe42da6e7cf62d0fc8346bc2c919,1,1,2021-03-13,2021-04-13,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11892,3486bb767c85809b851d2d8b50f0a2d07d519f3cc458d25253de3d5a405f673c7939598274ca53b88338b80978c628ef14398b71b14247c1b696c430fe9cb6d6,0,1,2021-03-13,2021-04-14,32,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11893,9b16cb61078feeceb8b28b718206125947f38c9b13cebf6608d956f3f165f51a18357e46dfa01dffb8853caff04566aef4591969bb03f0c7cf386193cbd14975,0,1,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
11894,9bdfa60947030a8a54b6f38acef294b5db9cda451e7047671a834e508f44136f9f3209251226684fe3a500912c0e749ff2e3234182bf74ed7c5c9551c2448e60,1,0,2021-03-08,2021-04-08,31,0,0,0,1,0,0,0,0,0,0,0,1,1,included,1,0
