membership_row_id,w1_3_has_watch_obs,w1_3_no_watch_obs_flag,w1_3_total_watch_time,w1_3_total_sessions,w1_3_unique_contents,w1_3_unique_watch_days,w1_3_avg_watch_time_per_session,w1_3_sessions_per_active_day,w1_3_active_span_days,w1_3_first_watch_rel_day,w1_3_last_watch_rel_day,w1_3_week1_watch_time,w1_3_week2_watch_time,w1_3_week3_watch_time,w1_3_week1_sessions,w1_3_week2_sessions,w1_3_week3_sessions,w1_3_week1_ratio,w1_3_week2_ratio,w1_3_week3_ratio,w1_3_w2_minus_w1_watch_time,w1_3_w3_minus_w1_watch_time,w1_3_max_daily_watch_time,w1_3_max_day_share,w1_3_one_minute_watch_count,w1_3_short_watch_count_le5,w1_3_short_watch_time_le5
13910,1,0,17.0,5,1,1,3.4,5.0,1,14,14,0.0,0.0,17.0,0,0,5,0.0,0.0,1.0,0.0,17.0,17.0,1.0,1,4,7.0
13911,1,0,416.0,7,5,5,59.428571,1.4,18,3,20,35.0,0.0,381.0,2,0,5,0.084135,0.0,0.915865,-35.0,346.0,158.0,0.379808,0,0,0.0
13912,1,0,118.0,7,6,3,16.857143,2.333333,3,1,3,118.0,0.0,0.0,7,0,0,1.0,0.0,0.0,-118.0,-118.0,82.0,0.694915,2,3,6.0
13913,1,0,344.0,5,5,5,68.8,1.0,16,4,19,117.0,0.0,227.0,2,0,3,0.340116,0.0,0.659884,-117.0,110.0,112.0,0.325581,0,1,5.0
13914,1,0,147.0,2,2,2,73.5,1.0,15,0,14,99.0,0.0,48.0,1,0,1,0.673469,0.0,0.326531,-99.0,-51.0,99.0,0.673469,0,0,0.0
13915,1,0,508.0,8,7,6,63.5,1.333333,16,4,19,287.0,0.0,221.0,4,0,4,0.564961,0.0,0.435039,-287.0,-66.0,128.0,0.251969,0,2,8.0
13916,1,0,223.0,7,5,4,31.857143,1.75,14,1,14,2.0,109.0,112.0,1,5,1,0.008969,0.488789,0.502242,107.0,110.0,112.0,0.502242,3,4,5.0
13917,1,0,390.0,4,2,2,97.5,2.0,9,3,11,98.0,292.0,0.0,1,3,0,0.251282,0.748718,0.0,194.0,-98.0,292.0,0.748718,0,0,0.0
13918,1,0,99.0,2,2,1,49.5,2.0,1,15,15,0.0,0.0,99.0,0,0,2,0.0,0.0,1.0,0.0,99.0,99.0,1.0,0,0,0.0
13919,1,0,174.0,5,4,2,34.8,2.5,5,9,13,0.0,174.0,0.0,0,5,0,0.0,1.0,0.0,174.0,0.0,92.0,0.528736,0,0,0.0
13920,1,0,108.0,3,3,3,36.0,1.0,12,8,19,0.0,2.0,106.0,0,2,1,0.0,0.018519,0.981481,2.0,106.0,106.0,0.981481,2,2,2.0
13921,1,0,1.0,1,1,1,1.0,1.0,1,1,1,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0
13922,1,0,295.0,5,2,2,59.0,2.5,8,0,7,1.0,294.0,0.0,1,4,0,0.00339,0.99661,0.0,293.0,-1.0,294.0,0.99661,2,2,2.0
13923,1,0,542.0,10,6,6,54.2,1.666667,18,3,20,127.0,318.0,97.0,2,6,2,0.234317,0.586716,0.178967,191.0,-30.0,161.0,0.297048,0,0,0.0
13924,1,0,42.0,2,2,2,21.0,1.0,4,9,12,0.0,42.0,0.0,0,2,0,0.0,1.0,0.0,42.0,0.0,41.0,0.97619,1,1,1.0
13925,1,0,159.0,6,5,3,26.5,2.0,15,5,19,1.0,0.0,158.0,1,0,5,0.006289,0.0,0.993711,-1.0,157.0,126.0,0.792453,3,3,3.0
13926,1,0,144.0,6,6,4,24.0,1.5,21,0,20,130.0,0.0,14.0,5,0,1,0.902778,0.0,0.097222,-130.0,-116.0,59.0,0.409722,0,2,9.0
13927,1,0,367.0,6,4,4,61.166667,1.5,15,2,16,255.0,0.0,112.0,5,0,1,0.694823,0.0,0.305177,-255.0,-143.0,128.0,0.348774,1,1,1.0
13928,1,0,454.0,6,5,5,75.666667,1.2,20,1,20,15.0,337.0,102.0,1,4,1,0.03304,0.742291,0.22467,322.0,87.0,149.0,0.328194,0,0,0.0
13929,1,0,95.0,9,6,2,10.555556,4.5,9,1,9,91.0,4.0,0.0,5,4,0,0.957895,0.042105,0.0,-87.0,-91.0,91.0,0.957895,6,7,11.0
13930,1,0,209.0,4,2,3,52.25,1.333333,17,4,20,68.0,0.0,141.0,1,0,3,0.325359,0.0,0.674641,-68.0,73.0,99.0,0.473684,1,1,1.0
13931,1,0,1.0,1,1,1,1.0,1.0,1,10,10,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0
13932,1,0,302.0,9,6,5,33.555556,1.8,16,3,18,178.0,0.0,124.0,3,0,6,0.589404,0.0,0.410596,-178.0,-54.0,178.0,0.589404,4,4,4.0
13933,1,0,1.0,1,1,1,1.0,1.0,1,12,12,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0
13934,1,0,1.0,1,1,1,1.0,1.0,1,8,8,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0
13935,1,0,490.0,4,2,1,122.5,4.0,1,0,0,490.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-490.0,-490.0,490.0,1.0,0,0,0.0
13936,1,0,1.0,1,1,1,1.0,1.0,1,4,4,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0
13937,1,0,1.0,1,1,1,1.0,1.0,1,17,17,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0
13938,1,0,2.0,2,2,2,1.0,1.0,7,3,9,1.0,1.0,0.0,1,1,0,0.5,0.5,0.0,0.0,-1.0,1.0,0.5,2,2,2.0
13939,1,0,45.0,2,2,2,22.5,1.0,20,1,20,28.0,0.0,17.0,1,0,1,0.622222,0.0,0.377778,-28.0,-11.0,28.0,0.622222,0,0,0.0
13940,1,0,515.0,11,6,6,46.818182,1.833333,15,0,14,159.0,268.0,88.0,5,4,2,0.308738,0.520388,0.170874,109.0,-71.0,131.0,0.254369,2,3,5.0
13941,1,0,132.0,5,3,3,26.4,1.666667,8,0,7,131.0,1.0,0.0,4,1,0,0.992424,0.007576,0.0,-130.0,-131.0,123.0,0.931818,1,2,3.0
13942,1,0,2.0,2,1,1,1.0,2.0,1,20,20,0.0,0.0,2.0,0,0,2,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2,2,2.0
13943,1,0,74.0,3,2,2,24.666667,1.5,3,7,9,0.0,74.0,0.0,0,3,0,0.0,1.0,0.0,74.0,0.0,71.0,0.959459,1,2,4.0
13944,1,0,62.0,2,1,2,31.0,1.0,3,1,3,62.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-62.0,-62.0,32.0,0.516129,0,0,0.0
13945,1,0,509.0,13,7,5,39.153846,2.6,6,5,10,345.0,164.0,0.0,7,6,0,0.6778,0.3222,0.0,-181.0,-345.0,247.0,0.485265,3,4,5.0
13946,1,0,293.0,6,6,4,48.833333,1.5,17,0,16,163.0,0.0,130.0,5,0,1,0.556314,0.0,0.443686,-163.0,-33.0,130.0,0.443686,0,1,2.0
13947,1,0,259.0,6,5,4,43.166667,1.5,13,3,15,6.0,177.0,76.0,1,4,1,0.023166,0.683398,0.293436,171.0,70.0,162.0,0.625483,0,0,0.0
13948,1,0,650.0,16,11,8,40.625,2.0,13,7,19,0.0,605.0,45.0,0,12,4,0.0,0.930769,0.069231,605.0,45.0,425.0,0.653846,5,5,5.0
13949,1,0,268.0,6,2,3,44.666667,2.0,7,6,12,132.0,136.0,0.0,2,4,0,0.492537,0.507463,0.0,4.0,-132.0,132.0,0.492537,2,3,4.0
13950,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
13951,1,0,939.0,23,11,11,40.826087,2.090909,19,0,18,364.0,270.0,305.0,9,5,9,0.387646,0.28754,0.324814,-94.0,-59.0,174.0,0.185304,4,7,13.0
13952,1,0,13.0,2,1,1,6.5,2.0,1,10,10,0.0,13.0,0.0,0,2,0,0.0,1.0,0.0,13.0,0.0,13.0,1.0,1,1,1.0
13953,1,0,565.0,7,6,6,80.714286,1.166667,9,10,18,0.0,323.0,242.0,0,4,3,0.0,0.571681,0.428319,323.0,242.0,159.0,0.281416,0,0,0.0
13954,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
13955,1,0,322.0,3,2,2,107.333333,1.5,9,1,9,200.0,122.0,0.0,1,2,0,0.621118,0.378882,0.0,-78.0,-200.0,200.0,0.621118,1,1,1.0
13956,1,0,1.0,1,1,1,1.0,1.0,1,20,20,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0
13957,1,0,302.0,3,3,1,100.666667,3.0,1,13,13,0.0,302.0,0.0,0,3,0,0.0,1.0,0.0,302.0,0.0,302.0,1.0,0,0,0.0
13958,1,0,7.0,7,7,2,1.0,3.5,3,1,3,7.0,0.0,0.0,7,0,0,1.0,0.0,0.0,-7.0,-7.0,6.0,0.857143,7,7,7.0
13959,1,0,371.0,10,6,5,37.1,2.0,15,4,18,137.0,118.0,116.0,6,3,1,0.369272,0.318059,0.312668,-19.0,-21.0,120.0,0.32345,5,6,9.0
13960,1,0,297.0,2,1,2,148.5,1.0,2,1,2,297.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-297.0,-297.0,200.0,0.673401,0,0,0.0
13961,1,0,1056.0,14,10,5,75.428571,2.8,19,2,20,107.0,1.0,948.0,1,1,12,0.101326,0.000947,0.897727,-106.0,841.0,548.0,0.518939,4,4,4.0
13962,1,0,146.0,7,5,2,20.857143,3.5,15,2,16,7.0,0.0,139.0,2,0,5,0.047945,0.0,0.952055,-7.0,132.0,139.0,0.952055,2,4,9.0
13963,1,0,196.0,6,5,5,32.666667,1.2,9,0,8,149.0,47.0,0.0,5,1,0,0.760204,0.239796,0.0,-102.0,-149.0,76.0,0.387755,0,2,7.0
13964,1,0,131.0,5,4,4,26.2,1.25,11,1,11,115.0,16.0,0.0,3,2,0,0.877863,0.122137,0.0,-99.0,-115.0,113.0,0.862595,0,1,2.0
13965,1,0,71.0,1,1,1,71.0,1.0,1,3,3,71.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-71.0,-71.0,71.0,1.0,0,0,0.0
13966,1,0,219.0,5,5,3,43.8,1.666667,6,4,9,118.0,101.0,0.0,1,4,0,0.538813,0.461187,0.0,-17.0,-118.0,118.0,0.538813,1,2,4.0
13967,1,0,684.0,8,4,4,85.5,2.0,19,2,20,44.0,220.0,420.0,1,2,5,0.064327,0.321637,0.614035,176.0,376.0,290.0,0.423977,2,2,2.0
13968,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
13969,1,0,6.0,4,4,2,1.5,2.0,9,5,13,4.0,2.0,0.0,2,2,0,0.666667,0.333333,0.0,-2.0,-4.0,4.0,0.666667,2,4,6.0
13970,1,0,128.0,3,3,1,42.666667,3.0,1,17,17,0.0,0.0,128.0,0,0,3,0.0,0.0,1.0,0.0,128.0,128.0,1.0,1,2,3.0
13971,1,0,421.0,11,9,6,38.272727,1.833333,16,2,17,172.0,156.0,93.0,2,3,6,0.408551,0.370546,0.220903,-16.0,-79.0,172.0,0.408551,0,3,9.0
13972,1,0,69.0,2,2,2,34.5,1.0,7,2,8,1.0,68.0,0.0,1,1,0,0.014493,0.985507,0.0,67.0,-1.0,68.0,0.985507,1,1,1.0
13973,1,0,1025.0,23,17,11,44.565217,2.090909,21,0,20,304.0,472.0,249.0,8,9,6,0.296585,0.460488,0.242927,168.0,-55.0,189.0,0.18439,1,4,11.0
13974,1,0,923.0,11,10,8,83.909091,1.375,19,0,18,364.0,390.0,169.0,3,4,4,0.394366,0.422535,0.183099,26.0,-195.0,218.0,0.236186,0,1,5.0
13975,1,0,175.0,6,5,3,29.166667,2.0,8,10,17,0.0,167.0,8.0,0,5,1,0.0,0.954286,0.045714,167.0,8.0,109.0,0.622857,1,2,6.0
13976,1,0,18.0,1,1,1,18.0,1.0,1,10,10,0.0,18.0,0.0,0,1,0,0.0,1.0,0.0,18.0,0.0,18.0,1.0,0,0,0.0
13977,1,0,58.0,13,8,3,4.461538,4.333333,18,0,17,46.0,4.0,8.0,7,2,4,0.793103,0.068966,0.137931,-42.0,-38.0,46.0,0.793103,4,10,21.0
13978,1,0,362.0,4,2,2,90.5,2.0,13,7,19,0.0,148.0,214.0,0,1,3,0.0,0.40884,0.59116,148.0,214.0,214.0,0.59116,1,1,1.0
13979,1,0,285.0,6,4,4,47.5,1.5,4,9,12,0.0,285.0,0.0,0,6,0,0.0,1.0,0.0,285.0,0.0,92.0,0.322807,1,2,4.0
13980,1,0,496.0,8,6,4,62.0,2.0,19,0,18,115.0,272.0,109.0,2,4,2,0.231855,0.548387,0.219758,157.0,-6.0,185.0,0.372984,0,1,5.0
13981,1,0,461.0,23,13,11,20.043478,2.090909,21,0,20,123.0,258.0,80.0,6,9,8,0.266811,0.559653,0.173536,135.0,-43.0,119.0,0.258134,2,6,15.0
13982,1,0,466.0,7,6,5,66.571429,1.4,16,5,20,77.0,334.0,55.0,2,3,2,0.165236,0.716738,0.118026,257.0,-22.0,202.0,0.433476,0,0,0.0
13983,1,0,5.0,4,4,2,1.25,2.0,7,1,7,3.0,2.0,0.0,3,1,0,0.6,0.4,0.0,-1.0,-3.0,3.0,0.6,3,4,5.0
13984,1,0,514.0,10,7,5,51.4,2.0,15,0,14,235.0,272.0,7.0,5,4,1,0.457198,0.529183,0.013619,37.0,-228.0,147.0,0.285992,1,1,1.0
13985,1,0,24.0,3,1,3,8.0,1.0,9,6,14,17.0,5.0,2.0,1,1,1,0.708333,0.208333,0.083333,-12.0,-15.0,17.0,0.708333,0,2,7.0
13986,1,0,83.0,2,1,1,41.5,2.0,1,6,6,83.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-83.0,-83.0,83.0,1.0,1,1,1.0
13987,1,0,116.0,4,2,2,29.0,2.0,2,13,14,0.0,2.0,114.0,0,2,2,0.0,0.017241,0.982759,2.0,114.0,114.0,0.982759,2,2,2.0
13988,1,0,400.0,16,12,9,25.0,1.777778,21,0,20,226.0,0.0,174.0,7,0,9,0.565,0.0,0.435,-226.0,-52.0,138.0,0.345,8,9,11.0
13989,1,0,394.0,8,5,3,49.25,2.666667,9,3,11,192.0,202.0,0.0,3,5,0,0.48731,0.51269,0.0,10.0,-192.0,202.0,0.51269,3,3,3.0
13990,1,0,81.0,4,3,3,20.25,1.333333,10,4,13,31.0,50.0,0.0,1,3,0,0.382716,0.617284,0.0,19.0,-31.0,35.0,0.432099,0,0,0.0
13991,1,0,218.0,2,2,2,109.0,1.0,2,6,7,116.0,102.0,0.0,1,1,0,0.53211,0.46789,0.0,-14.0,-116.0,116.0,0.53211,0,0,0.0
13992,1,0,218.0,5,4,4,43.6,1.25,17,2,18,177.0,40.0,1.0,3,1,1,0.811927,0.183486,0.004587,-137.0,-176.0,150.0,0.688073,2,2,2.0
13993,1,0,339.0,9,7,5,37.666667,1.8,9,4,12,3.0,336.0,0.0,1,8,0,0.00885,0.99115,0.0,333.0,-3.0,168.0,0.495575,4,6,10.0
13994,1,0,375.0,7,5,5,53.571429,1.4,16,0,15,61.0,220.0,94.0,2,4,1,0.162667,0.586667,0.250667,159.0,33.0,120.0,0.32,2,2,2.0
13995,1,0,2.0,1,1,1,2.0,1.0,1,4,4,2.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0,1,2.0
13996,1,0,363.0,5,5,3,72.6,1.666667,7,9,15,0.0,277.0,86.0,0,4,1,0.0,0.763085,0.236915,277.0,86.0,183.0,0.504132,0,0,0.0
13997,1,0,68.0,6,6,5,11.333333,1.2,21,0,20,5.0,8.0,55.0,1,1,4,0.073529,0.117647,0.808824,3.0,50.0,40.0,0.588235,2,3,7.0
13998,1,0,353.0,3,3,3,117.666667,1.0,13,0,12,114.0,239.0,0.0,1,2,0,0.322946,0.677054,0.0,125.0,-114.0,130.0,0.368272,0,0,0.0
13999,1,0,461.0,7,6,4,65.857143,1.75,16,0,15,192.0,168.0,101.0,4,1,2,0.416486,0.364425,0.219089,-24.0,-91.0,168.0,0.364425,0,0,0.0
14000,1,0,274.0,4,4,2,68.5,2.0,2,7,8,0.0,274.0,0.0,0,4,0,0.0,1.0,0.0,274.0,0.0,221.0,0.806569,1,1,1.0
14001,1,0,666.0,9,7,6,74.0,1.5,19,0,18,479.0,76.0,111.0,6,2,1,0.719219,0.114114,0.166667,-403.0,-368.0,286.0,0.429429,1,3,6.0
14002,1,0,134.0,4,4,4,33.5,1.0,17,0,16,67.0,0.0,67.0,2,0,2,0.5,0.0,0.5,-67.0,0.0,43.0,0.320896,0,0,0.0
14003,1,0,97.0,2,2,2,48.5,1.0,6,4,9,77.0,20.0,0.0,1,1,0,0.793814,0.206186,0.0,-57.0,-77.0,77.0,0.793814,0,0,0.0
14004,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14005,1,0,324.0,10,9,4,32.4,2.5,17,3,19,118.0,88.0,118.0,7,1,2,0.364198,0.271605,0.364198,-30.0,0.0,118.0,0.364198,5,5,5.0
14006,1,0,51.0,2,1,1,25.5,2.0,1,17,17,0.0,0.0,51.0,0,0,2,0.0,0.0,1.0,0.0,51.0,51.0,1.0,0,1,2.0
14007,1,0,4.0,2,2,2,2.0,1.0,19,2,20,1.0,0.0,3.0,1,0,1,0.25,0.0,0.75,-1.0,2.0,3.0,0.75,1,2,4.0
14008,1,0,23.0,4,2,2,5.75,2.0,6,0,5,23.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-23.0,-23.0,21.0,0.913043,3,3,3.0
14009,1,0,58.0,4,3,1,14.5,4.0,1,13,13,0.0,58.0,0.0,0,4,0,0.0,1.0,0.0,58.0,0.0,58.0,1.0,2,2,2.0
14010,1,0,197.0,5,3,3,39.4,1.666667,8,2,9,92.0,105.0,0.0,3,2,0,0.467005,0.532995,0.0,13.0,-92.0,105.0,0.532995,3,3,3.0
14011,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14012,1,0,65.0,3,2,2,21.666667,1.5,16,5,20,64.0,0.0,1.0,2,0,1,0.984615,0.0,0.015385,-64.0,-63.0,64.0,0.984615,1,1,1.0
14013,1,0,387.0,6,6,4,64.5,1.5,18,0,17,375.0,0.0,12.0,5,0,1,0.968992,0.0,0.031008,-375.0,-363.0,261.0,0.674419,0,0,0.0
14014,1,0,250.0,5,5,5,50.0,1.0,16,3,18,105.0,1.0,144.0,1,1,3,0.42,0.004,0.576,-104.0,39.0,114.0,0.456,1,2,3.0
14015,1,0,220.0,5,4,3,44.0,1.666667,5,2,6,220.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-220.0,-220.0,114.0,0.518182,1,1,1.0
14016,1,0,257.0,8,3,4,32.125,2.0,16,5,20,2.0,0.0,255.0,2,0,6,0.007782,0.0,0.992218,-2.0,253.0,107.0,0.416342,4,4,4.0
14017,1,0,224.0,9,4,5,24.888889,1.8,8,0,7,223.0,1.0,0.0,8,1,0,0.995536,0.004464,0.0,-222.0,-223.0,117.0,0.522321,4,4,4.0
14018,1,0,1376.0,20,15,11,68.8,1.818182,21,0,20,926.0,1.0,449.0,13,1,6,0.672965,0.000727,0.326308,-925.0,-477.0,253.0,0.183866,7,7,7.0
14019,1,0,1.0,1,1,1,1.0,1.0,1,5,5,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0
14020,1,0,284.0,9,8,5,31.555556,1.8,18,2,19,87.0,0.0,197.0,3,0,6,0.306338,0.0,0.693662,-87.0,110.0,163.0,0.573944,1,1,1.0
14021,1,0,8.0,5,5,3,1.6,1.666667,18,0,17,2.0,0.0,6.0,2,0,3,0.25,0.0,0.75,-2.0,4.0,6.0,0.75,3,5,8.0
14022,1,0,15.0,15,15,6,1.0,2.5,19,0,18,2.0,2.0,11.0,2,2,11,0.133333,0.133333,0.733333,0.0,9.0,8.0,0.533333,15,15,15.0
14023,1,0,622.0,9,8,6,69.111111,1.5,21,0,20,369.0,145.0,108.0,3,5,1,0.593248,0.233119,0.173633,-224.0,-261.0,143.0,0.229904,2,3,4.0
14024,1,0,721.0,7,6,5,103.0,1.4,15,4,18,293.0,289.0,139.0,2,4,1,0.40638,0.400832,0.192788,-4.0,-154.0,293.0,0.40638,0,0,0.0
14025,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14026,1,0,143.0,3,2,2,47.666667,1.5,12,7,18,0.0,125.0,18.0,0,1,2,0.0,0.874126,0.125874,125.0,18.0,125.0,0.874126,0,1,2.0
14027,1,0,78.0,3,3,3,26.0,1.0,13,2,14,6.0,1.0,71.0,1,1,1,0.076923,0.012821,0.910256,-5.0,65.0,71.0,0.910256,1,1,1.0
14028,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14029,1,0,65.0,9,9,4,7.222222,2.25,14,0,13,50.0,15.0,0.0,6,3,0,0.769231,0.230769,0.0,-35.0,-50.0,31.0,0.476923,1,5,17.0
14030,1,0,372.0,6,5,6,62.0,1.0,17,3,19,146.0,162.0,64.0,1,3,2,0.392473,0.435484,0.172043,16.0,-82.0,146.0,0.392473,0,0,0.0
14031,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14032,1,0,340.0,4,3,2,85.0,2.0,3,0,2,340.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-340.0,-340.0,226.0,0.664706,1,1,1.0
14033,1,0,101.0,7,2,5,14.428571,1.4,8,9,16,0.0,100.0,1.0,0,6,1,0.0,0.990099,0.009901,100.0,1.0,46.0,0.455446,3,3,3.0
14034,1,0,101.0,2,1,1,50.5,2.0,1,11,11,0.0,101.0,0.0,0,2,0,0.0,1.0,0.0,101.0,0.0,101.0,1.0,0,0,0.0
14035,1,0,32.0,7,6,4,4.571429,1.75,6,2,7,30.0,2.0,0.0,5,2,0,0.9375,0.0625,0.0,-28.0,-30.0,19.0,0.59375,5,5,5.0
14036,1,0,101.0,5,4,3,20.2,1.666667,15,1,15,12.0,70.0,19.0,1,2,2,0.118812,0.693069,0.188119,58.0,7.0,70.0,0.693069,1,1,1.0
14037,1,0,234.0,3,3,3,78.0,1.0,11,0,10,208.0,26.0,0.0,2,1,0,0.888889,0.111111,0.0,-182.0,-208.0,107.0,0.457265,0,0,0.0
14038,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14039,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14040,1,0,301.0,6,4,3,50.166667,2.0,7,12,18,0.0,1.0,300.0,0,1,5,0.0,0.003322,0.996678,1.0,300.0,192.0,0.637874,1,1,1.0
14041,1,0,201.0,6,4,4,33.5,1.5,16,0,15,4.0,79.0,118.0,1,3,2,0.0199,0.393035,0.587065,75.0,114.0,118.0,0.587065,0,3,8.0
14042,1,0,126.0,2,1,1,63.0,2.0,1,15,15,0.0,0.0,126.0,0,0,2,0.0,0.0,1.0,0.0,126.0,126.0,1.0,0,1,5.0
14043,1,0,406.0,9,6,3,45.111111,3.0,16,4,19,383.0,0.0,23.0,7,0,2,0.94335,0.0,0.05665,-383.0,-360.0,206.0,0.507389,1,2,6.0
14044,1,0,247.0,11,8,7,22.454545,1.571429,19,2,20,139.0,2.0,106.0,3,1,7,0.562753,0.008097,0.42915,-137.0,-33.0,101.0,0.408907,0,3,12.0
14045,1,0,367.0,14,9,7,26.214286,2.0,21,0,20,169.0,189.0,9.0,8,4,2,0.46049,0.514986,0.024523,20.0,-160.0,189.0,0.514986,0,2,4.0
14046,1,0,16.0,2,2,2,8.0,1.0,5,7,11,0.0,16.0,0.0,0,2,0,0.0,1.0,0.0,16.0,0.0,15.0,0.9375,1,1,1.0
14047,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0
14048,1,0,289.0,3,2,1,96.333333,3.0,1,9,9,0.0,289.0,0.0,0,3,0,0.0,1.0,0.0,289.0,0.0,289.0,1.0,0,1,4.0
14049,1,0,1.0,1,1,1,1.0,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0
14053,1,0,24.0,6,5,3,4.0,2.0,5,11,15,0.0,21.0,3.0,0,3,3,0.0,0.875,0.125,21.0,3.0,20.0,0.833333,5,5,5.0
14054,1,0,272.0,5,5,3,54.4,1.666667,8,2,9,151.0,121.0,0.0,2,3,0,0.555147,0.444853,0.0,-30.0,-151.0,145.0,0.533088,0,1,2.0
14055,1,0,249.0,3,2,1,83.0,3.0,1,20,20,0.0,0.0,249.0,0,0,3,0.0,0.0,1.0,0.0,249.0,249.0,1.0,1,1,1.0
14056,1,0,184.0,3,2,3,61.333333,1.0,4,0,3,184.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-184.0,-184.0,78.0,0.423913,0,0,0.0
14057,1,0,134.0,4,3,2,33.5,2.0,16,3,18,35.0,0.0,99.0,2,0,2,0.261194,0.0,0.738806,-35.0,64.0,99.0,0.738806,0,0,0.0
14058,1,0,102.0,7,5,5,14.571429,1.4,14,4,17,3.0,75.0,24.0,3,2,2,0.029412,0.735294,0.235294,72.0,21.0,57.0,0.558824,3,4,8.0
14059,1,0,159.0,3,3,2,53.0,1.5,9,11,19,0.0,91.0,68.0,0,2,1,0.0,0.572327,0.427673,91.0,68.0,91.0,0.572327,1,1,1.0
14060,1,0,65.0,4,2,2,16.25,2.0,2,8,9,0.0,65.0,0.0,0,4,0,0.0,1.0,0.0,65.0,0.0,51.0,0.784615,1,1,1.0
14061,1,0,417.0,6,6,4,69.5,1.5,8,13,20,0.0,270.0,147.0,0,3,3,0.0,0.647482,0.352518,270.0,147.0,270.0,0.647482,0,0,0.0
14062,1,0,630.0,8,8,7,78.75,1.142857,20,0,19,138.0,387.0,105.0,3,3,2,0.219048,0.614286,0.166667,249.0,-33.0,136.0,0.215873,3,3,3.0
14063,1,0,215.0,3,3,1,71.666667,3.0,1,6,6,215.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-215.0,-215.0,215.0,1.0,1,1,1.0
14064,1,0,557.0,12,8,10,46.416667,1.2,19,0,18,297.0,179.0,81.0,4,6,2,0.533214,0.321364,0.145422,-118.0,-216.0,128.0,0.229803,2,3,7.0
14065,1,0,11.0,3,3,1,3.666667,3.0,1,15,15,0.0,0.0,11.0,0,0,3,0.0,0.0,1.0,0.0,11.0,11.0,1.0,1,2,3.0
14066,1,0,2.0,1,1,1,2.0,1.0,1,19,19,0.0,0.0,2.0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,1,2.0
14067,1,0,408.0,6,2,2,68.0,3.0,2,11,12,0.0,408.0,0.0,0,6,0,0.0,1.0,0.0,408.0,0.0,238.0,0.583333,0,2,6.0
