membership_row_id,w1_4_has_watch_obs,w1_4_no_watch_obs_flag,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_sessions_per_active_day,w1_4_active_span_days,w1_4_first_watch_rel_day,w1_4_last_watch_rel_day,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week3_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w1_watch_time,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week4_ratio,w1_4_w4_minus_w1_watch_time,w1_4_w4_minus_w3_watch_time
11103,1,0,521.0,11,9,9,47.363636,1.222222,15,7,21,0.0,287.0,195.0,0,6,4,0.0,0.550864,0.37428,287.0,195.0,149.0,0.285988,0,1,3.0,39.0,1,0.074856,39.0,-156.0
11104,1,0,539.0,23,11,10,23.434783,2.3,13,8,20,0.0,203.0,336.0,0,10,13,0.0,0.376623,0.623377,203.0,336.0,127.0,0.235622,2,4,7.0,0.0,0,0.0,0.0,-336.0
11105,1,0,89.0,4,4,4,22.25,1.0,22,0,21,81.0,0.0,7.0,1,0,2,0.910112,0.0,0.078652,-81.0,-74.0,81.0,0.910112,2,2,2.0,1.0,1,0.011236,-80.0,-6.0
11106,1,0,493.0,5,5,3,98.6,1.666667,13,3,15,320.0,47.0,126.0,2,2,1,0.649087,0.095335,0.255578,-273.0,-194.0,320.0,0.649087,0,1,4.0,0.0,0,0.0,-320.0,-126.0
11107,1,0,200.0,8,6,3,25.0,2.666667,11,1,11,32.0,168.0,0.0,4,4,0,0.16,0.84,0.0,136.0,-32.0,98.0,0.49,2,5,9.0,0.0,0,0.0,-32.0,0.0
11108,1,0,101.0,6,6,4,16.833333,1.5,19,3,21,6.0,11.0,61.0,1,2,1,0.059406,0.108911,0.60396,5.0,55.0,61.0,0.60396,0,1,5.0,23.0,2,0.227723,17.0,-38.0
11109,1,0,375.0,5,3,3,75.0,1.666667,21,0,20,273.0,0.0,102.0,3,0,2,0.728,0.0,0.272,-273.0,-171.0,157.0,0.418667,2,2,2.0,0.0,0,0.0,-273.0,-102.0
11110,1,0,568.0,15,6,11,37.866667,1.363636,21,0,20,126.0,317.0,125.0,3,8,4,0.221831,0.558099,0.22007,191.0,-1.0,119.0,0.209507,0,0,0.0,0.0,0,0.0,-126.0,-125.0
11111,1,0,79.0,4,4,4,19.75,1.0,20,0,19,22.0,55.0,2.0,1,1,2,0.278481,0.696203,0.025316,33.0,-20.0,55.0,0.696203,2,2,2.0,0.0,0,0.0,-22.0,-2.0
11112,1,0,2.0,1,1,1,2.0,1.0,1,15,15,0.0,0.0,2.0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0.0,-2.0
11113,1,0,1.0,1,1,1,1.0,1.0,1,24,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0
11114,1,0,349.0,13,8,8,26.846154,1.625,19,1,19,228.0,41.0,80.0,7,2,4,0.653295,0.117479,0.229226,-187.0,-148.0,137.0,0.39255,1,2,5.0,0.0,0,0.0,-228.0,-80.0
11115,1,0,194.0,3,2,2,64.666667,1.5,4,4,7,104.0,90.0,0.0,1,2,0,0.536082,0.463918,0.0,-14.0,-104.0,104.0,0.536082,1,1,1.0,0.0,0,0.0,-104.0,0.0
11116,1,0,92.0,1,1,1,92.0,1.0,1,8,8,0.0,92.0,0.0,0,1,0,0.0,1.0,0.0,92.0,0.0,92.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
11117,1,0,71.0,1,1,1,71.0,1.0,1,24,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,0,0,0.0,71.0,1,1.0,71.0,71.0
11118,1,0,2.0,2,2,2,1.0,1.0,7,8,14,0.0,1.0,1.0,0,1,1,0.0,0.5,0.5,1.0,1.0,1.0,0.5,2,2,2.0,0.0,0,0.0,0.0,-1.0
11119,1,0,463.0,7,5,4,66.142857,1.75,8,10,17,0.0,352.0,111.0,0,5,2,0.0,0.760259,0.239741,352.0,111.0,205.0,0.442765,2,2,2.0,0.0,0,0.0,0.0,-111.0
11120,1,0,110.0,2,1,1,55.0,2.0,1,16,16,0.0,0.0,110.0,0,0,2,0.0,0.0,1.0,0.0,110.0,110.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-110.0
11121,1,0,300.0,6,6,4,50.0,1.5,16,3,18,261.0,36.0,3.0,3,1,2,0.87,0.12,0.01,-225.0,-258.0,261.0,0.87,2,3,4.0,0.0,0,0.0,-261.0,-3.0
11122,1,0,3.0,1,1,1,3.0,1.0,1,5,5,3.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-3.0,-3.0,3.0,1.0,0,1,3.0,0.0,0,0.0,-3.0,0.0
11123,1,0,713.0,15,10,9,47.533333,1.666667,17,4,20,132.0,145.0,436.0,3,3,9,0.185133,0.203366,0.611501,13.0,304.0,154.0,0.215989,0,0,0.0,0.0,0,0.0,-132.0,-436.0
11124,1,0,80.0,8,2,6,10.0,1.333333,6,7,12,0.0,80.0,0.0,0,8,0,0.0,1.0,0.0,80.0,0.0,28.0,0.35,0,2,5.0,0.0,0,0.0,0.0,0.0
11125,1,0,86.0,5,5,4,17.2,1.25,5,12,16,0.0,56.0,30.0,0,3,2,0.0,0.651163,0.348837,56.0,30.0,32.0,0.372093,0,1,4.0,0.0,0,0.0,0.0,-30.0
11126,1,0,111.0,4,3,3,27.75,1.333333,7,10,16,0.0,3.0,108.0,0,1,3,0.0,0.027027,0.972973,3.0,108.0,75.0,0.675676,0,2,6.0,0.0,0,0.0,0.0,-108.0
11127,1,0,174.0,10,4,6,17.4,1.666667,20,2,21,144.0,28.0,0.0,6,3,0,0.827586,0.16092,0.0,-116.0,-144.0,98.0,0.563218,0,3,7.0,2.0,1,0.011494,-142.0,2.0
11128,1,0,150.0,4,3,3,37.5,1.333333,7,10,16,0.0,1.0,149.0,0,1,3,0.0,0.006667,0.993333,1.0,149.0,107.0,0.713333,2,2,2.0,0.0,0,0.0,0.0,-149.0
11129,1,0,122.0,1,1,1,122.0,1.0,1,11,11,0.0,122.0,0.0,0,1,0,0.0,1.0,0.0,122.0,0.0,122.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
11130,1,0,685.0,20,10,11,34.25,1.818182,21,1,21,385.0,257.0,35.0,8,7,3,0.562044,0.375182,0.051095,-128.0,-350.0,150.0,0.218978,1,6,18.0,8.0,2,0.011679,-377.0,-27.0
11131,1,0,11.0,2,1,1,5.5,2.0,1,25,25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1,1,1.0,11.0,2,1.0,11.0,11.0
11132,1,0,281.0,6,5,4,46.833333,1.5,17,5,21,96.0,109.0,1.0,1,2,1,0.341637,0.3879,0.003559,13.0,-95.0,109.0,0.3879,2,3,4.0,75.0,2,0.266904,-21.0,74.0
11133,1,0,418.0,13,10,6,32.153846,2.166667,15,7,21,0.0,167.0,149.0,0,6,5,0.0,0.399522,0.356459,167.0,149.0,110.0,0.263158,6,8,13.0,102.0,2,0.244019,102.0,-47.0
11134,1,0,8.0,5,2,1,1.6,5.0,1,13,13,0.0,8.0,0.0,0,5,0,0.0,1.0,0.0,8.0,0.0,8.0,1.0,2,5,8.0,0.0,0,0.0,0.0,0.0
11135,1,0,574.0,15,11,6,38.266667,2.5,22,1,22,72.0,118.0,231.0,3,4,4,0.125436,0.205575,0.402439,46.0,159.0,154.0,0.268293,1,2,3.0,153.0,4,0.266551,81.0,-78.0
11136,1,0,147.0,3,2,3,49.0,1.0,17,2,18,1.0,0.0,146.0,1,0,2,0.006803,0.0,0.993197,-1.0,145.0,90.0,0.612245,1,1,1.0,0.0,0,0.0,-1.0,-146.0
11137,1,0,846.0,9,8,4,94.0,2.25,12,10,21,0.0,171.0,475.0,0,2,6,0.0,0.202128,0.561466,171.0,475.0,275.0,0.325059,0,0,0.0,200.0,1,0.236407,200.0,-275.0
11138,1,0,967.0,9,9,3,107.444444,3.0,14,6,19,583.0,286.0,98.0,5,3,1,0.602896,0.29576,0.101344,-297.0,-485.0,583.0,0.602896,0,0,0.0,0.0,0,0.0,-583.0,-98.0
11139,1,0,107.0,4,4,3,26.75,1.333333,13,0,12,61.0,46.0,0.0,2,2,0,0.570093,0.429907,0.0,-15.0,-61.0,61.0,0.570093,1,2,3.0,0.0,0,0.0,-61.0,0.0
11140,1,0,23.0,1,1,1,23.0,1.0,1,18,18,0.0,0.0,23.0,0,0,1,0.0,0.0,1.0,0.0,23.0,23.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-23.0
11141,1,0,355.0,6,4,3,59.166667,2.0,15,3,17,100.0,131.0,124.0,2,2,2,0.28169,0.369014,0.349296,31.0,24.0,131.0,0.369014,3,3,3.0,0.0,0,0.0,-100.0,-124.0
11142,1,0,212.0,3,3,3,70.666667,1.0,9,8,16,0.0,12.0,200.0,0,2,1,0.0,0.056604,0.943396,12.0,200.0,200.0,0.943396,0,1,2.0,0.0,0,0.0,0.0,-200.0
11143,1,0,204.0,15,10,7,13.6,2.142857,25,3,27,73.0,1.0,0.0,8,1,0,0.357843,0.004902,0.0,-72.0,-73.0,62.0,0.303922,3,7,17.0,130.0,6,0.637255,57.0,130.0
11144,1,0,417.0,9,8,4,46.333333,2.25,20,2,21,264.0,54.0,0.0,7,1,0,0.633094,0.129496,0.0,-210.0,-264.0,215.0,0.515588,2,4,9.0,99.0,1,0.23741,-165.0,99.0
11145,1,0,884.0,15,10,6,58.933333,2.5,20,0,19,299.0,111.0,474.0,4,1,10,0.338235,0.125566,0.536199,-188.0,175.0,257.0,0.290724,3,6,10.0,0.0,0,0.0,-299.0,-474.0
11146,1,0,739.0,9,9,6,82.111111,1.5,22,3,24,395.0,217.0,7.0,3,3,2,0.534506,0.29364,0.009472,-178.0,-388.0,260.0,0.351827,0,3,9.0,120.0,1,0.162382,-275.0,113.0
11147,1,0,421.0,6,5,6,70.166667,1.0,19,1,19,88.0,25.0,308.0,1,1,4,0.209026,0.059382,0.731591,-63.0,220.0,122.0,0.289786,0,0,0.0,0.0,0,0.0,-88.0,-308.0
11148,1,0,124.0,1,1,1,124.0,1.0,1,2,2,124.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-124.0,-124.0,124.0,1.0,0,0,0.0,0.0,0,0.0,-124.0,0.0
11149,1,0,17.0,2,1,1,8.5,2.0,1,1,1,17.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-17.0,-17.0,17.0,1.0,0,1,3.0,0.0,0,0.0,-17.0,0.0
11150,1,0,95.0,3,1,2,31.666667,1.5,4,0,3,95.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-95.0,-95.0,67.0,0.705263,0,0,0.0,0.0,0,0.0,-95.0,0.0
11151,1,0,274.0,6,6,4,45.666667,1.5,10,2,11,243.0,31.0,0.0,4,2,0,0.886861,0.113139,0.0,-212.0,-243.0,119.0,0.434307,0,0,0.0,0.0,0,0.0,-243.0,0.0
11152,1,0,664.0,12,9,2,55.333333,6.0,2,6,7,427.0,237.0,0.0,6,6,0,0.643072,0.356928,0.0,-190.0,-427.0,427.0,0.643072,2,3,4.0,0.0,0,0.0,-427.0,0.0
11153,1,0,143.0,2,1,1,71.5,2.0,1,0,0,143.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-143.0,-143.0,143.0,1.0,1,1,1.0,0.0,0,0.0,-143.0,0.0
11154,1,0,227.0,6,5,4,37.833333,1.5,18,0,17,17.0,30.0,180.0,1,2,3,0.07489,0.132159,0.792952,13.0,163.0,180.0,0.792952,1,1,1.0,0.0,0,0.0,-17.0,-180.0
11155,1,0,165.0,4,4,2,41.25,2.0,11,3,13,1.0,164.0,0.0,1,3,0,0.006061,0.993939,0.0,163.0,-1.0,164.0,0.993939,2,2,2.0,0.0,0,0.0,-1.0,0.0
11156,1,0,436.0,5,3,2,87.2,2.5,2,7,8,0.0,436.0,0.0,0,5,0,0.0,1.0,0.0,436.0,0.0,384.0,0.880734,1,1,1.0,0.0,0,0.0,0.0,0.0
11157,1,0,457.0,6,6,5,76.166667,1.2,10,3,12,103.0,354.0,0.0,2,4,0,0.225383,0.774617,0.0,251.0,-103.0,138.0,0.301969,0,0,0.0,0.0,0,0.0,-103.0,0.0
11158,1,0,93.0,3,1,2,31.0,1.5,2,6,7,51.0,42.0,0.0,1,2,0,0.548387,0.451613,0.0,-9.0,-51.0,51.0,0.548387,0,0,0.0,0.0,0,0.0,-51.0,0.0
11159,1,0,5.0,1,1,1,5.0,1.0,1,1,1,5.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-5.0,-5.0,5.0,1.0,0,1,5.0,0.0,0,0.0,-5.0,0.0
11160,1,0,140.0,6,4,3,23.333333,2.0,16,1,16,33.0,0.0,107.0,4,0,2,0.235714,0.0,0.764286,-33.0,74.0,106.0,0.757143,3,3,3.0,0.0,0,0.0,-33.0,-107.0
11161,1,0,2.0,2,1,1,1.0,2.0,1,26,26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,2,2.0,2.0,2,1.0,2.0,2.0
11162,1,0,188.0,8,7,7,23.5,1.142857,22,0,21,2.0,95.0,90.0,2,3,2,0.010638,0.505319,0.478723,93.0,88.0,94.0,0.5,6,6,6.0,1.0,1,0.005319,-1.0,-89.0
11163,1,0,237.0,6,3,5,39.5,1.2,7,1,7,231.0,6.0,0.0,5,1,0,0.974684,0.025316,0.0,-225.0,-231.0,108.0,0.455696,1,1,1.0,0.0,0,0.0,-231.0,0.0
11164,1,0,1.0,1,1,1,1.0,1.0,1,21,21,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0
11165,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
11166,1,0,3.0,3,3,3,1.0,1.0,16,2,17,1.0,1.0,1.0,1,1,1,0.333333,0.333333,0.333333,0.0,0.0,1.0,0.333333,3,3,3.0,0.0,0,0.0,-1.0,-1.0
11167,1,0,388.0,8,5,3,48.5,2.666667,4,10,13,0.0,388.0,0.0,0,8,0,0.0,1.0,0.0,388.0,0.0,178.0,0.458763,1,2,4.0,0.0,0,0.0,0.0,0.0
11168,1,0,21.0,1,1,1,21.0,1.0,1,0,0,21.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-21.0,-21.0,21.0,1.0,0,0,0.0,0.0,0,0.0,-21.0,0.0
11169,1,0,40.0,8,8,3,5.0,2.666667,14,8,21,0.0,1.0,1.0,0,1,1,0.0,0.025,0.025,1.0,1.0,38.0,0.95,4,6,11.0,38.0,6,0.95,38.0,37.0
11170,1,0,989.0,20,16,5,49.45,4.0,15,7,21,0.0,336.0,102.0,0,7,2,0.0,0.339737,0.103134,336.0,102.0,551.0,0.557128,3,4,6.0,551.0,11,0.557128,551.0,449.0
11171,1,0,3.0,2,2,2,1.5,1.0,9,3,11,1.0,2.0,0.0,1,1,0,0.333333,0.666667,0.0,1.0,-1.0,2.0,0.666667,1,2,3.0,0.0,0,0.0,-1.0,0.0
11172,1,0,884.0,19,11,6,46.526316,3.166667,7,2,8,633.0,251.0,0.0,11,8,0,0.716063,0.283937,0.0,-382.0,-633.0,267.0,0.302036,7,7,7.0,0.0,0,0.0,-633.0,0.0
11173,1,0,1.0,1,1,1,1.0,1.0,1,27,27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0
11174,1,0,365.0,5,5,3,73.0,1.666667,8,4,11,361.0,4.0,0.0,4,1,0,0.989041,0.010959,0.0,-357.0,-361.0,252.0,0.690411,1,2,5.0,0.0,0,0.0,-361.0,0.0
11175,1,0,77.0,2,1,1,38.5,2.0,1,18,18,0.0,0.0,77.0,0,0,2,0.0,0.0,1.0,0.0,77.0,77.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-77.0
11176,1,0,274.0,8,7,2,34.25,4.0,4,13,16,0.0,268.0,6.0,0,5,3,0.0,0.978102,0.021898,268.0,6.0,268.0,0.978102,3,4,7.0,0.0,0,0.0,0.0,-6.0
11177,1,0,590.0,8,6,7,73.75,1.142857,13,5,17,197.0,225.0,168.0,2,4,2,0.333898,0.381356,0.284746,28.0,-29.0,188.0,0.318644,0,1,3.0,0.0,0,0.0,-197.0,-168.0
11178,1,0,212.0,8,5,2,26.5,4.0,8,13,20,0.0,208.0,4.0,0,7,1,0.0,0.981132,0.018868,208.0,4.0,208.0,0.981132,3,4,7.0,0.0,0,0.0,0.0,-4.0
11179,1,0,251.0,2,2,2,125.5,1.0,21,0,20,123.0,0.0,128.0,1,0,1,0.49004,0.0,0.50996,-123.0,5.0,128.0,0.50996,0,0,0.0,0.0,0,0.0,-123.0,-128.0
11180,1,0,130.0,3,3,3,43.333333,1.0,10,2,11,123.0,7.0,0.0,2,1,0,0.946154,0.053846,0.0,-116.0,-123.0,107.0,0.823077,0,0,0.0,0.0,0,0.0,-123.0,0.0
11181,1,0,450.0,14,7,8,32.142857,1.75,17,0,16,283.0,112.0,55.0,8,3,3,0.628889,0.248889,0.122222,-171.0,-228.0,140.0,0.311111,3,3,3.0,0.0,0,0.0,-283.0,-55.0
11182,1,0,227.0,6,4,2,37.833333,3.0,4,18,21,0.0,0.0,204.0,0,0,5,0.0,0.0,0.898678,0.0,204.0,204.0,0.898678,2,3,5.0,23.0,1,0.101322,23.0,-181.0
11183,1,0,83.0,4,1,4,20.75,1.0,15,2,16,29.0,52.0,2.0,1,2,1,0.349398,0.626506,0.024096,23.0,-27.0,32.0,0.385542,0,1,2.0,0.0,0,0.0,-29.0,-2.0
11184,1,0,183.0,4,1,3,45.75,1.333333,3,8,10,0.0,183.0,0.0,0,4,0,0.0,1.0,0.0,183.0,0.0,92.0,0.502732,1,1,1.0,0.0,0,0.0,0.0,0.0
11185,1,0,4.0,1,1,1,4.0,1.0,1,8,8,0.0,4.0,0.0,0,1,0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0,1,4.0,0.0,0,0.0,0.0,0.0
11186,1,0,11.0,6,4,1,1.833333,6.0,1,10,10,0.0,11.0,0.0,0,6,0,0.0,1.0,0.0,11.0,0.0,11.0,1.0,2,6,11.0,0.0,0,0.0,0.0,0.0
11187,1,0,12.0,3,3,3,4.0,1.0,4,18,21,0.0,0.0,9.0,0,0,2,0.0,0.0,0.75,0.0,9.0,5.0,0.416667,0,3,12.0,3.0,1,0.25,3.0,-6.0
11188,1,0,208.0,4,4,3,52.0,1.333333,14,0,13,86.0,122.0,0.0,1,3,0,0.413462,0.586538,0.0,36.0,-86.0,116.0,0.557692,0,2,6.0,0.0,0,0.0,-86.0,0.0
11189,1,0,914.0,11,10,7,83.090909,1.571429,13,4,16,338.0,407.0,169.0,3,5,3,0.369803,0.445295,0.184902,69.0,-169.0,226.0,0.247265,1,1,1.0,0.0,0,0.0,-338.0,-169.0
11190,1,0,118.0,2,2,1,59.0,2.0,1,3,3,118.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-118.0,-118.0,118.0,1.0,1,1,1.0,0.0,0,0.0,-118.0,0.0
11191,1,0,1.0,1,1,1,1.0,1.0,1,15,15,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-1.0
11192,1,0,71.0,6,3,5,11.833333,1.2,17,5,21,4.0,0.0,43.0,2,0,3,0.056338,0.0,0.605634,-4.0,39.0,26.0,0.366197,1,3,9.0,24.0,1,0.338028,20.0,-19.0
11193,1,0,142.0,1,1,1,142.0,1.0,1,11,11,0.0,142.0,0.0,0,1,0,0.0,1.0,0.0,142.0,0.0,142.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
11194,1,0,341.0,14,9,5,24.357143,2.8,12,7,18,0.0,206.0,135.0,0,8,6,0.0,0.604106,0.395894,206.0,135.0,122.0,0.357771,2,4,10.0,0.0,0,0.0,0.0,-135.0
11195,1,0,10.0,5,5,2,2.0,2.5,4,3,6,10.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-10.0,-10.0,9.0,0.9,4,4,4.0,0.0,0,0.0,-10.0,0.0
11196,1,0,348.0,5,5,5,69.6,1.0,21,1,21,218.0,2.0,40.0,2,1,1,0.626437,0.005747,0.114943,-216.0,-178.0,114.0,0.327586,0,1,2.0,88.0,1,0.252874,-130.0,48.0
11197,1,0,57.0,2,1,1,28.5,2.0,1,21,21,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,1,1,1.0,57.0,2,1.0,57.0,57.0
11198,1,0,769.0,9,8,7,85.444444,1.285714,21,0,20,299.0,118.0,352.0,4,1,4,0.388817,0.153446,0.457737,-181.0,53.0,164.0,0.213264,0,1,2.0,0.0,0,0.0,-299.0,-352.0
11199,1,0,20.0,6,5,4,3.333333,1.5,13,4,16,1.0,1.0,18.0,1,1,4,0.05,0.05,0.9,0.0,17.0,17.0,0.85,4,5,7.0,0.0,0,0.0,-1.0,-18.0
11200,1,0,194.0,4,4,2,48.5,2.0,15,7,21,0.0,119.0,0.0,0,3,0,0.0,0.613402,0.0,119.0,0.0,119.0,0.613402,0,2,7.0,75.0,1,0.386598,75.0,75.0
11201,1,0,143.0,7,6,6,20.428571,1.166667,20,0,19,127.0,0.0,16.0,6,0,1,0.888112,0.0,0.111888,-127.0,-111.0,67.0,0.468531,0,2,8.0,0.0,0,0.0,-127.0,-16.0
11202,1,0,277.0,11,7,5,25.181818,2.2,16,6,21,4.0,171.0,0.0,1,8,0,0.01444,0.617329,0.0,167.0,-4.0,166.0,0.599278,3,5,10.0,102.0,2,0.368231,98.0,102.0
11203,1,0,224.0,2,2,2,112.0,1.0,21,1,21,76.0,0.0,0.0,1,0,0,0.339286,0.0,0.0,-76.0,-76.0,148.0,0.660714,0,0,0.0,148.0,1,0.660714,72.0,148.0
11204,1,0,236.0,6,5,4,39.333333,1.5,9,7,15,0.0,229.0,7.0,0,4,2,0.0,0.970339,0.029661,229.0,7.0,119.0,0.504237,3,3,3.0,0.0,0,0.0,0.0,-7.0
11205,1,0,210.0,8,5,4,26.25,2.0,16,4,19,35.0,100.0,75.0,1,2,5,0.166667,0.47619,0.357143,65.0,40.0,100.0,0.47619,5,5,5.0,0.0,0,0.0,-35.0,-75.0
11206,1,0,107.0,3,3,3,35.666667,1.0,13,9,21,0.0,90.0,0.0,0,2,0,0.0,0.841121,0.0,90.0,0.0,86.0,0.803738,0,1,4.0,17.0,1,0.158879,17.0,17.0
11207,1,0,478.0,12,6,8,39.833333,1.5,22,0,21,239.0,102.0,35.0,3,4,1,0.5,0.213389,0.073222,-137.0,-204.0,127.0,0.26569,3,4,8.0,102.0,4,0.213389,-137.0,67.0
11208,1,0,4.0,3,2,2,1.333333,1.5,2,10,11,0.0,4.0,0.0,0,3,0,0.0,1.0,0.0,4.0,0.0,2.0,0.5,2,3,4.0,0.0,0,0.0,0.0,0.0
11209,1,0,196.0,2,2,2,98.0,1.0,15,0,14,96.0,0.0,100.0,1,0,1,0.489796,0.0,0.510204,-96.0,4.0,100.0,0.510204,0,0,0.0,0.0,0,0.0,-96.0,-100.0
11210,1,0,191.0,3,1,3,63.666667,1.0,18,0,17,181.0,0.0,10.0,2,0,1,0.947644,0.0,0.052356,-181.0,-171.0,91.0,0.47644,0,0,0.0,0.0,0,0.0,-181.0,-10.0
11211,1,0,490.0,7,6,5,70.0,1.4,15,1,15,375.0,114.0,1.0,4,2,1,0.765306,0.232653,0.002041,-261.0,-374.0,225.0,0.459184,1,1,1.0,0.0,0,0.0,-375.0,-1.0
11212,1,0,215.0,5,4,4,43.0,1.25,13,4,16,1.0,21.0,193.0,1,1,3,0.004651,0.097674,0.897674,20.0,192.0,109.0,0.506977,1,1,1.0,0.0,0,0.0,-1.0,-193.0
11213,1,0,279.0,8,7,6,34.875,1.333333,17,0,16,229.0,0.0,50.0,7,0,1,0.820789,0.0,0.179211,-229.0,-179.0,94.0,0.336918,0,1,5.0,0.0,0,0.0,-229.0,-50.0
11214,1,0,179.0,12,11,6,14.916667,2.0,15,0,14,87.0,68.0,24.0,6,4,2,0.486034,0.379888,0.134078,-19.0,-63.0,49.0,0.273743,0,1,4.0,0.0,0,0.0,-87.0,-24.0
11215,1,0,2.0,1,1,1,2.0,1.0,1,14,14,0.0,0.0,2.0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0.0,-2.0
11216,1,0,114.0,16,11,5,7.125,3.2,18,2,19,21.0,55.0,38.0,2,10,4,0.184211,0.482456,0.333333,34.0,17.0,38.0,0.333333,1,6,18.0,0.0,0,0.0,-21.0,-38.0
11217,1,0,141.0,3,2,2,47.0,1.5,6,3,8,118.0,23.0,0.0,2,1,0,0.836879,0.163121,0.0,-95.0,-118.0,118.0,0.836879,0,0,0.0,0.0,0,0.0,-118.0,0.0
11218,1,0,81.0,10,4,2,8.1,5.0,2,16,17,0.0,0.0,81.0,0,0,10,0.0,0.0,1.0,0.0,81.0,62.0,0.765432,2,9,22.0,0.0,0,0.0,0.0,-81.0
11219,1,0,135.0,4,4,3,33.75,1.333333,7,0,6,135.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-135.0,-135.0,77.0,0.57037,2,2,2.0,0.0,0,0.0,-135.0,0.0
11220,1,0,1.0,1,1,1,1.0,1.0,1,2,2,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
11221,1,0,638.0,11,8,7,58.0,1.571429,22,0,21,85.0,402.0,43.0,2,7,1,0.133229,0.630094,0.067398,317.0,-42.0,182.0,0.285266,0,2,6.0,108.0,1,0.169279,23.0,65.0
11222,1,0,1.0,1,1,1,1.0,1.0,1,8,8,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,0.0
11223,1,0,361.0,5,5,3,72.2,1.666667,5,15,19,0.0,0.0,361.0,0,0,5,0.0,0.0,1.0,0.0,361.0,203.0,0.562327,0,1,3.0,0.0,0,0.0,0.0,-361.0
11224,1,0,1247.0,19,17,11,65.631579,1.727273,20,0,19,632.0,530.0,85.0,8,7,4,0.506816,0.42502,0.068164,-102.0,-547.0,184.0,0.147554,3,5,12.0,0.0,0,0.0,-632.0,-85.0
11225,1,0,179.0,4,1,3,44.75,1.333333,6,4,9,162.0,17.0,0.0,3,1,0,0.905028,0.094972,0.0,-145.0,-162.0,91.0,0.50838,0,0,0.0,0.0,0,0.0,-162.0,0.0
11226,1,0,297.0,7,7,4,42.428571,1.75,12,2,13,103.0,194.0,0.0,3,4,0,0.346801,0.653199,0.0,91.0,-103.0,138.0,0.464646,2,3,5.0,0.0,0,0.0,-103.0,0.0
11227,1,0,604.0,9,9,7,67.111111,1.285714,16,3,18,67.0,317.0,220.0,1,4,4,0.110927,0.524834,0.364238,250.0,153.0,133.0,0.220199,0,1,3.0,0.0,0,0.0,-67.0,-220.0
