variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
is_only_w3,is_only_w3_A_reg_0_6_7_13_14_20_session_only,only w3 has session count > 0,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,A_reg_0_6_7_13_14_20,,,both NaN treated as match,23343,23320,23,0.999014693912522,1.0,0.0009853060874780448,"USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0","USER_KEY=b7c2e0ba1b2f17769d882e460abd5371155e1ff30e4064fe248b7e8bf..., master=0.0, candidate=1","USER_KEY=51114f7359992ecf5c70f08e63cbc1b450779dcdb874723aa7cd75681..., master=1.0, candidate=0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=1.0, candidate=0 | USER_KEY=b7c2e0ba1b2f17769d882e460abd5371155e1ff30e4064fe248b7e8bf..., master=0.0, candidate=1 | USER_KEY=51114f7359992ecf5c70f08e63cbc1b450779dcdb874723aa7cd75681..., master=1.0, candidate=0",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_over_w1_zero_zero,w2_over_w1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1,zero,both NaN treated as match,23343,16244,7099,0.6958831341301461,815.0,2.521148067774535,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1888111888111887","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=213.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1888111888111887 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=213.0",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_over_w1_zero_nan,w2_over_w1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1,nan,both NaN treated as match,23343,8220,15123,0.3521398277856317,815.0,3.5564776385313666,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1888111888111887","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=NaN","USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0 | USER_KEY=482a8174f937ec686cfed3dd029604b33df40d4d7616a7e9c985fb6b1..., value=7.5 | USER_KEY=0cdfedd59da0d83ad70c0083b12865f0cd414ac189f27872ca1ff6bb0..., value=0.2806122448979591","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1888111888111887 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=NaN",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_over_w1_plus_1_zero_zero,w2_over_w1_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1_plus_1,zero,both NaN treated as match,23343,8018,15325,0.34348626997386794,3219.0,28.769215437611884,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.173611111111111","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=129.0","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.173611111111111 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=129.0",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_over_w1_plus_1_zero_nan,w2_over_w1_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1_plus_1,nan,both NaN treated as match,23343,8018,15325,0.34348626997386794,3219.0,28.769215437611884,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.173611111111111","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=129.0","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.173611111111111 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=129.0",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_plus_1_over_w1_plus_1_zero_zero,w2_plus_1_over_w1_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1_plus_1,zero,both NaN treated as match,23343,56,23287,0.0023990061260335004,3220.0,29.14710990173573,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1805555555555554","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.2","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0","USER_KEY=dc625dd18f75536e31ccd6b0894e575979ba54faa7bc305b57f0fbc4d..., value=1.0 | USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., value=1.0 | USER_KEY=2e58cd978927b443256cdde999de4c38ac518a4d7b725ce723273d619..., value=1.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1805555555555554 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.2 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0",False,False,,both_nan_match,,
retention_w2_ratio,retention_w2_ratio_B_reg_1_7_8_14_15_21_w2_plus_1_over_w1_plus_1_zero_nan,w2_plus_1_over_w1_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w1_plus_1,nan,both NaN treated as match,23343,56,23287,0.0023990061260335004,3220.0,29.14710990173573,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1805555555555554","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.2","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0","USER_KEY=dc625dd18f75536e31ccd6b0894e575979ba54faa7bc305b57f0fbc4d..., value=1.0 | USER_KEY=ce962b7194125bd79215e2726f8dbae59781c83bbc748896b9ff9dfdb..., value=1.0 | USER_KEY=2e58cd978927b443256cdde999de4c38ac518a4d7b725ce723273d619..., value=1.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.638743455497382, candidate=2.1805555555555554 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.3333333333333333, candidate=0.2 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=130.0",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_over_w2_zero_zero,w3_over_w2; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2,zero,both NaN treated as match,23343,8091,15252,0.3466135458167331,984.0,3.8894629825644387,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04472843450479233","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.3051643192488263","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2857142857142856","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04472843450479233 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.3051643192488263 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2857142857142856",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_over_w2_zero_nan,w3_over_w2; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2,nan,both NaN treated as match,23343,3809,19534,0.16317525596538576,984.0,5.938722109265189,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04472843450479233","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=NaN","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=NaN","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=60881ae7798e9a1496e8e524b9291a6a4b0dab2f0e67a90772097ca82..., value=0.0 | USER_KEY=482a8174f937ec686cfed3dd029604b33df40d4d7616a7e9c985fb6b1..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04472843450479233 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=NaN | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., master=0.0, candidate=NaN",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_over_w2_plus_1_zero_zero,w3_over_w2_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2_plus_1,zero,both NaN treated as match,23343,7819,15524,0.3349612303474275,2127.0,29.13055971505601,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.044585987261146494","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2564102564102564","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.044585987261146494 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2564102564102564",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_over_w2_plus_1_zero_nan,w3_over_w2_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2_plus_1,nan,both NaN treated as match,23343,7819,15524,0.3349612303474275,2127.0,29.13055971505601,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.044585987261146494","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2564102564102564","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.044585987261146494 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.5650406504065041, candidate=1.2990654205607477 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=0.6159420289855072, candidate=2.2564102564102564",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_plus_1_over_w2_plus_1_zero_zero,w3_plus_1_over_w2_plus_1; denominator zero policy=zero,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2_plus_1,zero,both NaN treated as match,23343,14,23329,0.0005997515315083751,2128.0,29.531000577612897,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04777070063694268","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=1.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693","USER_KEY=95a6ec5f47e59741d9dadc4b6d9609b230c3142d72fd181d26bc9e1aa..., value=0.0047846889952153 | USER_KEY=b02ec1d0ef720fa75627c708c4ed97411b378b997faa5b581e8fae2ef..., value=0.01 | USER_KEY=39c711bc846d0e72a2cf09b4de00e561a4e93fcea59341f5c2caccd78..., value=0.0625","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04777070063694268 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693",False,False,,both_nan_match,,
retention_w3_ratio,retention_w3_ratio_B_reg_1_7_8_14_15_21_w3_plus_1_over_w2_plus_1_zero_nan,w3_plus_1_over_w2_plus_1; denominator zero policy=nan,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,w2_plus_1,nan,both NaN treated as match,23343,14,23329,0.0005997515315083751,2128.0,29.531000577612897,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04777070063694268","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=1.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693","USER_KEY=95a6ec5f47e59741d9dadc4b6d9609b230c3142d72fd181d26bc9e1aa..., value=0.0047846889952153 | USER_KEY=b02ec1d0ef720fa75627c708c4ed97411b378b997faa5b581e8fae2ef..., value=0.01 | USER_KEY=39c711bc846d0e72a2cf09b4de00e561a4e93fcea59341f5c2caccd78..., value=0.0625","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.027027027027027, candidate=0.04777070063694268 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.0, candidate=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=0.0, candidate=0.007692307692307693",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_uncapped_zero,"watch_time_w3 / watch_time_w1, zero denominator -> 0, uncapped",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15690,7653,0.6721501092404575,606.0,3.218843202791424,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=278.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=278.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_1,watch_time_w3 / watch_time_w1 capped at 1,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,14396,8947,0.6167159319710406,10.0,0.7344445718180201,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=1.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=1.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=1.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=1.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_2,watch_time_w3 / watch_time_w1 capped at 2,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15077,8266,0.6458895600394122,10.0,0.6620352603050594,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=2.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_5,watch_time_w3 / watch_time_w1 capped at 5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15516,7827,0.6646960544917105,10.0,0.5680045436099542,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=5.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=5.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0",False,False,,both_nan_match,,
