membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,final_segment_key,final_segment_name_ko,use_in_stage09_simulation,modifier_low_or_no_early_engagement,modifier_delayed_start,modifier_late_week3_intensity,modifier_genre_affinity_any,modifier_price_promotion_context,modifier_week2_surge_small_sample,modifier_early_routine_review
15360,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15361,Y,1,0.9081377842673076,0.0918622157326924,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,0,0
15362,Y,1,0.8705028941689121,0.1294971058310878,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
15363,Y,1,0.9577529004753484,0.0422470995246515,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
15364,Y,1,0.9785719031604776,0.0214280968395225,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
15365,N,0,0.1814474149603409,0.8185525850396591,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,0,1,0,0
15366,Y,1,0.9534346275050803,0.0465653724949196,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,0,0
15367,Y,1,0.5042744711229062,0.4957255288770937,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15368,N,0,0.2843249672844916,0.7156750327155084,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
15369,Y,1,0.6459726432734046,0.3540273567265953,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
15370,Y,1,0.9779656177666336,0.0220343822333665,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,0,0,0
15371,N,0,0.518433657348235,0.481566342651765,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,1,0
15372,Y,1,0.8098057482803891,0.1901942517196109,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
15373,Y,1,0.9793161515183156,0.0206838484816844,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15374,Y,1,0.9407602205723982,0.0592397794276018,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
15375,Y,1,0.9856301530555304,0.0143698469444697,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
15376,Y,1,0.2142262324717673,0.7857737675282327,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
15377,Y,1,0.9401948326323578,0.0598051673676421,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
15378,N,0,0.2841651758527364,0.7158348241472636,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
15379,N,0,0.3893338272020383,0.6106661727979616,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,1,0
15380,N,0,0.9721798754226852,0.0278201245773148,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,0,0,0
15381,Y,1,0.9775278647971852,0.0224721352028147,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,1,0
15382,Y,1,0.8655417551116578,0.1344582448883422,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15383,Y,1,0.4151569577758333,0.5848430422241666,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,1,1,0,1,0,0
15384,Y,1,0.9752386308015616,0.0247613691984385,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15385,Y,1,0.6074426795986,0.3925573204014,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
15386,Y,1,0.8767004174077805,0.1232995825922195,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,1
15387,Y,1,0.9305246739865666,0.0694753260134334,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15388,Y,1,0.9303999857383052,0.0696000142616949,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,0,1,1,0
15389,Y,1,0.9831487430390248,0.0168512569609752,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
15390,Y,1,0.7012645498883932,0.2987354501116068,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,0
15391,N,0,0.6859758337618286,0.3140241662381714,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,0,1
15392,Y,1,0.218751262357036,0.781248737642964,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,0
15393,Y,1,0.9775202094446208,0.022479790555379,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,0,0,0
15394,N,0,0.1513890366528452,0.8486109633471548,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,0
15395,Y,1,0.8502276861669891,0.1497723138330109,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,0
15396,Y,1,0.924143236923053,0.075856763076947,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,1,1,0
15397,Y,1,0.965100566520998,0.034899433479002,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,1,0
15398,N,0,0.2654580916034875,0.7345419083965126,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,0
15399,Y,1,0.971168367951298,0.028831632048702,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,0,0
15400,N,0,0.4248729606907072,0.5751270393092928,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,0
15401,N,0,0.5324169754090197,0.4675830245909803,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,1,0,0
15402,N,0,0.95923236129498,0.0407676387050199,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
15403,Y,1,0.9495385643441434,0.0504614356558565,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,1
15404,N,0,0.1945557473146221,0.8054442526853779,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
15405,Y,1,0.559490372137059,0.440509627862941,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15406,Y,1,0.363625556632273,0.636374443367727,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,0,0,0
15407,N,0,0.5324391720846331,0.4675608279153669,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15408,Y,1,0.9596746886401982,0.0403253113598017,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15409,Y,1,0.6034008641917143,0.3965991358082856,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15410,N,0,0.7435753193587549,0.2564246806412451,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15411,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15412,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
15413,Y,1,0.6037509374138306,0.3962490625861694,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,0,0,0
15414,Y,1,0.92699538878013,0.0730046112198701,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,1,0
15415,Y,1,0.6746798669072359,0.3253201330927641,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15416,Y,1,0.9510785703833532,0.0489214296166469,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
15417,Y,1,0.8965992209863215,0.1034007790136785,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15418,Y,1,0.9642751838504152,0.0357248161495846,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
15419,N,0,0.7211974484694335,0.2788025515305665,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15420,Y,1,0.4523544841446665,0.5476455158553335,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,1
15421,N,0,0.4394090676653747,0.5605909323346253,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,1
15422,N,0,0.8462148319146311,0.1537851680853689,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
15423,Y,1,0.9371996412546943,0.0628003587453055,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,1,0,0
15424,Y,1,0.9640962728985432,0.0359037271014567,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15425,N,0,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15426,N,0,0.4278886868723327,0.5721113131276673,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
15427,Y,1,0.9306528774182264,0.0693471225817736,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15428,Y,1,0.975541266813232,0.024458733186768,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
15429,Y,1,0.967139077946533,0.032860922053467,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15430,N,0,0.2090577235363139,0.7909422764636861,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
15431,Y,1,0.946292125746956,0.053707874253044,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,1,1,1,1,1,0,0
15432,N,0,0.1892667790296623,0.8107332209703376,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,0,1,0,0
15433,Y,1,0.9579966368670452,0.0420033631329547,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15434,N,0,0.522498936700428,0.477501063299572,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,0
15435,Y,1,0.2469866573189489,0.7530133426810511,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
15436,Y,1,0.9671046566951992,0.0328953433048009,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15437,Y,1,0.9754189425414148,0.0245810574585851,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15438,Y,1,0.9397430816056288,0.0602569183943713,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15439,Y,1,0.3750443171055646,0.6249556828944354,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,0,1,0,0
15440,N,0,0.8245667940539089,0.1754332059460911,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15441,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15442,Y,1,0.9135507890783496,0.0864492109216502,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15443,N,0,0.5905312427114191,0.4094687572885809,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,1
15444,Y,1,0.9483483979946074,0.0516516020053926,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15445,Y,1,0.8684979329468986,0.1315020670531014,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,1,0
15446,Y,1,0.9824179914553776,0.0175820085446223,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15447,Y,1,0.9358387625559051,0.0641612374440948,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,1,1,0
15448,Y,1,0.7153362851318156,0.2846637148681844,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,0,0,1
15449,Y,1,0.9546820383099603,0.0453179616900396,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,0,0
15450,N,0,0.2310486750101878,0.7689513249898121,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,0,0,1
15451,Y,1,0.7937282878967895,0.2062717121032105,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,0,0
15452,N,0,0.2449926937605063,0.7550073062394936,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
15453,N,0,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
15454,Y,1,0.9493255655377072,0.0506744344622926,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15455,Y,1,0.9637164073562828,0.0362835926437171,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,0,0,1,0,0,0
15456,Y,1,0.975846726747399,0.0241532732526009,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15457,N,0,0.1597813203325292,0.8402186796674708,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
15458,Y,1,0.931011789409908,0.068988210590092,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
15459,Y,1,0.9857187275524876,0.0142812724475123,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15460,Y,1,0.973508412910248,0.0264915870897518,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
15461,Y,1,0.9704135546937096,0.0295864453062902,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
15462,N,0,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
15463,Y,1,0.7326981034832822,0.2673018965167177,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15464,N,0,0.8499056650405039,0.1500943349594961,risk_30_60,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,1,1,1,0,1,0,0
15465,N,0,0.159933636331866,0.840066363668134,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
15466,Y,1,0.4649185042372741,0.5350814957627259,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
15467,N,0,0.5955769507648049,0.4044230492351951,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,1,1,0,1,1,0,0
15468,Y,1,0.9462667994107204,0.0537332005892796,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15469,N,0,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
15470,Y,1,0.9718268803968068,0.0281731196031931,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15471,Y,1,0.982720989794874,0.017279010205126,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15472,N,0,0.3249853015024473,0.6750146984975527,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15473,Y,1,0.969434411559512,0.030565588440488,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15474,Y,1,0.8725882868469936,0.1274117131530063,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,0,1,0
15475,Y,1,0.980889775180658,0.0191102248193419,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
15476,N,0,0.2509828378355058,0.7490171621644942,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,0,0,0
15477,N,0,0.5499791476445933,0.4500208523554067,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,0,0,0
15478,Y,1,0.6661555534864194,0.3338444465135806,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,0,0,0,1,0,0
15479,N,0,0.461529287236442,0.538470712763558,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15480,Y,1,0.9385500115953668,0.0614499884046333,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,0
15481,N,0,0.9162206755545482,0.0837793244454517,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
15482,Y,1,0.9701966385564572,0.0298033614435428,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15483,Y,1,0.9648903527160106,0.0351096472839893,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,0,0,0,0,1,0
15484,N,0,0.5032477697175758,0.4967522302824242,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,1,0
15485,Y,1,0.9804144101313668,0.0195855898686333,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,0,0,0
15486,Y,1,0.9156408357554237,0.0843591642445764,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,1,0
15487,N,0,0.92754744786069,0.07245255213931,bottom_40_lowest_risk,low_risk_or_general_maintenance,저위험/일반 유지군,N,0,1,0,0,1,1,0
15488,Y,1,0.9568365633790772,0.0431634366209228,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15489,Y,1,0.7905793880393627,0.2094206119606373,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15490,Y,1,0.9512719565122796,0.0487280434877205,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15491,Y,1,0.5682527675411967,0.4317472324588033,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
15492,N,0,0.2685740527349871,0.7314259472650129,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,1,0,1,1,0,0
15493,Y,1,0.9481956211849858,0.0518043788150142,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15494,N,0,0.7112085721947005,0.2887914278052995,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15495,Y,1,0.9404290023523264,0.0595709976476735,bottom_40_lowest_risk,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15496,Y,1,0.9774865516094112,0.0225134483905888,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,1,1,1,1,0,0
15497,Y,1,0.5506002226486089,0.4493997773513911,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,0,0,0
15498,Y,1,0.963776595784026,0.0362234042159739,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,0,0,0,0
15499,N,0,0.2634721540799514,0.7365278459200486,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,0
15500,N,0,0.2730918584585592,0.7269081415414408,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,1,0,0,1,1,0,1
15501,N,0,0.4658400178830543,0.5341599821169457,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,1,1,0,1
15502,Y,1,0.9845675968186623,0.0154324031813376,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15503,Y,1,0.6881839199224218,0.3118160800775782,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,1,1,0
15504,Y,1,0.8468276665510145,0.1531723334489855,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,1,0
15505,Y,1,0.7779500026205072,0.2220499973794928,risk_30_60,low_risk_or_general_maintenance,저위험/일반 유지군,N,1,1,0,0,1,1,0
15506,N,0,0.4343586327690952,0.5656413672309049,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15507,Y,1,0.4924551355976127,0.5075448644023872,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15508,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,0
15509,Y,1,0.9874571503151616,0.0125428496848384,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,1,0
15510,Y,1,0.8938028416619924,0.1061971583380075,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,1
15511,Y,1,0.9791327323656008,0.0208672676343992,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15512,N,0,0.287996399051919,0.712003600948081,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,0,0,0
15513,Y,1,0.9583462805858128,0.0416537194141871,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15514,Y,1,0.5519467307344434,0.4480532692655565,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,0,0,0,1,0,1
15515,N,0,0.4715072974861529,0.5284927025138471,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,0,0,1
15516,Y,1,0.9211839798200846,0.0788160201799154,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,0,0
15517,Y,1,0.8850305048928598,0.1149694951071401,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,0,0,1,1,0,0
15518,N,0,0.567778348995751,0.432221651004249,risk_10_30,risk_10_30_other_review,상위위험 관찰/추천 후보군,Y,0,0,0,1,1,0,1
15519,Y,1,0.9314162552697696,0.0685837447302304,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,0,0,1
15520,N,0,0.3439858948158193,0.6560141051841806,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,0,1,0,0
15521,Y,1,0.9836107862041036,0.0163892137958963,bottom_40_lowest_risk,late_week3_engaged_retention_candidate,3주차 집중 시청 안정/전환 후보군,Y,0,0,1,1,1,1,0
15522,N,0,0.7233377253441232,0.2766622746558768,risk_30_60,genre_affinity_content_recommendation_pool,장르 선호 기반 콘텐츠 추천군,Y,0,1,0,1,0,1,0
15523,N,0,0.4262733505835974,0.5737266494164026,risk_10_30,risk_10_30_low_engagement,초기 저관여 고위험군,Y,1,1,0,1,0,0,0
15524,N,0,0.2871772403481894,0.7128227596518106,top_10_highest_risk,top_decile_high_churn_risk,최상위 이탈위험군,Y,0,0,0,1,1,0,1
