promo_scope,representative_segment_id,provisional_label,demographic_group_type,demographic_group_value,feature_name,feature_family,row_count,mean,median,q25,q75,segment_overall_mean,difference_vs_segment_overall,actual_repurchase_rate,mean_gb_churn_risk,evidence_strength,interpretation,caveat
promo0,promo0_s99,promo0_other_needs_review,age_group,40,genre_diversity_count,genre_preference,3676,2.706474,3.0,1.0,4.0,2.701458,0.005016,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on genre_diversity_count versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,action_adventure_ratio,genre_preference,3676,0.08369,0.0,0.0,0.011976,0.084997,-0.001307,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on action_adventure_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,family_animation_ratio,genre_preference,3676,0.116183,0.0,0.0,0.001039,0.11467,0.001512,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on family_animation_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,drama_ratio,genre_preference,3676,0.18384,0.0,0.0,0.293854,0.181665,0.002175,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on drama_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,thriller_crime_ratio,genre_preference,3676,0.097209,0.0,0.0,0.063728,0.097245,-3.5e-05,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on thriller_crime_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,sf_fantasy_ratio,genre_preference,3676,0.105904,0.0,0.0,0.009828,0.107962,-0.002058,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on sf_fantasy_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,comedy_ratio,genre_preference,3676,0.091788,0.0,0.0,0.023494,0.090556,0.001232,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on comedy_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,romance_ratio,genre_preference,3676,0.09512,0.0,0.0,0.029712,0.097715,-0.002595,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on romance_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,horror_ratio,genre_preference,3676,0.01954,0.0,0.0,0.0,0.019702,-0.000161,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on horror_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,documentary_ratio,genre_preference,3676,0.019557,0.0,0.0,0.0,0.018899,0.000658,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on documentary_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,historical_war_ratio,genre_preference,3676,0.059794,0.0,0.0,0.0,0.061666,-0.001872,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on historical_war_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,40,other_ratio,genre_preference,3676,0.027265,0.0,0.0,0.0,0.027554,-0.000289,0.868607,0.151982,weak,"Within this segment, age_group=40 differs on other_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_time_min_w1,weekly_usage,255,78.937255,1.0,0.0,120.0,84.476694,-5.539439,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_time_min_w1 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_time_min_w2,weekly_usage,255,80.882353,12.0,0.0,122.0,84.786388,-3.904035,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_time_min_w2 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_time_min_w3,weekly_usage,255,72.792157,16.0,0.0,116.0,80.292251,-7.500094,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_time_min_w3 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_session_w1,weekly_usage,255,1.835294,1.0,0.0,2.0,1.85316,-0.017866,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_session_w1 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_session_w2,weekly_usage,255,1.972549,1.0,0.0,3.0,1.928367,0.044182,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_session_w2 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_session_w3,weekly_usage,255,1.937255,1.0,0.0,3.0,1.92036,0.016895,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_session_w3 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,total_watch_time_min,weekly_usage,255,232.611765,171.0,66.0,328.0,249.555333,-16.943568,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on total_watch_time_min versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,total_watch_count,weekly_usage,255,5.745098,5.0,2.0,8.0,5.701887,0.043211,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on total_watch_count versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,watch_days,weekly_usage,255,2.980392,3.0,1.5,4.0,2.980555,-0.000163,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on watch_days versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,log_retention_w2_ratio,retention_decay,255,0.286333,0.0,-1.308776,2.639057,0.17882,0.107513,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on log_retention_w2_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,log_retention_w3_ratio,retention_decay,255,0.158056,0.0,-2.489273,2.921438,0.208091,-0.050035,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on log_retention_w3_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,active_ratio,usage_concentration,255,0.141923,0.142857,0.071429,0.190476,0.141931,-8e-06,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on active_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,recency,inactivity_recency,255,5.858824,4.0,1.0,8.0,6.155991,-0.297167,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on recency versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,max_inactive_gap_days,inactivity_recency,255,5.568627,6.0,0.5,9.0,5.629826,-0.061198,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on max_inactive_gap_days versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,is_only_w1,week_specific_usage_pattern,255,0.027451,0.0,0.0,0.0,0.022305,0.005146,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on is_only_w1 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,is_only_w2,week_specific_usage_pattern,255,0.090196,0.0,0.0,0.0,0.100801,-0.010605,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on is_only_w2 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,is_only_w3,week_specific_usage_pattern,255,0.121569,0.0,0.0,0.0,0.124535,-0.002967,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on is_only_w3 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,genre_diversity_count,genre_preference,255,2.658824,2.0,1.0,4.0,2.701458,-0.042635,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on genre_diversity_count versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,action_adventure_ratio,genre_preference,255,0.070044,0.0,0.0,0.0,0.084997,-0.014954,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on action_adventure_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,family_animation_ratio,genre_preference,255,0.139754,0.0,0.0,0.011417,0.11467,0.025084,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on family_animation_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,drama_ratio,genre_preference,255,0.17798,0.0,0.0,0.287247,0.181665,-0.003685,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on drama_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,thriller_crime_ratio,genre_preference,255,0.105088,0.0,0.0,0.059863,0.097245,0.007843,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on thriller_crime_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,sf_fantasy_ratio,genre_preference,255,0.090055,0.0,0.0,0.017022,0.107962,-0.017907,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on sf_fantasy_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,comedy_ratio,genre_preference,255,0.084894,0.0,0.0,0.013818,0.090556,-0.005662,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on comedy_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,romance_ratio,genre_preference,255,0.105862,0.0,0.0,0.008762,0.097715,0.008148,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on romance_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,horror_ratio,genre_preference,255,0.020202,0.0,0.0,0.0,0.019702,0.0005,0.882353,0.15778,weak,"Within this segment, age_group=50 differs on horror_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,50,documentary_ratio,genre_preference,255,0.023198,0.0,0.0,0.0,0.018899,0.004298,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on documentary_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,historical_war_ratio,genre_preference,255,0.054034,0.0,0.0,0.0,0.061666,-0.007632,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on historical_war_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,50,other_ratio,genre_preference,255,0.034772,0.0,0.0,0.0,0.027554,0.007217,0.882353,0.15778,moderate,"Within this segment, age_group=50 differs on other_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_time_min_w1,weekly_usage,101,108.118812,1.0,0.0,121.0,84.476694,23.642118,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on watch_time_min_w1 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_time_min_w2,weekly_usage,101,98.326733,4.0,0.0,110.0,84.786388,13.540344,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on watch_time_min_w2 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_time_min_w3,weekly_usage,101,82.881188,13.0,0.0,126.0,80.292251,2.588938,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on watch_time_min_w3 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_session_w1,weekly_usage,101,2.029703,1.0,0.0,3.0,1.85316,0.176543,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on watch_session_w1 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_session_w2,weekly_usage,101,1.960396,1.0,0.0,3.0,1.928367,0.032029,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on watch_session_w2 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_session_w3,weekly_usage,101,1.693069,1.0,0.0,3.0,1.92036,-0.227291,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on watch_session_w3 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,total_watch_time_min,weekly_usage,101,289.326733,180.0,72.0,382.0,249.555333,39.7714,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on total_watch_time_min versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,total_watch_count,weekly_usage,101,5.683168,5.0,2.0,7.0,5.701887,-0.018719,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on total_watch_count versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,watch_days,weekly_usage,101,2.940594,2.0,1.0,4.0,2.980555,-0.039961,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on watch_days versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,log_retention_w2_ratio,retention_decay,101,0.149584,0.0,-1.518646,2.079442,0.17882,-0.029236,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on log_retention_w2_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,log_retention_w3_ratio,retention_decay,101,0.172766,0.0,-2.835431,2.901422,0.208091,-0.035325,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on log_retention_w3_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,active_ratio,usage_concentration,101,0.140028,0.095238,0.047619,0.190476,0.141931,-0.001903,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on active_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,recency,inactivity_recency,101,7.29703,5.0,2.0,11.0,6.155991,1.141039,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on recency versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,max_inactive_gap_days,inactivity_recency,101,4.871287,4.0,0.0,8.0,5.629826,-0.758538,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on max_inactive_gap_days versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,is_only_w1,week_specific_usage_pattern,101,0.019802,0.0,0.0,0.0,0.022305,-0.002503,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on is_only_w1 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,is_only_w2,week_specific_usage_pattern,101,0.09901,0.0,0.0,0.0,0.100801,-0.001791,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on is_only_w2 versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,is_only_w3,week_specific_usage_pattern,101,0.148515,0.0,0.0,0.0,0.124535,0.02398,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on is_only_w3 versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,genre_diversity_count,genre_preference,101,2.712871,2.0,1.0,4.0,2.701458,0.011413,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on genre_diversity_count versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,action_adventure_ratio,genre_preference,101,0.08345,0.0,0.0,0.020408,0.084997,-0.001547,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on action_adventure_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,family_animation_ratio,genre_preference,101,0.060432,0.0,0.0,0.0,0.11467,-0.054239,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on family_animation_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,drama_ratio,genre_preference,101,0.156106,0.0,0.0,0.190275,0.181665,-0.025559,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on drama_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,thriller_crime_ratio,genre_preference,101,0.112959,0.0,0.0,0.125,0.097245,0.015714,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on thriller_crime_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,sf_fantasy_ratio,genre_preference,101,0.111676,0.0,0.0,0.031008,0.107962,0.003714,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on sf_fantasy_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,comedy_ratio,genre_preference,101,0.067664,0.0,0.0,0.002801,0.090556,-0.022892,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on comedy_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,romance_ratio,genre_preference,101,0.143483,0.0,0.0,0.033588,0.097715,0.045768,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on romance_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,horror_ratio,genre_preference,101,0.022863,0.0,0.0,0.0,0.019702,0.003161,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on horror_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,documentary_ratio,genre_preference,101,0.019382,0.0,0.0,0.0,0.018899,0.000483,0.871287,0.153138,weak,"Within this segment, age_group=60 differs on documentary_ratio versus the segment average.",Behavior difference is small or not clearly connected to risk/repurchase difference.
promo0,promo0_s99,promo0_other_needs_review,age_group,60,historical_war_ratio,genre_preference,101,0.071256,0.0,0.0,0.0,0.061666,0.00959,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on historical_war_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,60,other_ratio,genre_preference,101,0.022017,0.0,0.0,0.0,0.027554,-0.005537,0.871287,0.153138,moderate,"Within this segment, age_group=60 differs on other_ratio versus the segment average.","Behavior difference exists, but action use remains provisional."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_time_min_w1,weekly_usage,18,24.111111,0.0,0.0,7.75,84.476694,-60.365583,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_time_min_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_time_min_w2,weekly_usage,18,54.944444,0.5,0.0,47.25,84.786388,-29.841944,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_time_min_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_time_min_w3,weekly_usage,18,79.777778,18.5,0.0,100.75,80.292251,-0.514473,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_time_min_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_session_w1,weekly_usage,18,0.833333,0.0,0.0,1.0,1.85316,-1.019827,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_session_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_session_w2,weekly_usage,18,1.111111,0.5,0.0,1.0,1.928367,-0.817256,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_session_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_session_w3,weekly_usage,18,1.5,1.0,0.0,2.0,1.92036,-0.42036,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_session_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,total_watch_time_min,weekly_usage,18,158.833333,101.0,55.0,191.25,249.555333,-90.722,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on total_watch_time_min versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,total_watch_count,weekly_usage,18,3.444444,2.5,1.0,4.0,5.701887,-2.257443,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on total_watch_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,watch_days,weekly_usage,18,2.055556,2.0,1.0,2.75,2.980555,-0.924999,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on watch_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,log_retention_w2_ratio,retention_decay,18,0.596232,0.0,-1.207078,3.420787,0.17882,0.417412,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on log_retention_w2_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,log_retention_w3_ratio,retention_decay,18,0.686127,0.346574,-2.095858,4.62251,0.208091,0.478036,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on log_retention_w3_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,active_ratio,usage_concentration,18,0.097884,0.095238,0.047619,0.130952,0.141931,-0.044048,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on active_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,recency,inactivity_recency,18,5.333333,3.0,1.0,7.75,6.155991,-0.822658,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on recency versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,max_inactive_gap_days,inactivity_recency,18,5.222222,4.5,0.0,7.0,5.629826,-0.407603,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on max_inactive_gap_days versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,is_only_w1,week_specific_usage_pattern,18,0.0,0.0,0.0,0.0,0.022305,-0.022305,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on is_only_w1 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,is_only_w2,week_specific_usage_pattern,18,0.222222,0.0,0.0,0.0,0.100801,0.121422,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on is_only_w2 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,is_only_w3,week_specific_usage_pattern,18,0.222222,0.0,0.0,0.0,0.124535,0.097687,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on is_only_w3 versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,genre_diversity_count,genre_preference,18,2.222222,2.0,1.0,3.0,2.701458,-0.479236,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on genre_diversity_count versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,action_adventure_ratio,genre_preference,18,0.0,0.0,0.0,0.0,0.084997,-0.084997,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on action_adventure_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,family_animation_ratio,genre_preference,18,0.126306,0.0,0.0,0.0,0.11467,0.011635,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on family_animation_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,drama_ratio,genre_preference,18,0.046682,0.0,0.0,0.0,0.181665,-0.134983,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on drama_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,thriller_crime_ratio,genre_preference,18,0.123312,0.0,0.0,0.069586,0.097245,0.026067,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on thriller_crime_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,sf_fantasy_ratio,genre_preference,18,0.222384,0.0,0.0,0.00218,0.107962,0.114422,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on sf_fantasy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,comedy_ratio,genre_preference,18,0.034898,0.0,0.0,0.0,0.090556,-0.055658,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on comedy_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,romance_ratio,genre_preference,18,0.140176,0.0,0.0,0.084615,0.097715,0.042461,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on romance_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,horror_ratio,genre_preference,18,0.155903,0.0,0.0,0.015306,0.019702,0.136201,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on horror_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
promo0,promo0_s99,promo0_other_needs_review,age_group,70,documentary_ratio,genre_preference,18,0.062152,0.0,0.0,0.0,0.018899,0.043252,0.833333,0.17348,weak,"Within this segment, age_group=70 differs on documentary_ratio versus the segment average.","Subgroup row_count is below 30, so overinterpretation risk is high."
