source_row_number,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days,flag_duration_lt_21,flag_duration_eq_0,flag_duration_21_30,flag_duration_ge_21,flag_invalid_reg_date,flag_invalid_end_date,flag_full_duplicate_all_columns,flag_full_duplicate_keep_first,flag_full_duplicate_to_exclude_from_main,flag_duplicated_USER_KEY,flag_cross_promotion_USER_KEY_overlap,primary_main_cohort_candidate_before_duplicate_policy,primary_main_cohort_final,exclusion_reason_for_primary_main_cohort
16756,cb707616a0239bf1319cc903e070a19edd47ddbaa259c48fd4578670a374030f4f5f4cdc2c9c774e4d2c3c099789b826eea5687eb44ebd327963fa5e36b72406,1,0,2021-03-10,2021-03-15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16814,81e4f1d04c1199584c397eff01cc0237b48a26702a7e11c3828e05e7f9a6c33fcb09b30c41da63d365e4c03fc0fb50d4d856734b11f38d42f0bb8c815c5962c0,0,1,2021-03-06,2021-03-13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16825,82452d6d0e5e4330bcfbb6d36ed3cfce31141fd53f8baa8c59cf051a9f6f4ab5331fd0fc25bf3fc10a7d744df348b2cbb1eea218bfa929f1200e1f7e21d37b81,0,1,2021-03-08,2021-03-21,13,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16917,d6ac1ac1cee7ceb4840fddbc903ac223355076d1f2e0e6e48a26459a7daea3c8873ab4265a574c7364f7d3a12691ae08e9d8987f0383b910b07f42025c337974,0,0,2021-03-12,2021-03-12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16922,bcd8ac176edbe2221c6d693ca2abd8b733bde2b762de7d097bcaaee76ed5b70aee79c7a1f9f81fadd351d34544d4f2a6b33ad7ef0a28aae1e4a09136383dec74,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16930,e88b495c6835dce25ec162712b4c19e3ad4acdf9da2eb5e0c840ddcc4b5b7a1c86ce5ee7013051050666241a12d580c3868fe281e9390bd7367556c7503cded3,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
16961,a67e20e6b634a82d08b43641afd7b4207710931e2ae9d8d8d0a7b73af23e262b1fedcd6e905ff664fb65b9b21c5cdf5f20f89b73592378f141dcf2f6ab32a0fe,0,0,2021-03-08,2021-03-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
17005,f23f80ce8435835949ab3b05d194362e1e9f7bc5e45f341f2f66678e7d71198b5c2c8c2513953d4f1d0bbcccda4a578ccb36497efcffdd21b26e03b351ee3623,0,1,2021-03-05,2021-03-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
17259,10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,0,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
17260,10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,0,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
17283,266dfe4fd09ce97bf4ad1e31ba0b2a7df4d83880c7c2c8f29e432a04108a3b9b984d49722244bed5703ecfeefe8ab402c61a0d3e90eec1c881c10cff71cc6b5a,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
17312,d342ff928ecca3f793b5f9af805d3459c6bcc46c7a029b484c0d724b59f21751378159e53da88b07b976a95efdcfbdab08aeec5e8e97ab66deb311b6357f8c0e,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
17390,e28e2017bc950573a9f6dd7e19a91bcfc6f75bd1e18f1480e3482141ddd5f7b3f28041d8cc0a8ff52d091bf71b45267b8f192440fe245c5fe298a934d30d8193,1,1,2021-03-13,2021-03-20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18182,8ac06ffa21ebed0bb23a001dc02b9bfca7f09b99bd6fdb5c638d7548fdce941f4c18376798e7b0b245ad4159f0027e105401e77bd2a3243533da8fcab4d6b978,0,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18286,70aa44f1633d4bf3f230f804d77a31a644f19b91fa91959c32ecf7ea36e861347b25191a71cfbb7662eb96a955368eadab367b8d73a4628ff5e386435e52ce0d,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18295,7e09e097d398b1b793b6f00d42b85dc60de7e72f98cb268504ddacd63b0b30c9c8dfd6a4673426845179f71c795e50ce5f8369880b77ec462ba50cda1f306b2d,0,0,2021-03-06,2021-03-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18309,d80f8751bea86c58210103562a81e26e4fc679293667ba76ea587b9050d45788bc5f07b1266ab86f8b880aa558fdc99ee1b639c4167eebb65c9ff9b0c095972c,0,1,2021-03-01,2021-03-10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18527,644a55303012dff41e74d7303f7c9d33d7c3c1d703094c0486cac4775120eb58379a623ba88385a7548f00d2a5a3c1e83ed183b96f74d87e4e0fb1dc65c65080,0,1,2021-03-01,2021-03-10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18798,0c88ff93845fad1f8b11f962c994d26f6f66cf9880cf87dab90afa2b94c0b052fe2857ee60feef296f4497fcef3e840dcec81673a1585e079c9710cb745d4fcd,0,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18925,b833e0c0aefe49deb7031b03e608d21a5944e9f8da391ba01616735dd8cf958bd3c36b48f04aa3f330c091acf827a5e540bc7f38951101d619bcf0c1d2c63cc0,1,1,2021-03-04,2021-03-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
18997,89b17be3a926de64040f8f806ecb18a3975ee50cf8637305f5055eb86c228a41ee53467a8f5560383ac077b178fe7bbdafc5f0c8e6683ed3ca42aabc2c5b7646,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
19024,f5c476ef3cc06ea901d6f428e97c93d1cdf6b2ea29c2c1a3ca850bcc8109344043f9bec72b05a1a2221074ae524104728c5030b4015311f15df01b448d369b76,0,0,2021-03-11,2021-03-11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
19097,569040560dbb61f7e0179e4dac225f1801f627a223a9b688d92ec929cc58b77769f4c362570cf8c5ff66f72cc5152d44b665e992349915db8ee1260690bd2129,0,1,2021-03-08,2021-03-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
19297,ecf5d38d187021987ad8eb9cd7eddea06f5db5681a2bcab6bc639dacbf8bfbee006d68db40ee2850199c9db7763388373c28f48d03e7e953dfc23f0290d59804,0,0,2021-03-01,2021-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
19353,50ed68fc9c4e077f9e3c95974cac1dcd83a1b8f92da4d6a0c20d34d4fc3b71a326eb5b5a8a702d7d5df65455d9be6bf67e5eac2a4dedd2447bfecd4b2f855bf2,0,0,2021-03-10,2021-03-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
19505,4c3fc8f9cf38f445820a0647cadf1358be30da49efe33b52e4ea572828042e26b42673334a80df7b25255afa02b2e1e9c96df3adc858e50e8400a8ca3b8a717b,0,0,2021-03-01,2021-03-01,0,1,1,0,0,0,0,1,1,0,1,0,0,0,duration_lt_21
19506,4c3fc8f9cf38f445820a0647cadf1358be30da49efe33b52e4ea572828042e26b42673334a80df7b25255afa02b2e1e9c96df3adc858e50e8400a8ca3b8a717b,0,0,2021-03-01,2021-03-01,0,1,1,0,0,0,0,1,0,1,1,0,0,0,duration_lt_21;exact_full_duplicate_extra_row
20167,4dd320f568c5aa81e5fb30693e3ca78060ef1244b0a96d4beefb6f84ed750acb2645162ceea84b275037fe9f7f5fe1f6f6f339407be5cb0fe138135197dcc20f,0,1,2021-03-01,2021-03-05,4,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20239,df1045e23ed1f2d6a2b7a210d16f310e7c84ae9330615b1a78b7b7fec64b53c6a525c2b22511f60bc4117170c8e948c0d39c50856a15761e4f94c7983438e5cd,0,1,2021-03-01,2021-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20304,4acd99da7b8771cbc92df0b566bfe662214cd1cd23673bde9a0d0e18fc37d8d1057d4f6d483b6da4c0b226afc69814f33b7dca606c96a282e4f995b3c60d831e,0,1,2021-03-01,2021-03-04,3,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20372,10838c2142196ed29aebbc46aacd3791401fa2a6f976b1314954a7d9e4713ab7c06b2e493ccf7eba431c6b29cc8be452837296a95d73580e64156521db4d4829,1,1,2021-03-01,2021-03-09,8,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20429,a5573c12ddfca7fe025a501225e81631de66b54cc1c6ae383dfdf26ddf4962932ec6510c82431c7965ca899da50f58604f50780e3ec54863560a2f0ef03b3ced,0,1,2021-03-02,2021-03-07,5,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20631,befd3fab0e85c8d0a6ee1a6a73c44fb92a21062235fe85021ef64d9892233af5caa3d9c101baf0440baa3a67b3c8fa15713b51d8b6d2a626c2fcafd359534022,0,0,2021-03-01,2021-03-17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20857,8daa98a83833197b8edc1e7e8d28b3b6d15122c6a107a08a347353238b8e1d401b441cf7ab8849d61b3e588b5bc91eeaa7664f0f896b4e2332cb34a7a7451c05,0,0,2021-03-08,2021-03-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
20995,d24c3dda39607898c78a47e4fde5c416879a670eb631e30c77425ec59d63a615ca9c4a78e91a438d42db56924bdf17bcd4c164029dde8b1fe8c9e20457ef9120,0,0,2021-03-07,2021-03-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
21354,d75e1e95967c7295e667b9e88f2edad65a410bb5f6701ac1cfe5425aebf490c4fa3f7b9165e78d520dbd278eb51d7a51ea715a549253c973f7df366a7f706bee,0,0,2021-03-12,2021-03-12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
21504,b6e5c6fb2660f45a5516143570e7b0c47f03c904641939ebb5b888307b3c99d4442cc9c056f8e45f8d68b896ec26bd1feb7992e087d5b8f4a9543a1654e0e28d,1,1,2021-03-04,2021-03-12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
21624,db9a2e5c1e9f7048fd3ac0cdba2d0018a7c458135966380efbeec27c35e44bef0aa5720755a9ef64a266de6acffce6dfc3c58105acda976b693a7e5d7df0b8b6,0,1,2021-03-01,2021-03-09,8,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
21674,67fe49fd8fcbf7b16ce6cab01495a6c4eee4c3e579cce9a7e73cfb53cc487ccddf3e4471cb52f4e67f166fc00622580f43bb1a21993e8ad4be47935de873a05b,0,0,2021-03-05,2021-03-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
21749,58f11aa03986148cef8b021199bba5f0c9cf3f5b1fe587af34ef5db4e754697cbece55d1c85bf4d52ac86bceb29f2fadf6aba1b56693905042261bcf46223cdf,0,0,2021-03-12,2021-03-20,8,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
22199,b1f4dfeb8701523f0dfd8212008ec8b34aafa5c8db681ce0d16443458f0506c9e591f753217700469a3c6ec5927f87f89f9b86df395a1ec0b1396db0d691c6c9,0,0,2021-03-15,2021-03-15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
22358,c375166bf54e262eeeae87dd41dfd5a9ee9cfecdc2a03f2676a4987efc1b1883db31702cc6e98f8c9a9eac3746354d4e4b17bc5130760e166c11c6b943691231,0,1,2021-03-12,2021-03-16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
22678,c4821473a8b8906a5d9b9a9576ed4955570570c6b42243e4d4375c0978b74d04bfd873579392c272579a711f3b099d339b10122c3ecb8a2bd57017859137bf44,1,0,2021-03-09,2021-03-09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
22813,267ef122a6ff652806b7f53bb884866bbcee2abae0b14a7ccf8c8fb2d53e1bf471451220d35b9c1b989715f612a21711dddc5473bc3b27a07483e18a1676420f,0,1,2021-03-01,2021-03-07,6,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
22920,98486e7f6c6757d34549a7586017f09f4bab7be4bbe19ae3431dadec81cf3e6fcda0464b0566e5fc65fc14c00695415e9171bff777861214d2ecce82e5a02eb3,1,1,2021-03-14,2021-03-16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
23234,5cfe08212d6b9e5efd3734887c13fc29fadca0b0bc958a213287c8621c48d05b6563ffabff3cc164fa42579e99659ab1c0734537dc72b5c6e197f22e8294b573,0,0,2021-03-04,2021-03-04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
23292,b2048be108a00a08cfadfeec5a0ce0f942c5dc2c663c46d05b2ad21cce337ee48c93795a39054ed15b968c92380c81d5b37f67bec30078e8dd8ccb9862ab53ac,0,1,2021-03-06,2021-03-23,17,1,0,0,0,0,0,0,0,0,0,0,0,0,duration_lt_21
