query_title,movieid,title,grouptitle,origintitle,releasedate,originalreleaseyear,country,targetage,playtime_sec,genre,tags,directors,actors,issubtitle,subtitles,audios,ismultiaudiotrack,isatmos,qualities,downloadable,drms,moviemarks,previewstarttime,previewendtime,creditstarttime,creditendtime,kmrbcode,image,synopsis,price
피델리티,MV_EN01_EN000001120,피델리티,피델리티,,2020-04-28,2020,러시아,18,4945,에로티시즘,에로티시즘,니기나 사이풀라에바,에브게니야 그로모바|알렉산드르 팔|마리아나 바실레바|알렉세이 아그라노비치,N,,ru,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,105.0,11854.0,12225.0,2020-MF00683,image.wavve.com/meta/image/202505/1747810394236403633.jpg,"산부인과 의사로서 동료와 환자들에게 존경받는 '레나'. 그녀의 남편 '세르게이'는 지방 극단의 배우이다. 두 사람은 서로 친밀하지만 부부관계를 멀리하는 남편 때문에 레나는 서운하기만 하다. 어느 날 세르게이의 휴대폰 메시지를 몰래 읽은 레나는 그가 바람을 피우고 있다고 확신하고, 남편에게 복수하듯 낯선 남자들과 대담한 성관계를 가진다. 이후 남편이 바람을 피우지 않았다는 사실을 알게 되지만 그녀의 문란한 사생활이 알려지면서 커리어와 일상이 위협받게 되는데...",
어글리트루스,MV_CF01_SY0000011161,어글리 트루스,어글리 트루스,,2009-09-17,2009,미국,18,5758,로맨스|코미디,로맨스|코미디,로버트 루케틱,캐서린 헤이글|제라드 버틀러|브리 터너|에릭 윈터|닉 서시|제시 D. 고인스,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,38.0,13136.0,13558.0,2009-F255,image.wavve.com/movieImg/MovieGroup/2023/GMV_CF01_SY0000011161-Vertical_LogoY.jpg,"고품격 교양 방송을 지향하는 노처녀 아침 뉴스 PD '애비'. 강아지보다 고양이를, 외모보다 마음을, 야한 농담보다는 레드와인과 클래식을 즐기는 남자를 기다리는 그녀 앞에 본능 충성 지수 100%의 남자가 나타났다! 그는 바로 심야 TV쇼의 섹스 카운슬러 '마이크'. '사랑=섹스, 남자=변태'라는 대담하고 노골적인 내용으로 방송계를 발칵 뒤집은 그가 애비의 프로그램에 출연하게 된 것. 마초 9단 마이크는 남녀 관계에 대한 솔직하고 거침없는 입담으로 완벽한 사랑을 기다리는 내숭 9단 애비의 환상을 무참히 깨버린다. 그러던 어느 날, 마침내 애비 앞에 외모, 능력, 매너까지 갖춘 완벽남이 등장하면서 애비와 마이크의 새로운 내기가 시작되는데...",
인천상륙작전:익스텐디드에디션,MV_CV01_KE0000011965,[확장판] 인천상륙작전: 익스텐디드 에디션,[확장판] 인천상륙작전: 익스텐디드 에디션,,2016-09-13,2016,대한민국,15,8517,전쟁/재난|드라마,전쟁|드라마,이재한,이정재|이범수|리암 니슨,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,104.0,21648.0,22157.0,2016-MF01385,image.wavve.com/movieImg/MovieGroup/2023/GMV_CV01_KE0000011965-Vertical_LogoY-re.jpg,"1950년 6월 25일 북한의 기습 남침으로 불과 사흘 만에 서울 함락, 한 달 만에 낙동강 지역을 제외한 한반도 전 지역을 빼앗기게 된 대한민국. 국제연합군 최고사령관 ‘더글라스 맥아더’는 모두의 반대 속 인천상륙작전을 계획한다. 성공확률 5000:1, 불가능에 가까운 작전.이를 가능케 하는 것은 단 하나, 인천으로 가는 길이 확보되어야 하는 것뿐이다. 맥아더의 지시로 대북 첩보작전 ‘X RAY’에 투입된 해군 첩보부대 대위 ‘장학수’는 북한군으로 위장 잠입해 인천 내 동태를 살피며 정보를 수집하기 시작한다. 하지만 인천 방어사령관 ‘림계진’에 의해 정체가 발각되는 위기에 놓인 가운데 ‘장학수’와 그의 부대원들은 전세를 바꿀 단 한번의 기회, 단 하루의 작전을 위해 인천상륙 함대를 유도하는 위험천만한 임무에 나서는데... 역사를 바꾼 비밀 연합작전 그 시작은 바로 그들이었다!",
패스파인더(2011),MV_TW01_TW0000000333,패스 파인더,패스 파인더,,2011-01-01,2011,미국,15,5736,액션|전쟁/재난,액션|전쟁,커트 A. 신들러,크리스토퍼 세론|마이클 코너 험프리스|라이언 파인드리|캐서린 존슨,N,,en,N,n,1080p|720p|480p|360p,y,,svod,5.0,17.0,13047.0,13537.0,2018-MF02465,image.wavve.com/meta/image/202401/1705471662999767457.jpg,"노르망디 상륙 작전 하루 전, 미 육군 공수부대원들의 대활약이 시작된다!",
덩케르크,MV_CD01_WR0000011537,덩케르크,덩케르크,,2017-07-20,2017,미국,12,6394,액션|드라마,액션|드라마,크리스토퍼 놀란,핀 화이트헤드|마크 라이런스|톰 하디|해리 스타일스|아뉴린 바나드,Y,ko,en|en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,1.0,21.0,14100.0,14634.0,2017-MF01094,image.wavve.com/meta/image/202509/1758074230300049445.jpg,"""우린 끝까지 싸울 것이다"" 살아남는 것이 승리다!  해변: 보이지 않는 적에게 포위된 채 어디서 총알이 날아올지 모르는 위기의 일주일 바다: 군인들의 탈출을 돕기 위해 배를 몰고 덩케르크로 항해하는 하루 하늘: 적의 전투기를 공격해 추락시키는 임무, 남은 연료로 비행이 가능한 한 시간  “우리는 해변에서 싸울 것이다. 우리는 상륙지에서 싸울 것이다. 우리는 들판에서 싸우고 시가에서도 싸울 것이다. 우리는 끝까지 싸울 것이다”",
13시간,MV_CQ01_PT0000011228,13시간,13시간,,2016-03-03,2016,"미국, 몰타",15,8672,드라마|스릴러|액션,드라마|스릴러|액션,마이클 베이,존 크래신스키|제임스 뱃지 데일|맥스 마티니|파블로 쉬레이버|도미닉 푸무사|데이비드 덴맨,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,5.0,26.0,21832.0,22432.0,2016-MF00252,image.wavve.com/movieImg/MovieGroup/2022/GMV_CQ01_PT0000011228-Vertical_LogoY.jpg,모두가 숨죽였던 그날... 역사상 가장 숨막히는 13시간의 구출작전이 시작된다! 2012년 9월 11일 리비아에서 끔찍한 테러 사건이 발생한다. 벵가지 소재 미국 영사관에 총기와 수류탄을 든 수십 명의 무장 괴한들이 침입하는 충격적인 사건이 벌어진 것. 벵가지에서 비밀리에 작전을 수행하고 있던 CIA를 보호하기 위해 파견된 6명의 민간 특수 용병들은 남아있는 사람들을 구하기 위해 일촉즉발의 구출작전에 나서게 되는데...,
쏜다(2007),MV_SB01_SB0000000023,쏜다,쏜다,,2007-03-14,2007,대한민국,15,6997,액션|드라마|코미디,액션|드라마|코미디,박정우,감우성|김수로|강성진|장항선|김영옥,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,5.0,57.0,15334.0,15637.0,2007-F067,image.wavve.com/movieImg/MovieGroup/2023/GMV_SB01_SB0000000023-Vertical_LogoY_RTC.jpg,"두 남자의 통쾌한 하루, 참는 인생 어제까지, 오늘 하루 질러버려! 두 남자의 짜릿한 일탈, 하지마! 쉬어 놀아! 오늘 하루만은 내 맘대로! 열심히 살아온 당신! 오늘 하루만은 내 맘대로! 성실하고 착하게 살아온 박만수 인생에 어느 날 갑자기 아내는 ""함께 사는 게 재미없다""며 이혼을 요구하고 회사는 ""유도리 없다""고 정리해고를 통보한다. 하루 아침에 모든 것이 무너져 버린 박만수는 평생 최선을 다해 모범적으로 살아온 인생이 억울하기만 하다. 그 때 마침 담벼락의 ""소변금지""란 말에 화가 치밀어 오른 박만수는 생전 처음으로 ""금지"" 행위인 노상방뇨를 저지르지만, 하필 그 곳은 파출소 담벼락! 박만수는 그만 현행범으로 체포된다. 한편, 양철곤은 제멋대로 하루 하루 살아가지만 실은 병든 어머니 병원비를 위해 죄짓고 제 발로 교도소 가는 불량백수다. 이번에도 철곤은 무전취식에 고성방가로 상가를 통째로 뒤 업고 제 발로 파출소를 찾아가지만 웬 노상방뇨범 때문에 경찰들이 좀체 관심을 보이지 않는다. 오늘 반드시 먹여주고 재워주는 최고의 안식처, 교도소에 들어가야 하는 양철곤은 소심한 노상방뇨범과 경쟁이라도 하듯 파출소에서 난동을 부리기 시작한다.난생 처음 파출소에 잡혀온 '박만수'와 파출소가 너무나 친근한 '양철곤'. 강력계에서 좌천되어 심기가 매우 불편한 마동철 형사가 이 두 남자를 취조한다. 취조 도중 겁에 질린 만수는 철곤의 부추김에 탈주를 시도하고 이에 격분한 마형사는 실적도 올릴 겸 만수와 철곤을 구속시키기 위해 경찰차로 이송한다. 마른 하늘에 날벼락을 맞은 만수는 가족에게 돌아가기 위해 경찰차에서 난동을 부리고 결국 경찰차는 전복된다. 엉겁결에 탈주에 성공했지만 만수와 철곤은 같이 수갑이 채워져 있는 상태로 마형사의 총까지 탈취, 함께 도주하게 되는데...경범죄에 불과한 노상방뇨로 시작됐으나 상황이 점점 꼬이면서 사회에 불만이 많은 악질범으로 몰리게 된 만수와 철곤은 이제껏 하고 싶었으나 하지 못했던 '금지'된 일들을 맘껏 해보기로 결정한다. 한편, 만수와 철곤에게 총을 빼앗기고, 도주를 막지 못한 마형사는 대대적인 경찰 병력까지 동원해 이들을 쫓기 시작하는데...",
레이싱:더라이벌,MV_CT01_MBC000011453,레이싱: 더 라이벌,레이싱: 더 라이벌,,2016-09-02,2016,미국,12,5041,드라마|액션,드라마|액션,무스타파 칸,세드릭 샌더스|나탈리 넵|조니 오르시니,N,,en,N,n,1080p|720p|480p|360p,y,,won,5.0,26.0,12052.0,12401.0,2016-MF01123,image.wavve.com/movieImg/MovieGroup/2022/GMV_CT01_MBC000011453-Vertical_LogoY.jpg,"숙명의 라이벌, 그들의 뜨거운 레이스가 시작된다! 한적한 시골 마을에 사는 두 친구, 벤저민과 루디는 자동차로 비아그라 같은 약을 밀반입을 하여 팔다가 경찰에게 잡히게 된다. 어머니의 훈계를 듣고 정신이 든 벤저민은 제대로 된 일자리를 구하러 시내에 갔다가 옛 친구인 페이스를 만나게 된다. 페이스의 추천으로 우연히 가게 된 레이싱 경기장에서 이 세 명의 친구들은 대회의 상금이 생각보다 많다는 걸 알게 되고, 평소 자동차 스턴트 학교에 가고 싶어했던 벤저민은 등록금을 벌기 위해 친구들과 팀을 만들어 대회에 참가를 하는데...",
포화속으로(2010),MV_CI01_LE0000011274,포화 속으로,포화 속으로,,2010-06-16,2010,대한민국,12,7223,전쟁/재난|드라마,전쟁|드라마,이재한,권상우|차승원|T.O.P|김승우|김혜성|구성환,N,,ko,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,138.0,15757.0,20022.0,2010-F215,image.wavve.com/meta/image/202407/1722407091875703414.jpg,"1950년 6월 25일 새벽 4시, 아무도 예상하지 못했던 한국 전쟁이 시작된다. 압도적인 화력으로 무장한 북한군은 파죽지세로 남쪽으로 진격을 거듭하고, 남한군의 패색은 짙어져만 간다. 전 세계가 제3차대전의 공포에 휩싸이자, UN은 엄청난 수의 연합군을 대한민국에 파병할 것을 결정한다. 이미 더 이상 물러설 곳이 없는 남측은 연합군의 도착을 기다리며 낙동강 사수에 모든 것을 내걸고 남은 전력을 그곳으로 총집결시킨다. 포항을 지키던 '강석대'의 부대도 낙동강을 사수하기 위해 집결하라는 명령을 받는다. 하지만 이제 전선의 최전방이 되어버린 포항을 비워둘 수는 없는 상황. 강석대는 어쩔 수 없이 총 한 번 제대로 잡아 본 적 없는 71명의 학도병을 그곳에 남겨두고 떠난다. 유일하게 전투에 따라가 본 적이 있다는 이유로 '장범'이 중대장으로 임명되지만, 소년원에 끌려가는 대신 전쟁터에 자원한 '갑조' 무리는 대놓고 장범을 무시한다. 총알 한 발씩을 쏴보는 것으로 사격 훈련을 마친 71명의 소년들은 피난민도 군인들도 모두 떠난 텅 빈 포항에서 앞으로 어떤 일이 벌어질지 모른 채, 석대의 부대가 다시 돌아오기만을 기다린다. 영덕시를 초토화 시킨 북한군 진격 대장 '박무랑'이 이끄는 인민군 766 유격대는 낙동강으로 향하라는 당의 지시를 무시하고 비밀리에 포항으로 방향을 튼다. 영덕에서 포항을 거쳐 최단 시간 내에 최후의 목적지인 부산을 함락시키겠다는 전략. 박무랑의 부대는 삽시간에 포항에 입성하고, 국군사령부가 있던 포항여중에 남아있던 71명의 소년들은 한밤중 암흑 속을 뚫고 들려오는 소리에 잠을 깬다. 고요함이 감돌던 포항에는 이제 거대한 전운이 덮쳐 오고, 낙동강 전선에 투입된 강석대 대위는 학도병들을 걱정할 틈도 없이 시시각각 모여드는 인민군 부대와 맞서야 하는데...",
얼굴없는보스,MV_C901_SG0000124152,얼굴없는 보스,얼굴없는 보스,,2019-11-21,2019,대한민국,15,6854,드라마,드라마,송창용,천정명|진이한|이시아,N,,ko,N,n,1080p|720p|480p|360p,y,,svod,1.0,14.0,15014.0,15414.0,2019-MF01491,image.wavve.com/movieImg/MovieGroup/2023/GMV_C901_SG0000124152-Vertical_LogoY.jpg,"건달을 하지 않았다면, 우리는 행복할 수 있었을까? 건달이 되면 멋진 남자로서 폼 나는 삶을 살 수 있을 거란 일념으로, 배신한 선배를 물러나게 하고 마침내 보스의 자리까지 오른 ‘상곤’.하지만 그 일로 선배를 제낀 후배라는 오명을 쓰게 된다. 형제보다 사랑하는 동생들과 의리를 맹세하고 목숨보다 사랑하는 그녀와 행복까지 꿈꾸지만 매일매일 피바람이 불어대는 지옥과 같은 이 곳에는 건달들의 낭만 따위는 사치처럼 보이는데... 건달들이 개입된 음모와 얽히고설킨 배신 속, 가족과 동생들까지 점점 더 모든 것을 잃을 위기에 처하는 ‘상곤’. 그가 마지막까지 지키고자 했던 것은 무엇이었을까?",
학교는끝났다,MV_FS01_FS000000002,학교는 끝났다,학교는 끝났다,,2020-11-04,2020,프랑스,15,6188,미스터리|스릴러,미스터리|스릴러,세바스티앙 마르니에르,로랑 라피트|엠마누엘 베르코|루아나 바야미,N,,fr,N,n,1080p|720p|480p|360p,y,,svod,1.0,53.0,13917.0,14309.0,2020-MF01521,image.wavve.com/meta/image/202512/1766475061322906220.jpg,"명문 학교인 '세인트요셉'에서 카파디스 선생님이 투신하는 사건이 발생한다. 후임으로 오게 된 피에르 호프만이 12명의 영재 학생들로 구성된 반을 맡게 된다. 호프만은 감정을 드러내지 않는 아이들에게서 이상한 느낌을 받는다. 알 수 없는 일이 생기고 있다고 생각한 호프만은 아이들을 감시하기 시작하고, 아이들이 서로를 구타하며 그것을 영상으로 남기는 사실을 알게 되는데...",
라이프온더라인,MV_LX01_LX0000000791,라이프 온 더 라인,라이프 온 더 라인,,2015-01-01,2015,미국,15,5850,드라마|액션,드라마|액션,데이빗 해클,존 트라볼타|케이트 보스워스|데본 사와|줄리 벤즈,N,,en,N,n,1080p|720p|480p|360p,n,,svod,5.0,46.0,13225.0,13730.0,2016-MF01842,image.wavve.com/meta/image/202409/1725611024939275411.jpg,"형제인 보와 대니는 엘리트 전력회사에서 근무하는 전기공이다. 폭풍우가 몰아치던 날, 대니와 그의 아내인 베키가 불의의 사고로 사망하게 되고 그들의 딸인 베일리는 삼촌인 보와 살게 된다. 그리고 베일리의 남자친구인 던컨이 보와 같은 회사에 견습생으로 오지만, 보는 던컨에게 차갑기만 하다. 그러던 어느날, 대형 폭풍이 덮친 가운데 대규모 정전이 발생하게 되는데....",
파이니스트아워,MV_CA01_DY0000011375,파이니스트 아워,파이니스트 아워,,2016-01-01,2016,미국,12,7038,스릴러|모험|드라마,스릴러|모험|드라마,크레이그 질레스피,크리스 파인|케이시 애플렉|벤 포스터,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,4.0,37.0,15222.0,15719.0,2016-VF00463,image.wavve.com/movieImg/MovieGroup/2022/GMV_CA01_DY0000011375-Vertical_LogoY.jpg,실화가 전해주는 묵직한 감동! 미국 해안경비대 역사상 가장 용감한 사례가 영화속에서 더욱 실감나게 펼쳐진다! 1952년 심한 풍랑으로 유조선이 두 동강 나고 해안경비대가 구조에 나선다. 최근에 애인을 사귀기 시작한 소심한 해안 경비대원 버니 웨버는 잘 훈련되지 않은 소규모의 자원봉사 구조팀을 이끌고 구조에 들어간다. 버니는 유조선에 있는 선원들을 구하기 위해 희생정신을 발휘한다.,
아포칼립스2014,MV_CV01_KE0000011488,아포칼립스 2014,아포칼립스 2014,,2014-09-03,2014,미국,12,5267,액션|모험,액션|모험,벤 드마리,아드리안 폴|제이 캐슬|조지나 비들,N,,en,N,n,1080p|720p|480p|360p,y,,won,,,12415.0,12747.0,2014-MF00886,image.wavve.com/meta/image/202603/1774946427253750744.jpg,"화산 폭발로 사라진 고대 로마 도시 폼페이! 2000년 후 또 다른 재앙을 맞이하다!  피어스의 아내 린과 딸 미케일라는 피어스의 이탈리아 출장에 따라오는데 피어스가 업무를 볼 동안 린과 미케일라는 베수비오 산에 위치한 고대 도시, 폼페이를 관광하러 떠난다. 하지만 얼마 지나지 않아 갑작스럽게 베수비오 화산이 폭발하고, 특수 부대원 출신인 아버지는 딸과 아내를 구하기 위해 헬기를 공수해 베수비오 산으로 날아가 목숨을 건 구조 작전을 실행하게 되는데...",
스톰둠스데이,MV_CK01_TCO000011324,스톰 둠스데이,스톰 둠스데이,,2014-10-01,2014,미국,12,5220,SF/판타지|액션,SF|액션,다니엘 러스코,캐스퍼 반 디엔|마이클 비치|사라 리빙|브라이언 헤드,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,13.0,12318.0,12700.0,2014-MF00999,image.wavve.com/meta/image/202509/1759232932010640973.jpg,"멕시코만의 아폴로 기지에서는 지구 소비에너지를 친환경 재생에너지로 바꾸려는 실험 도중, 예상치 못한 실수로 날씨에 영향을 끼치게 된다. 그렇게 난데없이 시작된 초 대형 태풍은 걷잡을 수 없는 재앙이 되어 미국 전역에 많은 인명 피해를 내게 되고 이런 끔찍한 태풍을 막기 위하여 주인공 ’네이선’이 자신의 목숨을 걸고 태풍과 맞서지만 거대한 자연의 힘 앞에 이마저도 쉽지 않다. 시간이 지날수록 태풍은 더욱 거세지고 인류 전체가 없어질 위기에 처하게 되는데...",
블랙위도우:파이널챕터,MV_SU01_SU0000000180,블랙 위도우: 파이널 챕터,블랙 위도우: 파이널 챕터,,2019-01-01,2019,네덜란드,18,7268,범죄|스릴러,범죄|스릴러,디어드릭 반 루이옌,모닉 헨드릭스|니엘스 곰퍼츠|사이그리드 텐 나펠,N,,nl,N,n,1080p|720p|480p|360p,y,,won,5.0,57.0,15722.0,20108.0,2020-VF01456,image.wavve.com/movieImg/MovieGroup/2022/GMV_SU01_SU0000000180-Vertical_LogoY.jpg,"네덜란드 마약계 큰 손이자 범죄 조직의 여왕 카르멘은 2년 전 죽음으로 자신을 위장하고 캐나다의 한적한 시골 마을에서 웨이트리스로 조용히 살고 있다. 어느 날, 동료가 성폭행 당하는 장면을 목격하게 되고, 뜻하지 않게 살인사건에 휘말리게 되면서 현장에 출동한 경찰에 의해 죽었다고 생각했던 전설의 마약 여왕이 아직 살아있다는 사실이 전 세계에 드러나게 된다. 카르멘에게 원한을 품었던 상대 조직이 복수를 위해 그녀를 쫓기 시작하는 한편, 그녀가 죽은 줄로만 알았던 그녀의 가족들은 그녀를 구출하기 위한 작전에 돌입 하게 되는데...",
두번할까요,MV_C901_SG0000123608,두번할까요,두번할까요,,2019-10-17,2019,대한민국,15,6741,로맨스|코미디,로맨스|코미디,박용집,권상우|이정현|이종혁,N,,ko,N,n,1080p|720p|480p|360p,y,,svod,5.0,51.0,14906.0,15121.0,2019-MF01788,image.wavve.com/movieImg/MovieGroup/2023/GMV_C901_SG0000123608-Vertical_LogoY.jpg,"그 날의 ‘이혼식’ 이후 제대로 꼬이기 시작했다?! 꿈꿔왔던 싱글라이프 ‘현우’쪽팔림을 무릅쓰고 감행했던 이혼식 후, 드디어 싱글라이프 입성! 꿈꿔왔던 자유를 되찾은 것도 잠시... 엑스와이프 '선영'이 다시 돌아왔다. 게다가 옛 친구 '상철'까지 달고! 원치않던 싱글라이프 ‘선영’ 꼭 해야만(?)했던 이혼식 후, 어쩌다 보니 싱글라이프 입성! 원수 같던 '현우'와 헤어지긴 했지만 그 없이는 어려운 일 투성이다. 그러던 어느 날, 모든 게 완벽한 '상철'이 나타났다! 끝내고픈 싱글라이프 ‘상철’ 이상형 '선영'과의 강렬한(!) 만남 후, 잘만하면 싱글라이프 청산 가능! 얼굴, 능력 다 되지만 연애는 어떻게 하는 건지 도통 모르겠다. 별 수 없이 연애 상담을 위해 '현우'를 찾아가는데! 다시 얽혀버린 세 남녀의 출구 없는 싱글라이프가 펼쳐진다!",
아이즈와이드셧,MV_CD01_WR0000011196,아이즈 와이드 셧,아이즈 와이드 셧,,2000-09-01,2000,미국,18,9538,드라마,드라마,스탠리 큐브릭,톰 크루즈|니콜 키드먼,Y,ko,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",won|drm,2.0,33.0,23338.0,23900.0,2005-FDVD514,image.wavve.com/movieImg/MovieGroup/2023/GMV_CD01_WR0000011196-Vertical_LogoY.jpg,아이즈 와이드 셧 질끈 감은 눈 보고 싶어도 볼 수 없는 눈 우리 모두의 마음 속에 있으면서 좀체 드러나지 않는 어떤 것. 화려하고 현란한 불빛아래 흥청거리는 뉴욕의 크리스마스. 성공한 의사 빌 하퍼드와 그의 아름다운 아내 앨리스는 빌의 친구 지글러가 여는 크리스마스 파티에 참석한다. 그리고 그날 밤 파티에서 두사람은 각자 다른 이성으로부터 강한 성적 유혹을 받는다. 은근한 속삭임으로 접근해 오는 한 유럽 남자와 춤을 추는 앨리스... 그리고 두 명의 늘씬한 모델로부터 적극적인 구애를 받는 빌... 현실을 위협하는 위험한 욕망 단 하룻밤만 그와 지낼 수 있다면 모든 걸 포기할 수 도 있을 것 같아... 다음날 두 사람 모두 파티에서의 흥분이 가라않지 않았을 때 앨리스는 빌에게 숨겨왔던 비밀을 털어놓는다. 여름 휴가 때 우연히 마주친 한 해군장교의 매력에 반해 그에게 강한 충동을 느껴 그와 하루 밤만 보낼 수 있다면 남편과 딸 모두를 포기할 수 있을 것만 같았다는 것. 평소에 아내를 정숙한 여자로 굳게 믿어 의심치 않았던 빌은 커다란 충격에 휩싸인다. 그날 밤 환자의 부음 소식을 듣고 집을 나선 그는 앨리스가 실제로 장교와 정사를 나누는 환상에 시달린다. 마치 뭔가에 홀린 듯 뉴욕의 밤거리를 배회하기 시작한 빌... 얼마 후 빌은 대학 동창인 닉으로부터 부자들의 비밀 섹스 파티에 대한 이야기를 듣게 되고 닉의 반대를 무시한 채 파티장에 찾아간다. 종교의식을 거행하듯 나체의 사람들이 가면을 쓰고 집단 섹스를 벌이는 혼음 파티... 하지만 빌의 위장 침입이 곧 밝혀지면서 그는 피할 수 없는 위기에 처하게 되는데...,
미스터브룩스,MV_CK01_TCO000011453,미스터 브룩스,미스터 브룩스,,2007-08-30,2007,미국,18,7247,드라마|범죄|스릴러,드라마|범죄|스릴러,브루스 A. 에반스,케빈 코스트너|데미 무어|데인 쿡|윌리암 허트,N,,en,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,41.0,15428.0,20047.0,2007-F268,image.wavve.com/meta/image/202503/1742364616968200100.jpg,"성공한 비즈니스맨, 자상한 아버지, 모두가 부러워하는 완벽한 남자 미스터 '브룩스'. 그러나 그의 또 다른 이름은 희대의 연쇄살인마 '썸프린트' 킬러다. 살인중독에서 벗어나기 위해 애써왔지만 2년 만에 다시 살인 충동에 굴하고 만 브룩스. 이번이 마지막이라고 다짐하고 떠난 살인 현장에서 생애 최초로 실수를 저지르고 만다. 희생자들을 몰래 훔쳐보던 파파라치 '스미스'에게 살인 현장을 찍히고 만 것! 스미스는 사진을 미끼로 썸프린트 킬러의 살인 게임에 자신도 동참시켜 달라고 브룩스를 협박하고, 스미스에게서 단서를 포착한 강력계 베테랑 여형사 '앳우드'는 범인 추적에 열을 올린다. 때마침 딸의 학교에서 살인사건이 벌어지자 브룩스는 직감적으로 딸에게도 자신과 같은 피가 흐르는 것을 알게 된다. 파파라치의 협박, 여형사의 추적, 그리고 딸에게서 반복되는 살인자의 운명 브룩스는 이 모든 난관을 해결하고 딸을 구하기 위해 자신을 희생양으로 삼은 마지막 살인 게임을 준비한다. 그리고 이 게임에 여형사 앳우드를 초대한다!",
애쉬래드:트롤의숲,MV_CW01_CW0000011439,애쉬 래드: 트롤의 숲,애쉬 래드: 트롤의 숲,,2020-05-06,2020,노르웨이,12,6267,모험|SF/판타지,모험|판타지,미켈 브라에네 산데모세,베비에른 엥게르|에일리 하보,N,,no,N,n,1080p|720p|480p|360p,y,,svod,7.0,48.0,14014.0,14427.0,2020-VF00687,image.wavve.com/movieImg/MovieGroup/2023/GMV_CW01_CW0000011439-Vertical_LogoY-re.jpg,"“애쉬 래드, 쓸모없는 놈이라는 뜻이잖아요!”  “너는 불가능한 것을 결국 이뤄내고 말 거야""  하는 일마다 사고만 일으키며 '쓸모없는 놈'이라 불리는 '에스펜'은 정략결혼으로부터 도망친 공주 '크리스틴'이 숲속 고대 전설의 괴물 '트롤'에게 붙잡혔다는 소문을 듣게 되고, 형들과 함께 '트롤'이 살고 있는 산속 깊은 곳으로 그녀를 구하기 위한 위대한 여정을 떠난다. 과연 '에스펜' 일행은 숲의 제왕 '트롤'을 무찌르고, 무사히 공주를 구출해 낼 수 있을까? 전설이 깨어나고, 모험은 시작된다!",
피케이:별에서온얼간이,MV_CK01_TCO000011509,[감독판] 피케이: 별에서 온 얼간이,[감독판] 피케이: 별에서 온 얼간이,,2015-09-03,2015,인도,15,9129,코미디|드라마|SF/판타지,코미디|드라마|판타지,라지쿠마르 히라니,아미르 칸|산제이 더트|아누쉬카 샤르마,N,,hi,N,n,1080p|720p|480p|360p,n,"WM,FP,PR,NC,WC",svod|drm,1.0,140.0,22745.0,23209.0,2015-MF01005,image.wavve.com/meta/image/202509/1759232982883701835.jpg,"집(우주)으로 돌아갈 리모컨을 도둑맞은 외계인 '피케이'. 되찾을 수 있는 방법은 오직 신만이 알고 있다? 각종 종교 의식을 행하며 신을 찾아 헤매는데... ""우리를 만든 신! 우리가 만든 신! 당신이 믿는 신은 누굽니까?""",
