membership_row_id,USER_KEY,is_repurchase,price,max_screen,is_promotion,is_user_verified,gender,age,payment_device,billing_method,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_watch_time,w1_4_week3_sessions,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_genre_ratio_action_adventure,w1_4_genre_ratio_animation_family,w1_4_genre_ratio_comedy,w1_4_genre_ratio_drama,w1_4_genre_ratio_historical_war,w1_4_genre_ratio_horror,w1_4_genre_ratio_other,w1_4_genre_ratio_romance,w1_4_genre_ratio_sf_fantasy,w1_4_genre_ratio_thriller_crime,w1_4_genre_entropy,w1_4_genre_covered_watch_ratio,w1_4_recent_content_watch_ratio
9817,bddf4b7aab5a037e72eb8a7355525d81c78dcc4e403e0cadcbc8fc2b15b09736e4058e2dd31f7062f1c95e75ae43aeb772d6748e6e25dac751b04bbaa3220e6c,Y,100.0,1.0,O,Y,M,25.0,android,170,5,4,2,19.8,6.0,93.0,1,4,0.0,0,0.0,0,0.010101,0.878788,0.0,0.060606,0.0,0.050505,0.0,0.0,0.0,0.0,0.693442,1.0,0.0
9818,ea370faab6492fde2166ecdea06bbdb2916d30c91e71d00f8ed10f0b14fbcefce88d9a9cb84448248dd042a21db00869f92949f01f25a10f8c76cc9802e88d78,Y,100.0,1.0,O,Y,F,55.0,mobile,134,14,12,8,64.357143,430.0,335.0,6,5,136.0,3,0.0,0,0.00111,0.052164,0.239734,0.116537,0.0,0.0,0.0,0.3596,0.230855,0.0,2.10737,1.0,0.00222
9819,3770ff3490cef7c1992cb7eac45c4b16315f89ce57d0f9794a91e94676ab45e55e45047161b277538b1a1556975a512b24b098ef1d9c6d4ba50ff1c98fab981e,N,100.0,1.0,O,Y,F,20.0,pc,180,3,1,3,42.0,0.0,0.0,0,0,126.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9820,d73d6b505187e72ab3a33cac99c1862e21d1f66e7ee2a4289b93422ed891c1175fce93f5b35f78d92de8f2c454a171604b7d53725989784c58781837cce9f3aa,Y,9.99,1.0,,N,N,40.0,ios,140,14,8,7,37.928571,252.0,245.0,6,5,34.0,3,0.0,0,0.0,0.0,0.175141,0.493409,0.0,0.0,0.0,0.33145,0.0,0.0,1.471102,1.0,0.111111
9821,6b78d4e98a834f8f18658f0bbfa08edf5e64d9b85e433d3b3c7049e9222c13e76f8e34ab5ed439b6a7ebbaf20b0db2b61e2dd84afad743e8c191d10d44613d75,N,100.0,4.0,O,Y,F,40.0,mobile,134,5,2,5,35.8,145.0,34.0,3,2,0.0,0,0.0,0,0.0,0.0,0.0,0.189944,0.810056,0.0,0.0,0.0,0.0,0.0,0.701355,1.0,0.0
9822,d885f7218d8e7d0b723063d97737b848b250e4cffbc4308a350ce7501ca92b8be5c854d2f3ba4ed14f8dcc44cead0675441082bb7c002cf1ea1abc8ee6a39e38,Y,10900.0,2.0,,Y,M,30.0,pc,134,1,1,1,120.0,0.0,0.0,0,0,0.0,0,120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9823,d7a9acaa04daadc881569faf0cd7d60c0d1873d5afa4382564a4b6e37869fee28cd74ef588177304961087e182e1a71e6fb95e727c84d13a1fed6e8abfc42dfb,Y,100.0,4.0,O,Y,F,20.0,mobile,190,8,8,5,39.0,7.0,30.0,1,1,275.0,6,0.0,0,0.003205,0.0,0.342949,0.0,0.410256,0.0,0.0,0.009615,0.070513,0.163462,1.844719,1.0,0.0
9824,f34b920675cb1f91791e931227d762614f8bbbe03fdfe098992efb7a8c80200c1071cd11730de4fbfab2b4ab86213d8e6415cc4c0283fb01282dfc249765614e,Y,7900.0,1.0,,Y,F,20.0,android,180,5,4,3,15.6,3.0,75.0,1,4,0.0,0,0.0,0,0.0,0.884615,0.0,0.0,0.0,0.0,0.0,0.115385,0.0,0.0,0.515947,1.0,0.0
9825,24bb46ba0c7c2ac52ab078f218898055be60bfcf8c174d71284aed5fa4f84dfe3264b0ee7b630e58c39a767ff15a18ef1c129a280344b69a8e3e61b06fca6bbb,Y,100.0,4.0,O,Y,F,20.0,pc,134,7,4,7,60.571429,143.0,0.0,2,0,221.0,4,60.0,1,0.176887,0.0,0.0,0.0,0.160377,0.0,0.0,0.0,0.662736,0.0,1.258858,1.0,0.0
9826,5a7142729e6f64568b54aa8e3c5511cc438f8c6007475cfbce58506c530ec7c9b346bc272f36349f571ae17cd0c871975fcd1f3ad2faad55ee5b48c5bca2aba0,Y,7900.0,1.0,,Y,F,20.0,android,151,10,5,8,33.5,86.0,92.0,2,3,157.0,5,0.0,0,0.134328,0.0,0.0,0.58806,0.0,0.0,0.0,0.274627,0.0,0.0,1.376539,1.0,0.0
9827,f186f906fa8e163fd7f5c151408f900d52c3cb82e700f15b8ab81cf50b6215c5e6918c285bfc87de4709b7b4b7aab8a0dadc1cd2afde91f3b2e083656ae451f5,Y,7900.0,1.0,,Y,F,30.0,pc,190,32,20,12,56.4375,0.0,487.0,0,15,1307.0,15,12.0,2,0.000554,0.058693,0.0,0.296788,0.0,0.112403,0.042636,0.355482,0.002215,0.129568,2.262006,1.0,0.091362
9828,b91938f381d48b07613041d879742f252bfd04cbdc08dd5d19a252e15789a331fc59976bad88910541bab9a0885c9c1b67d5670aec933330668675b0af3b3bc6,Y,4900.0,1.0,,Y,F,35.0,mobile,132,44,6,12,42.022727,226.0,0.0,7,0,424.0,10,1199.0,27,0.0,0.502434,0.0,0.484586,0.0,0.0,0.0,0.0,0.01298,0.0,1.086744,1.0,0.0
9829,9a473e9a5c518df6ae0b8fff907a1b8cfcb296592c41c4610060a66056c6b1ed2b0fd6e9a9e2e1f7ce755e3df6132c28a2e1339db37f6e0459f2819e39daef89,Y,13.49,2.0,,Y,F,25.0,ios,140,5,3,4,66.2,0.0,11.0,0,1,320.0,4,0.0,0,0.0,0.0,0.0,0.537764,0.462236,0.0,0.0,0.0,0.0,0.0,0.995881,1.0,0.0
9830,285fc02aa4b9413522741a10c5823a3c4f78016539aef20b9d89b6e774364372527005e353d2d9982c5976eee1510dfc13163bcdda46f6b4f8206054c544b24f,N,100.0,1.0,O,Y,F,25.0,mobile,132,1,1,1,1.0,0.0,1.0,0,1,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9831,7be48c71b1e056a5f9238e313c04e3e0cf1e1e2657bd09b4044abffc7341be1c6c50fdf5270be67bae5b87565d7610c691286ba3f665847d52f70e29aa68f4a1,Y,100.0,1.0,O,Y,F,25.0,mobile,132,5,3,3,14.2,32.0,0.0,3,0,39.0,2,0.0,0,0.0,0.450704,0.450704,0.0,0.0,0.0,0.0,0.098592,0.0,0.0,1.365923,1.0,0.450704
9832,1c537fe9b04eac3560f96e3fcbb4a8e032d5163d5f88c22504f1ba8776db735dbbc7d292f458a4678ea6bb0eb1d89b4ac2a86afa6f02795a29102235cc41ba6b,N,16.49,4.0,,Y,M,25.0,ios,140,1,1,1,32.0,32.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9833,846d54b010a7dd5fa23338b323f84f9e99763dc977b610e156e2f9ea8e982ce694e2778ad7a032e936aac31eb5b9b9e79b1c202bd52a308b30a620959bde24f1,Y,7900.0,1.0,,Y,M,35.0,pc,132,15,10,7,66.066667,114.0,856.0,1,11,21.0,3,0.0,0,0.026236,0.0,0.0,0.412714,0.42886,0.0,0.0,0.0,0.115035,0.017154,1.648074,1.0,0.0
9834,3b2395df381464cdbfe9f445e3cccd0515d994771b8b3a021eb156216ea75cf07fee5ca7e2fddb286e3f45effc594a2393f8b97815bd42ef162d9c2b029685ba,Y,13900.0,4.0,,N,N,40.0,pc,134,16,10,10,69.5,109.0,437.0,1,6,344.0,6,222.0,3,0.0,0.156475,0.0,0.166367,0.122302,0.000899,0.0,0.0,0.392986,0.160971,2.182775,1.0,0.47482
9835,92d4c5a9c52b5a6efc781290341c246ecdb47e394e6b56d05f5ee1099bf3f6e0d7442d5a3c9808c460d89d00c7d12c7b663d580e5ed1971b4dc01888e88f8c43,Y,100.0,1.0,O,Y,M,35.0,android,151,7,4,5,33.0,97.0,3.0,2,1,131.0,4,0.0,0,0.419913,0.0,0.0,0.528139,0.0,0.0,0.0,0.047619,0.0,0.004329,1.255233,1.0,0.424242
9836,be778c3196eba6c29cfede718809e39b063519acbbfd7386e86a3e1e175d585adf82eb64203de567b688dcc8c54547de7a9ab912f69ab6c16d4aec88074a3a2a,Y,7900.0,1.0,,N,N,40.0,android,180,10,10,3,6.5,26.0,15.0,2,7,24.0,1,0.0,0,0.0,0.0,0.0,0.0,0.430769,0.0,0.0,0.123077,0.0,0.446154,1.41487,1.0,0.061538
9837,ef8a1f250293c85fd4e382ec9872d1178ac24a34558a8956bf81009fa27ef8ade25c16488258074f14488d3d06d7647cde388bbab3a7dbc929a653d48a360e1b,N,100.0,1.0,O,Y,F,40.0,mobile,131,1,1,1,2.0,2.0,0.0,1,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9838,ac48539ef33bd1d2a4af5ea7b5f01d0bedb736fa23d4df6559b239a5d262ba90be4bf21cb19dbf3663c4c5d9a5772b4e0bcfe0d5571c5da69dc308bd4c7af74a,Y,100.0,1.0,O,Y,F,55.0,android,134,8,5,5,40.125,132.0,45.0,2,1,90.0,3,54.0,2,0.006231,0.271028,0.0,0.0,0.0,0.0,0.006231,0.0,0.716511,0.0,0.946371,1.0,0.277259
9839,d6a57bc23e429026509c28b6ecae41db9d02c90a816e8e693a08e2bf42d0d7cb51763b340354bf35b11060d473d208b3f1906f5e6966f774d7def3772a588fbd,Y,100.0,2.0,O,Y,F,30.0,mobile,131,2,2,2,165.5,170.0,161.0,1,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9840,09c46db40c7c042741b9d28e969d1af68d61f4cbd3c20a444130ff2648530d8be2e32266ae1f9ce0a0e966d7034def0cbc31eeb73302163ae6305b61e1dd5607,Y,9.99,1.0,,N,F,40.0,ios,140,13,5,5,38.615385,180.0,319.0,2,10,0.0,0,3.0,1,0.0,0.0,0.0,0.366534,0.0,0.0,0.0,0.0,0.40239,0.2251,1.587621,1.0,0.0
9841,cb9552c896632ba7b598e449753826f8f0f3004b23d78e8732b4ad3eee2f3d44795329c94bf7cb443d72859cc245629b8a26980260104e9c9ad2d90a32e35a43,N,9.99,1.0,,Y,F,20.0,ios,140,3,2,3,8.0,23.0,1.0,2,1,0.0,0,0.0,0,0.0,0.0,0.0,0.041667,0.958333,0.0,0.0,0.0,0.0,0.0,0.249882,1.0,0.041667
9842,a2cbab13bc742c827857d3de1cb3d504a57fceaa5da8dbe3b3cc6f23e0f7c7ef501db4a8e9c9f0807180a8e1b0564d5127f51eb6cb9467b576fc01d34d36a1f2,Y,13.49,2.0,,N,F,40.0,ios,140,1,1,1,96.0,0.0,96.0,0,1,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9843,c93de6d2109b5da7ece23f97928136e234d28d8a347ea54ae41697cfde677046037f374db351dfccddffa64df91ea47aa797962a2e2b0d6611b7ad69047ae9f4,Y,7900.0,1.0,,Y,M,35.0,android,131,2,1,1,45.5,0.0,91.0,0,2,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9844,eeff6d737d6ede510536077f1ae3288b6cba421986a559c6051cb35652f7cf588c83336a0018f219fedf3a148b51111e2cbb4a1b70f31219c3074b5209a01b96,N,100.0,2.0,O,Y,F,75.0,pc,132,1,1,1,3.0,0.0,0.0,0,0,0.0,0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9845,3fe4d8562d8c0a4857f0ce8f5b312a3903a3480885c24dccb5a2bad26896b7437b7dc651e8ddb6ca84fa1dbe2e21cac8496ca2973a14f13b790feb916c080f29,Y,13900.0,4.0,,Y,F,30.0,mobile,190,13,11,8,48.923077,78.0,252.0,4,4,204.0,4,102.0,1,0.283019,0.0,0.16195,0.224843,0.158805,0.0,0.0,0.16195,0.0,0.001572,2.341337,1.0,0.422956
9846,d0107ab8b4679b33e8fe2db916712292e95bf18aeac685bc8c3c34753e2a644edb6f7a848505d0bb06d84b82d974ac53a71527957e3419bc15cceb8e28ca2766,Y,13.49,2.0,,N,N,40.0,ios,140,1,1,1,17.0,0.0,0.0,0,0,17.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9847,439b93b0c316a6439fc6cbe1681278b0b8ed2b632a080472ff6ba0261776155315fe3b6b44cf9f7b84fb332c42f56d59572a880567219f4b18bcbf6042c775e7,N,7900.0,1.0,,N,F,40.0,android,151,1,1,1,9.0,9.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
9848,439fe952d948faecfc7ad0071b8841faf365d519fb00f381e500f449f9be54c06e1b584bca1d99b745c2730f912160459f05e8d2cd884f74a7a673db608b9734,Y,100.0,2.0,O,Y,F,30.0,android,131,2,2,2,120.0,97.0,0.0,1,0,0.0,0,143.0,1,0.0,0.0,0.0,0.404167,0.0,0.0,0.0,0.0,0.595833,0.0,0.973336,1.0,0.0
9849,7b2d97e693506310fe59793d7fc4262fd67c125c2363ce43344de7755813076b77d02521e3327b93c5c0c3e706f4938488db2f73ad7f8397736c705e16c6fd1c,Y,6700.0,1.0,,Y,M,25.0,android,132,7,5,4,63.142857,0.0,160.0,0,3,282.0,4,0.0,0,0.0,0.0,0.0,0.41629,0.0,0.0,0.0,0.011312,0.0,0.572398,1.060205,1.0,0.0
9850,4c02dd1eb5180716ff9fbc310b15299e7c041371397c988c0e6f5e6a4d6e969c34b595b7f1e6aca4648350218b0eab5938dd5ffa5674772ddcf9aaf254bee560,N,100.0,1.0,O,Y,F,30.0,mobile,190,5,4,4,36.6,171.0,1.0,2,1,11.0,2,0.0,0,0.060109,0.0,0.005464,0.0,0.0,0.0,0.0,0.928962,0.0,0.005464,0.424715,1.0,0.010929
9851,21141362bf18a3efe516b02595ecef78c79ba054796b8953abfd683bc44afc3e8823df290134ea1a8368b4aae6f65bded1a272dc30686bdac089332f4dcd7bf5,Y,100.0,1.0,O,Y,M,25.0,android,151,3,2,1,30.666667,0.0,92.0,0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9852,d0ebf0fe541a5aaf99a93ccb52a8b5eb1b3d2573c1f43ca6c9c316825394762011cbcbd5f845ca4249e5744be9ae97ee55864a5d4f83a9fb2eea7dd5702c60d7,Y,100.0,1.0,O,Y,F,20.0,mobile,134,9,7,7,55.666667,1.0,121.0,1,3,276.0,4,103.0,1,0.0,0.0,0.001996,0.502994,0.0,0.0,0.0,0.49501,0.0,0.0,1.018736,1.0,0.003992
9853,e1fbbbb510b524d6f4ef1eee15a26ad08b3959dcf022b264fe02dab52a861a170385ecb16c2f00f22ce740e7d77f4190dbafb58c47748bd89b8cb6db05ceaf63,N,7900.0,1.0,,Y,F,45.0,android,134,4,3,2,54.0,216.0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0.0,0.296296,0.0,0.0,0.0,0.703704,0.0,0.0,0.876716,1.0,0.0
9854,23c7b926decde416f4061fa2f996451896b5decb166160166be088981fae2101d5c523df1de45af5ac5e5e4693df7f44709a85ca67cacc69c5efc90b08987b47,Y,100.0,1.0,O,Y,F,25.0,pc,134,2,1,2,123.5,0.0,0.0,0,0,158.0,1,89.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9855,db24c8536ad1e657595ee982472adae074e79b5c27ab1ff04d2b74e33db9982c03054cebda692e7d9f286fabe4b8f16a93b0b96320cae7282790ed2fd634720a,N,100.0,1.0,O,Y,F,30.0,android,151,8,4,3,38.375,0.0,0.0,0,0,0.0,0,307.0,8,0.986971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013029,0.0,0.100265,1.0,1.0
9856,a1996fa23c44ba76c952ff9892d050f78926fddf1c31ec21d0ffe2cb35757daa92fdbb6cf6fb78375bfede55e96724e3f1b3e5131324a02fa48ccbe7c4bb00dc,Y,100.0,1.0,O,Y,M,20.0,pc,180,6,5,4,58.666667,33.0,0.0,1,0,202.0,2,117.0,3,0.230114,0.0,0.09375,0.34375,0.0,0.329545,0.0,0.002841,0.0,0.0,1.889258,1.0,0.65625
9857,2ba53ba46893f01f2fc86e338ba83c429922900bc3609a73ccc35e91245af63d8624611760891539d67dfdacab940ce81cf0ec12c4791c6d17db2ae7345d6a82,Y,100.0,2.0,O,Y,F,30.0,mobile,134,16,12,9,46.0,436.0,268.0,9,4,32.0,3,0.0,0,0.024457,0.149457,0.0,0.02038,0.235054,0.001359,0.0,0.0,0.0,0.569293,1.621891,1.0,0.0
9858,d6ff295bbfed83b7f08031896ec04facf7d0b8c2d0bf2dd5bd22e0afe39179bcb35ed913b5d141fe2d0b907293f6099b8736926c3300c9d72d7ea8bac5b9cbb2,N,7900.0,1.0,,Y,F,20.0,android,134,6,3,3,54.0,175.0,0.0,3,0,0.0,0,149.0,3,0.459877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540123,0.0,0.99535,1.0,0.459877
9859,782b5d9406f67da992b0c860a1831122116a1f0f90c237bd0d0742099813d39e4b16ca475ada411c76349672f0cdcb524d7417f3640e1e715af8417317479290,Y,100.0,1.0,O,Y,F,20.0,mobile,134,5,5,5,75.4,0.0,242.0,0,2,135.0,3,0.0,0,0.013263,0.0,0.0,0.299735,0.607427,0.0,0.0,0.0,0.0,0.079576,1.331168,1.0,0.0
9860,e76d72874b47f7ad0630a2d4dd0bc862fbd2a2b3301ab145c50b6ca21eb36177111c6a853f53530f35a8075fb06a2cb972d4f29ef2bd870485e8d465ca6a6a56,Y,100.0,1.0,O,Y,M,30.0,android,151,5,5,2,9.6,0.0,34.0,0,3,14.0,2,0.0,0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.5625,0.0,0.0,0.988699,1.0,0.0
9861,6d5fa2509520ffd455f3c4f4a2a5a399da56871f26cea490bedd11f0912d9a7255b075d554352b6dba502c3fe97f8e88f70fb32fba1a0a0ca47cc210e047e47d,Y,13900.0,4.0,,N,N,40.0,mobile,134,1,1,1,1.0,1.0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9862,bc231b009e370f73a0b2b016ac25f6db01b0f3e1d98c0ad70d5b4c6bb1c38d18c31fb955a90ba00ce894b817b4908fcf8e76563944438bd49c649b93da848476,Y,100.0,4.0,O,Y,F,30.0,pc,134,9,6,5,77.777778,47.0,434.0,1,6,219.0,2,0.0,0,0.127143,0.0,0.0,0.434286,0.0,0.0,0.0,0.438571,0.0,0.0,1.422392,1.0,0.0
9863,b3762d08614076ebd7a7a0fc88960eaed51a67c7138ca3f566527aaa9d5959a2eb96f6d5d85ce0810fdf32f8c3fe35485122bbb8dfc1313d388b36177e721ae7,Y,100.0,4.0,O,Y,F,25.0,mobile,190,9,7,5,58.777778,232.0,296.0,3,5,1.0,1,0.0,0,0.056711,0.20983,0.0,0.132325,0.219282,0.0,0.0,0.381853,0.0,0.0,2.103984,1.0,0.0
9864,c848858584f52bbf0e22738b7084fd6490224a66cd9d31a09e69cf7188b4087d8dc5752049b168aca0c92f69f20a9d6d97427ee4a78b81202690c58face34169,Y,100.0,4.0,O,Y,M,20.0,android,151,8,7,6,62.25,112.0,2.0,1,2,384.0,5,0.0,0,0.0,0.2249,0.0,0.208835,0.220884,0.0,0.0,0.345382,0.0,0.0,1.966957,1.0,0.004016
9865,0b037fd119585f128b130337b96f1e2a4c6f47c11f66dd75e11478ae7948c8a9c805633c006ef6d05540c8612bf7494c2a3263c26e8c98a6fafc6b0741ef32be,Y,100.0,1.0,O,Y,F,30.0,pc,134,11,8,7,11.0,0.0,3.0,0,2,0.0,0,118.0,9,0.008264,0.0,0.0,0.338843,0.0,0.057851,0.0,0.595041,0.0,0.0,1.269725,1.0,0.008264
9866,e7967ddee928c71cc600cb7daf8286b82896448e3c7c0c31691db0efadb1ce9a31beaca3a926e9151e374029ec84a29c6e1fd9fbcad4c3fdf76ffbef1a8e7aba,Y,7900.0,1.0,,Y,M,35.0,android,151,4,4,3,109.5,93.0,0.0,1,0,345.0,3,0.0,0,0.212329,0.0,0.253425,0.0,0.0,0.0,0.0,0.0,0.534247,0.0,1.459748,1.0,0.757991
9867,fb3391057ab0382889a1e8842faa7c3343ca707732d0ecead0567b2026c3a89880b3b1bf6b5df4e7961c3f0bdeab57c31b32783f9030a267babfed6327b06ab5,Y,100.0,1.0,O,Y,F,20.0,pc,134,6,6,2,6.333333,0.0,38.0,0,6,0.0,0,0.0,0,0.789474,0.0,0.0,0.184211,0.0,0.026316,0.0,0.0,0.0,0.0,0.856922,1.0,0.815789
9868,e489f0dc696958f0e030b3676739ad0dd07da6981b6c07638c58919105bda4440e41faa14453102df987c7793a7511fe499657c0ac3b076d6580fcfd913b72c0,Y,13900.0,4.0,,N,N,40.0,pc,180,7,6,3,1.142857,7.0,1.0,6,1,0.0,0,0.0,0,0.5,0.0,0.125,0.0,0.25,0.0,0.0,0.125,0.0,0.0,1.75,1.0,0.875
9869,c19f240ec6e9014624dd412d874507f76f44cc7eb322b3bf3404ae87c798656e803177358fbeada4344a5587a7744dbc6bf602efb38fdf873edb75c7d60fa77f,Y,100.0,1.0,O,Y,F,30.0,pc,131,5,3,3,39.4,23.0,0.0,2,0,174.0,3,0.0,0,0.0,0.0,0.467005,0.0,0.0,0.0,0.0,0.416244,0.0,0.116751,1.401093,1.0,1.0
9870,a11d315e08a29cc9e4cdf963de6a0cbd284b3379389af6f48da41cd40f8ad63cbb8f41cca675646c7ddb4bc948c2c80c25ad077f140b7bb9d51b2f15ef8386e9,Y,100.0,4.0,O,Y,F,20.0,mobile,180,2,2,1,37.0,0.0,0.0,0,0,0.0,0,74.0,2,0.986486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013514,0.103275,1.0,0.986486
9871,cd391b4e866c29ed2f5dfc75fcd835b6ea21aaae6bf66295e8e0b4fa3ed9ed9c3b4d72133e7508dff3821efa1de716211a446b9090c1672939cb72a3507e1fad,Y,100.0,1.0,O,Y,F,30.0,android,180,4,3,4,86.25,222.0,0.0,2,0,123.0,2,0.0,0,0.0,0.246377,0.397101,0.0,0.0,0.0,0.0,0.0,0.356522,0.0,1.557531,1.0,0.602899
9872,9f03c37bcbd2d3682c9369fcf581a0b5cd6d7b4eaf018f6214abd2e82efcdfc8df7997d61161f5bc1863aa52193a9beb3fa8b4d131b762db3f402b96d985e4d3,Y,100.0,1.0,O,Y,F,70.0,android,151,1,1,1,12.0,0.0,12.0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9873,5dc08c16473e71c974cd0ec212f7e073a6507fb492b7f29190b016c0ebf804b626fd151965362c9cbc5278294edc32e4c4a508d8f63064d26c3a1b9a3d254b96,Y,100.0,1.0,O,Y,F,35.0,android,134,2,1,1,102.0,0.0,0.0,0,0,0.0,0,204.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
9874,b264c23029f52d303a1bb304763f2997f22d9b6e205cc7818ef8bbc9d9b775c89ba0df8913def7dbe9aef43485090d27bae020e05cc025ef1bb65b6547d81411,N,9.99,1.0,,N,N,40.0,ios,140,7,6,3,24.142857,0.0,88.0,0,1,81.0,6,0.0,0,0.52071,0.0,0.0,0.0,0.248521,0.005917,0.0,0.0,0.005917,0.218935,1.556755,1.0,0.017751
9875,89650c59c905843525002ab7e970196d4ea04a86193a4dd6d8c3d26ac57e7f7c2478a5e8c7d57c5980c314e89e2f5fdab25a87a495d2ab015711f3401c2c8eed,Y,10900.0,2.0,,Y,M,55.0,lgtv,134,25,20,9,9.76,38.0,126.0,5,12,80.0,8,0.0,0,0.032787,0.0,0.036885,0.655738,0.012295,0.008197,0.0,0.081967,0.008197,0.135246,1.761279,1.0,0.032787
9877,ee8c86c22d5b40b48ae360eda310e5221c59741e3f7078a7a7f41f30a3cf0da04ba2fe464d0e960e70df1556a100fd1ec5e6cb93533357dfeaac93aef2781025,N,100.0,1.0,O,Y,F,40.0,android,151,1,1,1,37.0,0.0,37.0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9878,3b19776e11f38b2d9d88e1750ffa26ad7c47316f05d6b7cd76d1bfe96924bf6dcf645e2e4f15028d916ecae9cb4e6772b4e9e9aa119df14aeceb808ffd059695,Y,100.0,4.0,O,Y,M,20.0,android,151,10,6,6,68.3,549.0,14.0,7,1,0.0,0,120.0,2,0.352855,0.0,0.175695,0.327965,0.0,0.0,0.0,0.0,0.122987,0.020498,1.985378,1.0,0.0
9879,fc489d3afa85aca83416c3a375c8432d52847a59f2764fa74cab2cb9eab0ef13a749fad88ba3326e975346720c1de7855e6cf4ab8b0f4514625490ba414b04b9,N,7900.0,1.0,,Y,F,20.0,mobile,190,12,7,6,17.166667,88.0,113.0,1,6,4.0,4,1.0,1,0.509709,0.009709,0.0,0.0,0.0,0.004854,0.0,0.009709,0.038835,0.427184,1.3689,1.0,0.427184
9880,43c78128c87aa682e03ef4533596a0a08beb615bf2469fb414b2ae7b9dfe0f012a53c3faccaa0faaa553f6b2c7c0ecac1dc173b112ea800d44b8c08b3bd4d718,N,100.0,1.0,O,Y,M,30.0,mobile,132,12,11,8,18.166667,212.0,5.0,6,5,1.0,1,0.0,0,0.426606,0.0,0.0,0.0,0.555046,0.0,0.0,0.0,0.013761,0.004587,1.116445,1.0,0.995413
9881,47bd806c7f631da7226c2888895b4cb8671369a343a87f2d7a949deb0774e196237751a5f0589bde912c6030657b780ccdd5632f5524d3c9241ca896a73038d9,Y,6950.0,4.0,,Y,M,15.0,pc,190,21,15,5,20.142857,0.0,421.0,0,20,2.0,1,0.0,0,0.0,0.030733,0.328605,0.0,0.0,0.0,0.0,0.0,0.640662,0.0,1.093542,1.0,0.0
9882,9a051bd932f1c15cf8d53f118406db518868fb7fb4640094023a99a50808fb8ad990e7518366c89cbeb11e06e8f764fc2645eccd0b92563d3e0ec8979093683a,Y,100.0,1.0,O,Y,F,25.0,android,151,3,3,3,23.666667,54.0,0.0,1,0,17.0,2,0.0,0,0.0,0.0,0.0,0.084507,0.0,0.760563,0.0,0.0,0.0,0.0,1.018375,1.0,0.0
9883,b4d30324d4fb5879a75fce6e2dd82d47d28ece98a37c62e5d3c4f1350610405d98aab2d955ccc64cecfd9ada2b207e5003d9103298d5ceaedadd1ece0b4762c7,Y,100.0,4.0,O,Y,M,25.0,android,151,6,4,3,13.666667,77.0,0.0,1,0,4.0,4,1.0,1,0.0,0.02439,0.0,0.012195,0.0,0.0,0.02439,0.0,0.0,0.0,0.424106,1.0,0.02439
