membership_row_id,has_usage_feature,total_watch_time,total_sessions,unique_contents,unique_days,first_watch_rel_day,last_watch_rel_day,avg_session_time,median_session_time,min_session_time,max_session_time,std_session_time,active_span_days,days_since_first_watch_from_reg,days_since_last_watch_to_obs_end,watch_days_ratio,sessions_per_active_day,contents_per_active_day,avg_watch_time_per_content,max_daily_watch_time,avg_daily_watch_time,median_daily_watch_time,std_daily_watch_time,max_daily_sessions,avg_gap_between_watch_days,max_gap_between_watch_days,max_inactive_gap_days,start_inactive_days,end_inactive_days,week1_watch_time,week2_watch_time,week3_watch_time,week1_sessions,week2_sessions,week3_sessions,week1_unique_contents,week2_unique_contents,week3_unique_contents,week1_active_days,week2_active_days,week3_active_days,week1_ratio,week2_ratio,week3_ratio,front_loaded_ratio,late_ratio,w2_minus_w1_watch_time,w3_minus_w2_watch_time,w3_minus_w1_watch_time,w3_to_w1_ratio,w3_to_w1_ratio_capped,daily_watch_slope,week_count_with_watch,front_loaded_flag,late_binge_flag,only_week1_flag,only_week3_flag,no_week1_flag,no_week3_flag,steady_3week_watch_flag,usage_trend_label,max_day_share,one_day_binge_flag
8404,1,89,8,2,8,6,20,11.125,5.0,1,45,15.403501457229039,15,6,0,0.38095238095238093,1.0,0.25,44.5,45,11.125,5.0,15.403501457229039,1,2.0,3.0,6.0,6.0,0.0,5,30,54,1,3,4,1,1,2,1,3,4,0.056179775280898875,0.33707865168539325,0.6067415730337079,0.056179775280898875,0.6067415730337079,25,24,49,10.8,10.8,3.5,3,0,1,0,0,0,0,1,late_increasing,0.5056179775280899,0
8405,1,127,6,4,4,2,19,21.166666666666668,6.5,1,95,36.80443813817386,18,2,1,0.19047619047619047,1.5,1.0,31.75,107,31.75,9.5,50.69763308084511,2,5.666666666666667,14.0,13.0,2.0,1.0,20,0,107,4,0,2,3,0,1,3,0,1,0.15748031496062992,0.0,0.84251968503937,0.15748031496062992,0.84251968503937,-20,107,87,5.35,5.35,6.214285714285714,2,0,1,0,0,0,0,0,late_increasing,0.84251968503937,1
8407,1,141,4,3,2,13,16,35.25,27.0,1,86,39.51687403291578,4,13,4,0.09523809523809523,2.0,1.5,47.0,93,70.5,70.5,31.81980515339464,2,3.0,3.0,13.0,13.0,4.0,0,48,93,0,2,2,0,1,2,0,1,1,0.0,0.3404255319148936,0.6595744680851063,0.0,0.6595744680851063,48,45,93,,999.0,6.642857142857143,2,0,1,0,0,1,0,0,late_increasing,0.6595744680851063,0
8408,1,254,3,2,2,4,16,84.66666666666667,72.0,39,143,53.144457221175315,13,4,4,0.09523809523809523,1.5,1.0,127.0,143,127.0,127.0,22.627416997969522,2,12.0,12.0,11.0,4.0,4.0,111,0,143,2,0,1,1,0,1,1,0,1,0.43700787401574803,0.0,0.562992125984252,0.43700787401574803,0.562992125984252,-111,143,32,1.2882882882882882,1.2882882882882882,2.2857142857142856,2,0,1,0,0,0,0,0,late_increasing,0.562992125984252,0
8409,1,868,22,19,8,12,20,39.45454545454545,3.0,1,143,50.31967074682886,9,12,0,0.38095238095238093,2.75,2.375,45.68421052631579,145,108.5,115.0,37.98119835617919,5,1.1428571428571428,2.0,12.0,12.0,0.0,0,259,609,0,6,16,0,4,15,0,2,6,0.0,0.29838709677419356,0.7016129032258065,0.0,0.7016129032258065,259,350,609,,999.0,43.5,2,0,1,0,0,1,0,0,late_increasing,0.16705069124423963,0
8410,1,117,5,5,4,0,20,23.4,23.0,1,51,18.95521036549054,21,0,0,0.19047619047619047,1.25,1.25,23.4,51,29.25,27.0,16.45954636879968,2,6.666666666666667,7.0,6.0,0.0,0.0,82,12,23,3,1,1,3,1,1,2,1,1,0.7008547008547008,0.10256410256410256,0.19658119658119658,0.7008547008547008,0.19658119658119658,-70,11,-59,0.2804878048780488,0.2804878048780488,-4.214285714285714,3,1,0,0,0,0,0,1,front_decreasing,0.4358974358974359,0
8411,1,60,5,5,5,9,18,12.0,8.0,1,34,12.747548783981962,10,9,2,0.23809523809523808,1.0,1.0,12.0,34,12.0,8.0,12.747548783981962,1,2.25,4.0,9.0,9.0,2.0,0,49,11,0,3,2,0,3,2,0,3,2,0.0,0.8166666666666667,0.18333333333333332,0.0,0.18333333333333332,49,-38,11,,999.0,0.7857142857142857,2,0,0,0,0,1,0,0,mixed_or_low_activity,0.5666666666666667,0
8412,1,117,9,6,6,4,19,13.0,2.0,1,38,15.700318468107582,16,4,1,0.2857142857142857,1.5,1.0,19.5,49,19.5,14.0,21.191979614939232,3,3.0,8.0,7.0,4.0,1.0,1,49,67,1,2,6,1,1,5,1,1,4,0.008547008547008548,0.4188034188034188,0.5726495726495726,0.008547008547008548,0.5726495726495726,48,18,66,67.0,67.0,4.714285714285714,3,0,1,0,0,0,0,1,late_increasing,0.4188034188034188,0
8413,1,659,12,10,7,1,20,54.916666666666664,44.0,2,119,47.08687972699234,20,1,0,0.3333333333333333,1.7142857142857142,1.4285714285714286,65.9,146,94.14285714285714,110.0,50.8836207157358,3,3.1666666666666665,9.0,8.0,1.0,0.0,125,165,369,3,4,5,3,2,5,1,2,4,0.18968133535660092,0.2503793626707132,0.5599393019726859,0.18968133535660092,0.5599393019726859,40,204,244,2.952,2.952,17.428571428571427,3,0,1,0,0,0,0,1,late_increasing,0.22154779969650987,0
8414,1,91,6,5,3,0,14,15.166666666666666,10.0,2,39,13.963046467969184,15,0,6,0.14285714285714285,2.0,1.6666666666666667,18.2,70,30.333333333333332,15.0,34.64582706955245,3,7.0,8.0,7.0,0.0,6.0,85,0,6,5,0,1,4,0,1,2,0,1,0.9340659340659341,0.0,0.06593406593406594,0.9340659340659341,0.06593406593406594,-85,6,-79,0.07058823529411765,0.07058823529411765,-5.642857142857143,2,1,0,0,0,0,0,0,front_decreasing,0.7692307692307693,0
8415,1,599,5,5,4,6,15,119.8,128.0,87,135,19.766132651583618,10,6,5,0.19047619047619047,1.25,1.25,119.8,220,149.75,131.5,47.4859628381553,2,3.0,6.0,6.0,6.0,5.0,220,135,244,2,1,2,2,1,2,1,1,2,0.3672787979966611,0.22537562604340566,0.4073455759599332,0.3672787979966611,0.4073455759599332,-85,109,24,1.1090909090909091,1.1090909090909091,1.7142857142857142,3,0,0,0,0,0,0,1,steady_all_weeks,0.3672787979966611,0
8417,1,135,4,4,4,8,18,33.75,33.0,1,68,30.324632451743472,11,8,2,0.19047619047619047,1.0,1.0,33.75,68,33.75,33.0,30.324632451743472,1,3.3333333333333335,5.0,8.0,8.0,2.0,0,69,66,0,2,2,0,2,2,0,2,2,0.0,0.5111111111111111,0.4888888888888889,0.0,0.4888888888888889,69,-3,66,,999.0,4.714285714285714,2,0,0,0,0,1,0,0,late_increasing,0.5037037037037037,0
8419,1,5,1,1,1,12,12,5.0,5.0,5,5,0.0,1,12,8,0.047619047619047616,1.0,1.0,5.0,5,5.0,5.0,0.0,1,0.0,0.0,12.0,12.0,8.0,0,5,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,5,-5,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
8420,1,3,3,3,2,0,19,1.0,1.0,1,1,0.0,20,0,1,0.09523809523809523,1.5,1.5,1.0,2,1.5,1.5,0.7071067811865476,2,19.0,19.0,18.0,0.0,1.0,2,0,1,2,0,1,2,0,1,1,0,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-2,1,-1,0.5,0.5,-0.07142857142857142,2,1,0,0,0,0,0,0,mixed_or_low_activity,0.6666666666666666,0
8421,1,3,3,3,1,1,1,1.0,1.0,1,1,0.0,1,1,19,0.047619047619047616,3.0,3.0,1.0,3,3.0,3.0,0.0,3,0.0,0.0,19.0,1.0,19.0,3,0,0,3,0,0,3,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-3,0,-3,0.0,0.0,-0.21428571428571427,1,1,0,1,0,0,1,0,only_week1,1.0,1
8422,1,417,6,5,3,1,19,69.5,48.0,1,200,69.55213871621778,19,1,1,0.14285714285714285,2.0,1.6666666666666667,83.4,216,139.0,200.0,119.77896309452674,4,9.0,16.0,15.0,1.0,1.0,416,0,1,5,0,1,4,0,1,2,0,1,0.9976019184652278,0.0,0.002398081534772182,0.9976019184652278,0.002398081534772182,-416,1,-415,0.002403846153846154,0.002403846153846154,-29.642857142857142,2,1,0,0,0,0,0,0,front_decreasing,0.5179856115107914,0
8424,1,394,24,20,6,3,13,16.416666666666668,1.0,1,92,31.077626044788403,11,3,7,0.2857142857142857,4.0,3.3333333333333335,19.7,122,65.66666666666667,84.5,49.265268360851,10,2.0,5.0,7.0,3.0,7.0,223,171,0,12,12,0,10,11,0,3,3,0,0.565989847715736,0.434010152284264,0.0,0.565989847715736,0.0,-52,-171,-223,0.0,0.0,-15.928571428571429,2,1,0,0,0,0,1,0,front_decreasing,0.3096446700507614,0
8428,1,297,8,5,3,9,14,37.125,9.5,1,119,47.63983177372241,6,9,6,0.14285714285714285,2.6666666666666665,1.6666666666666667,59.4,174,99.0,121.0,88.08518604169488,4,2.5,4.0,9.0,9.0,6.0,0,176,121,0,5,3,0,3,3,0,2,1,0.0,0.5925925925925926,0.4074074074074074,0.0,0.4074074074074074,176,-55,121,,999.0,8.642857142857142,2,0,0,0,0,1,0,0,late_increasing,0.5858585858585859,0
8430,1,767,9,9,8,2,18,85.22222222222223,109.0,1,139,48.29021064816806,17,2,2,0.38095238095238093,1.125,1.125,85.22222222222223,145,95.875,112.5,51.175991860023025,2,2.2857142857142856,9.0,8.0,2.0,2.0,482,113,172,5,2,2,5,2,2,4,2,2,0.6284224250325945,0.14732724902216426,0.2242503259452412,0.6284224250325945,0.2242503259452412,-369,59,-310,0.35684647302904565,0.35684647302904565,-22.142857142857142,3,1,0,0,0,0,0,1,front_decreasing,0.18904823989569752,0
8431,1,3,3,3,2,7,8,1.0,1.0,1,1,0.0,2,7,12,0.09523809523809523,1.5,1.5,1.0,2,1.5,1.5,0.7071067811865476,2,1.0,1.0,12.0,7.0,12.0,0,3,0,0,3,0,0,3,0,0,2,0,0.0,1.0,0.0,0.0,0.0,3,-3,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,0.6666666666666666,0
8432,1,512,7,5,5,11,18,73.14285714285714,111.0,1,142,67.1997732422478,8,11,2,0.23809523809523808,1.4,1.0,102.4,253,102.4,111.0,104.9799980948752,2,1.75,4.0,11.0,11.0,2.0,0,114,398,0,2,5,0,1,4,0,2,3,0.0,0.22265625,0.77734375,0.0,0.77734375,114,284,398,,999.0,28.428571428571427,2,0,1,0,0,1,0,0,late_increasing,0.494140625,0
8433,1,43,4,4,3,7,15,10.75,4.5,1,33,14.974979131871937,9,7,5,0.14285714285714285,1.3333333333333333,1.3333333333333333,10.75,33,14.333333333333334,9.0,16.65332799572906,2,4.0,5.0,7.0,7.0,5.0,0,42,1,0,3,1,0,3,1,0,2,1,0.0,0.9767441860465116,0.023255813953488372,0.0,0.023255813953488372,42,-41,1,,999.0,0.07142857142857142,2,0,0,0,0,1,0,0,mixed_or_low_activity,0.7674418604651163,0
8435,1,130,2,1,2,4,5,65.0,65.0,9,121,79.19595949289332,2,4,15,0.09523809523809523,1.0,0.5,130.0,121,65.0,65.0,79.19595949289332,1,1.0,1.0,15.0,4.0,15.0,130,0,0,2,0,0,1,0,0,2,0,0,1.0,0.0,0.0,1.0,0.0,-130,0,-130,0.0,0.0,-9.285714285714286,1,1,0,1,0,0,1,0,only_week1,0.9307692307692308,1
8436,1,98,3,3,3,4,20,32.666666666666664,1.0,1,96,54.84827557301445,17,4,0,0.14285714285714285,1.0,1.0,32.666666666666664,96,32.666666666666664,1.0,54.84827557301445,1,8.0,15.0,14.0,4.0,0.0,97,0,1,2,0,1,2,0,1,2,0,1,0.9897959183673469,0.0,0.01020408163265306,0.9897959183673469,0.01020408163265306,-97,1,-96,0.010309278350515464,0.010309278350515464,-6.857142857142857,2,1,0,0,0,0,0,0,front_decreasing,0.9795918367346939,1
8437,1,118,5,3,2,4,14,23.6,10.0,1,60,27.537247502246842,11,4,6,0.09523809523809523,2.5,1.5,39.333333333333336,106,59.0,59.0,66.46803743153546,3,10.0,10.0,9.0,4.0,6.0,106,0,12,2,0,3,1,0,2,1,0,1,0.8983050847457628,0.0,0.1016949152542373,0.8983050847457628,0.1016949152542373,-106,12,-94,0.11320754716981132,0.11320754716981132,-6.714285714285714,2,1,0,0,0,0,0,0,front_decreasing,0.8983050847457628,1
8439,1,685,8,7,6,3,20,85.625,82.0,1,168,58.63918119677808,18,3,0,0.2857142857142857,1.3333333333333333,1.1666666666666667,97.85714285714286,303,114.16666666666667,82.5,100.09878454140522,2,3.4,7.0,6.0,3.0,0.0,132,414,139,1,4,3,1,3,3,1,2,3,0.1927007299270073,0.6043795620437956,0.2029197080291971,0.1927007299270073,0.2029197080291971,282,-275,7,1.053030303030303,1.053030303030303,0.5,3,0,0,0,0,0,0,1,steady_all_weeks,0.44233576642335765,0
8440,1,108,1,1,1,7,7,108.0,108.0,108,108,0.0,1,7,13,0.047619047619047616,1.0,1.0,108.0,108,108.0,108.0,0.0,1,0.0,0.0,13.0,7.0,13.0,0,108,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,108,-108,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
8441,1,92,2,2,2,1,15,46.0,46.0,31,61,21.213203435596427,15,1,5,0.09523809523809523,1.0,1.0,46.0,61,46.0,46.0,21.213203435596427,1,14.0,14.0,13.0,1.0,5.0,61,0,31,1,0,1,1,0,1,1,0,1,0.6630434782608695,0.0,0.33695652173913043,0.6630434782608695,0.33695652173913043,-61,31,-30,0.5081967213114754,0.5081967213114754,-2.142857142857143,2,1,0,0,0,0,0,0,mixed_or_low_activity,0.6630434782608695,0
8443,1,178,2,2,1,0,0,89.0,89.0,28,150,86.2670273047588,1,0,20,0.047619047619047616,2.0,2.0,89.0,178,178.0,178.0,0.0,2,0.0,0.0,20.0,0.0,20.0,178,0,0,2,0,0,2,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-178,0,-178,0.0,0.0,-12.714285714285714,1,1,0,1,0,0,1,0,only_week1,1.0,1
8444,1,1078,12,10,9,1,18,89.83333333333333,94.5,1,163,48.671128894641306,18,1,2,0.42857142857142855,1.3333333333333333,1.1111111111111112,107.8,317,119.77777777777777,99.0,101.39375939595318,3,2.125,5.0,4.0,1.0,2.0,572,286,220,6,3,3,4,3,3,4,3,2,0.5306122448979592,0.2653061224489796,0.20408163265306123,0.5306122448979592,0.20408163265306123,-286,-66,-352,0.38461538461538464,0.38461538461538464,-25.142857142857142,3,1,0,0,0,0,0,1,front_decreasing,0.2940630797773655,0
8446,1,235,3,2,1,4,4,78.33333333333333,110.0,1,124,67.33745861950341,1,4,16,0.047619047619047616,3.0,2.0,117.5,235,235.0,235.0,0.0,3,0.0,0.0,16.0,4.0,16.0,235,0,0,3,0,0,2,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-235,0,-235,0.0,0.0,-16.785714285714285,1,1,0,1,0,0,1,0,only_week1,1.0,1
8450,1,438,8,8,5,5,20,54.75,48.0,5,136,46.970355392675984,16,5,0,0.23809523809523808,1.6,1.6,54.75,136,87.6,83.0,46.57037685052592,3,3.75,6.0,5.0,5.0,0.0,79,153,206,2,2,4,2,2,4,1,2,2,0.18036529680365296,0.3493150684931507,0.4703196347031963,0.18036529680365296,0.4703196347031963,74,53,127,2.607594936708861,2.607594936708861,9.071428571428571,3,0,0,0,0,0,0,1,late_increasing,0.3105022831050228,0
8451,1,48,7,5,3,8,15,6.857142857142857,4.0,1,16,5.610364558225292,8,8,5,0.14285714285714285,2.3333333333333335,1.6666666666666667,9.6,21,16.0,15.0,4.58257569495584,3,3.5,5.0,8.0,8.0,5.0,0,36,12,0,6,1,0,5,1,0,2,1,0.0,0.75,0.25,0.0,0.25,36,-24,12,,999.0,0.8571428571428571,2,0,0,0,0,1,0,0,mixed_or_low_activity,0.4375,0
8453,1,532,6,5,6,2,9,88.66666666666667,88.5,57,110,17.9851790835306,8,2,11,0.2857142857142857,1.0,0.8333333333333334,106.4,110,88.66666666666667,88.5,17.9851790835306,1,1.4,2.0,11.0,2.0,11.0,257,275,0,3,3,0,3,2,0,3,3,0,0.4830827067669173,0.5169172932330827,0.0,0.4830827067669173,0.0,18,-275,-257,0.0,0.0,-18.357142857142858,2,0,0,0,0,0,1,0,front_decreasing,0.20676691729323307,0
8454,1,2135,25,15,10,0,20,85.4,83.0,1,200,54.24327915358117,21,0,0,0.47619047619047616,2.5,1.5,142.33333333333334,619,213.5,105.0,202.4221386662591,7,2.2222222222222223,8.0,7.0,0.0,0.0,1778,160,197,21,2,2,12,2,2,6,2,2,0.8327868852459016,0.07494145199063232,0.09227166276346604,0.8327868852459016,0.09227166276346604,-1618,37,-1581,0.1107986501687289,0.1107986501687289,-112.92857142857143,3,1,0,0,0,0,0,1,front_decreasing,0.2899297423887588,0
8455,1,75,3,1,3,8,10,25.0,26.0,23,26,1.7320508075688772,3,8,10,0.14285714285714285,1.0,0.3333333333333333,75.0,26,25.0,26.0,1.7320508075688772,1,1.0,1.0,10.0,8.0,10.0,0,75,0,0,3,0,0,1,0,0,3,0,0.0,1.0,0.0,0.0,0.0,75,-75,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,0.3466666666666667,0
8457,1,3,1,1,1,10,10,3.0,3.0,3,3,0.0,1,10,10,0.047619047619047616,1.0,1.0,3.0,3,3.0,3.0,0.0,1,0.0,0.0,10.0,10.0,10.0,0,3,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,3,-3,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
8458,1,1739,15,15,10,1,18,115.93333333333334,120.0,42,169,34.35625679483114,18,1,2,0.47619047619047616,1.5,1.5,115.93333333333334,329,173.9,147.5,77.79524407057285,3,1.8888888888888888,5.0,4.0,1.0,2.0,1010,381,348,8,3,4,8,3,4,5,2,3,0.5807935595169638,0.2190914318573893,0.20011500862564693,0.5807935595169638,0.20011500862564693,-629,-33,-662,0.3445544554455445,0.3445544554455445,-47.285714285714285,3,1,0,0,0,0,0,1,front_decreasing,0.1891891891891892,0
8459,1,393,11,4,6,1,14,35.72727272727273,16.0,1,108,38.202332151560874,14,1,6,0.2857142857142857,1.8333333333333333,0.6666666666666666,98.25,216,65.5,41.0,80.19413943674438,4,2.6,6.0,6.0,1.0,6.0,216,167,10,3,7,1,2,3,1,1,4,1,0.549618320610687,0.42493638676844786,0.02544529262086514,0.549618320610687,0.02544529262086514,-49,-157,-206,0.046296296296296294,0.046296296296296294,-14.714285714285714,3,1,0,0,0,0,0,1,front_decreasing,0.549618320610687,0
8460,1,209,15,11,3,0,3,13.933333333333334,1.0,1,107,30.393765024770328,4,0,17,0.14285714285714285,5.0,3.6666666666666665,19.0,108,69.66666666666667,66.0,36.637867477970566,8,1.5,2.0,17.0,0.0,17.0,209,0,0,15,0,0,11,0,0,3,0,0,1.0,0.0,0.0,1.0,0.0,-209,0,-209,0.0,0.0,-14.928571428571429,1,1,0,1,0,0,1,0,only_week1,0.5167464114832536,0
8461,1,35,3,3,3,0,4,11.666666666666666,1.0,1,33,18.475208614068027,5,0,16,0.14285714285714285,1.0,1.0,11.666666666666666,33,11.666666666666666,1.0,18.475208614068027,1,2.0,3.0,16.0,0.0,16.0,35,0,0,3,0,0,3,0,0,3,0,0,1.0,0.0,0.0,1.0,0.0,-35,0,-35,0.0,0.0,-2.5,1,1,0,1,0,0,1,0,only_week1,0.9428571428571428,1
8464,1,397,8,6,5,1,20,49.625,56.0,1,109,38.74066707884992,20,1,0,0.23809523809523808,1.6,1.2,66.16666666666667,199,79.4,66.0,78.39834181919922,4,4.75,9.0,8.0,1.0,0.0,209,175,13,5,2,1,3,2,1,2,2,1,0.5264483627204031,0.44080604534005036,0.0327455919395466,0.5264483627204031,0.0327455919395466,-34,-162,-196,0.06220095693779904,0.06220095693779904,-14.0,3,1,0,0,0,0,0,1,front_decreasing,0.5012594458438288,0
8465,1,103,3,3,2,0,17,34.333333333333336,28.0,2,73,35.92121007612819,18,0,3,0.09523809523809523,1.5,1.5,34.333333333333336,101,51.5,51.5,70.0035713374682,2,17.0,17.0,16.0,0.0,3.0,101,0,2,2,0,1,2,0,1,1,0,1,0.9805825242718447,0.0,0.019417475728155338,0.9805825242718447,0.019417475728155338,-101,2,-99,0.019801980198019802,0.019801980198019802,-7.071428571428571,2,1,0,0,0,0,0,0,front_decreasing,0.9805825242718447,1
8466,1,22,1,1,1,12,12,22.0,22.0,22,22,0.0,1,12,8,0.047619047619047616,1.0,1.0,22.0,22,22.0,22.0,0.0,1,0.0,0.0,12.0,12.0,8.0,0,22,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,22,-22,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
8468,1,442,21,19,9,9,20,21.047619047619047,11.0,4,84,21.884871922120517,12,9,0,0.42857142857142855,2.3333333333333335,2.111111111111111,23.263157894736842,84,49.111111111111114,40.0,26.58685974520329,6,1.375,2.0,9.0,9.0,0.0,0,148,294,0,11,10,0,11,10,0,4,5,0.0,0.334841628959276,0.665158371040724,0.0,0.665158371040724,148,146,294,,999.0,21.0,2,0,1,0,0,1,0,0,late_increasing,0.19004524886877827,0
8471,1,381,4,2,2,6,16,95.25,96.5,1,187,76.08054941967757,11,6,4,0.09523809523809523,2.0,1.0,190.5,194,190.5,190.5,4.949747468305833,3,10.0,10.0,9.0,6.0,4.0,187,0,194,1,0,3,1,0,1,1,0,1,0.49081364829396323,0.0,0.5091863517060368,0.49081364829396323,0.5091863517060368,-187,194,7,1.0374331550802138,1.0374331550802138,0.5,2,0,1,0,0,0,0,0,mixed_or_low_activity,0.5091863517060368,0
8472,1,182,6,6,3,11,18,30.333333333333332,14.5,1,95,37.01711315954645,8,11,2,0.14285714285714285,2.0,2.0,30.333333333333332,127,60.666666666666664,54.0,63.2639971337042,4,3.5,4.0,11.0,11.0,2.0,0,54,128,0,1,5,0,1,5,0,1,2,0.0,0.2967032967032967,0.7032967032967034,0.0,0.7032967032967034,54,74,128,,999.0,9.142857142857142,2,0,1,0,0,1,0,0,late_increasing,0.6978021978021978,0
8475,1,328,7,4,2,18,19,46.857142857142854,52.0,1,94,40.77756152358211,2,18,1,0.09523809523809523,3.5,2.0,82.0,327,164.0,164.0,230.5168106668145,6,1.0,1.0,18.0,18.0,1.0,0,0,328,0,0,7,0,0,4,0,0,2,0.0,0.0,1.0,0.0,1.0,0,328,328,,999.0,23.428571428571427,1,0,1,0,1,1,0,0,only_week3,0.9969512195121951,1
8476,1,93,1,1,1,7,7,93.0,93.0,93,93,0.0,1,7,13,0.047619047619047616,1.0,1.0,93.0,93,93.0,93.0,0.0,1,0.0,0.0,13.0,7.0,13.0,0,93,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,93,-93,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,1.0,1
8477,1,311,3,3,2,13,15,103.66666666666667,108.0,81,122,20.840665376454112,3,13,5,0.09523809523809523,1.5,1.5,103.66666666666667,203,155.5,155.5,67.17514421272202,2,2.0,2.0,13.0,13.0,5.0,0,108,203,0,1,2,0,1,2,0,1,1,0.0,0.34726688102893893,0.6527331189710611,0.0,0.6527331189710611,108,95,203,,999.0,14.5,2,0,1,0,0,1,0,0,late_increasing,0.6527331189710611,0
8479,1,532,7,7,3,6,10,76.0,96.0,1,124,51.77193576961685,5,6,10,0.14285714285714285,2.3333333333333335,2.3333333333333335,76.0,311,177.33333333333334,125.0,116.66333328571294,4,2.0,3.0,10.0,6.0,10.0,96,436,0,1,6,0,1,6,0,1,2,0,0.18045112781954886,0.8195488721804511,0.0,0.18045112781954886,0.0,340,-436,-96,0.0,0.0,-6.857142857142857,2,0,0,0,0,0,1,0,front_decreasing,0.5845864661654135,0
8480,1,502,8,4,7,1,17,62.75,60.0,1,118,39.46698439383046,17,1,3,0.3333333333333333,1.1428571428571428,0.5714285714285714,125.5,118,71.71428571428571,65.0,39.99880950609358,2,2.6666666666666665,6.0,5.0,1.0,3.0,199,65,238,4,1,3,3,1,2,3,1,3,0.39641434262948205,0.1294820717131474,0.47410358565737054,0.39641434262948205,0.47410358565737054,-134,173,39,1.1959798994974875,1.1959798994974875,2.7857142857142856,3,0,0,0,0,0,0,1,late_increasing,0.2350597609561753,0
8481,1,161,6,6,4,0,16,26.833333333333332,1.5,1,114,45.70959053269529,17,0,4,0.19047619047619047,1.5,1.5,26.833333333333332,114,40.25,22.5,52.576135270672005,3,5.333333333333333,9.0,8.0,0.0,4.0,116,3,42,2,3,1,2,3,1,2,1,1,0.7204968944099379,0.018633540372670808,0.2608695652173913,0.7204968944099379,0.2608695652173913,-113,39,-74,0.3620689655172414,0.3620689655172414,-5.285714285714286,3,1,0,0,0,0,0,1,front_decreasing,0.7080745341614907,0
8482,1,164,3,3,3,9,16,54.666666666666664,30.0,28,106,44.467216388406115,8,9,4,0.14285714285714285,1.0,1.0,54.666666666666664,106,54.666666666666664,30.0,44.467216388406115,1,3.5,6.0,9.0,9.0,4.0,0,134,30,0,2,1,0,2,1,0,2,1,0.0,0.8170731707317073,0.18292682926829268,0.0,0.18292682926829268,134,-104,30,,999.0,2.142857142857143,2,0,0,0,0,1,0,0,mixed_or_low_activity,0.6463414634146342,0
8483,1,61,2,2,2,19,20,30.5,30.5,2,59,40.30508652763321,2,19,0,0.09523809523809523,1.0,1.0,30.5,59,30.5,30.5,40.30508652763321,1,1.0,1.0,19.0,19.0,0.0,0,0,61,0,0,2,0,0,2,0,0,2,0.0,0.0,1.0,0.0,1.0,0,61,61,,999.0,4.357142857142857,1,0,1,0,1,1,0,0,only_week3,0.9672131147540983,1
8484,1,413,9,1,3,7,10,45.888888888888886,23.0,1,200,62.61278712141084,4,7,10,0.14285714285714285,3.0,0.3333333333333333,413.0,337,137.66666666666666,47.0,172.86218017060102,4,1.5,2.0,10.0,7.0,10.0,0,413,0,0,9,0,0,1,0,0,3,0,0.0,1.0,0.0,0.0,0.0,413,-413,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,mixed_or_low_activity,0.8159806295399515,1
8485,1,1,1,1,1,17,17,1.0,1.0,1,1,0.0,1,17,3,0.047619047619047616,1.0,1.0,1.0,1,1.0,1.0,0.0,1,0.0,0.0,17.0,17.0,3.0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0,1,1,,999.0,0.07142857142857142,1,0,1,0,1,1,0,0,only_week3,1.0,1
8486,1,108,3,2,3,0,6,36.0,2.0,1,105,59.75784467331465,7,0,14,0.14285714285714285,1.0,0.6666666666666666,54.0,105,36.0,2.0,59.75784467331465,1,3.0,5.0,14.0,0.0,14.0,108,0,0,3,0,0,2,0,0,3,0,0,1.0,0.0,0.0,1.0,0.0,-108,0,-108,0.0,0.0,-7.714285714285714,1,1,0,1,0,0,1,0,only_week1,0.9722222222222222,1
8487,1,83,2,2,1,14,14,41.5,41.5,3,80,54.44722215136416,1,14,6,0.047619047619047616,2.0,2.0,41.5,83,83.0,83.0,0.0,2,0.0,0.0,14.0,14.0,6.0,0,0,83,0,0,2,0,0,2,0,0,1,0.0,0.0,1.0,0.0,1.0,0,83,83,,999.0,5.928571428571429,1,0,1,0,1,1,0,0,only_week3,1.0,1
